META; english/non-league/national-league/torquay-v-eastleigh; 2017-12-27 18:24:44 GMT+2; 2018-01-01 15:00; Nothing; Xlenovo
Torquay; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 27/20; ; ; ; ; 
Eastleigh; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/8; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 47/20; ; ; ; ; 
META; english/non-league/national-league/torquay-v-eastleigh; 2017-12-27 22:25:16 GMT+2; 2018-01-01 15:00; Nothing; Xlenovo
Torquay; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; 7/5; ; 27/20; 13/10; ; ; ; 
Eastleigh; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; ; 15/8; ; 15/8; 24/13; ; ; ; 
Draw; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 40/17; ; ; ; 12/5; ; 47/20; 40/17; ; ; ; 
META; english/non-league/national-league/torquay-v-eastleigh; 2017-12-28 02:25:56 GMT+2; 2018-01-01 15:00; Nothing; Xlenovo
Torquay; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; 7/5; ; 27/20; 13/10; ; ; ; 
Eastleigh; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; ; 15/8; ; 15/8; 24/13; ; ; ; 
Draw; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 40/17; ; ; ; 12/5; ; 47/20; 40/17; ; ; ; 
META; english/non-league/national-league/torquay-v-eastleigh; 2017-12-28 10:24:46 GMT+2; 2018-01-01 15:00; Nothing; Xlenovo
Torquay; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; 4/3; 7/5; ; 27/20; 13/10; ; ; ; 
Eastleigh; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; 9/5; 15/8; ; 15/8; 24/13; ; ; ; 
Draw; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 40/17; ; ; 23/10; 12/5; ; 47/20; 40/17; ; ; ; 
META; english/non-league/national-league/torquay-v-eastleigh; 2017-12-28 14:25:01 GMT+2; 2018-01-01 15:00; Nothing; Xlenovo
Torquay; 11/8; ; ; ; ; ; ; ; 4/3; ; ; ; ; ; ; ; ; 13/10; ; ; 4/3; 7/5; ; 27/20; 13/10; ; ; ; 
Eastleigh; 15/8; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; 9/5; ; ; 9/5; 15/8; ; 15/8; 24/13; ; ; ; 
Draw; 12/5; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 23/10; ; ; 23/10; 12/5; ; 47/20; 40/17; ; ; ; 
META; english/non-league/national-league/torquay-v-eastleigh; 2017-12-28 18:24:56 GMT+2; 2018-01-01 15:00; Nothing; Xlenovo
Torquay; 11/8; ; ; ; ; ; ; ; 4/3; ; ; ; ; ; ; ; ; 13/10; ; ; 4/3; 7/5; ; 27/20; 13/10; ; ; ; 
Eastleigh; 15/8; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; 9/5; ; ; 9/5; 15/8; ; 15/8; 24/13; ; ; ; 
Draw; 12/5; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 23/10; ; ; 23/10; 12/5; ; 47/20; 40/17; ; ; ; 
META; english/non-league/national-league/torquay-v-eastleigh; 2017-12-28 22:24:54 GMT+2; 2018-01-01 15:00; Nothing; Xlenovo
Torquay; 11/8; ; ; ; ; ; ; ; 4/3; ; ; ; ; ; ; ; ; 13/10; ; ; 4/3; 7/5; 11/8; 27/20; 13/10; ; ; ; 
