META; english/non-league/national-league/dover-v-guiseley; 2018-01-20 22:22:14 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-21 02:21:52 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-21 10:22:10 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-21 14:22:42 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 8/13; 4/7; ; ; ; ; 4/7; ; ; ; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 3; 14/5; ; ; ; ; 29/10; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; 4; 9/2; ; ; ; ; 17/4; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-21 18:22:01 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 8/13; 4/7; ; ; ; ; 4/7; ; ; ; 4/7; 4/7; ; ; ; ; ; ; ; ; ; 4/7; 4/7; ; ; ; ; 
Draw; 3; 14/5; ; ; ; ; 29/10; ; ; ; 14/5; 13/5; ; ; ; ; ; ; ; ; ; 3; 3; ; ; ; ; 
Guiseley; 4; 9/2; ; ; ; ; 17/4; ; ; ; 9/2; 4; ; ; ; ; ; ; ; ; ; 4; 19/4; ; ; ; ; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-21 22:21:41 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 8/13; 4/7; ; ; ; ; 4/7; ; ; ; 4/7; 4/7; ; ; ; 4/7; ; ; ; ; ; 4/7; 4/7; 8/13; ; ; ; 
Draw; 3; 14/5; ; ; ; ; 29/10; ; ; ; 14/5; 13/5; ; ; ; 13/5; ; ; ; ; ; 3; 3; 3; ; ; ; 
Guiseley; 4; 9/2; ; ; ; ; 17/4; ; ; ; 9/2; 4; ; ; ; 4; ; ; ; ; ; 4; 19/4; 4; ; ; ; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-22 02:21:36 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 8/13; 4/7; ; ; ; 11/20; 4/7; ; ; ; 4/7; 4/7; ; ; ; 4/7; ; ; ; ; ; 4/7; 4/7; 8/13; ; ; ; 
Draw; 3; 14/5; ; ; ; 11/4; 29/10; ; ; ; 14/5; 13/5; ; ; ; 13/5; ; ; ; ; ; 3; 3; 3; ; ; ; 
Guiseley; 4; 9/2; ; ; ; 4; 17/4; ; ; ; 9/2; 4; ; ; ; 4; ; ; ; ; ; 4; 19/4; 4; ; ; ; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-22 10:22:00 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 4/7; 8/15; ; 59/ 100; 1/2; 8/15; ; ; 8/15; 8/15; 8/15; ; ; ; 8/15; 4/7; 8/15; 4/7; ; ; 4/7; 4/7; 4/7; 8/15; ; ; 
Draw; 16/5; 14/5; 29/10; ; 69/20; 29/10; 29/10; ; ; 29/10; 29/10; 11/4; ; ; ; 14/5; 14/5; 29/10; 14/5; ; ; 3; 29/10; 3; 56/19; ; ; 
Guiseley; 17/4; 9/2; 9/2; ; 24/5; 9/2; 17/4; ; ; 9/2; 5; 9/2; ; ; ; 4; 17/4; 21/5; 17/4; ; ; 9/2; 5; 9/2; 17/4; ; ; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-22 14:21:49 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 4/7; 4/7; 6/10; 31/50; 1/2; 8/15; ; ; 4/7; 8/15; 8/15; ; 4/7; 4/7; 8/15; 4/7; 8/15; 4/7; 8/15; ; 4/7; 11/20; 4/7; 8/15; ; ; 
Draw; 16/5; 3; 14/5; 11/4; 67/20; 29/10; 3; ; ; 14/5; 31/10; 14/5; ; 11/4; 3; 14/5; 14/5; 29/10; 14/5; 3; ; 3; 31/10; 3; 56/19; ; ; 
Guiseley; 17/4; 19/4; 9/2; 4; 23/5; 9/2; 17/4; ; ; 9/2; 9/2; 4; ; 9/2; 9/2; 4; 17/4; 21/5; 17/4; 4; ; 9/2; 19/4; 9/2; 17/4; ; ; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-22 18:21:50 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 3/5; 4/7; 6/10; 3/5; 1/2; 8/15; ; 6/11; 4/7; 8/15; 11/20; ; 4/7; 4/7; 8/15; 4/7; 8/15; 4/7; 4/7; 6/11; 4/7; 11/20; 4/7; 18/35; ; 1/2; 
Draw; 16/5; 29/10; 29/10; 11/4; 33/10; 31/10; 3; ; 29/10; 29/10; 31/10; 11/4; ; 11/4; 3; 14/5; 14/5; 3; 14/5; 41/13; 29/10; 3; 31/10; 3; 56/19; ; 13/5; 
Guiseley; 17/4; 9/2; 9/2; 4; 5; 4; 9/2; ; 21/5; 9/2; 9/2; 4; ; 17/4; 9/2; 9/2; 17/4; 9/2; 17/4; 21/5; 21/5; 9/2; 19/4; 9/2; 23/5; ; 7/2; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-22 22:21:50 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 3/5; 4/7; 6/10; 3/5; 1/2; 8/15; ; 6/11; 4/7; 8/15; 11/20; ; 4/7; 4/7; 8/15; 4/7; 8/15; 4/7; 4/7; 6/11; 4/7; 11/20; 4/7; 8/15; 1/2; 1/2; 
Draw; 16/5; 29/10; 29/10; 11/4; 33/10; 31/10; 3; ; 29/10; 29/10; 31/10; 11/4; ; 11/4; 3; 14/5; 14/5; 3; 14/5; 41/13; 29/10; 3; 31/10; 3; 58/19; 14/5; 13/5; 
Guiseley; 17/4; 9/2; 9/2; 4; 5; 4; 9/2; ; 21/5; 9/2; 9/2; 4; ; 17/4; 9/2; 9/2; 17/4; 50/11; 17/4; 21/5; 21/5; 9/2; 19/4; 9/2; 23/5; 7/2; 7/2; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-23 02:21:42 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 3/5; 4/7; 6/10; 3/5; 1/2; 8/15; ; 6/11; 4/7; 8/15; 11/20; ; 4/7; 4/7; 8/15; 4/7; 8/15; 4/7; 4/7; 6/11; 4/7; 11/20; 4/7; 8/15; 4/9; 1/2; 
Draw; 16/5; 29/10; 29/10; 11/4; 33/10; 31/10; 3; ; 29/10; 29/10; 31/10; 11/4; ; 11/4; 3; 14/5; 14/5; 3; 14/5; 41/13; 29/10; 3; 31/10; 3; 58/19; 11/4; 13/5; 
Guiseley; 17/4; 9/2; 9/2; 4; 5; 4; 9/2; ; 21/5; 9/2; 9/2; 4; ; 17/4; 9/2; 9/2; 17/4; 50/11; 17/4; 21/5; 21/5; 9/2; 19/4; 9/2; 23/5; 7/2; 7/2; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-23 10:21:45 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 3/5; 4/7; 6/10; 3/5; 1/2; 8/15; ; 6/11; 4/7; 8/15; 11/20; ; 4/7; 4/7; 8/15; 4/7; 8/15; 4/7; 4/7; 6/11; 4/7; 11/20; 4/7; 8/15; 4/9; 1/2; 
Draw; 16/5; 29/10; 29/10; 11/4; 33/10; 31/10; 3; ; 29/10; 29/10; 3; 11/4; ; 14/5; 3; 14/5; 14/5; 3; 14/5; 41/13; 29/10; 3; 31/10; 3; 58/19; 11/4; 13/5; 
Guiseley; 17/4; 9/2; 9/2; 4; 5; 4; 17/4; ; 21/5; 9/2; 9/2; 4; ; 17/4; 9/2; 9/2; 17/4; 50/11; 17/4; 21/5; 21/5; 9/2; 19/4; 9/2; 23/5; 7/2; 7/2; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-23 14:21:45 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 3/5; 4/7; 6/10; 3/5; 1/2; 8/15; ; 6/11; 4/7; 8/15; 11/20; ; 4/7; 4/7; 8/15; 4/7; 8/15; 4/7; 4/7; 6/11; 4/7; 11/20; 4/7; 8/15; 4/9; 1/2; 
Draw; 16/5; 29/10; 29/10; 11/4; 33/10; 31/10; 3; ; 29/10; 29/10; 3; 11/4; ; 14/5; 3; 14/5; 14/5; 3; 14/5; 41/13; 29/10; 3; 31/10; 3; 3; 11/4; 13/5; 
Guiseley; 17/4; 9/2; 9/2; 4; 5; 4; 17/4; ; 21/5; 9/2; 9/2; 4; ; 17/4; 9/2; 9/2; 17/4; 9/2; 17/4; 21/5; 21/5; 9/2; 19/4; 9/2; 50/11; 7/2; 7/2; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-23 18:22:13 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 3/5; 4/7; 6/10; 3/5; 1/2; 8/15; ; 6/11; 4/7; 8/15; 11/20; ; 4/7; 4/7; 8/15; 4/7; 8/15; 4/7; 4/7; 6/11; 4/7; 11/20; 4/7; 8/15; 4/9; 1/2; 
Draw; 16/5; 29/10; 29/10; 11/4; 33/10; 31/10; 3; ; 29/10; 29/10; 3; 11/4; ; 14/5; 3; 14/5; 14/5; 3; 14/5; 41/13; 29/10; 3; 31/10; 3; 3; 11/4; 13/5; 
Guiseley; 17/4; 9/2; 9/2; 4; 5; 4; 9/2; ; 21/5; 9/2; 9/2; 4; ; 17/4; 9/2; 9/2; 17/4; 9/2; 17/4; 21/5; 21/5; 9/2; 19/4; 9/2; 50/11; 7/2; 7/2; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-23 22:22:12 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 3/5; 4/7; 6/10; 3/5; 1/2; 8/15; ; 6/11; 4/7; 8/15; 11/20; ; 4/7; 4/7; 8/15; 4/7; 8/15; 4/7; 4/7; 6/11; 4/7; 11/20; 4/7; 8/15; ; 4/9; 1/2; 
Draw; 16/5; 29/10; 29/10; 11/4; 33/10; 31/10; 3; ; 29/10; 29/10; 3; 11/4; ; 14/5; 3; 14/5; 14/5; 3; 14/5; 41/13; 29/10; 3; 31/10; 3; 3; ; 11/4; 13/5; 
Guiseley; 17/4; 9/2; 9/2; 4; 5; 4; 9/2; ; 21/5; 9/2; 9/2; 4; ; 17/4; 9/2; 9/2; 17/4; 9/2; 17/4; 21/5; 21/5; 9/2; 19/4; 9/2; 50/11; ; 7/2; 7/2; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-24 02:21:52 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 3/5; 4/7; 6/10; 3/5; 1/2; 8/15; ; 6/11; 4/7; 4/7; 11/20; ; 4/7; 4/7; 4/7; 4/7; 8/15; 4/7; 4/7; 6/11; 4/7; 11/20; 4/7; 8/15; ; 4/7; 1/2; 
Draw; 16/5; 29/10; 29/10; 11/4; 33/10; 31/10; 3; ; 29/10; 29/10; 29/10; 11/4; ; 14/5; 3; 14/5; 14/5; 3; 14/5; 41/13; 29/10; 3; 31/10; 3; 3; ; 11/4; 13/5; 
Guiseley; 17/4; 9/2; 9/2; 4; 5; 4; 9/2; ; 21/5; 9/2; 9/2; 4; ; 17/4; 9/2; 4; 17/4; 9/2; 17/4; 21/5; 21/5; 9/2; 19/4; 9/2; 50/11; ; 7/2; 7/2; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-24 10:21:50 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 3/5; 4/7; 6/10; 3/5; 1/2; 8/15; ; 6/11; 4/7; 4/7; 11/20; ; 4/7; 4/7; 4/7; 4/7; 8/15; 4/7; 4/7; 6/11; 4/7; 11/20; 4/7; 8/15; ; 4/7; 1/2; 
Draw; 16/5; 29/10; 29/10; 11/4; 33/10; 31/10; 3; ; 29/10; 29/10; 29/10; 11/4; ; 14/5; 3; 14/5; 14/5; 3; 14/5; 41/13; 29/10; 3; 31/10; 3; 3; ; 11/4; 13/5; 
Guiseley; 17/4; 9/2; 9/2; 4; 5; 4; 9/2; ; 21/5; 9/2; 9/2; 4; ; 17/4; 9/2; 4; 17/4; 9/2; 17/4; 21/5; 21/5; 9/2; 19/4; 9/2; 50/11; ; 7/2; 7/2; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-24 14:21:53 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 3/5; 8/15; 6/10; 57/ 100; 1/2; 1/2; ; 6/11; 8/15; 4/7; 11/20; ; 11/20; 11/20; 8/15; 4/7; 1/2; 4/7; 4/7; 6/11; 8/15; 11/20; 11/20; 18/35; ; 4/7; 1/2; 
Draw; 16/5; 29/10; 29/10; 11/4; 67/20; 31/10; 3; ; 29/10; 29/10; 29/10; 13/5; ; 14/5; 3; 14/5; 14/5; 58/19; 14/5; 41/13; 29/10; 3; 31/10; 3; 58/19; ; 3; 27/10; 
Guiseley; 17/4; 9/2; 9/2; 4; 53/10; 4; 19/4; ; 21/5; 9/2; 9/2; 9/2; ; 9/2; 19/4; 9/2; 17/4; 19/4; 17/4; 21/5; 21/5; 19/4; 19/4; 19/4; 24/5; ; 7/2; 7/2; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-24 18:21:49 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 4/7; 8/15; 11/20; 57/ 100; 1/2; 1/2; ; 6/11; 8/15; 8/15; 11/20; ; 11/20; 11/20; 8/15; 4/7; 18/35; 4/7; 4/7; 6/11; 8/15; 11/20; 11/20; 8/15; ; 4/7; 1/2; 
Draw; 16/5; 3; 29/10; 14/5; 67/20; 31/10; 3; ; 29/10; 29/10; 3; 13/5; ; 14/5; 3; 14/5; 14/5; 31/10; 14/5; 41/13; 29/10; 3; 31/10; 3; 41/13; ; 3; 27/10; 
Guiseley; 17/4; 19/4; 9/2; 9/2; 53/10; 4; 19/4; ; 21/5; 9/2; 9/2; 9/2; ; 9/2; 19/4; 9/2; 17/4; 63/13; 17/4; 21/5; 21/5; 19/4; 19/4; 19/4; 49/10; ; 7/2; 7/2; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-24 22:21:46 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 4/7; 8/15; 11/20; 57/ 100; 1/2; 1/2; ; 6/11; 8/15; 8/15; 11/20; ; 11/20; 11/20; 8/15; 4/7; 18/35; 4/7; 4/7; 6/11; 8/15; 11/20; 11/20; 8/15; ; 4/7; 1/2; 
Draw; 16/5; 3; 29/10; 14/5; 67/20; 31/10; 3; ; 29/10; 29/10; 3; 13/5; ; 14/5; 3; 14/5; 14/5; 31/10; 14/5; 41/13; 29/10; 3; 31/10; 3; 31/10; ; 3; 27/10; 
Guiseley; 17/4; 19/4; 9/2; 9/2; 53/10; 4; 19/4; ; 21/5; 9/2; 9/2; 9/2; ; 9/2; 19/4; 9/2; 17/4; 63/13; 17/4; 21/5; 21/5; 19/4; 19/4; 19/4; 49/10; ; 7/2; 7/2; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-25 02:21:42 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 4/7; 8/15; 11/20; 57/ 100; 1/2; 1/2; ; 6/11; 8/15; 8/15; 11/20; ; 11/20; 11/20; 8/15; 4/7; 18/35; 4/7; 4/7; 6/11; 8/15; 11/20; 11/20; 8/15; ; 4/7; 1/2; 
Draw; 16/5; 3; 29/10; 14/5; 67/20; 31/10; 3; ; 29/10; 29/10; 3; 13/5; ; 14/5; 3; 14/5; 14/5; 31/10; 14/5; 41/13; 29/10; 3; 31/10; 3; 31/10; ; 3; 27/10; 
Guiseley; 17/4; 19/4; 9/2; 9/2; 53/10; 4; 19/4; ; 21/5; 9/2; 9/2; 9/2; ; 9/2; 19/4; 9/2; 17/4; 63/13; 17/4; 21/5; 21/5; 19/4; 19/4; 19/4; 49/10; ; 23/5; 7/2; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-25 10:21:39 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 4/7; 8/15; 11/20; 57/ 100; 1/2; 1/2; ; 6/11; 8/15; 8/15; 11/20; ; 11/20; 11/20; 8/15; 4/7; 18/35; 4/7; 4/7; 6/11; 8/15; 11/20; 11/20; 8/15; ; 4/7; 1/2; 
Draw; 16/5; 3; 29/10; 14/5; 67/20; 31/10; 3; ; 29/10; 29/10; 3; 13/5; ; 14/5; 3; 14/5; 14/5; 31/10; 14/5; 41/13; 29/10; 3; 31/10; 3; 31/10; ; 14/5; 27/10; 
Guiseley; 17/4; 19/4; 9/2; 9/2; 53/10; 4; 19/4; ; 21/5; 9/2; 9/2; 9/2; ; 9/2; 19/4; 9/2; 17/4; 63/13; 17/4; 21/5; 21/5; 19/4; 19/4; 19/4; 49/10; ; 21/5; 7/2; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-25 14:21:56 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 4/7; 8/15; 11/20; 57/ 100; 1/2; 1/2; ; 6/11; 8/15; 8/15; 11/20; ; 11/20; 11/20; 8/15; 4/7; 8/15; 4/7; 4/7; 6/11; 8/15; 11/20; 11/20; 8/15; ; 4/7; 1/2; 
Draw; 16/5; 3; 29/10; 14/5; 67/20; 31/10; 3; ; 29/10; 29/10; 3; 13/5; ; 14/5; 3; 14/5; 14/5; 58/19; 14/5; 41/13; 29/10; 3; 31/10; 3; 31/10; ; 14/5; 27/10; 
Guiseley; 17/4; 19/4; 9/2; 9/2; 53/10; 4; 19/4; ; 21/5; 9/2; 9/2; 9/2; ; 9/2; 19/4; 9/2; 17/4; 63/13; 17/4; 21/5; 21/5; 19/4; 19/4; 19/4; 49/10; ; 4; 7/2; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-25 18:21:44 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 4/7; 8/15; 11/20; 57/ 100; 1/2; 1/2; ; 6/11; 8/15; 8/15; 11/20; ; 11/20; 11/20; 8/15; 4/7; 8/15; 4/7; 4/7; 6/11; 8/15; 11/20; 11/20; 8/15; ; 4/7; ; 
Draw; 16/5; 3; 29/10; 14/5; 67/20; 31/10; 3; ; 29/10; 29/10; 3; 13/5; ; 14/5; 3; 14/5; 14/5; 58/19; 14/5; 41/13; 29/10; 3; 31/10; 3; 31/10; ; 14/5; ; 
Guiseley; 17/4; 19/4; 9/2; 9/2; 53/10; 4; 19/4; ; 21/5; 9/2; 9/2; 9/2; ; 9/2; 19/4; 9/2; 17/4; 63/13; 17/4; 21/5; 21/5; 19/4; 19/4; 19/4; 49/10; ; 4; ; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-25 22:21:46 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/7; 4/7; 8/15; 11/20; 4/7; 1/2; 1/2; ; 6/11; 8/15; 8/15; 11/20; ; 11/20; 11/20; 8/15; 4/7; 18/35; 4/7; 4/7; 6/11; 8/15; 11/20; 11/20; 8/15; ; 4/7; 1/2; 
Draw; 16/5; 3; 29/10; 14/5; 10/3; 31/10; 3; ; 29/10; 29/10; 3; 13/5; ; 14/5; 3; 14/5; 14/5; ; 14/5; 41/13; 29/10; 3; 31/10; 3; 31/10; ; 14/5; 14/5; 
Guiseley; 17/4; 19/4; 9/2; 9/2; 53/10; 4; 19/4; ; 21/5; 9/2; 9/2; 9/2; ; 9/2; 19/4; 9/2; 17/4; ; 17/4; 21/5; 21/5; 19/4; 19/4; 19/4; 49/10; ; 23/5; 24/5; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-26 02:21:42 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/9; 8/15; 1/2; 8/15; ; 40/85; 1/2; ; 5/11; 1/2; 1/2; 1/2; ; 8/15; 8/15; 4/9; 1/2; 5/11; 1/2; 18/35; 5/11; 8/15; 1/2; 1/2; 5/11; ; 1/2; 1/2; 
Draw; 7/2; 3; 3; 3; ; 3; 3; ; 13/4; 3; 31/10; 14/5; ; 29/10; 3; 3; 3; 57/17; 3; 16/5; 13/4; 3; 33/10; 16/5; 57/17; ; ; 14/5; 
Guiseley; 11/2; 5; 5; 9/2; ; 9/2; 19/4; ; 51/10; 5; 5; 9/2; ; 19/4; 5; 5; 19/4; 60/11; 19/4; 24/5; 51/10; 5; 21/4; 5; 11/2; ; 11/2; 5; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-26 10:21:52 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Dover; 4/9; 8/15; 1/2; 8/15; ; 4/9; 1/2; ; 5/11; 1/2; 1/2; 1/2; ; 8/15; 8/15; 4/9; 1/2; 5/11; 1/2; 18/35; 5/11; 8/15; 1/2; 1/2; 5/11; ; 1/2; 1/2; 
Draw; 7/2; 3; 3; 3; ; 31/10; 3; ; 13/4; 3; 31/10; 14/5; ; 29/10; 3; 3; 3; 57/17; 3; 16/5; 13/4; 3; 33/10; 16/5; 57/17; ; 14/5; 14/5; 
