META; english/non-league/national-league/hartlepool-v-maidenhead-utd; 2017-12-17 10:22:06 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Hartlepool; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Maidenhead Utd; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/hartlepool-v-maidenhead-utd; 2017-12-17 14:22:18 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Hartlepool; 6/5; 11/8; ; ; ; ; 5/4; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; 13/10; 13/10; ; ; ; ; ; 
Maidenhead Utd; 9/4; 9/5; ; ; ; ; 2; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; 2; 21/10; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 11/5; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; 23/10; 23/10; ; ; ; ; ; 
META; english/non-league/national-league/hartlepool-v-maidenhead-utd; 2017-12-17 18:22:24 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Hartlepool; 6/5; 11/8; ; ; ; 6/5; 5/4; ; 6/5; ; 5/4; 23/20; ; ; ; ; ; 15/13; ; ; 6/5; 13/10; 13/10; 13/10; 15/13; ; ; ; 
Maidenhead Utd; 9/4; 9/5; ; ; ; 21/10; 2; ; 39/19; ; 21/10; 2; ; ; ; ; ; 21/10; ; ; 39/19; 2; 85/40; 2; 28/13; ; ; ; 
Draw; 23/10; 23/10; ; ; ; 11/5; 11/5; ; 11/5; ; 11/5; 9/4; ; ; ; ; ; 11/5; ; ; 11/5; 23/10; 23/10; 23/10; 11/5; ; ; ; 
META; english/non-league/national-league/hartlepool-v-maidenhead-utd; 2017-12-17 22:23:04 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Hartlepool; 6/5; 11/8; ; ; ; 6/5; 5/4; ; 6/5; ; 5/4; 23/20; ; ; ; 6/5; ; 15/13; ; ; 6/5; 13/10; 13/10; 13/10; 15/13; ; ; ; 
Maidenhead Utd; 9/4; 9/5; ; ; ; 21/10; 2; ; 39/19; ; 21/10; 2; ; ; ; 2; ; 21/10; ; ; 39/19; 2; 85/40; 2; 28/13; ; ; ; 
Draw; 23/10; 23/10; ; ; ; 11/5; 11/5; ; 11/5; ; 11/5; 9/4; ; ; ; 11/5; ; 11/5; ; ; 11/5; 23/10; 23/10; 23/10; 11/5; ; ; ; 
META; english/non-league/national-league/hartlepool-v-maidenhead-utd; 2017-12-18 02:23:01 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Hartlepool; 6/5; 11/8; ; ; ; 6/5; 5/4; ; 6/5; ; 5/4; 23/20; ; ; ; 6/5; ; 15/13; ; ; 6/5; 13/10; 13/10; 13/10; 15/13; ; ; ; 
Maidenhead Utd; 9/4; 9/5; ; ; ; 21/10; 2; ; 39/19; ; 21/10; 2; ; ; ; 2; ; 21/10; ; ; 39/19; 2; 21/10; 2; 28/13; ; ; ; 
Draw; 23/10; 23/10; ; ; ; 11/5; 11/5; ; 11/5; ; 11/5; 9/4; ; ; ; 11/5; ; 11/5; ; ; 11/5; 23/10; 23/10; 23/10; 11/5; ; ; ; 
