META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-24 02:24:40 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Draw; 13/5; 23/10; ; 5/2; 13/5; 12/5; 13/5; 5/2; 5/2; ; 13/5; 5/2; ; ; ; 5/2; 12/5; 5/2; 28/11; 129/50; ; 5/2; ; 5/2; 13/5; ; ; ; 
AFC Fylde; 5/2; 23/10; ; 11/4; 5/2; 23/10; 5/2; 12/5; 12/5; ; 11/5; 12/5; ; ; ; 12/5; 23/10; 12/5; 12/5; 61/20; ; 12/5; ; 5/2; 51/20; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-26 02:24:40 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 11/10; ; 5/6; 19/20; 19/20; 1; 5/6; 19/20; ; 20/21; 1; ; ; ; 19/20; 19/20; 19/20; 19/20; 1; ; 19/20; ; 20/21; 19/20; ; ; ; 
Draw; 13/5; 23/10; ; 5/2; 13/5; 12/5; 13/5; 5/2; 5/2; ; 13/5; 5/2; ; ; ; 5/2; 12/5; 5/2; 28/11; 129/50; ; 5/2; ; 5/2; 13/5; ; ; ; 
AFC Fylde; 5/2; 23/10; ; 11/4; 5/2; 23/10; 5/2; 12/5; 12/5; ; 11/5; 12/5; ; ; ; 12/5; 23/10; 12/5; 12/5; 61/20; ; 12/5; ; 5/2; 51/20; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-26 10:24:46 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 11/10; ; 5/6; 19/20; 19/20; 1; 5/6; 19/20; ; 20/21; 1; ; ; ; 19/20; 19/20; ; 19/20; 1; ; 19/20; ; 20/21; 19/20; ; ; ; 
Draw; 13/5; 23/10; ; 5/2; 13/5; 12/5; 13/5; 5/2; 5/2; ; 13/5; 5/2; ; ; ; 5/2; 12/5; ; 28/11; 129/50; ; 5/2; ; 5/2; 13/5; ; ; ; 
AFC Fylde; 5/2; 23/10; ; 11/4; 5/2; 23/10; 5/2; 12/5; 12/5; ; 11/5; 12/5; ; ; ; 12/5; 23/10; ; 27/11; 61/20; ; 12/5; ; 5/2; 51/20; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-26 14:25:20 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; ; 5/6; 20/21; 19/20; 1; 5/6; 19/20; ; 10/11; 17/20; ; ; ; 10/11; 19/20; 19/20; 19/20; 1; ; 19/20; ; 20/21; 19/20; ; ; ; 
Draw; 13/5; 13/5; ; 5/2; 5/2; 12/5; 13/5; 5/2; 5/2; ; 12/5; 13/5; ; ; ; 5/2; 12/5; 5/2; 28/11; 129/50; ; 5/2; ; 5/2; 13/5; ; ; ; 
AFC Fylde; 5/2; 5/2; ; 11/4; 5/2; 23/10; 13/5; 12/5; 12/5; ; 5/2; 11/4; ; ; ; 5/2; 23/10; 12/5; 27/11; 61/20; ; 12/5; ; 5/2; 51/20; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-26 18:25:00 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; ; 5/6; 20/21; 19/20; 1; 5/6; 19/20; ; 10/11; 17/20; ; ; ; 10/11; 19/20; 19/20; 19/20; 1; ; 19/20; ; 20/21; 19/20; ; ; ; 
Draw; 13/5; 13/5; ; 5/2; 5/2; 12/5; 13/5; 5/2; 5/2; ; 12/5; 13/5; ; ; ; 5/2; 12/5; 5/2; 28/11; 129/50; ; 5/2; ; 5/2; 13/5; ; ; ; 
AFC Fylde; 5/2; 5/2; ; 11/4; 5/2; 23/10; 13/5; 12/5; 12/5; ; 5/2; 11/4; ; ; ; 5/2; 23/10; 12/5; 27/11; 61/20; ; 12/5; ; 5/2; 51/20; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-26 22:24:43 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; ; 5/6; 19/20; 19/20; 1; 5/6; 19/20; ; 10/11; 17/20; ; ; ; 10/11; 19/20; 19/20; 19/20; 1; ; 19/20; ; 20/21; 19/20; ; ; ; 
Draw; 13/5; 13/5; ; 5/2; 13/5; 12/5; 13/5; 5/2; 5/2; ; 12/5; 13/5; ; ; ; 5/2; 12/5; 5/2; 28/11; 129/50; ; 5/2; ; 5/2; 13/5; ; ; ; 
AFC Fylde; 5/2; 5/2; ; 11/4; 5/2; 23/10; 13/5; 12/5; 12/5; ; 5/2; 11/4; ; ; ; 5/2; 23/10; 12/5; 27/11; 61/20; ; 12/5; ; 5/2; 51/20; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-27 02:23:13 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; ; 5/6; 19/20; 19/20; 1; 5/6; 19/20; ; 10/11; 17/20; ; ; ; 10/11; 19/20; 19/20; 19/20; 1; ; 19/20; ; 20/21; 19/20; ; ; ; 
Draw; 13/5; 13/5; ; 5/2; 13/5; 12/5; 13/5; 5/2; 5/2; ; 12/5; 13/5; ; ; ; 5/2; 12/5; 5/2; 28/11; 129/50; ; 5/2; ; 5/2; 13/5; ; ; ; 
AFC Fylde; 5/2; 5/2; ; 11/4; 5/2; 23/10; 13/5; 12/5; 12/5; ; 5/2; 11/4; ; ; ; 5/2; 23/10; 12/5; 27/11; 61/20; ; 12/5; ; 5/2; 51/20; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-27 10:23:20 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; ; 5/6; 19/20; 19/20; 1; 5/6; 19/20; ; 10/11; 17/20; ; ; ; 10/11; 19/20; 19/20; 19/20; 1; ; 19/20; ; 20/21; 19/20; ; ; ; 
Draw; 13/5; 13/5; ; 5/2; 13/5; 12/5; 13/5; 5/2; 5/2; ; 12/5; 13/5; ; ; ; 5/2; 12/5; 5/2; 28/11; 129/50; ; 5/2; ; 5/2; 13/5; ; ; ; 
AFC Fylde; 5/2; 5/2; ; 11/4; 5/2; 23/10; 13/5; 12/5; 12/5; ; 5/2; 11/4; ; ; ; 5/2; 23/10; 12/5; 27/11; 61/20; ; 12/5; ; 5/2; 51/20; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-27 14:24:37 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; ; 5/6; 19/20; 19/20; 1; 5/6; 19/20; ; 10/11; 17/20; ; ; ; 10/11; 19/20; 19/20; 19/20; 1; ; 19/20; ; 20/21; 19/20; ; 8/11; ; 
Draw; 13/5; 13/5; ; 5/2; 13/5; 12/5; 13/5; 5/2; 5/2; ; 12/5; 13/5; ; ; ; 5/2; 12/5; 5/2; 28/11; 129/50; ; 5/2; ; 5/2; 13/5; ; 21/10; ; 
AFC Fylde; 5/2; 5/2; ; 11/4; 5/2; 23/10; 13/5; 12/5; 12/5; ; 12/5; 11/4; ; ; ; 5/2; 23/10; 12/5; 27/11; 61/20; ; 12/5; ; 5/2; 51/20; ; 8/5; ; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-27 18:22:33 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; ; 5/6; 19/20; 19/20; 1; 5/6; 19/20; ; 10/11; 17/20; ; ; ; 10/11; 19/20; 19/20; 1; 1; ; 19/20; ; 20/21; 19/20; ; 4/6; ; 
Draw; 13/5; 13/5; ; 5/2; 13/5; 12/5; 13/5; 5/2; 5/2; ; 12/5; 13/5; ; ; ; 5/2; 12/5; 5/2; 28/11; 129/50; ; 5/2; ; 5/2; 13/5; ; 23/10; ; 
AFC Fylde; 5/2; 5/2; ; 11/4; 5/2; 23/10; 13/5; 12/5; 12/5; ; 12/5; 11/4; ; ; ; 5/2; 23/10; 12/5; 27/11; 61/20; ; 12/5; ; 5/2; 51/20; ; 8/5; ; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-27 22:23:21 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; ; 5/6; 19/20; 19/20; 1; 5/6; 19/20; ; 10/11; 17/20; ; 10/11; ; 10/11; 19/20; 19/20; 19/20; 1; ; 19/20; ; 20/21; 19/20; ; 4/6; ; 
Draw; 13/5; 13/5; ; 5/2; 13/5; 12/5; 13/5; 5/2; 5/2; ; 12/5; 13/5; ; 13/5; ; 5/2; 12/5; 5/2; 13/5; 129/50; ; 5/2; ; 5/2; 13/5; ; 23/10; ; 
AFC Fylde; 5/2; 5/2; ; 11/4; 5/2; 23/10; 13/5; 12/5; 12/5; ; 12/5; 11/4; ; 5/2; ; 5/2; 23/10; 12/5; 27/11; 61/20; ; 12/5; ; 5/2; 51/20; ; 8/5; ; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-28 02:23:13 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; ; 5/6; 19/20; 19/20; 1; 5/6; 19/20; ; 10/11; 17/20; ; 10/11; ; 10/11; 19/20; 19/20; 19/20; 1; ; 19/20; ; 20/21; 19/20; ; ; ; 
Draw; 13/5; 13/5; ; 5/2; 13/5; 12/5; 13/5; 5/2; 5/2; ; 12/5; 13/5; ; 13/5; ; 5/2; 12/5; 5/2; 13/5; 129/50; ; 5/2; ; 5/2; 13/5; ; ; ; 
AFC Fylde; 5/2; 5/2; ; 11/4; 5/2; 23/10; 13/5; 12/5; 12/5; ; 12/5; 11/4; ; 5/2; ; 5/2; 23/10; 12/5; 27/11; 61/20; ; 12/5; ; 5/2; 51/20; ; ; ; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-28 10:23:14 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; ; 5/6; 19/20; 19/20; 1; 5/6; 19/20; ; 10/11; 17/20; ; 10/11; ; 10/11; 19/20; 19/20; 19/20; 1; ; 19/20; ; 20/21; 19/20; ; 4/6; ; 
Draw; 13/5; 13/5; ; 5/2; 13/5; 12/5; 13/5; 5/2; 5/2; ; 12/5; 13/5; ; 13/5; ; 5/2; 12/5; 5/2; 13/5; 129/50; ; 5/2; ; 5/2; 13/5; ; 12/5; ; 
AFC Fylde; 5/2; 5/2; ; 11/4; 5/2; 23/10; 13/5; 12/5; 12/5; ; 12/5; 11/4; ; 5/2; ; 5/2; 23/10; 12/5; 5/2; 61/20; ; 12/5; ; 5/2; 51/20; ; 17/10; ; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-28 14:23:31 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; 1; 1; 1; 19/20; 21/20; 5/6; 1; 1; 1; 1; ; 20/21; ; 1; 19/20; 1; 1; 109/100; 1; 1; ; 1; 19/20; ; 20/21; ; 
AFC Fylde; 5/2; 23/10; 9/4; 11/5; 23/10; 23/10; 12/5; 12/5; 23/10; 9/4; 11/5; 9/4; ; 23/10; ; 23/10; 23/10; 23/10; 12/5; 13/5; 21/10; 23/10; ; 12/5; 51/20; ; 12/5; ; 
Draw; 13/5; 11/4; 5/2; 13/5; 13/5; 12/5; 13/5; 5/2; 5/2; 5/2; 12/5; 5/2; ; 5/2; ; 5/2; 12/5; 5/2; 28/11; 68/25; 13/5; 5/2; ; 5/2; 27/10; ; 12/5; ; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-28 18:23:36 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; 1; 1; 1; 19/20; 21/20; 10/11; 1; 1; 1; 1; ; 20/21; 1; 1; 19/20; 1; 1; 109/100; 1; 1; ; 1; 19/20; ; 1; ; 
AFC Fylde; 5/2; 23/10; 9/4; 11/5; 23/10; 23/10; 23/10; 23/10; 23/10; 11/5; 11/5; 9/4; ; 23/10; 5/2; 23/10; 23/10; 23/10; 12/5; 13/5; 21/10; 23/10; ; 23/10; 51/20; ; 12/5; ; 
Draw; 13/5; 11/4; 5/2; 13/5; 13/5; 12/5; 11/4; 5/2; 5/2; 5/2; 12/5; 5/2; ; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 68/25; 13/5; 5/2; ; 5/2; 27/10; ; 12/5; ; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-28 22:22:51 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 21/20; 1; 1; 1; 19/20; 21/20; 10/11; 1; 1; 20/21; 1; ; 20/21; 1; 1; 19/20; 1; 1; 109/100; 24/23; 1; ; 1; 21/20; ; 1; ; 
AFC Fylde; 5/2; 9/4; 23/10; 11/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 21/10; 9/4; ; 23/10; 5/2; 9/4; 23/10; 23/10; 40/17; 13/5; 28/13; 23/10; ; 23/10; 12/5; ; 12/5; ; 
Draw; 13/5; 11/4; 5/2; 13/5; 13/5; 12/5; 14/5; 5/2; 5/2; 5/2; 13/5; 5/2; ; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 68/25; 14/5; 5/2; ; 5/2; 27/10; ; 12/5; ; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-29 02:22:09 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; 1; 1; 1; 19/20; 21/20; 10/11; 1; 1; 20/21; 1; ; 20/21; 1; 1; 19/20; 1; 1; 109/100; 24/23; 1; ; 1; 21/20; ; 1; ; 
AFC Fylde; 5/2; 12/5; 23/10; 11/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 21/10; 9/4; ; 23/10; 5/2; 23/10; 23/10; 23/10; 12/5; 13/5; 28/13; 23/10; ; 23/10; 12/5; ; 12/5; ; 
Draw; 13/5; 14/5; 5/2; 13/5; 13/5; 12/5; 14/5; 5/2; 5/2; 5/2; 13/5; 5/2; ; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 68/25; 14/5; 5/2; ; 5/2; 27/10; ; 12/5; ; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-29 10:22:12 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; 1; 1; 1; 19/20; 21/20; 10/11; 1; 1; 20/21; 1; ; 20/21; 1; 1; 19/20; 1; 1; 109/100; 24/23; 1; ; 1; 21/20; ; 1; ; 
AFC Fylde; 5/2; 12/5; 23/10; 11/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 21/10; 9/4; ; 23/10; 5/2; 23/10; 23/10; 23/10; 12/5; 13/5; 28/13; 23/10; ; 23/10; 12/5; ; 12/5; ; 
Draw; 13/5; 14/5; 5/2; 13/5; 13/5; 12/5; 14/5; 5/2; 5/2; 5/2; 13/5; 5/2; ; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 68/25; 14/5; 5/2; ; 5/2; 27/10; ; 9/4; ; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-29 14:22:31 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; 1; 1; 1; 19/20; 21/20; 10/11; 1; 1; 20/21; 1; ; 20/21; 1; 1; 19/20; 1; 1; 109/100; 24/23; 1; ; 1; 21/20; ; 1; 20/21; 
AFC Fylde; 5/2; 12/5; 23/10; 13/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 21/10; 9/4; ; 23/10; 5/2; 23/10; 23/10; 23/10; 12/5; 13/5; 28/13; 23/10; ; 23/10; 12/5; ; 12/5; 12/5; 
Draw; 13/5; 14/5; 5/2; 5/2; 13/5; 12/5; 14/5; 5/2; 5/2; 5/2; 13/5; 5/2; ; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 68/25; 14/5; 5/2; ; 5/2; 27/10; ; 9/4; 9/4; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-29 18:22:26 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; 1; 1; 1; 19/20; 21/20; 10/11; 1; 1; 20/21; 1; ; 20/21; 1; 1; 19/20; 1; 11/10; 109/100; 24/23; 1; ; 1; 21/20; ; 1; 20/21; 
AFC Fylde; 5/2; 12/5; 23/10; 13/5; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 21/10; 9/4; ; 23/10; 5/2; 23/10; 23/10; 23/10; 11/5; 13/5; 28/13; 23/10; ; 12/5; 12/5; ; 5/2; 12/5; 
Draw; 13/5; 14/5; 5/2; 5/2; 5/2; 12/5; 14/5; 5/2; 5/2; 5/2; 13/5; 5/2; ; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 68/25; 14/5; 5/2; ; 5/2; 27/10; ; 21/10; 9/4; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-29 22:23:49 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; 1; 1; 1; 19/20; 21/20; 10/11; 1; 1; 20/21; 1; ; 20/21; 1; 1; 19/20; 1; 1; 109/100; 24/23; 1; ; 1; 21/20; ; 1; 20/21; 
AFC Fylde; 5/2; 12/5; 23/10; 13/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 21/10; 9/4; ; 23/10; 5/2; 23/10; 23/10; 23/10; 12/5; 13/5; 28/13; 23/10; ; 12/5; 12/5; ; 12/5; 12/5; 
Draw; 13/5; 14/5; 5/2; 5/2; 13/5; 12/5; 14/5; 5/2; 5/2; 5/2; 13/5; 5/2; ; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 68/25; 14/5; 5/2; ; 5/2; 27/10; ; 5/2; 9/4; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-30 02:23:18 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; 1; 1; 1; 19/20; 21/20; 10/11; 1; 1; 20/21; 1; ; 20/21; 1; 1; 19/20; 1; 1; 109/100; 24/23; 1; ; 1; 21/20; ; 1; 20/21; 
AFC Fylde; 5/2; 12/5; 23/10; 13/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 9/4; 9/4; ; 23/10; 5/2; 23/10; 23/10; 23/10; 12/5; 13/5; 28/13; 23/10; ; 12/5; 12/5; ; 12/5; 12/5; 
Draw; 13/5; 14/5; 5/2; 5/2; 13/5; 12/5; 14/5; 5/2; 5/2; 5/2; 12/5; 5/2; ; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 68/25; 14/5; 5/2; ; 5/2; 27/10; ; 21/10; 9/4; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-30 10:23:24 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; 1; 1; 1; 19/20; 1; 10/11; 1; 1; 20/21; 1; ; 20/21; 1; 19/20; 19/20; 1; 1; 109/100; 24/23; 1; ; 21/20; 21/20; ; 1; 1; 
AFC Fylde; 5/2; 12/5; 9/4; 13/5; 12/5; 23/10; 12/5; 23/10; 23/10; 9/4; 9/4; 9/4; ; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 13/5; 11/5; 23/10; ; 12/5; 12/5; ; 12/5; 12/5; 
Draw; 13/5; 14/5; 5/2; 5/2; 5/2; 12/5; 14/5; 5/2; 5/2; 5/2; 12/5; 5/2; ; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 68/25; 11/4; 5/2; ; 5/2; 27/10; ; 13/5; 23/10; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-30 14:23:31 GMT+3; 2017-09-30 15:00; Nothing; Xlenovo
Leyton Orient; 1; 1; 1; 1; 1; 19/20; 1; 10/11; 1; 1; 20/21; 1; ; 20/21; 1; 19/20; 19/20; 1; 1; 109/100; 24/23; 1; ; 21/20; 21/20; ; 1; 1; 
AFC Fylde; 5/2; 12/5; 9/4; 13/5; 12/5; 23/10; 12/5; 23/10; 23/10; 9/4; 9/4; 9/4; ; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 13/5; 11/5; 23/10; ; 12/5; 12/5; ; 12/5; 12/5; 
Draw; 13/5; 14/5; 5/2; 5/2; 5/2; 12/5; 14/5; 5/2; 5/2; 5/2; 12/5; 5/2; ; 5/2; 5/2; 5/2; 12/5; 5/2; 28/11; 68/25; 11/4; 5/2; ; 5/2; 27/10; ; 13/5; 23/10; 
META; english/non-league/national-league/leyton-orient-v-afc-fylde; 2017-09-30 18:23:20 GMT+3; 2017-09-30 15:00; In Play; Xlenovo
AFC Fylde; 1/9; 1/12; 11/5; 1/20; ; ; 1/11; 1/18; ; 1/10; 4/5; ; ; ; 1/10; ; ; ; ; ; ; ; ; ; 1/10; ; ; 21/10; 
Draw; 15/2; 17/2; 5/2; 9; ; ; 17/2; 8; ; 6; 5/2; ; ; ; 6; ; ; ; ; ; ; ; ; ; 15/2; ; ; 21/10; 
Leyton Orient; 20; 33; 21/20; 25; ; ; 28; 30; ; 18; 13/5; ; ; ; 21; ; ; ; ; ; ; ; ; ; 28; ; ; 10/11; 
