META; english/non-league/national-league/woking-v-dagenham-redbridge; 2017-10-01 18:23:00 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; 17/20; ; 9/10; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/10; ; ; ; ; 
Draw; 13/5; ; ; ; 13/5; ; 13/5; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; 
Woking; 14/5; ; ; ; 11/4; ; 29/10; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; 
META; english/non-league/national-league/woking-v-dagenham-redbridge; 2017-10-01 22:22:51 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; 17/20; 4/5; ; 5/6; ; ; ; ; ; ; ; ; 7/9; ; ; ; ; ; ; 9/10; ; ; ; ; 
Draw; 13/5; ; ; ; 13/5; 5/2; ; 5/2; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; 5/2; ; ; ; ; 
Woking; 14/5; ; ; ; 14/5; 11/4; ; 13/5; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; 11/4; ; ; ; ; 
META; english/non-league/national-league/woking-v-dagenham-redbridge; 2017-10-02 02:22:39 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; 17/20; 4/5; ; 5/6; ; ; 5/6; ; ; ; ; 17/20; 7/9; ; ; ; ; ; ; 9/10; ; ; ; ; 
Draw; 13/5; ; ; ; 13/5; 5/2; ; 5/2; ; ; 13/5; ; ; ; ; 5/2; 5/2; ; ; ; ; ; ; 5/2; ; ; ; ; 
Woking; 14/5; ; ; ; 14/5; 11/4; ; 13/5; ; ; 5/2; ; ; ; ; 13/5; 14/5; ; ; ; ; ; ; 11/4; ; ; ; ; 
META; english/non-league/national-league/woking-v-dagenham-redbridge; 2017-10-02 10:23:07 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; 17/20; 4/5; 20/23; 5/6; 9/10; ; 5/6; ; ; ; ; 17/20; 7/9; ; 13/15; ; ; 9/10; ; 9/10; ; ; ; ; 
Draw; 13/5; ; ; ; 13/5; 5/2; 13/5; 5/2; 5/2; ; 13/5; ; ; ; ; 13/5; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; ; ; 
Woking; 14/5; ; ; ; 14/5; 11/4; 3; 13/5; 45/17; ; 5/2; ; ; ; ; 13/5; 14/5; ; 45/17; ; ; 45/17; ; 11/4; ; ; ; ; 
META; english/non-league/national-league/woking-v-dagenham-redbridge; 2017-10-02 14:35:36 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; 17/20; 4/5; 9/10; 5/6; 9/10; ; 5/6; ; ; ; 10/11; 17/20; 7/9; 13/15; ; ; 9/10; ; 9/10; 10/11; ; ; ; 
Draw; 13/5; ; ; ; 13/5; 5/2; 5/2; 5/2; 5/2; ; 13/5; ; ; ; 12/5; 13/5; 5/2; 5/2; ; ; 5/2; ; 13/5; 13/5; ; ; ; 
Woking; 14/5; ; ; ; 11/4; 11/4; 11/4; 13/5; 45/17; ; 5/2; ; ; ; 14/5; 13/5; 14/5; 45/17; ; ; 45/17; ; 29/10; 11/4; ; ; ; 
META; english/non-league/national-league/woking-v-dagenham-redbridge; 2017-10-02 18:23:25 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; 17/20; 4/5; 9/10; 5/6; 9/10; ; 5/6; ; ; ; 10/11; 17/20; 7/9; 13/15; ; ; 9/10; 9/10; 9/10; 10/11; ; ; ; 
Draw; 13/5; ; ; ; 13/5; 5/2; 5/2; 5/2; 5/2; ; 13/5; ; ; ; 12/5; 13/5; 5/2; 28/11; ; ; 5/2; 13/5; 13/5; 13/5; ; ; ; 
Woking; 14/5; ; ; ; 11/4; 11/4; 11/4; 13/5; 45/17; ; 5/2; ; ; ; 14/5; 13/5; 14/5; 27/10; ; ; 45/17; 14/5; 29/10; 11/4; ; ; ; 
META; english/non-league/national-league/woking-v-dagenham-redbridge; 2017-10-02 22:23:48 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; 17/20; 4/5; 9/10; 5/6; 9/10; ; 5/6; ; ; ; 10/11; 17/20; 7/9; 13/15; ; ; 9/10; 9/10; 9/10; 10/11; ; 4/6; ; 
Draw; 13/5; ; ; ; 13/5; 5/2; 5/2; 5/2; 5/2; ; 13/5; ; ; ; 12/5; 13/5; 5/2; 5/2; ; ; 5/2; 13/5; 13/5; 13/5; ; 19/10; ; 
Woking; 14/5; ; ; ; 14/5; 11/4; 11/4; 13/5; 45/17; ; 5/2; ; ; ; 14/5; 13/5; 14/5; 27/10; ; ; 45/17; 14/5; 29/10; 11/4; ; 2; ; 
META; english/non-league/national-league/woking-v-dagenham-redbridge; 2017-10-03 02:23:31 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; 17/20; 4/5; 9/10; 4/5; 9/10; ; 5/6; ; ; 4/5; 10/11; 17/20; 7/9; 13/15; ; ; 9/10; 9/10; 9/10; 10/11; ; 4/6; ; 
Draw; 13/5; ; ; ; 5/2; 5/2; 5/2; 5/2; 5/2; ; 13/5; ; ; 5/2; 12/5; 5/2; 5/2; 5/2; ; ; 5/2; 13/5; 13/5; 13/5; ; 19/10; ; 
Woking; 14/5; ; ; ; 29/10; 11/4; 11/4; 11/4; 45/17; ; 5/2; ; ; 29/10; 14/5; 13/5; 14/5; 27/10; ; ; 45/17; 14/5; 29/10; 11/4; ; 2; ; 
META; english/non-league/national-league/woking-v-dagenham-redbridge; 2017-10-03 10:23:54 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; 17/20; 4/5; 9/10; 4/5; 9/10; ; 5/6; ; ; 4/5; 10/11; 17/20; 7/9; 13/15; ; ; ; 9/10; 9/10; 10/11; ; 1/50; ; 
Draw; 13/5; ; ; ; 13/5; 5/2; 5/2; 5/2; 5/2; ; 13/5; ; ; 5/2; 12/5; 13/5; 5/2; 5/2; ; ; ; 13/5; 13/5; 13/5; ; 1/4; ; 
Woking; 14/5; ; ; ; 14/5; 11/4; 11/4; 11/4; 45/17; ; 5/2; ; ; 29/10; 14/5; 13/5; 14/5; 27/10; ; ; ; 14/5; 29/10; 11/4; ; 1/50; ; 
META; english/non-league/national-league/woking-v-dagenham-redbridge; 2017-10-03 14:24:04 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
