META; english/non-league/national-league/macclesfield-v-maidenhead-utd; 2018-02-18 14:23:03 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Draw; 11/4; 11/4; ; 11/4; 71/25; 5/2; 13/5; ; 5/2; 5/2; 13/5; 23/10; ; 49/20; 13/5; 5/2; 45/17; 13/5; 13/5; 5/2; 11/4; 27/10; 11/4; 45/17; ; 21/10; ; 
Maidenhead Utd; 7/2; 7/2; 17/5; 7/2; 77/20; 17/5; 7/2; ; 33/10; 17/5; ; 10/3; ; 17/5; 7/2; 10/3; 39/11; 3; 57/17; 33/10; 7/2; 18/5; 7/2; 18/5; ; 14/5; ; 
META; english/non-league/national-league/macclesfield-v-maidenhead-utd; 2018-02-21 22:21:49 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Macclesfield; 8/11; 3/4; 3/4; 3/4; 79/100; 8/11; 8/11; ; 3/4; 3/4; ; 8/11; ; 3/4; 3/4; 8/11; 5/7; 7/9; 10/13; 3/4; 8/11; 3/4; 8/11; 14/19; ; 4/6; 4/6; 
Draw; 11/4; 11/4; ; 11/4; 71/25; 5/2; 13/5; ; 5/2; 5/2; 13/5; 23/10; ; 49/20; 13/5; 5/2; 45/17; 13/5; 13/5; 5/2; 11/4; 27/10; 11/4; 45/17; ; 21/10; 23/10; 
Maidenhead Utd; 7/2; 7/2; 17/5; 7/2; 77/20; 17/5; 7/2; ; 33/10; 17/5; ; 10/3; ; 17/5; 7/2; 10/3; 39/11; 3; 57/17; 33/10; 7/2; 18/5; 7/2; 18/5; ; 3; 3; 
META; english/non-league/national-league/macclesfield-v-maidenhead-utd; 2018-02-22 02:21:31 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Macclesfield; 8/11; 3/4; 3/4; 3/4; 79/100; 8/11; 8/11; ; 3/4; 3/4; ; 8/11; ; 3/4; 3/4; 8/11; 5/7; 7/9; 10/13; 3/4; 8/11; 3/4; 8/11; 14/19; ; 4/6; 4/6; 
Draw; 11/4; 11/4; ; 11/4; 71/25; 5/2; 13/5; ; 5/2; 5/2; 13/5; 23/10; ; 49/20; 13/5; 5/2; 45/17; 13/5; 13/5; 5/2; 11/4; 27/10; 11/4; 45/17; ; 12/5; 23/10; 
Maidenhead Utd; 7/2; 7/2; 17/5; 7/2; 77/20; 17/5; 7/2; ; 33/10; 17/5; ; 10/3; ; 17/5; 7/2; 10/3; 39/11; 3; 57/17; 33/10; 7/2; 18/5; 7/2; 18/5; ; 3; 3; 
META; english/non-league/national-league/macclesfield-v-maidenhead-utd; 2018-02-22 10:21:35 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Macclesfield; 8/11; 3/4; 3/4; 3/4; 79/100; 8/11; 3/4; ; 3/4; 3/4; ; 8/11; ; 3/4; 3/4; 8/11; 5/7; 7/9; 10/13; 3/4; 8/11; 3/4; 8/11; 5/7; ; 4/6; 4/6; 
Draw; 11/4; 11/4; ; 11/4; 71/25; 5/2; 13/5; ; 5/2; 5/2; 5/2; 23/10; ; 49/20; 13/5; 5/2; 45/17; 13/5; 13/5; 5/2; 11/4; 27/10; 11/4; 45/17; ; 21/10; 23/10; 
Maidenhead Utd; 7/2; 7/2; 17/5; 7/2; 77/20; 17/5; 10/3; ; 33/10; 17/5; ; 10/3; ; 17/5; 7/2; 10/3; 39/11; 3; 57/17; 33/10; 7/2; 18/5; 7/2; 18/5; ; 14/5; 3; 
META; english/non-league/national-league/macclesfield-v-maidenhead-utd; 2018-02-22 14:22:07 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Macclesfield; 8/11; 3/4; 3/4; 3/4; 79/100; 8/11; 3/4; ; 3/4; 3/4; ; 8/11; ; 3/4; 3/4; 8/11; 5/7; 7/9; 10/13; 3/4; 8/11; 3/4; 8/11; 14/19; ; 4/6; 4/6; 
Draw; 11/4; 11/4; ; 11/4; 71/25; 5/2; 13/5; ; 5/2; 5/2; 5/2; 23/10; ; 49/20; 13/5; 5/2; 45/17; 13/5; 13/5; 5/2; 11/4; 27/10; 11/4; 45/17; ; 21/10; 23/10; 
Maidenhead Utd; 7/2; 7/2; 17/5; 7/2; 77/20; 17/5; 10/3; ; 33/10; 17/5; ; 10/3; ; 17/5; 7/2; 10/3; 39/11; 3; 57/17; 33/10; 7/2; 18/5; 7/2; 18/5; ; 14/5; 3; 
META; english/non-league/national-league/macclesfield-v-maidenhead-utd; 2018-02-22 18:21:56 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Macclesfield; 3/4; 4/5; 4/5; 3/4; 21/25; ; 3/4; ; 3/4; 4/5; 8/11; 3/4; ; 4/5; 3/4; 8/11; 10/13; 7/9; 9/11; 3/4; 4/5; 4/5; 10/13; 10/13; ; 8/11; 8/11; 
Draw; 11/4; 13/5; 12/5; 11/4; 141/50; ; 13/5; ; 5/2; 12/5; ; 23/10; ; 12/5; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 27/10; 13/5; 45/17; ; 23/10; 23/10; 
Maidenhead Utd; 10/3; 10/3; 16/5; 7/2; 71/20; ; 10/3; ; 33/10; 16/5; 7/2; 16/5; ; 16/5; 7/2; 16/5; 17/5; 3; 31/10; 33/10; 100/30; 10/3; 7/2; 17/5; ; 3; 3; 
META; english/non-league/national-league/macclesfield-v-maidenhead-utd; 2018-02-22 22:21:29 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Macclesfield; 3/4; 4/5; 4/5; 3/4; 21/25; ; 3/4; ; 3/4; 4/5; 8/11; 3/4; ; 4/5; 3/4; 8/11; 10/13; 7/9; 9/11; 3/4; 4/5; 4/5; 10/13; 10/13; ; 8/11; 8/11; 
Draw; 11/4; 13/5; 12/5; 11/4; 141/50; ; 13/5; ; 5/2; 12/5; 5/2; 23/10; ; 12/5; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 27/10; 13/5; 45/17; ; 23/10; 23/10; 
Maidenhead Utd; 10/3; 10/3; 16/5; 7/2; 71/20; ; 10/3; ; 33/10; 16/5; 7/2; 16/5; ; 16/5; 7/2; 16/5; 17/5; 3; 31/10; 33/10; 100/30; 10/3; 7/2; 17/5; ; 3; 3; 
META; english/non-league/national-league/macclesfield-v-maidenhead-utd; 2018-02-23 02:21:10 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Macclesfield; 3/4; 4/5; 4/5; 3/4; 21/25; ; 3/4; ; 3/4; 4/5; 4/5; 3/4; ; 4/5; 3/4; 8/11; 10/13; 7/9; 9/11; 3/4; 4/5; 4/5; 10/13; 10/13; ; 8/11; 8/11; 
Draw; 11/4; 13/5; 12/5; 11/4; 141/50; ; 13/5; ; 5/2; 12/5; 5/2; 23/10; ; 12/5; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 27/10; 13/5; 45/17; ; 23/10; 9/4; 
Maidenhead Utd; 10/3; 10/3; 16/5; 7/2; 71/20; ; 10/3; ; 33/10; 16/5; 10/3; 16/5; ; 16/5; 7/2; 16/5; 17/5; 3; 31/10; 33/10; 100/30; 10/3; 7/2; 17/5; ; 3; 14/5; 
META; english/non-league/national-league/macclesfield-v-maidenhead-utd; 2018-02-23 10:20:56 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Macclesfield; 3/4; 4/5; 4/5; 3/4; 21/25; ; 3/4; ; 3/4; 4/5; 4/5; 3/4; ; 4/5; 3/4; 8/11; 10/13; 7/9; 9/11; 3/4; 4/5; 4/5; 10/13; 10/13; ; 8/11; 8/11; 
Draw; 11/4; 13/5; 12/5; 11/4; 141/50; ; 13/5; ; 5/2; 12/5; 5/2; 23/10; ; 12/5; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 27/10; 13/5; 45/17; ; 23/10; 23/10; 
Maidenhead Utd; 10/3; 10/3; 16/5; 7/2; 71/20; ; 10/3; ; 33/10; 16/5; 10/3; 16/5; ; 16/5; 7/2; 16/5; 17/5; 3; 31/10; 33/10; 100/30; 10/3; 7/2; 17/5; ; 3; 3; 
META; english/non-league/national-league/macclesfield-v-maidenhead-utd; 2018-02-23 14:21:15 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Macclesfield; 3/4; 4/5; 4/5; 3/4; 21/25; ; 3/4; ; 3/4; 4/5; 4/5; 3/4; ; 4/5; 3/4; 8/11; 10/13; 7/9; 9/11; 3/4; 4/5; 4/5; 10/13; 10/13; ; 8/11; 8/11; 
Draw; 11/4; 13/5; 12/5; 11/4; 141/50; ; 13/5; ; 5/2; 12/5; 5/2; 23/10; ; 12/5; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 27/10; 13/5; 13/5; ; 11/5; 23/10; 
Maidenhead Utd; 10/3; 10/3; 16/5; 7/2; 71/20; ; 10/3; ; 33/10; 16/5; 10/3; 16/5; ; 16/5; 7/2; 16/5; 17/5; 3; 31/10; 33/10; 100/30; 10/3; 7/2; 17/5; ; 3; 3; 
META; english/non-league/national-league/macclesfield-v-maidenhead-utd; 2018-02-23 18:21:34 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Macclesfield; 3/4; 4/5; 4/5; 4/5; 21/25; ; ; ; 3/4; 4/5; 4/5; 3/4; ; 4/5; 3/4; 8/11; 10/13; 7/9; 5/6; 3/4; 4/5; 4/5; 10/13; 10/13; ; 4/5; 4/5; 
Draw; 11/4; 13/5; 12/5; 5/2; 141/50; ; ; ; 5/2; 12/5; 5/2; 23/10; ; 12/5; 13/5; 12/5; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 5/2; 5/2; 
Maidenhead Utd; 10/3; 10/3; 16/5; 7/2; 71/20; ; ; ; 33/10; 16/5; 10/3; 16/5; ; 16/5; 7/2; 16/5; 17/5; 3; 31/10; 33/10; 100/30; 17/5; 7/2; 17/5; ; ; 10/3; 
META; english/non-league/national-league/macclesfield-v-maidenhead-utd; 2018-02-23 22:21:37 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Macclesfield; 17/20; 10/11; 10/11; 1; 97/100; ; 10/11; ; 16/19; 10/11; 17/20; 20/23; ; 4/5; 19/20; 17/20; 10/13; 7/9; 10/11; 16/19; 9/10; 37/40; 9/10; 10/13; ; 5/6; 5/6; 
Draw; 13/5; 13/5; 12/5; 12/5; 11/4; ; 5/2; ; 5/2; 12/5; 5/2; 23/10; ; 12/5; 13/5; 12/5; 13/5; 13/5; 28/11; 5/2; 5/2; 13/5; 51/20; 13/5; ; 12/5; 12/5; 
Maidenhead Utd; 13/5; 11/4; 11/4; 11/4; 149/50; ; 11/4; ; 37/13; 11/4; 29/10; 13/5; ; 16/5; 13/5; 11/4; 17/5; 3; 14/5; 37/13; 14/5; 14/5; 14/5; 17/5; ; 14/5; 3; 
META; english/non-league/national-league/macclesfield-v-maidenhead-utd; 2018-02-24 02:21:31 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Macclesfield; 17/20; 10/11; 10/11; 1; 97/100; ; 10/11; ; 16/19; 10/11; 17/20; 20/23; ; 4/5; 19/20; 17/20; 10/13; 7/9; 10/11; 16/19; 9/10; 37/40; 9/10; 10/13; ; 5/6; 5/6; 
Draw; 13/5; 13/5; 12/5; 12/5; 11/4; ; 5/2; ; 5/2; 12/5; 5/2; 23/10; ; 12/5; 13/5; 12/5; 13/5; 13/5; 28/11; 5/2; 5/2; 13/5; 51/20; 13/5; ; 5/2; 23/10; 
Maidenhead Utd; 13/5; 11/4; 11/4; 11/4; 149/50; ; 11/4; ; 37/13; 11/4; 29/10; 13/5; ; 16/5; 13/5; 13/5; 17/5; 3; 14/5; 37/13; 14/5; 14/5; 14/5; 17/5; ; 14/5; 14/5; 
META; english/non-league/national-league/macclesfield-v-maidenhead-utd; 2018-02-24 10:21:27 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Macclesfield; 17/20; 10/11; 10/11; 1; 97/100; ; 10/11; ; 11/13; 10/11; 10/11; 20/23; ; 4/5; 19/20; 17/20; 10/11; 7/9; 10/11; 11/13; 9/10; 9/10; 9/10; 10/11; ; 10/11; 5/6; 
Draw; 13/5; 13/5; 12/5; 12/5; 11/4; ; 13/5; ; 45/17; 12/5; 12/5; 23/10; ; 12/5; 13/5; 12/5; 28/11; 13/5; 13/5; 45/17; 13/5; 13/5; 51/20; 13/5; ; 12/5; 12/5; 
Maidenhead Utd; 13/5; 11/4; 11/4; 11/4; 149/50; ; 11/4; ; 45/17; 11/4; 29/10; 13/5; ; 16/5; 13/5; 13/5; 27/10; 3; 11/4; 45/17; 14/5; 29/10; 14/5; 11/4; ; 3; 14/5; 
META; english/non-league/national-league/macclesfield-v-maidenhead-utd; 2018-02-24 14:21:47 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
Macclesfield; 5/6; 10/11; 10/11; 10/11; 97/100; ; 9/10; ; 11/13; 10/11; 17/20; 20/23; ; 9/10; 10/11; 17/20; 10/11; 7/9; 13/14; 11/13; 9/10; 9/10; 9/10; 10/11; ; 10/11; 10/11; 
Draw; 13/5; 13/5; 5/2; 5/2; 141/50; ; 13/5; ; 45/17; 5/2; 13/5; 9/4; ; 49/20; 11/4; 12/5; 13/5; 13/5; 45/17; 45/17; 13/5; 13/5; 51/20; 13/5; ; 13/5; 13/5; 
Maidenhead Utd; 13/5; 14/5; 27/10; 3; 29/10; ; 11/4; ; 45/17; 27/10; 11/4; 11/4; ; 27/10; 13/5; 11/4; 45/17; 3; 13/5; 45/17; 14/5; 29/10; 14/5; 27/10; ; 3; 3; 
META; english/non-league/national-league/macclesfield-v-maidenhead-utd; 2018-02-24 18:21:39 GMT+2; 2018-02-24 15:00; In Play; Xlenovo
Macclesfield; 7/5; 11/8; 16/11; 8/5; 32/25; ; ; ; 23/18; 5/4; 5/4; 31/20; ; 7/5; 13/10; 7/5; 6/5; ; ; ; ; 13/10; 11/8; 6/5; ; ; ; 
Draw; 7/5; 5/4; 26/19; 23/20; 93/50; ; ; ; 8/5; 31/20; 2; 29/20; ; 11/8; 6/4; 5/4; 28/17; ; ; ; ; 8/5; 6/4; 17/10; ; ; ; 
Maidenhead Utd; 10/3; 7/2; 29/10; 16/5; 57/20; ; ; ; 56/19; 3; 3; 14/5; ; 31/10; 11/4; 10/3; 37/13; ; ; ; ; 29/10; 16/5; 29/10; ; ; ; 
