META; english/non-league/national-league/woking-v-macclesfield; 2018-03-24 22:34:40 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 1/50; 11/10
Woking; 1/50; 21/10
Draw; 1/100; 23/10
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-25 02:35:48 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 11/10; 1/50; 11/10
Woking; 11/5; 1/50; 21/10
Draw; 12/5; 1/100; 12/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-25 10:35:36 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 11/10; 1/50; 11/10
Woking; 11/5; 1/50; 21/10
Draw; 12/5; 1/100; 12/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-25 14:37:12 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 11/10; 11/10; 11/10; 11/10; 21/20; 11/10; 11/10; 5/6; 11/10
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; 12/5; 12/5; 9/5; 12/5
Woking; 12/5; 11/5; 9/4; 23/10; 11/5; 5/2; 47/20; 9/5; 21/10
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-25 18:37:03 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 11/10; 11/10; 21/20; 21/20; 20/21; 1; 21/20; 11/10; 11/10; 21/20; 20/21; 10/9
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 23/10; 7/5; 23/10
Woking; 12/5; 11/5; 23/10; 12/5; 23/10; 23/10; 23/10; 5/2; 47/20; 23/10; 7/5; 13/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-25 22:36:57 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 11/10; 11/10; 6/5; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; 1; 23/20
Draw; 12/5; 12/5; 5/2; 23/10; 23/10; 11/5; 23/10; 23/10; 12/5; 12/5; 23/10; 21/10; 12/5
Woking; 12/5; 11/5; 5/2; 23/10; 12/5; 11/5; 9/4; 23/10; 5/2; 47/20; 23/10; 11/5; 12/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-26 02:36:52 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 11/10; 11/10; 6/5; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; 5/6; 23/20
Draw; 12/5; 12/5; 5/2; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 23/10; 21/10; 12/5
Woking; 12/5; 11/5; 5/2; 23/10; 12/5; 21/10; 9/4; 23/10; 5/2; 47/20; 23/10; 11/5; 12/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-26 10:36:58 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 11/10; 11/10; 6/5; 11/10; 11/10; 21/20; 11/10; 21/20; 21/20; 21/20; 11/10; 11/10; 11/10; 21/20; 5/6; 23/20
Woking; 12/5; 11/5; 5/2; 9/4; 9/4; 23/10; 9/4; 9/4; 9/4; 23/10; 9/4; 5/2; 47/20; 9/4; 9/5; 12/5
Draw; 12/5; 12/5; 5/2; 23/10; 40/17; 12/5; 21/10; 9/4; 23/10; 23/10; 40/17; 12/5; 12/5; 23/10; 9/4; 12/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-26 14:37:01 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 19/20; 11/10; 53/50; 1; 11/10; 1; 20/21; 1; 21/20; 21/20; 11/10; 1; 8/11; 1; ; ; 
Draw; 5/2; 12/5; 23/10; 13/5; 12/5; 40/17; 23/10; 12/5; 11/5; 9/4; 23/10; 23/10; 40/17; 12/5; 12/5; 9/4; 5/2
Woking; 14/5; 11/5; 141/0; 12/5; 9/4; 5/2; 5/2; 5/2; 12/5; 9/4; 23/10; 9/4; 27/10; 13/5; 9/5; 27/10; 
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-26 18:37:02 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 19/20; 21/20; 21/20; 21/20; 57/50; 21/20; 11/10; 21/20; 11/10; 21/20; 21/20; 11/10; 1; 21/20; 15/14; 11/10; 21/20; 21/20; 1; 10/9; ; 
Draw; 5/2; 12/5; 11/5; 12/5; 63/25; 23/10; 40/17; 11/5; 9/4; 21/10; 11/5; 23/10; 11/5; 40/17; 23/10; 40/17; 40/17; 12/5; 47/20; 40/17; 9/4; 12/5
Woking; 14/5; 13/5; 12/5; 13/5; 53/20; 12/5; 9/4; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 23/10; 28/13; 9/4; 13/5; 13/5; 27/11; 5/2; 13/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-26 22:37:01 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 19/20; 21/20; 21/20; 21/20; 57/50; 1; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 15/14; 11/10; 21/20; 21/20; 1; 5/6; 10/9; ; 
Draw; 5/2; 12/5; 11/5; 12/5; 63/25; 11/5; 23/10; 40/17; 11/5; 12/5; 21/10; 11/5; 23/10; 9/4; 40/17; 23/10; 40/17; 40/17; 12/5; 47/20; 40/17; 2; 12/5
Woking; 14/5; 13/5; 12/5; 13/5; 53/20; 23/10; 12/5; 9/4; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 27/11; 23/10; 28/13; 9/4; 13/5; 13/5; 27/11; 2; 13/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-27 02:37:08 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 19/20; 21/20; 21/20; 21/20; 57/50; 1; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 15/14; 11/10; 21/20; 21/20; 1; 10/9; ; ; 
Draw; 5/2; 12/5; 11/5; 12/5; 63/25; 11/5; 23/10; 40/17; 11/5; 23/10; 21/10; 11/5; 23/10; 9/4; 40/17; 23/10; 40/17; 40/17; 12/5; 47/20; 40/17; 9/4; 12/5
Woking; 14/5; 13/5; 12/5; 13/5; 53/20; 23/10; 12/5; 9/4; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 28/13; 9/4; 13/5; 13/5; 27/11; 5/2; 13/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-27 10:37:16 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 19/20; 21/20; 21/20; 21/20; 113/00; 1; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 15/14; 11/10; 21/20; 21/20; 1; 10/9; ; ; 
Draw; 5/2; 12/5; 11/5; 12/5; 127/0; 11/5; 23/10; 40/17; 11/5; 23/10; 21/10; 11/5; 23/10; 9/4; 40/17; 23/10; 40/17; 40/17; 12/5; 47/20; 40/17; 9/4; 12/5
Woking; 14/5; 13/5; 12/5; 13/5; 133/0; 23/10; 12/5; 9/4; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 28/13; 9/4; 13/5; 13/5; 27/11; 5/2; 13/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-27 14:37:25 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 19/20; 21/20; 21/20; 21/20; 113/00; 1; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 15/14; 11/10; 21/20; 21/20; 1; 10/9; ; ; 
Draw; 5/2; 12/5; 11/5; 12/5; 127/0; 11/5; 23/10; 40/17; 11/5; 23/10; 21/10; 11/5; 23/10; 9/4; 40/17; 23/10; 40/17; 40/17; 12/5; 47/20; 40/17; 9/4; 12/5
Woking; 14/5; 13/5; 12/5; 13/5; 133/0; 23/10; 12/5; 9/4; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 28/13; 9/4; 13/5; 13/5; 27/11; 12/5; 13/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-27 18:37:31 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 19/20; 21/20; 21/20; 21/20; 113/00; 19/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 21/20; 15/14; 11/10; 21/20; 21/20; 21/20; 1; 10/9
Draw; 5/2; 12/5; 11/5; 12/5; 63/25; 23/10; 23/10; 40/17; 11/5; 23/10; 21/10; 11/5; 23/10; 9/4; 40/17; 23/10; 27/11; 40/17; 12/5; 47/20; 12/5; 9/4; 12/5
Woking; 14/5; 13/5; 5/2; 13/5; 67/25; 12/5; 5/2; 9/4; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 27/11; 23/10; 40/17; 9/4; 13/5; 13/5; 5/2; 12/5; 13/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-27 22:37:20 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 19/20; 21/20; 21/20; 21/20; 113/00; 19/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 21/20; 15/14; 11/10; 21/20; 21/20; 21/20; 1; 10/9
Draw; 5/2; 12/5; 11/5; 12/5; 63/25; 23/10; 23/10; 40/17; 11/5; 23/10; 21/10; 11/5; 23/10; 9/4; 40/17; 23/10; 27/11; 40/17; 12/5; 47/20; 12/5; 9/4; 12/5
Woking; 14/5; 13/5; 5/2; 13/5; 67/25; 12/5; 5/2; 9/4; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 40/17; 9/4; 13/5; 13/5; 27/11; 12/5; 13/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-28 02:37:01 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 19/20; 21/20; 21/20; 21/20; 113/00; 19/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 21/20; 15/14; 11/10; 21/20; 21/20; 21/20; 1; 10/9
Draw; 5/2; 12/5; 11/5; 12/5; 63/25; 23/10; 23/10; 40/17; 11/5; 9/4; 21/10; 9/4; 23/10; 11/5; 40/17; 23/10; 27/11; 40/17; 12/5; 47/20; 12/5; 9/4; 12/5
Woking; 14/5; 13/5; 5/2; 13/5; 67/25; 12/5; 5/2; 9/4; 5/2; 5/2; 12/5; 12/5; 12/5; 5/2; 27/11; 23/10; 40/17; 9/4; 13/5; 13/5; 5/2; 21/10; 13/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-28 10:37:04 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 19/20; 21/20; 21/20; 21/20; 113/00; 19/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 21/20; 15/14; 11/10; 21/20; 21/20; 21/20; 1; 10/9
Draw; 5/2; 12/5; 11/5; 12/5; 63/25; 23/10; 23/10; 40/17; 11/5; 9/4; 21/10; 9/4; 5/2; 9/4; 40/17; 23/10; 27/11; 40/17; 12/5; 47/20; 12/5; 9/4; 12/5
Woking; 14/5; 13/5; 5/2; 13/5; 67/25; 12/5; 5/2; 9/4; 5/2; 5/2; 12/5; 12/5; 13/5; 12/5; 27/11; 23/10; 40/17; 9/4; 13/5; 13/5; 5/2; 12/5; 13/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-28 14:37:24 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 19/20; 21/20; 21/20; 21/20; 23/20; 19/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 21/20; 15/14; 11/10; 21/20; 21/20; 21/20; 10/11
Draw; 5/2; 12/5; 11/5; 12/5; 127/0; 23/10; 23/10; 40/17; 11/5; 23/10; 21/10; 9/4; 5/2; 9/4; 40/17; 23/10; 27/11; 40/17; 12/5; 47/20; 12/5; 2
Woking; 14/5; 13/5; 5/2; 13/5; 13/5; 12/5; 5/2; 9/4; 5/2; 5/2; 12/5; 12/5; 13/5; 12/5; 5/2; 23/10; 40/17; 9/4; 13/5; 13/5; 5/2; 21/10
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-28 18:37:22 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 19/20; 21/20; 21/20; 21/20; 113/00; 19/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 21/20; 1
Draw; 5/2; 12/5; 11/5; 12/5; 63/25; 23/10; 23/10; 40/17; 11/5; 9/4; 21/10; 9/4; 5/2; 9/4; 40/17; 23/10; 12/5; 40/17; 12/5; 47/20; 12/5; 9/4
Woking; 14/5; 13/5; 5/2; 13/5; 67/25; 12/5; 5/2; 9/4; 5/2; 5/2; 12/5; 12/5; 13/5; 12/5; 27/11; 23/10; 40/17; 9/4; 13/5; 13/5; 5/2; 12/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-28 22:37:14 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 19/20; 21/20; 21/20; 21/20; 113/00; 19/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 21/20; 1
Draw; 5/2; 12/5; 11/5; 12/5; 63/25; 23/10; 23/10; 40/17; 11/5; 23/10; 21/10; 9/4; 5/2; 9/4; 40/17; 23/10; 12/5; 40/17; 12/5; 47/20; 12/5; 9/4
Woking; 14/5; 13/5; 5/2; 13/5; 67/25; 12/5; 5/2; 9/4; 5/2; 5/2; 12/5; 12/5; 13/5; 12/5; 27/11; 23/10; 40/17; 9/4; 13/5; 13/5; 5/2; 12/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-29 02:37:20 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 19/20; 21/20; 21/20; 21/20; 113/00; 19/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 21/20; 1
Draw; 5/2; 12/5; 11/5; 12/5; 63/25; 23/10; 23/10; 40/17; 11/5; 9/4; 21/10; 9/4; 5/2; 9/4; 40/17; 23/10; 12/5; 40/17; 12/5; 47/20; 12/5; 9/4
Woking; 14/5; 13/5; 5/2; 13/5; 67/25; 12/5; 5/2; 9/4; 5/2; 5/2; 12/5; 12/5; 13/5; 12/5; 27/11; 23/10; 40/17; 9/4; 13/5; 13/5; 5/2; 12/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-29 10:37:22 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 19/20; 21/20; 21/20; 21/20; 113/00; 19/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 21/20; 1
Draw; 5/2; 12/5; 11/5; 12/5; 63/25; 23/10; 23/10; 40/17; 11/5; 9/4; 21/10; 9/4; 5/2; 9/4; 40/17; 23/10; 12/5; 40/17; 12/5; 47/20; 12/5; 11/5
Woking; 14/5; 13/5; 5/2; 13/5; 67/25; 12/5; 5/2; 9/4; 5/2; 5/2; 12/5; 12/5; 13/5; 12/5; 5/2; 23/10; 40/17; 9/4; 13/5; 13/5; 5/2; 23/10
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-29 14:37:35 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 1; 21/20; 21/20; 21/20; 113/00; 19/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 21/20; 13/12; 11/10; 21/20; 21/20; 21/20; 1
Draw; 5/2; 12/5; 11/5; 12/5; 127/0; 23/10; 23/10; 40/17; 11/5; 23/10; 21/10; 9/4; 5/2; 9/4; 40/17; 23/10; 12/5; 40/17; 12/5; 47/20; 12/5; 23/10
Woking; 13/5; 13/5; 5/2; 13/5; 133/0; 12/5; 5/2; 9/4; 5/2; 5/2; 12/5; 12/5; 13/5; 12/5; 27/11; 23/10; 12/5; 9/4; 13/5; 13/5; 27/11; 23/10
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-29 18:25:29 GMT+3; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 1; 21/20; 21/20; 21/20; 113/100; 19/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 21/20; 13/12; 11/10; 21/20; 21/20; 21/20; 21/20
Draw; 5/2; 12/5; 11/5; 12/5; 127/50; 23/10; 12/5; 40/17; 11/5; 23/10; 21/10; 11/5; 5/2; 9/4; 40/17; 23/10; 40/17; 40/17; 12/5; 47/20; 12/5; 23/10
Woking; 13/5; 13/5; 5/2; 13/5; 133/50; 5/2; 5/2; 9/4; 5/2; 5/2; 12/5; 49/20; 13/5; 12/5; 27/11; 23/10; 27/11; 9/4; 13/5; 13/5; 27/11; 5/2
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-29 22:25:23 GMT+3; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 1; 21/20; 21/20; 21/20; 113/100; 19/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 21/20; 13/12; 11/10; 21/20; 21/20; 21/20; 21/20; 10/9
Draw; 5/2; 12/5; 11/5; 12/5; 127/50; 23/10; 12/5; 40/17; 11/5; 23/10; 21/10; 11/5; 5/2; 9/4; 40/17; 23/10; 40/17; 40/17; 12/5; 47/20; 12/5; 23/10; 
Woking; 13/5; 13/5; 5/2; 13/5; 133/50; 5/2; 5/2; 9/4; 5/2; 5/2; 12/5; 49/20; 13/5; 12/5; 27/11; 23/10; 27/11; 9/4; 13/5; 13/5; 27/11; 5/2; 13/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-30 02:25:05 GMT+3; 2018-03-30 15:00; Nothing; Xlenovo
Macclesfield; 1; 21/20; 21/20; 21/20; 113/100; 19/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10; 1; 21/20; 21/20; 13/12; 11/10; 21/20; 21/20; 21/20; 21/20; 10/9
Draw; 5/2; 12/5; 11/5; 12/5; 127/50; 23/10; 12/5; 40/17; 11/5; 23/10; 21/10; 11/5; 5/2; 9/4; 40/17; 23/10; 40/17; 40/17; 12/5; 47/20; 12/5; 23/10; 
Woking; 13/5; 13/5; 5/2; 13/5; 133/50; 5/2; 5/2; 9/4; 5/2; 5/2; 12/5; 49/20; 13/5; 12/5; 27/11; 23/10; 27/11; 9/4; 13/5; 13/5; 27/11; 5/2; 13/5
META; english/non-league/national-league/woking-v-macclesfield; 2018-03-30 10:25:08 GMT+3; 2018-03-30 15:00; Nothing; Xlenovo
