META; english/non-league/national-league/afc-fylde-v-ebbsfleet-united; 2017-12-16 22:21:57 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
AFC Fylde; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ebbsfleet United; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-ebbsfleet-united; 2017-12-17 02:21:55 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
AFC Fylde; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ebbsfleet United; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-ebbsfleet-united; 2017-12-17 10:21:53 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
AFC Fylde; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ebbsfleet United; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-ebbsfleet-united; 2017-12-17 14:22:05 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 13/10; ; ; ; ; 13/10; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; 
Ebbsfleet United; 2; 19/10; ; ; ; ; 19/10; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 9/4; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-ebbsfleet-united; 2017-12-17 18:22:11 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 13/10; ; ; ; 5/4; 13/10; ; 13/10; ; 13/10; 5/4; ; ; ; ; ; 5/4; ; ; 13/10; ; 13/10; 13/10; 5/4; ; ; ; 
Ebbsfleet United; 2; 19/10; ; ; ; 19/10; 19/10; ; 19/10; ; 2; 2; ; ; ; ; ; 19/10; ; ; 19/10; ; 2; 39/20; 19/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 11/5; 9/4; ; 11/5; ; 9/4; 2; ; ; ; ; ; 9/4; ; ; 11/5; ; 12/5; 12/5; 9/4; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-ebbsfleet-united; 2017-12-17 22:22:52 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 13/10; ; ; ; 5/4; 13/10; ; 13/10; ; 13/10; 5/4; ; ; ; 5/4; ; 5/4; ; ; 13/10; ; 13/10; 13/10; 5/4; ; ; ; 
Ebbsfleet United; 2; 19/10; ; ; ; 19/10; 19/10; ; 19/10; ; 2; 2; ; ; ; 19/10; ; 19/10; ; ; 19/10; ; 2; 39/20; 19/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 11/5; 9/4; ; 11/5; ; 9/4; 2; ; ; ; 11/5; ; 9/4; ; ; 11/5; ; 12/5; 12/5; 9/4; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-ebbsfleet-united; 2017-12-18 02:22:49 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 13/10; ; ; ; 5/4; 13/10; ; 13/10; ; 13/10; 5/4; ; ; ; 5/4; ; 5/4; ; ; 13/10; ; 11/8; 13/10; 5/4; ; ; ; 
Ebbsfleet United; 2; 19/10; ; ; ; 19/10; 19/10; ; 19/10; ; 2; 2; ; ; ; 19/10; ; 19/10; ; ; 19/10; ; 2; 39/20; 19/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 11/5; 9/4; ; 11/5; ; 9/4; 2; ; ; ; 11/5; ; 9/4; ; ; 11/5; ; 23/10; 12/5; 9/4; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-ebbsfleet-united; 2017-12-18 10:22:46 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
AFC Fylde; 13/10; 13/10; ; ; ; 5/4; 13/10; ; 13/10; ; 13/10; 5/4; ; ; ; 5/4; ; 5/4; ; ; 13/10; ; 13/10; 13/10; 5/4; ; ; ; 
Ebbsfleet United; 2; 19/10; ; ; ; 19/10; 19/10; ; 19/10; ; 2; 15/8; ; ; ; 19/10; ; 19/10; ; ; 19/10; ; 2; 39/20; 19/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 11/5; 9/4; ; 11/5; ; 9/4; 11/5; ; ; ; 11/5; ; 9/4; ; ; 11/5; ; 12/5; 12/5; 9/4; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-ebbsfleet-united; 2017-12-18 14:22:50 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
AFC Fylde; 6/5; 13/10; 5/4; ; ; 6/5; 6/5; ; 23/18; 5/4; 5/4; 6/5; ; ; 6/5; 6/5; ; 15/13; ; 6/5; 23/18; ; 5/4; 5/4; 6/5; ; ; ; 
Ebbsfleet United; 11/5; 21/10; 2; ; ; 19/10; 2; ; 37/19; 2; 2; 19/10; ; ; 21/10; 2; ; 2; ; 24/13; 37/19; ; 21/10; 2; 2; ; ; ; 
Draw; 12/5; 23/10; 23/10; ; ; 9/4; 9/4; ; 9/4; 23/10; 23/10; 11/5; ; ; 12/5; 9/4; ; 23/10; ; 12/5; 9/4; ; 12/5; 12/5; 23/10; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-ebbsfleet-united; 2017-12-18 18:23:36 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
AFC Fylde; 6/5; 5/4; 5/4; 6/5; ; 6/5; 6/5; ; 16/13; 5/4; 6/5; 6/5; ; ; 6/5; 6/5; ; 6/5; 33/25; 7/6; 16/13; ; 5/4; 5/4; 6/5; ; ; 6/5; 
Ebbsfleet United; 11/5; 2; 2; 2; ; 19/10; 2; ; 37/19; 2; 21/10; 19/10; ; ; 21/10; 2; ; 2; 109/ 50; 20/11; 37/19; ; 2; 2; 2; ; ; 19/10; 
Draw; 12/5; 5/2; 23/10; 23/10; ; 9/4; 23/10; ; 23/10; 23/10; 23/10; 11/5; ; ; 12/5; 9/4; ; 23/10; 64/25; 5/2; 23/10; ; 5/2; 12/5; 40/17; ; ; 2; 
META; english/non-league/national-league/afc-fylde-v-ebbsfleet-united; 2017-12-18 22:23:37 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
AFC Fylde; 6/5; 5/4; 5/4; 6/5; 15/13; 6/5; 6/5; ; 16/13; 5/4; 6/5; 6/5; ; ; 6/5; 6/5; 15/13; 6/5; 33/25; 7/6; 16/13; ; 5/4; 5/4; 6/5; ; 6/5; 6/5; 
Ebbsfleet United; 11/5; 2; 2; 2; 2; 19/10; 2; ; 37/19; 2; 21/10; 19/10; ; ; 21/10; 2; 2; 2; 109/ 50; 20/11; 37/19; ; 2; 2; 39/19; ; 15/8; 19/10; 
