META; english/non-league/national-league/guiseley-v-barrow; 2018-01-13 22:21:33 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Barrow; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-barrow; 2018-01-14 02:21:41 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Barrow; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-barrow; 2018-01-14 10:21:43 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Barrow; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Guiseley; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-barrow; 2018-01-14 14:21:57 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Barrow; 6/4; 7/5; ; ; ; 7/5; 7/5; ; 10/7; ; 6/4; ; ; ; ; ; ; ; ; ; 10/7; ; 6/4; ; ; ; ; ; 
Guiseley; 7/4; 9/5; ; ; ; 17/10; 17/10; ; 17/10; ; 17/10; ; ; ; ; ; ; ; ; ; 17/10; ; 7/4; ; ; ; ; ; 
Draw; 23/10; 12/5; ; ; ; 11/5; 9/4; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; ; 9/4; ; 23/10; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-barrow; 2018-01-14 18:22:14 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Barrow; 6/4; 7/5; ; 11/8; ; 7/5; 7/5; ; 10/7; ; 6/4; ; ; ; ; ; ; 7/5; ; ; 10/7; ; 29/20; ; 7/5; ; ; ; 
Guiseley; 7/4; 9/5; ; 17/10; ; 17/10; 17/10; ; 17/10; ; 17/10; ; ; ; ; ; ; 28/17; ; ; 17/10; ; 9/5; ; 17/10; ; ; ; 
Draw; 23/10; 12/5; ; 23/10; ; 11/5; 9/4; ; 9/4; ; 9/4; ; ; ; ; ; ; 11/5; ; ; 9/4; ; 12/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/guiseley-v-barrow; 2018-01-14 22:22:07 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Barrow; 6/4; 7/5; ; 11/8; ; 7/5; 7/5; ; 10/7; ; 6/4; ; ; ; ; ; ; 7/5; ; ; 10/7; ; 29/20; ; 7/5; ; ; ; 
Guiseley; 7/4; 9/5; ; 17/10; ; 17/10; 17/10; ; 17/10; ; 17/10; ; ; ; ; ; ; 28/17; ; ; 17/10; ; 9/5; ; 17/10; ; ; ; 
Draw; 23/10; 12/5; ; 23/10; ; 11/5; 9/4; ; 9/4; ; 9/4; ; ; ; ; ; ; 11/5; ; ; 9/4; ; 12/5; ; 11/5; ; ; ; 
META; english/non-league/national-league/guiseley-v-barrow; 2018-01-15 02:22:00 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Barrow; 6/4; 7/5; ; 11/8; ; 7/5; 7/5; ; 10/7; ; 6/4; 11/8; ; ; ; 7/5; ; 7/5; ; ; 10/7; ; 29/20; ; 7/5; ; ; ; 
Guiseley; 7/4; 9/5; ; 17/10; ; 17/10; 17/10; ; 17/10; ; 17/10; 17/10; ; ; ; 17/10; ; 28/17; ; ; 17/10; ; 9/5; ; 17/10; ; ; ; 
Draw; 23/10; 12/5; ; 23/10; ; 11/5; 9/4; ; 9/4; ; 9/4; 11/5; ; ; ; 11/5; ; 11/5; ; ; 9/4; ; 12/5; ; 9/4; ; ; ; 
META; english/non-league/national-league/guiseley-v-barrow; 2018-01-15 10:22:09 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Barrow; 6/4; 7/5; ; 11/8; ; 7/5; 7/5; ; 10/7; ; 29/20; 11/8; ; ; ; 11/8; 16/11; 7/5; 16/11; ; 10/7; ; 29/20; ; 7/5; ; ; ; 
Guiseley; 7/4; 9/5; ; 17/10; ; 17/10; 17/10; ; 17/10; ; 7/4; 17/10; ; ; ; 17/10; 7/4; 28/17; 7/4; ; 17/10; ; 9/5; ; 17/10; ; ; ; 
Draw; 23/10; 12/5; ; 23/10; ; 11/5; 9/4; ; 9/4; ; 9/4; 11/5; ; ; ; 9/4; 21/10; 11/5; 21/10; ; 9/4; ; 12/5; ; 9/4; ; ; ; 
META; english/non-league/national-league/guiseley-v-barrow; 2018-01-15 14:21:48 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Barrow; 13/8; 7/5; ; 11/8; 7/4; 7/5; 7/5; ; 10/7; ; 6/4; 11/8; ; ; ; 7/5; 16/11; 6/4; 16/11; 11/8; 10/7; 13/8; 29/20; 8/5; 6/4; ; ; ; 
Guiseley; 8/5; 9/5; ; 17/10; 169/100; 17/10; 17/10; ; 17/10; ; 17/10; 9/5; ; ; ; 8/5; 7/4; 8/5; 7/4; 28/17; 17/10; 13/8; 15/8; 13/8; 8/5; ; ; ; 
Draw; 23/10; 12/5; ; 23/10; 61/25; 11/5; 9/4; ; 9/4; ; 11/5; 2; ; ; ; 11/5; 21/10; 11/5; 21/10; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/guiseley-v-barrow; 2018-01-15 18:25:10 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Barrow; 31/20; 7/5; ; 11/8; 13/8; 29/20; 6/4; ; 10/7; ; 6/4; 7/5; ; ; 6/4; 7/5; 16/11; 6/4; 16/11; 13/9; 10/7; 6/4; 6/4; 6/4; 6/4; ; ; ; 
Guiseley; 17/10; 9/5; ; 17/10; 91/50; 13/8; 17/10; ; 17/10; ; 17/10; 13/8; ; ; 7/4; 17/10; 7/4; 28/17; 7/4; 14/9; 17/10; 9/5; 9/5; 7/4; 17/10; ; ; ; 
Draw; 23/10; 12/5; ; 23/10; 61/25; 11/5; 11/5; ; 9/4; ; 9/4; 11/5; ; ; 9/4; 11/5; 21/10; 9/4; 21/10; 40/17; 9/4; 23/10; 23/10; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/guiseley-v-barrow; 2018-01-15 22:23:10 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Barrow; 31/20; 7/5; ; 11/8; 13/8; 29/20; 6/4; ; 10/7; ; 6/4; 7/5; ; ; 6/4; 7/5; 16/11; 6/4; 16/11; 13/9; 10/7; 6/4; 6/4; 6/4; 6/4; ; 13/10; ; 
Guiseley; 17/10; 9/5; ; 17/10; 91/50; 13/8; 17/10; ; 17/10; ; 17/10; 13/8; ; ; 7/4; 17/10; 7/4; 28/17; 7/4; 14/9; 17/10; 9/5; 9/5; 7/4; 17/10; ; 7/5; ; 
Draw; 23/10; 12/5; ; 23/10; 61/25; 11/5; 11/5; ; 9/4; ; 11/5; 11/5; ; ; 9/4; 11/5; 21/10; 9/4; 21/10; 40/17; 9/4; 23/10; 23/10; 23/10; 9/4; ; 19/10; ; 
META; english/non-league/national-league/guiseley-v-barrow; 2018-01-16 02:22:35 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
