META; english/non-league/national-league/barrow-v-chester; 2018-04-22 14:23:06 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Barrow; 4/9; 2/5; 4/9; 4/9
Draw; 10/3; 16/5; 16/5; 10/3
Chester; 6; 6; 13/2; 
META; english/non-league/national-league/barrow-v-chester; 2018-04-22 18:22:37 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Barrow; 4/9; 2/5; 4/9; 4/9; 4/7
Draw; 10/3; 16/5; 31/10; 10/3; 10/3
Chester; 6; 6; 13/2; 10/3; 
META; english/non-league/national-league/barrow-v-chester; 2018-04-22 22:21:59 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Barrow; 4/9; 2/5; 4/9; 2/5; 4/9; 4/9; 4/7
Draw; 10/3; 16/5; 31/10; 16/5; 3; 10/3; 10/3
Chester; 6; 6; 11/2; 11/2; 13/2; 10/3; 
META; english/non-league/national-league/barrow-v-chester; 2018-04-23 02:22:19 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Barrow; 4/9; 2/5; 4/9; 2/5; 4/9; 4/9; 1/4; 4/7
Draw; 10/3; 16/5; 31/10; 16/5; 3; 10/3; 7/4; 10/3
Chester; 6; 6; 11/2; 11/2; 13/2; 12/5; 10/3; 
META; english/non-league/national-league/barrow-v-chester; 2018-04-23 10:22:18 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Barrow; 4/9; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 3/8; 2/5; 2/5; 3/8; 4/11; 4/11
Draw; 10/3; 16/5; 16/5; 31/10; 16/5; 3; 16/5; 31/10; 10/3; 16/5; 5/2; 1/7; 
Chester; 6; 6; 13/2; 13/2; 6; 6; 13/2; 15/2; 25/4; 7/2; 1/6; ; 
META; english/non-league/national-league/barrow-v-chester; 2018-04-23 14:22:41 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Barrow; 4/9; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 3/8; 2/5; 2/5; 3/8; 4/11; 4/11
Draw; 10/3; 16/5; 10/3; 31/10; 16/5; 3; 16/5; 31/10; 10/3; 13/4; 14/5; 1/5; 
Chester; 6; 6; 13/2; 13/2; 6; 6; 13/2; 15/2; 6; 7/2; 2/9; ; 
META; english/non-league/national-league/barrow-v-chester; 2018-04-23 18:22:43 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Barrow; 4/9; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 3/8; 2/5; 2/5; 3/8; 1/4; 1/6
Draw; 10/3; 16/5; 16/5; 31/10; 16/5; 3; 16/5; 31/10; 10/3; 13/4; 1/2; 1/6; 
Chester; 6; 6; 13/2; 13/2; 6; 6; 13/2; 15/2; 6; 7/2; 1/5; ; 
META; english/non-league/national-league/barrow-v-chester; 2018-04-23 22:22:39 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Barrow; 4/9; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 3/8; 2/5; 2/5; 3/8; 1/4; 4/7
Draw; 10/3; 16/5; 10/3; 31/10; 16/5; 3; 16/5; 31/10; 10/3; 13/4; 1/2; 10/3; 
Chester; 6; 6; 13/2; 13/2; 6; 6; 13/2; 15/2; 6; 7/2; 10/3; ; 
META; english/non-league/national-league/barrow-v-chester; 2018-04-24 02:22:20 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Barrow; 4/9; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 3/8; 2/5; 2/5; 3/8; 3/10; 3/10
Draw; 10/3; 16/5; 10/3; 31/10; 16/5; 3; 16/5; 31/10; 10/3; 13/4; 12/5; 1/4; 
Chester; 6; 6; 13/2; 13/2; 6; 6; 13/2; 15/2; 6; 9/2; 2/5; ; 
META; english/non-league/national-league/barrow-v-chester; 2018-04-24 10:22:16 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Barrow; 4/9; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 3/8; 2/5; 2/5; 2/5; 3/8; 3/10; 4/7
