META; english/non-league/national-league/eastleigh-v-dover; 2018-03-04 18:23:57 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Eastleigh; 6/4; 7/5; 6/4; 6/4; 31/20; 8/11
Dover; 17/10; 8/5; 13/8; 13/8; 17/10; 5/6
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 10/9
META; english/non-league/national-league/eastleigh-v-dover; 2018-03-04 22:23:41 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Eastleigh; 6/4; 7/5; 6/4; 6/4; 29/20; 31/20; 6/4; 4/5
Dover; 17/10; 8/5; 13/8; 17/10; 8/5; 7/4; 33/20; 5/6
Draw; 12/5; 23/10; 9/4; 9/4; 11/5; 23/10; 12/5; 5/4
META; english/non-league/national-league/eastleigh-v-dover; 2018-03-05 02:23:46 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Eastleigh; 6/4; 7/5; 6/4; 6/4; 29/20; 7/5; 16/11; 6/4; 6/4; 23/20
Dover; 17/10; 8/5; 13/8; 17/10; 8/5; 8/5; 28/17; 7/4; 33/20; 13/10
Draw; 12/5; 23/10; 23/10; 9/4; 11/5; 11/5; 23/10; 12/5; 12/5; 9/5
META; english/non-league/national-league/eastleigh-v-dover; 2018-03-05 10:23:44 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Eastleigh; 6/4; 7/5; 6/4; 31/21; 29/20; 29/20; 7/5; 16/11; 16/11; 31/21; 6/4; 6/4; 16/11; 10/9
Dover; 17/10; 17/10; 13/8; 13/8; 7/4; 8/5; 8/5; 8/5; 28/17; 13/8; 7/4; 33/20; 8/5; 13/8
Draw; 12/5; 11/5; 23/10; 23/10; 9/4; 11/5; 11/5; 23/10; 23/10; 23/10; 12/5; 12/5; 23/10; 17/10
META; english/non-league/national-league/eastleigh-v-dover; 2018-03-05 14:24:07 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Eastleigh; 6/4; 7/5; 6/4; 31/21; 29/20; 29/20; 7/5; 16/11; 16/11; 31/21; 6/4; 6/4; 16/11; 10/9
Dover; 17/10; 17/10; 13/8; 13/8; 7/4; 17/10; 17/10; 8/5; 28/17; 13/8; 7/4; 33/20; 8/5; 13/8
Draw; 12/5; 11/5; 23/10; 23/10; 9/4; 2; 21/10; 23/10; 23/10; 23/10; 12/5; 12/5; 23/10; 17/10
META; english/non-league/national-league/eastleigh-v-dover; 2018-03-05 18:24:10 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Eastleigh; 6/4; 6/4; 7/5; 6/4; 31/21; 29/20; 7/5; 7/5; 16/11; 16/11; 31/21; 6/4; 6/4; 16/11; 10/9
Dover; 17/10; 6/4; 17/10; 13/8; 13/8; 7/4; 8/5; 8/5; 8/5; 28/17; 13/8; 7/4; 33/20; 8/5; 13/8
Draw; 12/5; 12/5; 11/5; 23/10; 23/10; 9/4; 9/4; 23/10; 9/4; 23/10; 23/10; 12/5; 12/5; 23/10; 17/10
META; english/non-league/national-league/eastleigh-v-dover; 2018-03-05 22:24:14 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Eastleigh; 6/4; 6/4; 7/5; 6/4; 31/21; 29/20; 7/5; 7/5; 16/11; 16/11; 31/21; 6/4; 6/4; 16/11; 10/9
Dover; 17/10; 6/4; 17/10; 13/8; 13/8; 7/4; 8/5; 8/5; 8/5; 28/17; 13/8; 7/4; 33/20; 8/5; 13/8
Draw; 12/5; 12/5; 11/5; 23/10; 23/10; 9/4; 9/4; 23/10; 9/4; 23/10; 23/10; 12/5; 12/5; 23/10; 7/4
META; english/non-league/national-league/eastleigh-v-dover; 2018-03-06 02:24:09 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Eastleigh; 6/4; 6/4; 7/5; 6/4; 31/21; 29/20; 7/5; 7/5; 16/11; 16/11; 31/21; 6/4; 6/4; 16/11; 23/20
Dover; 17/10; 6/4; 17/10; 13/8; 13/8; 17/10; 8/5; 8/5; 8/5; 28/17; 13/8; 7/4; 33/20; 8/5; 11/8
Draw; 12/5; 12/5; 11/5; 23/10; 23/10; 23/10; 9/4; 23/10; 9/4; 23/10; 23/10; 12/5; 12/5; 23/10; 9/5
META; english/non-league/national-league/eastleigh-v-dover; 2018-03-06 10:23:58 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 11/10; 21/20; 11/10; 6/5; 11/10; 21/20; 11/10; 15/13; 15/13; 6/5; 23/20; 6/5; 15/13; 5/6
Draw; 9/4; 23/10; 21/10; 11/5; 28/13; 11/5; 21/10; 21/10; 28/13; 11/5; 28/13; 23/10; 9/4; 28/13; 13/8
Dagenham & Redbridge; 23/10; 11/5; 12/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 11/5; 11/5; 12/5; 9/4; 11/5; 21/10
META; english/non-league/national-league/eastleigh-v-dover; 2018-03-06 14:24:07 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 11/10; 5/4; 21/20; 11/10; 6/5; 11/10; 21/20; 11/10; 15/13; 15/13; 6/5; 6/5; 15/13; 5/6
Draw; 9/4; 23/10; 12/5; 21/10; 11/5; 28/13; 11/5; 21/10; 21/10; 28/13; 11/5; 28/13; 9/4; 28/13; 13/8
Dagenham & Redbridge; 23/10; 11/5; 62/25; 12/5; 9/4; 11/5; 12/5; 23/10; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 21/10
META; english/non-league/national-league/eastleigh-v-dover; 2018-03-06 18:24:14 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Tranmere; 6/5; 6/5; 11/10; 131/00; 21/20; 6/5; 6/5; 11/10; 21/20; 11/10; 15/13; 15/13; 6/5; 23/20; 6/5; 15/13; 5/6
Draw; 9/4; 23/10; 23/10; 119/0; 21/10; 11/5; 28/13; 11/5; 21/10; 21/10; 11/5; 11/5; 28/13; 23/10; 9/4; 11/5; 13/8
Dagenham & Redbridge; 23/10; 9/4; 11/5; 119/0; 12/5; 11/5; 11/5; 12/5; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 9/4; 9/4; 21/10
META; english/non-league/national-league/eastleigh-v-dover; 2018-03-07 10:55:30 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Eastleigh; 6/4; 8/5; 29/20; 6/4; 159/100; 7/5; 6/4; 31/21; 29/20; 29/20; 29/20; 29/20; 7/5; 16/11; 16/11; 31/21; 31/20; 6/4; 16/11; 23/20
Dover; 7/4; 13/8; 17/10; 6/4; 93/50; 8/5; 13/8; 13/8; 17/10; 17/10; 13/8; 17/10; 8/5; 28/17; 28/17; 13/8; 17/10; 7/4; 17/10; 13/10
Draw; 23/10; 23/10; 11/5; 12/5; 61/25; 23/10; 9/4; 23/10; 11/5; 23/10; 21/10; 9/4; 11/5; 23/10; 23/10; 23/10; 12/5; 23/10; 23/10; 19/10
META; english/non-league/national-league/eastleigh-v-dover; 2018-03-07 14:23:04 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Eastleigh; 6/4; 6/4; 29/20; 6/4; 79/50; 7/5; 6/4; 31/21; 29/20; 6/4; 29/20; 29/20; 7/5; 16/11; 16/11; 31/21; 6/4; 6/4; 16/11; 23/20
Dover; 7/4; 7/4; 17/10; 6/4; 47/25; 13/8; 17/10; 13/8; 17/10; 17/10; 17/10; 17/10; 8/5; 17/10; 28/17; 13/8; 7/4; 7/4; 17/10; 13/10
Draw; 23/10; 23/10; 11/5; 12/5; 61/25; 11/5; 11/5; 23/10; 11/5; 9/4; 2; 11/5; 11/5; 9/4; 23/10; 23/10; 12/5; 23/10; 9/4; 19/10
META; english/non-league/national-league/eastleigh-v-dover; 2018-03-07 18:23:25 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
