META; english/non-league/national-league/dover-v-sutton; 2018-02-04 02:20:20 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Dover; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sutton; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-sutton; 2018-02-04 10:20:18 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Dover; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sutton; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-sutton; 2018-02-04 14:20:51 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Dover; 11/8; 11/8; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; ; ; 
Sutton; 9/5; 9/5; ; ; ; ; ; ; ; ; 15/8; ; ; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; 
META; english/non-league/national-league/dover-v-sutton; 2018-02-04 18:21:00 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Dover; 11/8; 11/8; ; ; 147/100; ; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; ; 7/5; 7/5; 11/8; ; ; ; ; 
Sutton; 9/5; 9/5; ; ; 189/100; ; ; ; ; ; 15/8; ; ; ; ; ; ; ; ; ; 9/5; 15/8; 9/5; ; ; ; ; 
Draw; 5/2; 23/10; ; ; 66/25; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; 5/2; 12/5; 49/20; ; ; ; ; 
META; english/non-league/national-league/dover-v-sutton; 2018-02-04 22:20:49 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Dover; 11/8; 11/8; ; ; 147/100; ; ; ; ; ; 7/5; ; ; ; ; ; 13/10; ; ; ; 7/5; 11/8; 11/8; 13/10; ; ; ; 
Sutton; 9/5; 9/5; ; ; 189/100; ; ; ; ; ; 15/8; ; ; ; ; ; 17/10; ; ; ; 9/5; 15/8; 9/5; 17/10; ; ; ; 
Draw; 5/2; 23/10; ; ; 66/25; ; ; ; ; ; 9/4; ; ; ; ; ; 12/5; ; ; ; 5/2; 12/5; 49/20; 12/5; ; ; ; 
META; english/non-league/national-league/dover-v-sutton; 2018-02-05 02:20:45 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Dover; 11/8; 11/8; ; ; 147/100; ; ; ; ; ; 7/5; ; ; ; ; 13/10; 13/10; ; ; ; 7/5; 7/5; 11/8; 13/10; ; ; ; 
Sutton; 9/5; 9/5; ; ; 189/100; ; ; ; ; ; 15/8; ; ; ; ; 7/4; 17/10; ; ; ; 9/5; 15/8; 9/5; 17/10; ; ; ; 
Draw; 5/2; 23/10; ; ; 66/25; ; ; ; ; ; 9/4; ; ; ; ; 9/4; 12/5; ; ; ; 5/2; 12/5; 49/20; 12/5; ; ; ; 
META; english/non-league/national-league/dover-v-sutton; 2018-02-05 10:27:33 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Dover; 13/10; 11/8; 23/17; ; 7/5; ; ; ; 23/17; 27/20; 13/10; ; ; ; ; 13/10; 5/4; 13/10; 23/18; 23/17; 13/10; 11/8; 13/10; 5/4; ; ; ; 
Sutton; 2; 9/5; 19/10; ; 52/25; ; ; ; 17/10; 19/10; 19/10; ; ; ; ; 9/5; 9/5; 7/4; 23/13; 17/10; 15/8; 2; 39/20; 24/13; ; ; ; 
Draw; 12/5; 23/10; 21/10; ; 63/25; ; ; ; 12/5; 21/10; 9/4; ; ; ; ; 9/4; 23/10; 12/5; 40/17; 12/5; 12/5; 9/4; 12/5; 40/17; ; ; ; 
META; english/non-league/national-league/dover-v-sutton; 2018-02-05 14:21:26 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Dover; 13/10; 11/8; 6/4; ; 159/100; ; ; ; 23/17; 6/4; 29/20; ; ; ; 6/4; 11/8; 13/10; 13/10; 23/18; 23/17; 6/4; 29/20; 29/20; 23/17; ; ; ; 
Sutton; 2; 9/5; 7/4; ; 47/25; ; ; ; 17/10; 7/4; 9/5; ; ; ; 7/4; 7/4; 7/4; 7/4; 23/13; 17/10; 9/5; 15/8; 9/5; 7/4; ; ; ; 
