META; english/non-league/national-league/bromley-v-eastleigh; 2017-07-31 14:22:05 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Eastleigh; 6/5; 11/10; 23/20; 11/10; 23/20; ; 23/20; ; ; ; ; 23/20; 6/5; ; 5/4; 15/13; ; ; 11/10; 7/5; ; ; ; 6/5; 6/5; ; ; ; 
Bromley; 11/5; 9/4; 43/20; 2; 11/5; ; 23/10; ; ; ; ; 21/10; 21/10; ; 21/10; 11/5; ; ; 21/10; 109/50; ; ; ; 11/5; 2; ; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; ; 12/5; ; ; ; ; 21/10; 47/20; ; 23/10; 12/5; ; ; 23/10; 12/5; ; ; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/bromley-v-eastleigh; 2017-07-31 18:21:55 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Eastleigh; 6/5; 11/10; 23/20; 11/10; 23/20; ; 23/20; ; ; ; ; 23/20; 6/5; ; 5/4; 15/13; 15/13; ; 15/13; 7/5; ; ; ; 6/5; 6/5; ; ; ; 
Bromley; 11/5; 9/4; 43/20; 2; 11/5; ; 23/10; ; ; ; ; 21/10; 21/10; ; 21/10; 11/5; 2; ; 21/10; 109/50; ; ; ; 11/5; 2; ; ; ; 
Draw; 12/5; 12/5; 47/20; 23/10; 23/10; ; 12/5; ; ; ; ; 21/10; 47/20; ; 23/10; 12/5; 11/5; ; 23/10; 12/5; ; ; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/bromley-v-eastleigh; 2017-07-31 22:22:00 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Eastleigh; 6/5; 11/10; 23/20; 11/10; 23/20; ; 23/20; ; ; ; ; 23/20; 6/5; ; 5/4; 15/13; 15/13; ; 15/13; 7/5; ; ; ; 6/5; 6/5; ; ; ; 
Bromley; 11/5; 9/4; 43/20; 2; 11/5; ; 23/10; ; ; ; ; 21/10; 21/10; ; 21/10; 11/5; 2; ; 21/10; 109/50; ; ; ; 11/5; 2; ; ; ; 
Draw; 12/5; 12/5; 47/20; 23/10; 23/10; ; 12/5; ; ; ; ; 21/10; 47/20; ; 23/10; 12/5; 11/5; ; 23/10; 12/5; ; ; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/bromley-v-eastleigh; 2017-08-01 02:21:53 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Eastleigh; 6/5; 11/10; 23/20; 11/10; 23/20; ; 23/20; ; ; ; ; 23/20; 6/5; ; 5/4; 15/13; 15/13; ; 15/13; 7/5; ; ; ; 6/5; 6/5; ; ; ; 
Bromley; 11/5; 9/4; 43/20; 2; 11/5; ; 23/10; ; ; ; ; 21/10; 21/10; ; 21/10; 11/5; 2; ; 21/10; 109/50; ; ; ; 11/5; 2; ; ; ; 
Draw; 12/5; 12/5; 47/20; 23/10; 23/10; ; 12/5; ; ; ; ; 21/10; 47/20; ; 23/10; 12/5; 11/5; ; 23/10; 12/5; ; ; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/bromley-v-eastleigh; 2017-08-01 10:21:56 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Eastleigh; 6/5; 11/10; 23/20; 11/10; 23/20; ; 23/20; 11/10; 6/5; ; ; 11/10; 6/5; ; 5/4; 15/13; 15/13; 6/5; 15/13; 7/5; ; 6/5; ; 6/5; 6/5; ; ; ; 
Bromley; 11/5; 9/4; 43/20; 2; 11/5; ; 23/10; 21/10; 28/13; ; ; 2; 21/10; ; 21/10; 11/5; 2; 21/10; 21/10; 109/50; ; 28/13; ; 11/5; 2; ; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; ; 12/5; 23/10; 11/5; ; ; 9/4; 47/20; ; 23/10; 12/5; 11/5; 11/5; 9/4; 12/5; ; 11/5; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/bromley-v-eastleigh; 2017-08-01 18:21:52 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Eastleigh; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 6/5; 1; ; 11/10; 6/5; ; 5/4; 15/13; 15/13; 6/5; 15/13; 7/5; ; 6/5; ; 6/5; 11/10; ; ; ; 
Bromley; 11/5; 9/4; 43/20; 2; 11/5; 2; 23/10; 21/10; 28/13; 11/5; ; 2; 21/10; ; 21/10; 11/5; 2; 21/10; 28/13; 109/50; ; 28/13; ; 11/5; 9/4; ; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 11/5; 11/5; ; 9/4; 47/20; ; 23/10; 12/5; 11/5; 11/5; 9/4; 12/5; ; 11/5; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/bromley-v-eastleigh; 2017-08-01 22:21:49 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Eastleigh; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 6/5; 1; ; 11/10; 6/5; ; 5/4; 15/13; 15/13; 6/5; 15/13; 7/5; ; 6/5; ; 6/5; 11/10; ; ; ; 
Bromley; 11/5; 9/4; 43/20; 2; 11/5; 2; 23/10; 21/10; 28/13; 11/5; ; 2; 21/10; ; 21/10; 11/5; 2; 21/10; 28/13; 109/50; ; 28/13; ; 11/5; 9/4; ; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 11/5; 11/5; ; 9/4; 47/20; ; 23/10; 12/5; 11/5; 11/5; 9/4; 12/5; ; 11/5; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/bromley-v-eastleigh; 2017-08-02 02:21:37 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Eastleigh; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 6/5; 1; ; 11/10; 6/5; ; 5/4; 15/13; 15/13; 6/5; 15/13; 7/5; ; 6/5; ; 6/5; 11/10; ; ; ; 
Bromley; 11/5; 9/4; 43/20; 2; 11/5; 2; 23/10; 21/10; 28/13; 11/5; ; 2; 21/10; ; 21/10; 11/5; 2; 21/10; 28/13; 109/50; ; 28/13; ; 11/5; 9/4; ; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 11/5; 11/5; ; 9/4; 47/20; ; 23/10; 12/5; 11/5; 11/5; 9/4; 12/5; ; 11/5; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/bromley-v-eastleigh; 2017-08-02 10:21:45 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Eastleigh; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 6/5; 1; ; 11/10; 6/5; ; 5/4; 15/13; 15/13; 6/5; 15/13; 7/5; ; 6/5; ; 6/5; 6/5; ; ; ; 
Bromley; 11/5; 9/4; 11/5; 2; 11/5; 2; 23/10; 21/10; 28/13; 11/5; ; 2; 21/10; ; 21/10; 11/5; 2; 21/10; 21/10; 109/50; ; 28/13; ; 11/5; 2; ; ; ; 
Draw; 12/5; 12/5; 47/20; 23/10; 23/10; 23/10; 12/5; 23/10; 11/5; 11/5; ; 9/4; 47/20; ; 23/10; 12/5; 11/5; 11/5; 9/4; 12/5; ; 11/5; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/bromley-v-eastleigh; 2017-08-02 14:21:57 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Eastleigh; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 6/5; 1; ; 11/10; 6/5; ; 6/5; 15/13; 15/13; 6/5; 15/13; 7/5; ; 6/5; ; 6/5; 11/10; ; ; ; 
Bromley; 11/5; 9/4; 43/20; 2; 11/5; 2; 23/10; 21/10; 28/13; 11/5; ; 2; 21/10; ; 11/5; 11/5; 2; 21/10; 28/13; 109/50; ; 28/13; ; 11/5; 9/4; ; ; ; 
Draw; 12/5; 12/5; 47/20; 23/10; 23/10; 23/10; 12/5; 23/10; 11/5; 11/5; ; 9/4; 47/20; ; 23/10; 12/5; 11/5; 11/5; 9/4; 12/5; ; 11/5; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/bromley-v-eastleigh; 2017-08-02 18:21:59 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Eastleigh; 11/8; 11/10; 27/20; 11/10; 13/10; 21/20; 29/20; 5/4; 6/5; 1; ; 6/5; 13/10; ; 13/10; 5/4; 15/13; 6/5; 13/10; 6/4; 26/19; 6/5; ; 13/10; 5/4; ; ; ; 
Bromley; 19/10; 9/4; 15/8; 2; 19/10; 2; 9/5; 2; 28/13; 11/5; ; 19/10; 39/20; ; 21/10; 39/19; 2; 21/10; 37/19; 41/20; 8/5; 28/13; ; 2; 2; ; ; ; 
Draw; 12/5; 12/5; 9/4; 23/10; 9/4; 23/10; 12/5; 23/10; 11/5; 11/5; ; 21/10; 47/20; ; 11/5; 12/5; 11/5; 11/5; 23/10; 59/25; 12/5; 11/5; ; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/bromley-v-eastleigh; 2017-08-02 22:21:44 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Eastleigh; 11/8; 7/5; 29/20; 6/4; 7/5; 21/20; 29/20; 11/8; 13/10; 1; ; 11/8; 27/20; ; 7/5; 7/5; 15/13; 13/10; 7/5; 37/25; 26/19; 13/10; ; 7/5; 11/8; ; ; ; 
Bromley; 19/10; 9/5; 7/4; 9/5; 9/5; 2; 9/5; 15/8; 37/19; 11/5; ; 7/4; 37/20; ; 15/8; 9/5; 2; 19/10; 24/13; 2; 8/5; 37/19; ; 15/8; 15/8; ; ; ; 
Draw; 12/5; 23/10; 9/4; 23/10; 9/4; 23/10; 12/5; 11/5; 11/5; 11/5; ; 21/10; 47/20; ; 9/4; 23/10; 11/5; 11/5; 23/10; 123/50; 12/5; 11/5; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/bromley-v-eastleigh; 2017-08-03 02:21:24 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Eastleigh; 11/8; 7/5; 29/20; 6/4; 7/5; 21/20; 29/20; 11/8; 13/10; 1; ; 11/8; 27/20; ; 7/5; 7/5; 15/13; 13/10; 7/5; 37/25; 26/19; 13/10; ; 7/5; 11/8; ; ; ; 
Bromley; 19/10; 9/5; 7/4; 9/5; 9/5; 2; 9/5; 15/8; 37/19; 11/5; ; 7/4; 37/20; ; 15/8; 9/5; 2; 19/10; 24/13; 2; 8/5; 37/19; ; 15/8; 15/8; ; ; ; 
Draw; 12/5; 23/10; 9/4; 23/10; 9/4; 23/10; 12/5; 11/5; 11/5; 11/5; ; 21/10; 47/20; ; 9/4; 23/10; 11/5; 11/5; 23/10; 123/50; 12/5; 11/5; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/bromley-v-eastleigh; 2017-08-03 10:21:25 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Eastleigh; 11/8; 7/5; 29/20; 6/4; 7/5; 21/20; 29/20; 11/8; 13/10; 1; ; 11/8; 27/20; ; 7/5; 7/5; 15/13; 13/10; 7/5; 37/25; 26/19; 13/10; ; 7/5; 11/8; ; ; ; 
Bromley; 19/10; 9/5; 7/4; 9/5; 9/5; 2; 9/5; 15/8; 37/19; 11/5; ; 17/10; 37/20; ; 15/8; 9/5; 2; 19/10; 24/13; 2; 8/5; 37/19; ; 15/8; 15/8; ; ; ; 
Draw; 12/5; 23/10; 9/4; 23/10; 9/4; 23/10; 12/5; 11/5; 11/5; 11/5; ; 11/5; 47/20; ; 9/4; 23/10; 11/5; 11/5; 23/10; 123/50; 12/5; 11/5; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/bromley-v-eastleigh; 2017-08-03 14:21:35 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Eastleigh; 11/8; 7/5; 29/20; 6/4; 7/5; 21/20; 29/20; 11/8; 13/10; 1; ; 11/8; 27/20; ; 7/5; 7/5; 15/13; 13/10; 7/5; 77/50; 26/19; 13/10; ; 7/5; 7/5; ; ; ; 
