META; english/non-league/national-league/sutton-v-leyton-orient; 2017-07-31 14:22:00 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
Leyton Orient; 7/4; 17/10; 17/10; 13/8; 13/8; ; 7/4; ; ; ; ; 13/8; 17/10; ; 7/5; 17/10; ; ; 28/17; 179/100; ; ; ; 7/4; 7/4; ; ; ; 
Sutton; 6/4; 6/4; 29/20; 7/5; 8/5; ; 6/4; ; ; ; ; 6/4; 6/4; ; 9/5; 6/4; ; ; 7/5; 42/25; ; ; ; 6/4; 6/4; ; ; ; 
Draw; 23/10; 12/5; 9/4; 11/5; 11/5; ; 12/5; ; ; ; ; 2; 23/10; ; 23/10; 23/10; ; ; 11/5; 12/5; ; ; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/sutton-v-leyton-orient; 2017-07-31 18:21:51 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
Leyton Orient; 7/4; 17/10; 17/10; 13/8; 13/8; ; 7/4; ; ; ; ; 13/8; 17/10; ; 7/5; 7/4; 28/17; ; 17/10; 179/100; ; ; ; 7/4; 7/4; ; ; ; 
Sutton; 6/4; 6/4; 29/20; 7/5; 8/5; ; 6/4; ; ; ; ; 6/4; 6/4; ; 9/5; 6/4; 16/11; ; 16/11; 42/25; ; ; ; 6/4; 6/4; ; ; ; 
Draw; 23/10; 12/5; 9/4; 11/5; 11/5; ; 23/10; ; ; ; ; 2; 23/10; ; 23/10; 23/10; 21/10; ; 9/4; 12/5; ; ; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/sutton-v-leyton-orient; 2017-07-31 22:21:55 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
Leyton Orient; 7/4; 17/10; 17/10; 13/8; 13/8; ; 7/4; ; ; ; ; 13/8; 17/10; ; 7/5; 7/4; 28/17; ; 28/17; 179/100; ; ; ; 7/4; 13/8; ; ; ; 
Sutton; 6/4; 6/4; 6/4; 7/5; 8/5; ; 31/20; ; ; ; ; 6/4; 6/4; ; 9/5; 6/4; 16/11; ; 16/11; 42/25; ; ; ; 6/4; 13/8; ; ; ; 
Draw; 23/10; 12/5; 9/4; 11/5; 11/5; ; 23/10; ; ; ; ; 2; 23/10; ; 23/10; 23/10; 21/10; ; 9/4; 12/5; ; ; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/sutton-v-leyton-orient; 2017-08-01 02:21:48 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
Leyton Orient; 7/4; 17/10; 17/10; 13/8; 13/8; ; 7/4; ; ; ; ; 13/8; 17/10; ; 7/5; 7/4; 28/17; ; 28/17; 179/100; ; ; ; 7/4; 13/8; ; ; ; 
Sutton; 6/4; 6/4; 29/20; 7/5; 8/5; ; 6/4; ; ; ; ; 6/4; 6/4; ; 9/5; 6/4; 16/11; ; 16/11; 42/25; ; ; ; 6/4; 13/8; ; ; ; 
Draw; 23/10; 12/5; 9/4; 11/5; 11/5; ; 23/10; ; ; ; ; 2; 23/10; ; 23/10; 23/10; 21/10; ; 9/4; 12/5; ; ; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/sutton-v-leyton-orient; 2017-08-01 10:21:51 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
Leyton Orient; 7/4; 17/10; 17/10; 13/8; 13/8; ; 7/4; 13/8; 28/17; ; ; 31/20; 17/10; ; 7/5; 17/10; 28/17; 13/8; 28/17; 179/100; ; 28/17; ; 7/4; 13/8; ; ; ; 
Sutton; 6/4; 6/4; 6/4; 7/5; 8/5; ; 31/20; 6/4; 31/21; ; ; 29/20; 6/4; ; 9/5; 6/4; 16/11; 7/5; 16/11; 42/25; ; 31/21; ; 6/4; 13/8; ; ; ; 
Draw; 23/10; 12/5; 9/4; 11/5; 11/5; ; 23/10; 21/10; 9/4; ; ; 9/4; 23/10; ; 23/10; 23/10; 21/10; 9/4; 9/4; 12/5; ; 9/4; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/sutton-v-leyton-orient; 2017-08-01 18:21:48 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
Leyton Orient; 7/4; 17/10; 17/10; 13/8; 13/8; 33/20; 17/10; 13/8; 28/17; 26/19; ; 31/20; 17/10; ; 7/5; 17/10; 28/17; 13/8; 17/10; 179/100; ; 28/17; ; 7/4; 13/8; ; ; ; 
Sutton; 6/4; 6/4; 29/20; 7/5; 8/5; 27/20; 31/20; 6/4; 31/21; 8/5; ; 6/4; 6/4; ; 9/5; 17/11; 16/11; 7/5; 16/11; 42/25; ; 31/21; ; 6/4; 13/8; ; ; ; 
Draw; 23/10; 12/5; 9/4; 11/5; 11/5; 11/5; 12/5; 21/10; 9/4; 11/5; ; 21/10; 23/10; ; 23/10; 23/10; 21/10; 9/4; 9/4; 12/5; ; 9/4; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/sutton-v-leyton-orient; 2017-08-01 22:21:44 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
Leyton Orient; 7/4; 17/10; 17/10; 13/8; 13/8; 33/20; 17/10; 13/8; 28/17; 26/19; ; 31/20; 17/10; ; 7/5; 17/10; 28/17; 13/8; 28/17; 179/100; ; 28/17; ; 7/4; 13/8; ; ; ; 
Sutton; 6/4; 6/4; 6/4; 7/5; 8/5; 27/20; 31/20; 6/4; 31/21; 8/5; ; 6/4; 6/4; ; 9/5; 17/11; 16/11; 7/5; 16/11; 42/25; ; 31/21; ; 6/4; 6/4; ; ; ; 
Draw; 23/10; 12/5; 9/4; 11/5; 11/5; 11/5; 12/5; 21/10; 9/4; 11/5; ; 21/10; 23/10; ; 23/10; 23/10; 21/10; 9/4; 9/4; 12/5; ; 9/4; ; 23/10; 12/5; ; ; ; 
META; english/non-league/national-league/sutton-v-leyton-orient; 2017-08-02 02:21:32 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
Leyton Orient; 7/4; 17/10; 17/10; 13/8; 13/8; 33/20; 17/10; 13/8; 28/17; 26/19; ; 31/20; 17/10; ; 7/5; 17/10; 28/17; 13/8; 28/17; 179/100; ; 28/17; ; 7/4; 13/8; ; ; ; 
Sutton; 6/4; 6/4; 6/4; 7/5; 8/5; 27/20; 31/20; 6/4; 31/21; 8/5; ; 6/4; 6/4; ; 9/5; 17/11; 16/11; 7/5; 16/11; 42/25; ; 31/21; ; 6/4; 6/4; ; ; ; 
Draw; 23/10; 12/5; 9/4; 11/5; 11/5; 11/5; 12/5; 21/10; 9/4; 11/5; ; 21/10; 23/10; ; 23/10; 23/10; 21/10; 9/4; 9/4; 12/5; ; 9/4; ; 23/10; 12/5; ; ; ; 
META; english/non-league/national-league/sutton-v-leyton-orient; 2017-08-02 10:21:40 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
Leyton Orient; 7/4; 17/10; 33/20; 13/8; 13/8; 33/20; 17/10; 13/8; 28/17; 26/19; ; 31/20; 17/10; ; 7/5; 17/10; 28/17; 13/8; 28/17; 179/100; ; 28/17; ; 7/4; 13/8; ; ; ; 
Sutton; 6/4; 6/4; 6/4; 7/5; 8/5; 27/20; 31/20; 6/4; 31/21; 8/5; ; 6/4; 6/4; ; 9/5; 17/11; 16/11; 7/5; 16/11; 42/25; ; 31/21; ; 6/4; 13/8; ; ; ; 
Draw; 23/10; 12/5; 23/10; 11/5; 11/5; 11/5; 12/5; 21/10; 9/4; 11/5; ; 21/10; 23/10; ; 23/10; 23/10; 21/10; 9/4; 9/4; 12/5; ; 9/4; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/sutton-v-leyton-orient; 2017-08-02 14:21:52 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
Sutton; 6/4; 6/4; 6/4; 7/5; 8/5; 27/20; 31/20; 6/4; 31/21; 8/5; ; 29/20; 6/4; ; 6/4; 17/11; 16/11; 7/5; 16/11; 42/25; ; 31/21; ; 6/4; 6/4; ; ; ; 
Leyton Orient; 7/4; 17/10; 33/20; 13/8; 13/8; 33/20; 17/10; 13/8; 28/17; 26/19; ; 13/8; 17/10; ; 17/10; 17/10; 28/17; 13/8; 28/17; 179/100; ; 28/17; ; 7/4; 7/4; ; ; ; 
Draw; 23/10; 12/5; 23/10; 11/5; 11/5; 11/5; 12/5; 21/10; 9/4; 11/5; ; 21/10; 23/10; ; 23/10; 23/10; 21/10; 9/4; 9/4; 12/5; ; 9/4; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/sutton-v-leyton-orient; 2017-08-02 18:21:54 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
Sutton; 5/4; 6/4; 13/10; 7/5; 7/5; 27/20; 13/10; 6/4; 31/21; 8/5; ; 6/5; 6/4; ; 13/10; 16/11; 16/11; 7/5; 16/11; 6/4; 5/4; 31/21; ; 6/4; 6/4; ; ; ; 
Leyton Orient; 2; 17/10; 19/10; 13/8; 19/10; 33/20; 19/10; 13/8; 28/17; 26/19; ; 2; 17/10; ; 2; 7/4; 28/17; 13/8; 9/5; 101/50; 35/19; 28/17; ; 7/4; 7/4; ; ; ; 
Draw; 12/5; 12/5; 23/10; 11/5; 21/10; 11/5; 12/5; 21/10; 9/4; 11/5; ; 21/10; 23/10; ; 23/10; 12/5; 21/10; 9/4; 11/5; 12/5; 23/10; 9/4; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/sutton-v-leyton-orient; 2017-08-02 22:21:39 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
Sutton; 5/4; 7/5; 11/8; 29/20; 7/5; 27/20; 7/5; 13/10; 11/8; 8/5; ; 13/10; 7/5; ; 7/5; 7/5; 5/4; 11/8; 23/17; 6/4; 13/10; 11/8; ; 7/5; 7/5; ; ; ; 
Leyton Orient; 2; 9/5; 9/5; 9/5; 15/8; 33/20; 15/8; 15/8; 7/4; 26/19; ; 7/4; 9/5; ; 15/8; 9/5; 19/10; 7/4; 19/10; 101/50; 31/18; 7/4; ; 9/5; 15/8; ; ; ; 
Draw; 12/5; 12/5; 23/10; 12/5; 9/4; 11/5; 12/5; 11/5; 23/10; 11/5; ; 11/5; 23/10; ; 9/4; 23/10; 21/10; 23/10; 9/4; 12/5; 40/17; 23/10; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/sutton-v-leyton-orient; 2017-08-03 02:21:18 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
Sutton; 5/4; 7/5; 27/20; 29/20; 7/5; 27/20; 11/8; 13/10; 11/8; 8/5; ; 13/10; 7/5; ; 7/5; 7/5; 5/4; 11/8; 23/17; 6/4; 13/10; 11/8; ; 7/5; 7/5; ; ; ; 
Leyton Orient; 2; 9/5; 9/5; 9/5; 15/8; 33/20; 19/10; 15/8; 7/4; 26/19; ; 17/10; 9/5; ; 15/8; 9/5; 19/10; 7/4; 19/10; 101/50; 31/18; 7/4; ; 9/5; 15/8; ; ; ; 
Draw; 12/5; 12/5; 23/10; 12/5; 9/4; 11/5; 12/5; 11/5; 23/10; 11/5; ; 9/4; 23/10; ; 9/4; 12/5; 21/10; 23/10; 9/4; 12/5; 40/17; 23/10; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/sutton-v-leyton-orient; 2017-08-03 10:21:21 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
Sutton; 5/4; 7/5; 27/20; 29/20; 7/5; 27/20; 11/8; 13/10; 11/8; 8/5; ; 13/10; 7/5; ; 7/5; 7/5; 5/4; 11/8; 23/17; 149/100; 13/10; 11/8; ; 7/5; 7/5; ; ; ; 
Leyton Orient; 2; 19/10; 9/5; 9/5; 15/8; 33/20; 19/10; 15/8; 7/4; 26/19; ; 9/5; 9/5; ; 15/8; 9/5; 19/10; 7/4; 19/10; 51/25; 31/18; 7/4; ; 9/5; 15/8; ; ; ; 
Draw; 12/5; 12/5; 23/10; 12/5; 9/4; 11/5; 12/5; 11/5; 23/10; 11/5; ; 21/10; 23/10; ; 9/4; 12/5; 21/10; 23/10; 9/4; 12/5; 40/17; 23/10; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/sutton-v-leyton-orient; 2017-08-03 14:21:30 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
Sutton; 5/4; 7/5; 27/20; 29/20; 13/10; 27/20; 11/8; 13/10; 11/8; 8/5; ; 13/10; 27/20; ; 13/10; 7/5; 5/4; 11/8; 13/10; 141/100; 5/4; 11/8; ; 13/10; 11/8; ; ; ; 
Leyton Orient; 2; 19/10; 37/20; 9/5; 15/8; 33/20; 19/10; 15/8; 7/4; 26/19; ; 9/5; 15/8; ; 2; 9/5; 19/10; 7/4; 19/10; 21/10; 25/14; 7/4; ; 15/8; 15/8; ; ; ; 
Draw; 12/5; 12/5; 23/10; 12/5; 23/10; 11/5; 12/5; 11/5; 23/10; 11/5; ; 21/10; 23/10; ; 23/10; 12/5; 21/10; 23/10; 23/10; 62/25; 40/17; 23/10; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/sutton-v-leyton-orient; 2017-08-03 18:21:23 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
Sutton; 17/10; 7/4; 17/10; 13/8; 17/10; 27/20; 7/4; 6/4; 28/17; 28/17; ; 8/5; 17/10; ; 7/4; 17/10; 7/5; 13/8; 17/10; 93/50; 32/19; 28/17; ; 8/5; 11/8; ; 13/8; 6/4; 
Leyton Orient; 29/20; 6/4; 29/20; 8/5; 6/4; 33/20; 6/4; 13/8; 31/21; 16/11; ; 7/5; 6/4; ; 6/4; 6/4; 17/10; 7/5; 6/4; 79/50; 16/11; 31/21; ; 13/8; 15/8; ; 11/8; 13/10; 
Draw; 12/5; 12/5; 23/10; 12/5; 9/4; 11/5; 12/5; 11/5; 9/4; 9/4; ; 11/5; 23/10; ; 9/4; 23/10; 21/10; 9/4; 23/10; 123/50; 27/11; 9/4; ; 23/10; 9/4; ; 11/5; 7/4; 
META; english/non-league/national-league/sutton-v-leyton-orient; 2017-08-03 22:21:14 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
Leyton Orient; 11/8; 6/4; 7/5; 29/20; 29/20; 33/20; 6/4; 6/4; 31/21; 7/5; ; 11/8; 29/20; 6/4; 7/5; 16/11; 17/10; 7/5; 16/11; 153/100; 24/17; 31/21; ; 6/4; 6/4; ; 7/5; 13/10; 
Sutton; 15/8; 7/4; 7/4; 9/5; 7/4; 27/20; 7/4; 13/8; 28/17; 7/4; ; 8/5; 7/4; 15/8; 7/4; 7/4; 7/5; 13/8; 7/4; 193/100; 19/11; 28/17; ; 9/5; 7/4; ; 7/4; 6/4; 
Draw; 12/5; 12/5; 9/4; 12/5; 9/4; 11/5; 12/5; 9/4; 9/4; 9/4; ; 23/10; 23/10; 21/10; 12/5; 12/5; 21/10; 9/4; 9/4; 123/50; 27/11; 9/4; ; 23/10; 9/4; ; 11/5; 7/4; 
META; english/non-league/national-league/sutton-v-leyton-orient; 2017-08-04 02:20:10 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
Leyton Orient; 11/8; 7/5; 7/5; 29/20; 29/20; 33/20; 6/4; 6/4; 11/8; 7/5; ; 11/8; 29/20; 6/4; 7/5; 16/11; 17/11; 11/8; 16/11; 77/50; 24/17; 11/8; ; 6/4; 6/4; ; 7/5; 13/10; 
Sutton; 15/8; 9/5; 7/4; 9/5; 7/4; 27/20; 7/4; 13/8; 7/4; 7/4; ; 8/5; 7/4; 15/8; 7/4; 7/4; 17/11; 7/4; 7/4; 48/25; 19/11; 7/4; ; 9/5; 7/4; ; 17/10; 6/4; 
Draw; 12/5; 12/5; 9/4; 12/5; 9/4; 11/5; 12/5; 9/4; 23/10; 9/4; ; 23/10; 23/10; 21/10; 12/5; 12/5; 21/10; 23/10; 23/10; 123/50; 27/11; 23/10; ; 23/10; 9/4; ; 11/5; 7/4; 
META; english/non-league/national-league/sutton-v-leyton-orient; 2017-08-04 10:20:14 GMT+3; 2017-08-05 12:30; Nothing; Xlenovo
