META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-20 22:22:22 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Maidstone; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-21 02:21:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Maidstone; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-21 10:22:17 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Maidstone; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-21 14:22:49 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 6/5; 1; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Maidstone; 9/4; 13/5; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-21 18:22:09 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 6/5; 1; ; ; ; ; 11/10; ; ; ; 11/10; 21/20; ; ; ; ; ; ; ; ; ; 6/5; 11/10; ; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 9/4; ; ; ; 23/10; 23/10; ; ; ; ; ; ; ; ; ; 23/10; 23/10; ; ; ; ; 
Maidstone; 9/4; 13/5; ; ; ; ; 23/10; ; ; ; 23/10; 21/10; ; ; ; ; ; ; ; ; ; 23/10; 5/2; ; ; ; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-21 22:21:48 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 6/5; 1; ; ; ; ; 11/10; ; ; ; 11/10; 21/20; ; ; ; 21/20; ; ; ; ; ; 6/5; 11/10; 6/5; ; ; ; 
Draw; 23/10; 23/10; ; ; ; ; 9/4; ; ; ; 23/10; 11/5; ; ; ; 11/5; ; ; ; ; ; 23/10; 23/10; 9/4; ; ; ; 
Maidstone; 9/4; 13/5; ; ; ; ; 23/10; ; ; ; 23/10; 9/4; ; ; ; 23/10; ; ; ; ; ; 23/10; 5/2; 9/4; ; ; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-22 02:21:43 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 6/5; 1; ; ; ; 21/20; 11/10; ; ; ; 11/10; 21/20; ; ; ; 21/20; ; ; ; ; ; 6/5; 11/10; 6/5; ; ; ; 
Draw; 23/10; 23/10; ; ; ; 23/10; 9/4; ; ; ; 23/10; 11/5; ; ; ; 11/5; ; ; ; ; ; 23/10; 23/10; 9/4; ; ; ; 
Maidstone; 9/4; 13/5; ; ; ; 9/4; 23/10; ; ; ; 23/10; 9/4; ; ; ; 23/10; ; ; ; ; ; 23/10; 5/2; 9/4; ; ; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-22 10:22:07 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; ; 1; 1; 1; ; ; 1; 21/20; 20/21; ; ; ; 19/20; 15/13; 19/20; 15/13; ; ; 21/20; 21/20; 1; 1; ; ; 
Draw; 12/5; 23/10; 12/5; ; 12/5; 23/10; 23/10; ; ; 12/5; 23/10; 11/5; ; ; ; 9/4; 11/5; 23/10; 11/5; ; ; 5/2; 12/5; 49/20; 23/10; ; ; 
Maidstone; 14/5; 13/5; 12/5; ; 10/3; 12/5; 5/2; ; ; 12/5; 5/2; 5/2; ; ; ; 5/2; 9/4; 5/2; 9/4; ; ; 5/2; 13/5; 51/20; 5/2; ; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-22 14:21:56 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; ; 26/25; 19/20; 20/21; ; ; 1; 1; 1; ; 1; 1; 19/20; 15/13; 19/20; 15/13; 68/67; ; 21/20; 1; 1; 1; ; ; 
Draw; 12/5; 13/5; 12/5; ; 127/ 50; 23/10; 23/10; ; ; 12/5; 12/5; 23/10; ; 12/5; 5/2; 23/10; 11/5; 23/10; 11/5; 28/11; ; 5/2; 13/5; 49/20; 23/10; ; ; 
Maidstone; 14/5; 13/5; 23/10; ; 74/25; 5/2; 13/5; ; ; 23/10; 5/2; 9/4; ; 23/10; 5/2; 5/2; 9/4; 5/2; 9/4; 21/10; ; 5/2; 5/2; 51/20; 5/2; ; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-22 18:21:57 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; ; 26/25; 19/20; 20/21; ; 1; 1; 21/20; 1; ; 1; 1; 19/20; 21/20; 1; 21/20; 68/67; 1; 21/20; 1; 1; 1; ; ; 
Draw; 12/5; 13/5; 12/5; ; 127/ 50; 23/10; 23/10; ; 23/10; 12/5; 12/5; 23/10; ; 12/5; 5/2; 23/10; 9/4; 40/17; 9/4; 28/11; 23/10; 5/2; 13/5; 49/20; 23/10; ; ; 
Maidstone; 14/5; 13/5; 12/5; ; 74/25; 5/2; 13/5; ; 5/2; 12/5; 12/5; 9/4; ; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 51/20; 5/2; ; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-22 22:21:57 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; ; 26/25; 19/20; 20/21; ; 1; 1; 1; 1; ; 1; 1; 19/20; 21/20; 1; 21/20; 68/67; 1; 21/20; 1; 1; 1; 10/11; ; 
Draw; 12/5; 13/5; 12/5; ; 127/ 50; 23/10; 12/5; ; 23/10; 12/5; 12/5; 23/10; ; 12/5; 5/2; 23/10; 9/4; 40/17; 9/4; 28/11; 23/10; 5/2; 13/5; 49/20; 40/17; 21/10; ; 
Maidstone; 14/5; 13/5; 12/5; ; 74/25; 5/2; 13/5; ; 5/2; 12/5; 5/2; 9/4; ; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 51/20; 28/11; 11/5; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-23 02:21:50 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; ; 26/25; 19/20; 20/21; ; 1; 1; 21/20; 1; ; 1; 1; 19/20; 21/20; 1; 21/20; 68/67; 1; 21/20; 1; 1; 1; 5/6; ; 
Draw; 12/5; 13/5; 12/5; ; 127/ 50; 23/10; 12/5; ; 23/10; 12/5; 12/5; 23/10; ; 12/5; 5/2; 23/10; 9/4; 40/17; 9/4; 28/11; 23/10; 5/2; 13/5; 49/20; 40/17; 21/10; ; 
Maidstone; 14/5; 13/5; 12/5; ; 74/25; 5/2; 5/2; ; 5/2; 12/5; 12/5; 9/4; ; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 51/20; 28/11; 11/5; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-23 10:21:52 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; ; 26/25; 10/11; 20/21; ; 1; 1; 1; 1; ; 1; 1; 19/20; 21/20; 1; 21/20; 68/67; 1; 21/20; 1; 1; 1; 5/6; ; 
Draw; 12/5; 13/5; 12/5; ; 127/ 50; 5/2; 12/5; ; 23/10; 12/5; 12/5; 23/10; ; 12/5; 5/2; 23/10; 9/4; 40/17; 9/4; 28/11; 23/10; 5/2; 13/5; 49/20; 40/17; 9/4; ; 
Maidstone; 14/5; 13/5; 12/5; ; 74/25; 5/2; 5/2; ; 5/2; 12/5; 5/2; 9/4; ; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 51/20; 28/11; 11/5; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-23 14:21:52 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; ; 27/25; 19/20; 20/21; ; 1; 1; 1; 1; ; 1; 1; 19/20; 21/20; 1; 21/20; 68/67; 1; 21/20; 1; 1; 1; 8/11; ; 
Draw; 12/5; 13/5; 12/5; ; 5/2; 23/10; 12/5; ; 23/10; 12/5; 12/5; 23/10; ; 12/5; 5/2; 23/10; 9/4; 40/17; 9/4; 28/11; 23/10; 5/2; 13/5; 49/20; 40/17; 7/4; ; 
Maidstone; 14/5; 13/5; 12/5; ; 57/20; 5/2; 5/2; ; 5/2; 12/5; 5/2; 9/4; ; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 51/20; 28/11; 7/4; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-23 18:22:21 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; ; 27/25; 19/20; 20/21; ; 1; 1; 1; 1; ; 1; 1; 19/20; 21/20; 1; 21/20; 68/67; 1; 21/20; 1; 1; 1; 5/6; ; 
Draw; 12/5; 13/5; 12/5; ; 5/2; 23/10; 12/5; ; 23/10; 12/5; 12/5; 23/10; ; 12/5; 5/2; 23/10; 9/4; 40/17; 9/4; 28/11; 23/10; 5/2; 13/5; 49/20; 40/17; 2; ; 
Maidstone; 14/5; 13/5; 12/5; ; 57/20; 5/2; 5/2; ; 5/2; 12/5; 5/2; 9/4; ; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 5/2; 51/20; 28/11; 11/5; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-23 22:22:20 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; ; 107/ 100; 10/11; 20/21; ; 1; 1; 20/21; 1; ; 1; 1; 19/20; 21/20; 1; 21/20; 68/67; 1; 21/20; 1; 1; 1; ; 5/6; ; 
Draw; 12/5; 13/5; 12/5; ; 63/25; 5/2; 12/5; ; 23/10; 12/5; 5/2; 12/5; ; 47/20; 5/2; 12/5; 9/4; 23/10; 9/4; 28/11; 23/10; 5/2; 13/5; 49/20; 40/17; ; 11/5; ; 
Maidstone; 14/5; 13/5; 12/5; ; 143/ 50; 5/2; 5/2; ; 5/2; 12/5; 5/2; 11/5; ; 12/5; 5/2; 12/5; 12/5; 28/11; 12/5; 12/5; 5/2; 5/2; 5/2; 51/20; 28/11; ; 11/5; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-24 02:21:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; ; 107/ 100; 10/11; 20/21; ; 1; 1; 20/21; 1; ; 1; 1; 19/20; 21/20; 1; 21/20; 68/67; 1; 21/20; 1; 1; 1; ; 5/6; ; 
Draw; 12/5; 13/5; 12/5; ; 63/25; 5/2; 12/5; ; 23/10; 12/5; 5/2; 12/5; ; 47/20; 5/2; 12/5; 9/4; 23/10; 9/4; 28/11; 23/10; 5/2; 13/5; 49/20; 40/17; ; 11/5; ; 
Maidstone; 14/5; 13/5; 12/5; ; 143/ 50; 5/2; 5/2; ; 5/2; 12/5; 5/2; 11/5; ; 12/5; 5/2; 12/5; 12/5; 28/11; 12/5; 12/5; 5/2; 5/2; 5/2; 51/20; 28/11; ; 11/5; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-24 10:21:57 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; ; 113/ 100; 10/11; 1; ; 1; 1; 20/21; 1; ; 1; 1; 1; 21/20; 1; 21/20; 68/67; 1; 21/20; 1; 1; 1; ; 5/6; ; 
Draw; 12/5; 5/2; 12/5; ; 62/25; 5/2; 23/10; ; 23/10; 12/5; 5/2; 12/5; ; 47/20; 5/2; 23/10; 9/4; 23/10; 9/4; 28/11; 23/10; 5/2; 5/2; 49/20; 23/10; ; 21/10; ; 
Maidstone; 14/5; 5/2; 12/5; ; 68/25; 5/2; 5/2; ; 5/2; 12/5; 5/2; 11/5; ; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 13/5; 51/20; 28/11; ; 11/5; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-24 14:22:00 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; ; 113/ 100; 10/11; 1; ; 1; 1; 20/21; 1; ; 1; 1; 1; 21/20; 1; 21/20; 68/67; 1; 21/20; 1; 1; 1; ; 5/6; 20/21; 
Draw; 12/5; 5/2; 12/5; ; 62/25; 12/5; 23/10; ; 23/10; 12/5; 5/2; 12/5; ; 47/20; 5/2; 23/10; 9/4; 23/10; 9/4; 28/11; 23/10; 5/2; 5/2; 49/20; 23/10; ; 21/10; 2; 
Maidstone; 14/5; 5/2; 12/5; ; 68/25; 5/2; 5/2; ; 5/2; 12/5; 5/2; 11/5; ; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 13/5; 51/20; 28/11; ; 11/5; 11/5; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-24 18:21:56 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; 19/20; 27/25; 10/11; 1; ; 1; 1; 20/21; 1; ; 1; 1; 19/20; 21/20; 1; 21/20; 68/67; 1; 21/20; 1; 1; 1; ; 5/6; 10/11; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; ; 23/10; 12/5; 5/2; 12/5; ; 47/20; 5/2; 23/10; 9/4; 40/17; 9/4; 28/11; 23/10; 5/2; 5/2; 49/20; 40/17; ; 21/10; 2; 
Maidstone; 14/5; 13/5; 5/2; 5/2; 143/ 50; 5/2; 13/5; ; 5/2; 5/2; 5/2; 11/5; ; 49/20; 5/2; 5/2; 12/5; 13/5; 12/5; 12/5; 5/2; 5/2; 13/5; 51/20; 13/5; ; 11/5; 9/4; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-24 22:21:54 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; 19/20; 27/25; 19/20; 1; ; 1; 1; 20/21; 1; ; 19/20; 1; 19/20; 21/20; 1; 21/20; 68/67; 1; 1; 1; 1; 1; ; 5/6; 10/11; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; ; 23/10; 12/5; 12/5; 12/5; ; 47/20; 5/2; 23/10; 9/4; 40/17; 9/4; 28/11; 23/10; 5/2; 5/2; 49/20; 40/17; ; 21/10; 2; 
Maidstone; 14/5; 13/5; 5/2; 5/2; 143/ 50; 5/2; 13/5; ; 5/2; 5/2; 13/5; 11/5; ; 5/2; 5/2; 5/2; 12/5; 13/5; 12/5; 12/5; 5/2; 13/5; 13/5; 51/20; 13/5; ; 11/5; 9/4; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-25 02:21:49 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; 19/20; 27/25; 19/20; 1; ; 1; 1; 20/21; 1; ; 19/20; 1; 19/20; 21/20; 1; 21/20; 68/67; 1; 1; 1; 1; 1; ; 5/6; 10/11; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; ; 23/10; 12/5; 12/5; 12/5; ; 47/20; 5/2; 23/10; 9/4; 40/17; 9/4; 28/11; 23/10; 5/2; 5/2; 49/20; 40/17; ; 21/10; 2; 
Maidstone; 14/5; 13/5; 5/2; 5/2; 143/ 50; 5/2; 13/5; ; 5/2; 5/2; 13/5; 11/5; ; 5/2; 5/2; 5/2; 12/5; 13/5; 12/5; 12/5; 5/2; 13/5; 13/5; 51/20; 13/5; ; 11/5; 9/4; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-25 10:21:46 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; 19/20; 109/ 100; 19/20; 1; ; 1; 1; 20/21; 20/21; ; 19/20; 1; 19/20; 21/20; 1; 21/20; 68/67; 1; 1; 1; 1; 1; ; 5/6; 10/11; 
Draw; 5/2; 5/2; 12/5; 12/5; 63/25; 12/5; 12/5; ; 23/10; 12/5; 12/5; 12/5; ; 47/20; 5/2; 23/10; 9/4; 40/17; 9/4; 28/11; 23/10; 5/2; 5/2; 49/20; 12/5; ; 21/10; 2; 
Maidstone; 14/5; 13/5; 5/2; 5/2; 14/5; 5/2; 13/5; ; 5/2; 5/2; 13/5; 12/5; ; 5/2; 5/2; 5/2; 12/5; 28/11; 12/5; 12/5; 5/2; 13/5; 13/5; 51/20; 13/5; ; 11/5; 9/4; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-25 14:22:03 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; 19/20; 109/ 100; 19/20; 1; ; 1; 1; 20/21; 20/21; ; 19/20; 1; 19/20; 21/20; 1; 21/20; 68/67; 1; 1; 1; 1; 1; ; 5/6; 10/11; 
Draw; 5/2; 5/2; 12/5; 12/5; 63/25; 12/5; 12/5; ; 23/10; 12/5; 12/5; 12/5; ; 47/20; 5/2; 23/10; 9/4; 40/17; 9/4; 28/11; 23/10; 5/2; 5/2; 49/20; 12/5; ; 21/10; 2; 
Maidstone; 14/5; 13/5; 5/2; 5/2; 14/5; 5/2; 13/5; ; 5/2; 5/2; 13/5; 12/5; ; 5/2; 5/2; 5/2; 12/5; 28/11; 12/5; 12/5; 5/2; 13/5; 13/5; 51/20; 13/5; ; 11/5; 9/4; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-25 18:21:51 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; 19/20; 109/ 100; 19/20; 1; ; 24/23; 1; 20/21; 20/21; ; 19/20; 1; 19/20; 21/20; 21/20; 21/20; 68/67; 24/23; 1; 1; 1; 21/20; ; 20/21; ; 
Draw; 5/2; 5/2; 12/5; 12/5; 63/25; 12/5; 12/5; ; 23/10; 12/5; 12/5; 12/5; ; 47/20; 5/2; 23/10; 9/4; 40/17; 9/4; 28/11; 23/10; 5/2; 5/2; 49/20; 40/17; ; 21/10; ; 
Maidstone; 14/5; 13/5; 5/2; 5/2; 14/5; 5/2; 13/5; ; 12/5; 5/2; 13/5; 12/5; ; 5/2; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 13/5; 13/5; 51/20; 28/11; ; 11/5; ; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-25 22:21:53 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; 19/20; 109/ 100; 19/20; 1; ; 24/23; 1; 20/21; 20/21; ; 19/20; 1; 19/20; 21/20; 21/20; 21/20; 68/67; 24/23; 1; 1; 1; 21/20; ; 20/21; 10/11; 
Draw; 5/2; 5/2; 12/5; 12/5; 63/25; 12/5; 12/5; ; 23/10; 12/5; 12/5; 12/5; ; 47/20; 5/2; 23/10; 9/4; 40/17; 9/4; 28/11; 23/10; 5/2; 5/2; 49/20; 40/17; ; 12/5; 2; 
Maidstone; 14/5; 13/5; 5/2; 5/2; 14/5; 5/2; 13/5; ; 12/5; 5/2; 13/5; 12/5; ; 5/2; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 13/5; 13/5; 51/20; 28/11; ; 11/5; 9/4; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-26 02:21:50 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; 19/20; 109/ 100; 19/20; 1; ; 15/16; 1; 20/21; 20/21; ; 19/20; 1; 19/20; 21/20; 1; 21/20; 68/67; 15/16; 1; 1; 1; 1; ; 20/21; 10/11; 
Draw; 5/2; 5/2; 12/5; 12/5; 63/25; 12/5; 12/5; ; 12/5; 12/5; 12/5; 12/5; ; 47/20; 5/2; 23/10; 9/4; 40/17; 9/4; 28/11; 12/5; 5/2; 5/2; 49/20; 12/5; ; ; 2; 
Maidstone; 14/5; 13/5; 5/2; 5/2; 14/5; 5/2; 13/5; ; 13/5; 5/2; 13/5; 12/5; ; 5/2; 5/2; 5/2; 12/5; 28/11; 12/5; 12/5; 13/5; 13/5; 13/5; 51/20; 13/5; ; 11/5; 9/4; 
META; english/non-league/national-league/gateshead-v-maidstone; 2018-01-26 10:21:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gateshead; 19/20; 1; 1; 19/20; 109/ 100; 19/20; 1; ; 15/16; 1; 20/21; 20/21; ; 19/20; 1; 19/20; 21/20; 1; 21/20; 68/67; 15/16; 1; 1; 1; 1; ; 10/11; 10/11; 
Draw; 5/2; 5/2; 12/5; 12/5; 63/25; 12/5; 12/5; ; 12/5; 12/5; 12/5; 12/5; ; 47/20; 5/2; 23/10; 9/4; 40/17; 9/4; 28/11; 12/5; 5/2; 5/2; 49/20; 12/5; ; 12/5; 2; 
