META; english/non-league/national-league/halifax-v-chester; 2017-12-16 22:22:04 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Halifax; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/halifax-v-chester; 2017-12-17 02:22:02 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Halifax; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/halifax-v-chester; 2017-12-17 10:22:03 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Halifax; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/halifax-v-chester; 2017-12-17 14:22:15 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Halifax; 1; 11/10; ; ; ; ; 1; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; 21/20; 21/20; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; 12/5; 12/5; ; ; ; ; ; 
Chester; 11/4; 23/10; ; ; ; ; 5/2; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; 5/2; 13/5; ; ; ; ; ; 
META; english/non-league/national-league/halifax-v-chester; 2017-12-17 18:22:22 GMT+2; 2017-12-23 15:00; Nothing; Xlenovo
Halifax; 1; 11/10; ; ; ; 19/20; 1; ; 1; ; 21/20; 20/21; ; ; ; ; ; 19/20; ; ; 1; 21/20; 21/20; 21/20; 1; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 23/10; 9/4; ; 9/4; ; 23/10; 23/10; ; ; ; ; ; 9/4; ; ; 9/4; 12/5; 12/5; 47/20; 9/4; ; ; ; 
Chester; 11/4; 23/10; ; ; ; 5/2; 5/2; ; 27/11; ; 5/2; 23/10; ; ; ; ; ; 28/11; ; ; 27/11; 5/2; 13/5; 51/20; 28/11; ; ; ; 
