META; english/non-league/national-league/hartlepool-v-halifax; 2017-11-18 22:22:39 GMT+2; 2017-11-21 19:45; Nothing; Xlenovo
Hartlepool; 11/10; 23/20; ; 11/10; ; ; 11/10; ; ; ; 21/20; ; ; ; ; 11/10; ; 21/20; ; ; ; ; 11/10; 11/10; 11/10; ; 4/7; ; 
Draw; 12/5; 9/4; ; 12/5; ; ; 23/10; ; ; ; 23/10; ; ; ; ; 23/10; ; 40/17; ; ; ; ; 12/5; 12/5; 12/5; ; 27/20; ; 
Halifax; 12/5; 21/10; ; 21/10; ; ; 9/4; ; ; ; 12/5; ; ; ; ; 9/4; ; 40/17; ; ; ; ; 5/2; 47/20; 12/5; ; 23/20; ; 
META; english/non-league/national-league/hartlepool-v-halifax; 2017-11-19 02:23:55 GMT+2; 2017-11-21 19:45; Nothing; Xlenovo
Hartlepool; 11/10; 23/20; ; 11/10; ; ; 11/10; ; ; ; 11/10; 21/20; ; ; ; 11/10; ; 11/10; ; ; ; ; 11/10; 11/10; 11/10; ; 4/7; ; 
Draw; 12/5; 9/4; ; 12/5; ; ; 23/10; ; ; ; 23/10; 9/4; ; ; ; 23/10; ; 40/17; ; ; ; ; 12/5; 12/5; 12/5; ; 6/4; ; 
Halifax; 12/5; 21/10; ; 21/10; ; ; 9/4; ; ; ; 23/10; 11/5; ; ; ; 11/5; ; 40/17; ; ; ; ; 5/2; 47/20; 40/17; ; 6/5; ; 
META; english/non-league/national-league/hartlepool-v-halifax; 2017-11-19 10:24:02 GMT+2; 2017-11-21 19:45; Nothing; Xlenovo
Hartlepool; 11/10; 23/20; ; 11/10; ; ; 11/10; ; ; ; 11/10; 21/20; ; ; ; 11/10; ; 11/10; ; ; ; 11/10; 11/10; 11/10; 11/10; ; 4/6; ; 
Draw; 12/5; 9/4; ; 12/5; ; ; 23/10; ; ; ; 23/10; 9/4; ; ; ; 23/10; ; 40/17; ; ; ; 12/5; 12/5; 12/5; 12/5; ; 9/5; ; 
Halifax; 12/5; 21/10; ; 21/10; ; ; 9/4; ; ; ; 23/10; 11/5; ; ; ; 9/4; ; 40/17; ; ; ; 12/5; 5/2; 47/20; 40/17; ; 6/4; ; 
META; english/non-league/national-league/hartlepool-v-halifax; 2017-11-19 14:24:08 GMT+2; 2017-11-21 19:45; Nothing; Xlenovo
Hartlepool; 11/10; 23/20; 1; 11/10; 21/20; ; 11/10; ; ; ; 21/20; 21/20; ; 1; 1; 21/20; 21/20; 21/20; 23/20; ; ; 21/20; 1; 1; 21/20; ; 5/6; ; 
Draw; 12/5; 12/5; 23/10; 12/5; 11/5; ; 23/10; ; ; ; 12/5; 9/4; ; 9/4; 12/5; 23/10; 11/5; 40/17; 58/25; ; ; 12/5; 12/5; 12/5; 12/5; ; 2; ; 
Halifax; 12/5; 23/10; 13/5; 21/10; 9/4; ; 23/10; ; ; ; 12/5; 11/5; ; 49/20; 13/5; 23/10; 9/4; 12/5; 143/50; ; ; 13/5; 27/10; 53/20; 12/5; ; 15/8; ; 
META; english/non-league/national-league/hartlepool-v-halifax; 2017-11-19 18:24:01 GMT+2; 2017-11-21 19:45; Nothing; Xlenovo
Hartlepool; 19/20; 21/20; 1; 21/20; 21/20; ; 1; ; 1; 1; 1; 20/21; ; 1; 1; 1; 21/20; 1; 27/25; 30/29; 1; 21/20; 1; 1; 1; ; 20/21; 20/21; 
Draw; 5/2; 12/5; 9/4; 12/5; 11/5; ; 23/10; ; 23/10; 9/4; 23/10; 21/10; ; 9/4; 5/2; 23/10; 11/5; 40/17; 63/25; 40/17; 23/10; 12/5; 5/2; 12/5; 40/17; ; 2; 2; 
Halifax; 11/4; 13/5; 5/2; 13/5; 9/4; ; 13/5; ; 5/2; 5/2; 13/5; 13/5; ; 5/2; 5/2; 5/2; 9/4; 45/17; 71/25; 9/4; 5/2; 13/5; 27/10; 53/20; 45/17; ; 5/2; 11/5; 
META; english/non-league/national-league/hartlepool-v-halifax; 2017-11-19 22:24:26 GMT+2; 2017-11-21 19:45; Nothing; Xlenovo
