META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-08 14:25:13 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 4/5; 4/5; 5/6; 1/50
Draw; 12/5; 5/2; 5/2; 1/50
Aldershot; 16/5; 16/5; 10/3; 1/50
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-08 18:24:46 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 5/6; 4/5; 4/5; 4/5; 1/50; 8/5
Draw; 5/2; 12/5; 5/2; 5/2; 1/50; 9/5
Aldershot; 10/3; 16/5; 10/3; 7/2; 1/50; 9/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-08 22:24:53 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 5/6; 4/5; 4/5; 4/5; 4/5; 1/100; 5/4
Draw; 5/2; 12/5; 5/2; 12/5; 5/2; 1/100; 17/10
Aldershot; 10/3; 16/5; 10/3; 3; 7/2; 1/100; 13/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-09 02:24:51 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 5/6; 4/5; 4/5; 4/5; 4/5; 1/50; 5/4
Draw; 5/2; 12/5; 5/2; 12/5; 5/2; 1/50; 17/10
Aldershot; 10/3; 16/5; 10/3; 3; 7/2; 1/50; 13/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-09 10:24:49 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 1/33; 5/4
Draw; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 1/33; 17/10; 
Aldershot; 10/3; 16/5; 31/10; 16/5; 14/5; 3; 41/13; 16/5; 31/10; 10/3; 41/13; 1/33; 13/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-09 14:25:08 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/7; 5/4
Draw; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 9/5; 17/10; 
Aldershot; 10/3; 16/5; 31/10; 16/5; 14/5; 3; 41/13; 16/5; 31/10; 7/2; 41/13; 23/10; 13/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-09 18:24:59 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 1/33; 5/4
Draw; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 1/33; 17/10; 
Aldershot; 10/3; 16/5; 31/10; 16/5; 11/4; 3; 41/13; 16/5; 31/10; 10/3; 41/13; 1/33; 13/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-09 22:25:00 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 1/100; 5/4
Draw; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 1/100; 17/10; 
Aldershot; 10/3; 16/5; 31/10; 16/5; 11/4; 3; 41/13; 16/5; 31/10; 7/2; 41/13; 1/100; 13/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-10 02:24:41 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 5/6; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 1/100; 5/4
Draw; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 1/100; 17/10; 
Aldershot; 10/3; 31/10; 16/5; 31/10; 16/5; 11/4; 3; 41/13; 16/5; 31/10; 7/2; 41/13; 1/100; 13/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-10 10:24:48 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 5/6; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 10/13; 4/5; 4/5; 4/5; 4/5; 1/100; 5/4
Draw; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 1/100; 17/10; 
Aldershot; 10/3; 31/10; 16/5; 31/10; 16/5; 11/4; 3; 41/13; 16/5; 31/10; 7/2; 41/13; 1/100; 13/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-10 14:25:19 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 5/6; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 10/13; 4/5; 4/5; 4/5; 4/5; 1/50; 5/4
Draw; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 1/3; 17/10; 
Aldershot; 10/3; 31/10; 16/5; 31/10; 16/5; 11/4; 3; 41/13; 16/5; 31/10; 7/2; 41/13; 1/3; 13/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-10 18:25:11 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 5/6; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 1/50; 5/4
Draw; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 27/11; 1/3; 17/10; 
Aldershot; 10/3; 31/10; 16/5; 31/10; 16/5; 11/4; 3; 16/5; 16/5; 31/10; 7/2; 16/5; 1/3; 13/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-10 22:25:03 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 5/6; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/7; 5/4
Draw; 5/2; 12/5; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 27/11; 9/5; 17/10; 
Aldershot; 10/3; 31/10; 16/5; 31/10; 16/5; 11/4; 3; 16/5; 16/5; 31/10; 7/2; 16/5; 12/5; 13/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-11 02:23:07 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 3/4; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 8/11; 5/4
Draw; 12/5; 12/5; 12/5; 5/2; 5/2; 12/5; 27/11; 12/5; 12/5; 27/11; 9/5; 17/10; 
Aldershot; 31/10; 16/5; 31/10; 31/10; 11/4; 3; 16/5; 16/5; 31/10; 7/2; 13/4; 12/5; 13/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-11 10:23:16 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 8/11; 5/4
Draw; 12/5; 12/5; 12/5; 5/2; 5/2; 12/5; 27/11; 12/5; 12/5; 27/11; 19/10; 17/10; 
Aldershot; 31/10; 16/5; 31/10; 16/5; 11/4; 3; 16/5; 16/5; 31/10; 7/2; 13/4; 4/11; 13/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-11 14:23:33 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 93/100; 3/4; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 8/11; 10/11
Draw; 64/25; 12/5; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 27/11; 12/5; 12/5; 27/11; 19/10; 5/2; 
Aldershot; 17/5; 31/10; 16/5; 31/10; 31/10; 11/4; 16/5; 3; 16/5; 16/5; 31/10; 7/2; 13/4; 4/11; 10/3
