META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-08 14:25:13 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-11 18:23:30 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 7/10; 8/11; 19/25; 7/10; 7/10; 4/5; 8/11; 8/11; 7/10; 8/11; 7/10; 5/7; 3/4; 13/18; 4/5; 3/4; 5/7; 1/8; 4/6; 8/11
Draw; 13/5; 13/5; 73/25; 12/5; 13/5; 12/5; 13/5; 13/5; 5/2; 5/2; 5/2; 45/17; 12/5; 28/11; 12/5; 13/5; 45/17; 19/10; 23/10; 14/5
Aldershot; 4; 7/2; 79/20; 10/3; 31/10; 7/2; 10/3; 10/3; 17/5; 7/2; 62/17; 7/2; 41/13; 31/10; 15/4; 37/10; 13/5; 3; 7/2; 
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-11 22:23:16 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 7/10; 4/6; 8/11; 71/100; 8/13; 4/6; 11/17; 4/6; 4/6; 8/13; 8/11; 4/6; 11/17; 3/4; 5/7; 11/17; 7/10; 4/6; 4/11; 4/6; 4/6
Draw; 13/5; 13/5; 5/2; 74/25; 13/5; 13/5; 45/17; 13/5; 11/4; 5/2; 5/2; 5/2; 27/10; 12/5; 45/17; 45/17; 11/4; 11/4; 7/4; 23/10; 14/5
Aldershot; 4; 15/4; 17/5; 43/10; 18/5; 15/4; 39/10; 15/4; 19/5; 15/4; 7/2; 15/4; 4; 7/2; 41/13; 39/10; 19/5; 77/19; 4/7; 3; 21/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-12 02:23:01 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 7/10; 4/6; 8/11; 71/100; 8/13; 4/6; 11/17; 4/6; 4/6; 7/10; 8/11; 4/6; 11/17; 3/4; 5/7; 11/17; 7/10; 4/6; 8/15; 4/6
Draw; 13/5; 13/5; 5/2; 74/25; 13/5; 13/5; 45/17; 13/5; 11/4; 5/2; 5/2; 13/5; 27/10; 12/5; 45/17; 45/17; 11/4; 11/4; 27/10; 14/5
Aldershot; 4; 15/4; 17/5; 43/10; 18/5; 15/4; 39/10; 15/4; 19/5; 10/3; 7/2; 7/2; 4; 7/2; 41/13; 39/10; 19/5; 77/19; 7/2; 21/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-12 10:22:59 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 7/10; 4/6; 8/11; 71/100; 8/13; 4/6; 11/17; 4/6; 4/6; 8/13; 8/11; 4/6; 11/17; 13/18; 5/7; 11/17; 7/10; 4/6; 8/15; 4/6; 4/6
Draw; 13/5; 13/5; 5/2; 74/25; 13/5; 13/5; 45/17; 13/5; 11/4; 5/2; 5/2; 5/2; 27/10; 12/5; 45/17; 45/17; 11/4; 11/4; 27/10; 23/10; 14/5
Aldershot; 4; 15/4; 17/5; 43/10; 18/5; 15/4; 39/10; 15/4; 19/5; 15/4; 7/2; 15/4; 4; 15/4; 41/13; 39/10; 19/5; 77/19; 7/2; 3; 21/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-12 14:23:21 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 7/10; 3/4; 7/10; 4/6; 73/100; 8/13; 4/6; 11/17; 7/10; 4/6; 7/10; 8/11; 4/6; 4/6; 13/18; 5/7; 11/17; 7/10; 9/13; 4/6; 4/6; 4/6
Draw; 13/5; 11/4; 13/5; 13/5; 73/25; 13/5; 13/5; 45/17; 13/5; 11/4; 12/5; 5/2; 5/2; 27/10; 12/5; 45/17; 45/17; 11/4; 27/10; 27/10; 23/10; 14/5
Aldershot; 4; 18/5; 18/5; 4; 21/5; 18/5; 15/4; 39/10; 18/5; 19/5; 7/2; 7/2; 15/4; 50/13; 15/4; 41/13; 39/10; 19/5; 39/10; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-12 18:23:20 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 7/10; 3/4; 7/10; 4/6; 73/100; 8/13; 4/6; 11/17; 7/10; 4/6; 7/10; 8/11; 8/11; 4/6; 4/6; 13/18; 5/7; 11/17; 7/10; 9/13; 4/6; 4/6; 4/6
Draw; 13/5; 11/4; 13/5; 13/5; 73/25; 13/5; 13/5; 45/17; 13/5; 11/4; 12/5; 5/2; 11/4; 5/2; 27/10; 12/5; 11/4; 45/17; 11/4; 27/10; 27/10; 23/10; 14/5
Aldershot; 4; 18/5; 18/5; 4; 21/5; 18/5; 15/4; 39/10; 18/5; 19/5; 7/2; 7/2; 7/2; 15/4; 50/13; 15/4; 18/5; 39/10; 19/5; 39/10; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-12 22:23:11 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 7/10; 3/4; 7/10; 4/6; 73/100; 8/13; 4/6; 11/17; 7/10; 4/6; 7/10; 8/11; 8/11; 4/6; 4/6; 13/18; 5/7; 11/17; 7/10; 9/13; 4/6; 4/6; 4/6; 4/6
Draw; 13/5; 11/4; 13/5; 13/5; 73/25; 13/5; 13/5; 45/17; 13/5; 11/4; 12/5; 5/2; 11/4; 5/2; 27/10; 12/5; 11/4; 45/17; 11/4; 27/10; 14/5; 27/10; 23/10; 14/5
Aldershot; 4; 18/5; 18/5; 4; 21/5; 18/5; 15/4; 39/10; 18/5; 19/5; 7/2; 7/2; 7/2; 15/4; 50/13; 15/4; 18/5; 39/10; 19/5; 39/10; 15/4; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-13 02:22:39 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 7/10; 3/4; 7/10; 4/6; 73/100; 8/13; 4/6; 11/17; 7/10; 4/6; 7/10; 8/11; 13/20; 4/6; 4/6; 13/18; 5/7; 11/17; 7/10; 9/13; 4/6; 4/6; 4/6
Draw; 13/5; 11/4; 13/5; 13/5; 73/25; 13/5; 13/5; 45/17; 13/5; 11/4; 12/5; 5/2; 5/2; 5/2; 27/10; 12/5; 11/4; 45/17; 11/4; 27/10; 14/5; 27/10; 14/5
Aldershot; 4; 18/5; 18/5; 4; 21/5; 18/5; 15/4; 39/10; 18/5; 19/5; 7/2; 7/2; 100/30; 15/4; 50/13; 15/4; 18/5; 39/10; 19/5; 39/10; 15/4; 7/2; 4
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-13 10:22:40 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 7/10; 3/4; 7/10; 3/4; 73/100; 8/13; 4/6; 11/17; 7/10; 4/6; 7/10; 8/11; 13/20; 7/10; 9/13; 13/18; 5/7; 11/17; 7/10; 9/13; 4/6; 4/6; 4/6
Draw; 13/5; 11/4; 13/5; 11/4; 73/25; 13/5; 13/5; 45/17; 13/5; 11/4; 12/5; 5/2; 5/2; 5/2; 45/17; 12/5; 11/4; 45/17; 11/4; 27/10; 14/5; 27/10; 14/5
Aldershot; 4; 18/5; 18/5; 7/2; 21/5; 18/5; 15/4; 39/10; 18/5; 19/5; 7/2; 7/2; 100/30; 7/2; 15/4; 15/4; 18/5; 39/10; 19/5; 39/10; 15/4; 7/2; 4
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-13 14:23:20 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 7/10; 3/4; 7/10; 3/4; 73/100; 8/13; 4/6; 11/17; 7/10; 4/6; 7/10; 8/11; 13/20; 7/10; 5/7; 13/18; 5/7; 11/17; 7/10; 5/7; 4/6; 4/6; 4/6; 4/6
Draw; 13/5; 11/4; 13/5; 11/4; 73/25; 13/5; 13/5; 45/17; 13/5; 11/4; 12/5; 5/2; 5/2; 5/2; 13/5; 12/5; 11/4; 45/17; 11/4; 45/17; 14/5; 27/10; 23/10; 14/5
Aldershot; 4; 18/5; 18/5; 7/2; 21/5; 18/5; 15/4; 39/10; 18/5; 19/5; 7/2; 7/2; 100/30; 7/2; 15/4; 15/4; 18/5; 39/10; 19/5; 19/5; 15/4; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-13 18:23:26 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 7/10; 3/4; 7/10; 3/4; 73/100; 8/13; 7/10; 11/17; 7/10; 4/6; 7/10; 8/11; 13/20; 7/10; 5/7; 13/18; 5/7; 11/17; 7/10; 5/7; 4/6; 4/6; 4/6; 4/6
Draw; 13/5; 11/4; 13/5; 11/4; 73/25; 13/5; 11/4; 45/17; 13/5; 11/4; 12/5; 5/2; 5/2; 5/2; 13/5; 12/5; 5/2; 45/17; 11/4; 45/17; 14/5; 27/10; 23/10; 14/5
Aldershot; 4; 18/5; 18/5; 7/2; 21/5; 18/5; 15/4; 39/10; 18/5; 19/5; 7/2; 7/2; 100/30; 7/2; 15/4; 15/4; 4; 39/10; 19/5; 19/5; 15/4; 7/2; 3; 
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-13 22:23:13 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 7/10; 3/4; 7/10; 3/4; 73/100; 8/13; 7/10; 11/17; 7/10; 4/6; 7/10; 8/11; 13/20; 7/10; 4/6; 13/18; 5/7; 11/17; 7/10; 4/6; 4/6; 4/6; 4/6; 4/6
Draw; 13/5; 11/4; 13/5; 11/4; 73/25; 13/5; 11/4; 45/17; 13/5; 11/4; 12/5; 5/2; 5/2; 5/2; 27/10; 12/5; 5/2; 45/17; 11/4; 11/4; 14/5; 27/10; 23/10; 14/5
Aldershot; 4; 18/5; 18/5; 7/2; 21/5; 18/5; 15/4; 39/10; 18/5; 19/5; 7/2; 7/2; 100/30; 7/2; 50/13; 15/4; 4; 39/10; 19/5; 39/10; 15/4; 7/2; 3; 21/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-14 02:22:47 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 7/10; 3/4; 7/10; 3/4; 73/100; 8/13; 7/10; 11/17; 7/10; 4/6; 7/10; 8/11; 13/20; 7/10; 4/6; 13/18; 5/7; 11/17; 7/10; 4/6; 4/6; 4/6; 4/6
Draw; 13/5; 11/4; 13/5; 11/4; 73/25; 13/5; 11/4; 45/17; 13/5; 11/4; 12/5; 5/2; 5/2; 5/2; 27/10; 12/5; 5/2; 45/17; 11/4; 11/4; 14/5; 27/10; 14/5
Aldershot; 4; 18/5; 18/5; 7/2; 21/5; 18/5; 15/4; 39/10; 18/5; 19/5; 7/2; 7/2; 100/30; 7/2; 50/13; 15/4; 4; 39/10; 19/5; 39/10; 15/4; 7/2; 21/5
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-14 10:23:02 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 7/10; 3/4; 8/11; 3/4; 79/100; 13/20; 7/10; 13/19; 8/11; 8/11; 7/10; 8/11; 13/20; 7/10; 4/6; 13/18; 14/19; 13/19; 7/10; 9/13; 8/11; 4/6; 4/6; 8/11
Draw; 13/5; 11/4; 5/2; 11/4; 143/50; 27/10; 11/4; 45/17; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; 27/10; 12/5; 11/4; 45/17; 11/4; 11/4; 13/5; 11/4; 23/10; 14/5
Aldershot; 4; 18/5; 17/5; 7/2; 19/5; 18/5; 15/4; 18/5; 17/5; 18/5; 10/3; 17/5; 100/30; 7/2; 19/5; 15/4; 17/5; 18/5; 19/5; 50/13; 10/3; 7/2; 3; 7/2
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-14 14:23:51 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Tranmere; 7/10; 3/4; 8/11; 3/4; 79/100; 4/6; 8/11; 13/19; 8/11; 8/11; 7/10; 8/11; 13/20; 7/10; 5/7; 13/18; 14/19; 13/19; 8/11; 5/7; 8/11; 4/6; 4/6; 8/11
Draw; 13/5; 11/4; 5/2; 11/4; 147/50; 27/10; 11/4; 45/17; 5/2; 13/5; 12/5; 5/2; 5/2; 5/2; 27/10; 12/5; 11/4; 45/17; 11/4; 11/4; 14/5; 27/10; 13/5; 14/5
Aldershot; 4; 18/5; 17/5; 7/2; 37/10; 18/5; 7/2; 18/5; 17/5; 7/2; 7/2; 17/5; 100/30; 7/2; 39/11; 15/4; 17/5; 18/5; 15/4; 39/11; 7/2; 7/2; 3; 7/2
META; english/non-league/national-league/tranmere-v-aldershot; 2018-04-14 18:23:05 GMT+3; 2018-04-14 15:00; In Play; Xlenovo
Tranmere; 5/4; 11/10; 23/20; 11/8; 11/10; 11/10; 23/20; 6/5; 23/20; 6/5; 6/5; 19/20; 6/5; 21/20; 4/6
Draw; 11/8; 5/4; 27/20; 23/20; 173/100; 8/5; 11/8; 7/5; 11/8; 13/10; 13/10; 17/11; 7/5; 8/5; 14/5
Aldershot; 4; 19/5; 15/4; 39/10; 7/2; 4; 17/4; 15/4; 4; 39/10; 19/5; 39/10; 7/2; ; 
