META; english/non-league/national-league/tranmere-v-chester; 2017-10-01 18:22:58 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Tranmere; 4/11; ; ; ; 1/3; ; 1/3; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/20; 7/20; ; ; ; 
Draw; 4; ; ; ; 19/5; ; 4; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/4; 4; ; ; ; 
Chester; 13/2; ; ; ; 7; ; 8; 13/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/2; 7; ; ; ; 
META; english/non-league/national-league/tranmere-v-chester; 2017-10-01 22:22:47 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Tranmere; 4/11; ; ; ; 1/3; 1/3; ; 3/10; ; ; ; ; ; ; ; ; 1/3; ; ; ; ; ; ; 1/3; 7/20; ; ; ; 
Draw; 4; ; ; ; 19/5; 15/4; ; 7/2; ; ; ; ; ; ; ; ; 15/4; ; ; ; ; ; ; 15/4; 4; ; ; ; 
Chester; 13/2; ; ; ; 7; 11/2; ; 13/2; ; ; ; ; ; ; ; ; 23/4; ; ; ; ; ; ; 13/2; 7; ; ; ; 
META; english/non-league/national-league/tranmere-v-chester; 2017-10-02 02:22:36 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Tranmere; 4/11; ; ; ; 1/3; 1/3; ; 3/10; ; ; ; ; ; ; ; 1/3; 1/3; ; ; ; ; ; ; 1/3; 7/20; ; ; ; 
Draw; 4; ; ; ; 19/5; 15/4; ; 7/2; ; ; ; ; ; ; ; 15/4; 15/4; ; ; ; ; ; ; 15/4; 4; ; ; ; 
Chester; 13/2; ; ; ; 7; 11/2; ; 13/2; ; ; ; ; ; ; ; 13/2; 23/4; ; ; ; ; ; ; 13/2; 7; ; ; ; 
META; english/non-league/national-league/tranmere-v-chester; 2017-10-02 10:23:05 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Tranmere; 4/11; ; ; ; 1/3; 1/3; 1/3; 3/10; 6/17; ; 1/3; ; ; ; ; 1/3; 1/3; ; ; ; ; 6/17; ; 7/20; 7/20; ; ; ; 
Draw; 4; ; ; ; 19/5; 15/4; 4; 7/2; 15/4; ; 10/3; ; ; ; ; 15/4; 15/4; ; ; ; ; 15/4; ; 15/4; 4; ; ; ; 
Chester; 13/2; ; ; ; 7; 11/2; 8; 13/2; 6; ; 7; ; ; ; ; 13/2; 23/4; ; ; ; ; 6; ; 13/2; 7; ; ; ; 
META; english/non-league/national-league/tranmere-v-chester; 2017-10-02 14:35:32 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Tranmere; 4/11; ; ; ; 1/3; 1/3; 7/20; 3/10; 6/17; ; 1/3; ; ; ; 4/11; 1/3; 1/3; 1/3; ; ; 6/17; ; 1/3; 7/20; ; ; ; 
Draw; 4; ; ; ; 19/5; 15/4; 15/4; 7/2; 15/4; ; 10/3; ; ; ; 7/2; 15/4; 15/4; 50/13; ; ; 15/4; ; 4; 4; ; ; ; 
Chester; 13/2; ; ; ; 7; 11/2; 13/2; 13/2; 6; ; 7; ; ; ; 15/2; 13/2; 23/4; 6; ; ; 6; ; 8; 7; ; ; ; 
META; english/non-league/national-league/tranmere-v-chester; 2017-10-02 18:23:23 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Tranmere; 4/11; ; ; ; 1/3; 1/3; 7/20; 3/10; 6/17; ; 1/3; ; ; ; 4/11; 1/3; 1/3; 1/3; ; ; 6/17; 1/3; 1/3; 7/20; ; ; ; 
Draw; 4; ; ; ; 19/5; 15/4; 15/4; 7/2; 15/4; ; 10/3; ; ; ; 7/2; 15/4; 15/4; 39/10; ; ; 15/4; 4; 4; 4; ; ; ; 
Chester; 13/2; ; ; ; 7; 11/2; 13/2; 13/2; 6; ; 7; ; ; ; 15/2; 13/2; 23/4; 25/4; ; ; 6; 13/2; 8; 7; ; ; ; 
META; english/non-league/national-league/tranmere-v-chester; 2017-10-02 22:23:46 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Tranmere; 4/11; ; ; ; 1/3; 1/3; 1/3; 3/10; 6/17; ; 1/3; ; ; ; 4/11; 1/3; 1/3; 1/3; ; ; 6/17; 1/3; 4/11; 7/20; ; 1/4; ; 
Draw; 4; ; ; ; 19/5; 15/4; 15/4; 7/2; 15/4; ; 10/3; ; ; ; 7/2; 15/4; 15/4; 39/10; ; ; 15/4; 4; 19/5; 4; ; 14/5; ; 
Chester; 13/2; ; ; ; 7; 11/2; 13/2; 13/2; 6; ; 7; ; ; ; 15/2; 13/2; 23/4; 13/2; ; ; 6; 13/2; 8; 7; ; 23/5; ; 
META; english/non-league/national-league/tranmere-v-chester; 2017-10-03 02:23:29 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Tranmere; 4/11; ; ; ; 1/3; 1/3; 1/3; 3/10; 6/17; ; 1/3; ; ; 3/10; 4/11; 1/3; 1/3; 1/3; ; ; 6/17; 1/3; 1/3; 7/20; ; 1/4; ; 
Draw; 4; ; ; ; 19/5; 15/4; 15/4; 7/2; 15/4; ; 10/3; ; ; 19/5; 7/2; 15/4; 15/4; 39/10; ; ; 15/4; 4; 4; 4; ; 3; ; 
Chester; 13/2; ; ; ; 7; 11/2; 13/2; 13/2; 6; ; 7; ; ; 13/2; 15/2; 13/2; 23/4; 13/2; ; ; 6; 13/2; 8; 7; ; 24/5; ; 
META; english/non-league/national-league/tranmere-v-chester; 2017-10-03 10:23:52 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
