META; english/non-league/national-league/dagenham-redbridge-v-aldershot; 2018-02-03 22:20:09 GMT+2; 2018-02-10 17:30; Nothing; Xlenovo
Dagenham & Redbridge; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-aldershot; 2018-02-04 02:20:42 GMT+2; 2018-02-10 17:30; Nothing; Xlenovo
Dagenham & Redbridge; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-aldershot; 2018-02-04 10:20:40 GMT+2; 2018-02-10 17:30; Nothing; Xlenovo
Dagenham & Redbridge; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Aldershot; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-aldershot; 2018-02-04 14:21:14 GMT+2; 2018-02-10 17:30; Nothing; Xlenovo
Dagenham & Redbridge; 11/10; 6/5; ; ; ; ; ; ; ; ; 21/20; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; 
Aldershot; 9/4; 21/10; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; 
Draw; 13/5; 23/10; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-aldershot; 2018-02-04 18:21:22 GMT+2; 2018-02-10 17:30; Nothing; Xlenovo
Dagenham & Redbridge; 11/10; 6/5; ; ; 117/100; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; 11/10; 23/20; 11/10; ; ; ; ; 
Aldershot; 9/4; 21/10; ; ; 119/50; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; 9/4; 9/4; 11/5; ; ; ; ; 
Draw; 13/5; 23/10; ; ; 68/25; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 13/5; 5/2; 51/20; ; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-aldershot; 2018-02-04 22:21:10 GMT+2; 2018-02-10 17:30; Nothing; Xlenovo
Dagenham & Redbridge; 11/10; 6/5; ; ; 117/100; ; ; ; ; ; 21/20; ; ; ; ; ; 1; ; ; ; 11/10; 11/10; 11/10; 21/20; ; ; ; 
Aldershot; 9/4; 21/10; ; ; 119/50; ; ; ; ; ; 9/4; ; ; ; ; ; 28/13; ; ; ; 9/4; 9/4; 11/5; 28/13; ; ; ; 
Draw; 13/5; 23/10; ; ; 68/25; ; ; ; ; ; 5/2; ; ; ; ; ; 5/2; ; ; ; 13/5; 13/5; 51/20; 5/2; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-aldershot; 2018-02-05 02:21:06 GMT+2; 2018-02-10 17:30; Nothing; Xlenovo
Dagenham & Redbridge; 11/10; 6/5; ; ; 117/100; ; ; ; ; ; 21/20; ; ; ; ; 21/20; 1; ; ; ; 11/10; 11/10; 11/10; 21/20; ; ; ; 
Aldershot; 9/4; 21/10; ; ; 119/50; ; ; ; ; ; 9/4; ; ; ; ; 21/10; 28/13; ; ; ; 9/4; 9/4; 11/5; 28/13; ; ; ; 
Draw; 13/5; 23/10; ; ; 68/25; ; ; ; ; ; 5/2; ; ; ; ; 12/5; 27/11; ; ; ; 13/5; 13/5; 51/20; 5/2; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-aldershot; 2018-02-05 10:27:55 GMT+2; 2018-02-10 17:30; Nothing; Xlenovo
Dagenham & Redbridge; 23/20; 6/5; ; ; 31/25; ; ; ; 21/20; ; 11/10; ; ; ; ; 21/20; 21/20; 21/20; 8/7; 21/20; 6/5; 6/5; 23/20; 21/20; ; ; ; 
Aldershot; 11/5; 21/10; ; ; 113/50; ; ; ; 11/5; ; 11/5; ; ; ; ; 21/10; 21/10; 11/5; 17/9; 11/5; 85/40; 11/5; 21/10; 28/13; ; ; ; 
Draw; 5/2; 23/10; ; ; 133/50; ; ; ; 5/2; ; 12/5; ; ; ; ; 12/5; 12/5; 12/5; 5/2; 5/2; 5/2; 12/5; 5/2; 27/11; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-aldershot; 2018-02-05 14:21:48 GMT+2; 2018-02-10 17:30; Nothing; Xlenovo
Dagenham & Redbridge; 5/4; 6/5; ; ; 11/8; ; ; ; 21/20; ; 5/4; ; ; ; 13/10; 6/5; 6/5; 21/20; 19/16; 21/20; 13/10; 13/10; 13/10; 6/5; ; ; ; 
Aldershot; 2; 21/10; ; ; 107/50; ; ; ; 11/5; ; 21/10; ; ; ; 2; 2; 37/19; 11/5; 11/6; 11/5; 2; 2; 2; 37/19; ; ; ; 
Draw; 5/2; 23/10; ; ; 5/2; ; ; ; 5/2; ; 9/4; ; ; ; 23/10; 9/4; 23/10; 12/5; 27/11; 5/2; 23/10; 12/5; 23/10; 40/17; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-aldershot; 2018-02-05 18:22:12 GMT+2; 2018-02-10 17:30; Nothing; Xlenovo
Dagenham & Redbridge; 5/4; 13/10; ; ; 11/8; ; ; ; 21/20; ; 5/4; ; ; ; 13/10; 5/4; 6/5; 21/20; 21/17; 21/20; 13/10; 13/10; 13/10; 6/5; ; ; 5/4; 
Aldershot; 2; 2; ; ; 107/50; ; ; ; 11/5; ; 21/10; ; ; ; 2; 19/10; 37/19; 11/5; 39/19; 11/5; 2; 2; 2; 37/19; ; ; 13/8; 
Draw; 5/2; 12/5; ; ; 5/2; ; ; ; 5/2; ; 9/4; ; ; ; 23/10; 9/4; 23/10; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 40/17; ; ; 2; 
META; english/non-league/national-league/dagenham-redbridge-v-aldershot; 2018-02-05 22:21:43 GMT+2; 2018-02-10 17:30; Nothing; Xlenovo
Dagenham & Redbridge; 5/4; 13/10; ; 13/10; 11/8; ; 5/4; ; 21/20; ; 5/4; ; ; ; 13/10; 5/4; 6/5; 21/20; 21/17; 21/20; 13/10; 13/10; 13/10; 6/5; ; 20/21; 5/4; 
Aldershot; 2; 2; ; 15/8; 107/50; ; 19/10; ; 11/5; ; 21/10; ; ; ; 2; 19/10; 37/19; 11/5; 39/19; 11/5; 2; 2; 2; 37/19; ; 6/4; 13/8; 
Draw; 5/2; 12/5; ; 9/4; 5/2; ; 9/4; ; 5/2; ; 9/4; ; ; ; 23/10; 9/4; 23/10; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 40/17; ; 9/5; 2; 
META; english/non-league/national-league/dagenham-redbridge-v-aldershot; 2018-02-06 02:21:35 GMT+2; 2018-02-10 17:30; Nothing; Xlenovo
Dagenham & Redbridge; 5/4; 13/10; ; 13/10; 11/8; ; 5/4; ; 21/20; ; 5/4; ; ; ; 13/10; 5/4; 6/5; 21/20; 21/17; 21/20; 13/10; 13/10; 13/10; 6/5; ; 20/21; 5/4; 
Aldershot; 2; 2; ; 15/8; 107/50; ; 19/10; ; 11/5; ; 21/10; ; ; ; 2; 19/10; 37/19; 11/5; 39/19; 11/5; 2; 2; 2; 37/19; ; 6/4; 13/8; 
Draw; 5/2; 12/5; ; 9/4; 5/2; ; 9/4; ; 5/2; ; 9/4; ; ; ; 23/10; 9/4; 23/10; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 40/17; ; 9/5; 2; 
META; english/non-league/national-league/dagenham-redbridge-v-aldershot; 2018-02-06 10:21:36 GMT+2; 2018-02-10 17:30; Nothing; Xlenovo
Dagenham & Redbridge; 5/4; 13/10; ; 13/10; 11/8; ; 5/4; ; 16/13; ; 5/4; ; ; ; 13/10; 5/4; 6/5; 21/20; 21/17; 16/13; 13/10; 13/10; 13/10; 6/5; ; 20/21; 5/4; 
Aldershot; 2; 2; ; 15/8; 107/50; ; 19/10; ; 2; ; 2; ; ; ; 2; 19/10; 37/19; 11/5; 39/19; 2; 2; 2; 2; 37/19; ; 8/5; 13/8; 
Draw; 5/2; 12/5; ; 9/4; 5/2; ; 9/4; ; 9/4; ; 23/10; ; ; ; 23/10; 9/4; 23/10; 12/5; 12/5; 9/4; 23/10; 12/5; 23/10; 40/17; ; 9/5; 2; 
META; english/non-league/national-league/dagenham-redbridge-v-aldershot; 2018-02-06 14:21:41 GMT+2; 2018-02-10 17:30; Nothing; Xlenovo
Dagenham & Redbridge; 5/4; 13/10; ; 13/10; 11/8; ; 5/4; ; 16/13; ; 5/4; ; ; ; 13/10; 5/4; 5/4; 21/20; 21/17; 16/13; 13/10; 13/10; 13/10; 5/4; ; 20/21; 5/4; 
Aldershot; 2; 2; ; 15/8; 107/50; ; 19/10; ; 2; ; 2; ; ; ; 2; 19/10; 19/10; 11/5; 39/19; 2; 2; 2; 2; 19/10; ; 8/5; 13/8; 
Draw; 5/2; 12/5; ; 9/4; 5/2; ; 9/4; ; 9/4; ; 23/10; ; ; ; 23/10; 9/4; 9/4; 12/5; 12/5; 9/4; 23/10; 12/5; 23/10; 23/10; ; 9/5; 2; 
META; english/non-league/national-league/dagenham-redbridge-v-aldershot; 2018-02-06 18:21:53 GMT+2; 2018-02-10 17:30; Nothing; Xlenovo
Dagenham & Redbridge; 5/4; 13/10; 13/10; 13/10; 11/8; ; 5/4; ; 16/13; 13/10; 5/4; ; ; 5/4; 13/10; 5/4; 5/4; 21/20; 21/17; 16/13; 13/10; 13/10; 13/10; 5/4; ; 20/21; 5/4; 
Aldershot; 2; 2; 2; 15/8; 107/50; ; 19/10; ; 2; 2; 2; ; ; 39/20; 2; 19/10; 19/10; 11/5; 39/19; 2; 2; 2; 2; 19/10; ; 8/5; 13/8; 
Draw; 5/2; 12/5; 11/5; 9/4; 5/2; ; 9/4; ; 9/4; 11/5; 23/10; ; ; 11/5; 23/10; 9/4; 9/4; 12/5; 12/5; 9/4; 23/10; 12/5; 23/10; 23/10; ; 9/5; 2; 
META; english/non-league/national-league/dagenham-redbridge-v-aldershot; 2018-02-06 22:21:40 GMT+2; 2018-02-10 17:30; Nothing; Xlenovo
Dagenham & Redbridge; 5/4; 13/10; 13/10; 13/10; 11/8; ; 5/4; ; 16/13; 13/10; 5/4; ; ; 5/4; 13/10; 5/4; 5/4; 21/20; 21/17; 16/13; 13/10; 13/10; 13/10; 5/4; ; 20/21; 5/4; 
Aldershot; 2; 2; 2; 15/8; 107/50; ; 19/10; ; 2; 2; 2; ; ; 39/20; 2; 19/10; 19/10; 11/5; 39/19; 2; 2; 2; 2; 19/10; ; 8/5; 13/8; 
