META; english/non-league/national-league/maidenhead-utd-v-eastleigh; 2018-02-17 22:21:14 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Maidenhead Utd; 1; ; ; 10/11; 11/10; ; ; ; ; ; 10/11; ; ; ; ; 19/20; ; ; ; ; ; 19/20; 19/20; ; ; 4/5; ; 
Draw; 13/5; ; ; 5/2; 68/25; ; ; ; ; ; 12/5; ; ; ; ; 12/5; ; ; ; ; ; 13/5; 13/5; ; ; 7/4; ; 
Eastleigh; 5/2; ; ; 12/5; 64/25; ; 5/2; ; ; ; 11/4; ; ; ; ; 12/5; ; ; ; ; ; 27/10; 51/20; ; ; 7/4; ; 
META; english/non-league/national-league/maidenhead-utd-v-eastleigh; 2018-02-18 02:21:35 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Maidenhead Utd; 1; 1; ; 10/11; 11/10; ; 1; ; ; ; 10/11; ; ; ; ; 19/20; ; ; ; ; ; 20/21; 19/20; ; ; 4/7; ; 
Draw; 13/5; 5/2; ; 5/2; 68/25; ; ; ; ; ; 12/5; ; ; ; ; 12/5; ; ; ; ; ; 13/5; 13/5; ; ; 8/5; ; 
Eastleigh; 5/2; 13/5; ; 12/5; 64/25; ; 5/2; ; ; ; 11/4; ; ; ; ; 12/5; ; ; ; ; ; 27/10; 51/20; ; ; 13/8; ; 
META; english/non-league/national-league/maidenhead-utd-v-eastleigh; 2018-02-18 10:22:04 GMT+2; 2018-02-20 19:45; Nothing; Xlenovo
Maidenhead Utd; 1; 1; ; 10/11; 11/10; ; 1; ; 19/20; ; 10/11; 10/11; ; ; ; 19/20; 1; ; ; 19/20; 1; 20/21; 19/20; 1; ; 10/11; ; 
Draw; 13/5; 5/2; ; 5/2; 68/25; ; ; ; 5/2; ; 12/5; 23/10; ; ; ; 12/5; 28/11; ; ; 5/2; 13/5; 13/5; 13/5; 13/5; ; 12/5; ; 
Eastleigh; 5/2; 13/5; ; 12/5; 64/25; ; 5/2; ; 12/5; ; 11/4; 12/5; ; ; ; 12/5; 27/11; ; ; 12/5; 5/2; 27/10; 51/20; 5/2; ; 19/10; ; 
