META; english/non-league/national-league/chester-v-boreham-wood; 2017-10-15 02:24:47 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Boreham Wood; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-boreham-wood; 2017-10-15 10:24:30 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Boreham Wood; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-boreham-wood; 2017-10-15 14:24:41 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Boreham Wood; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chester; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-boreham-wood; 2017-10-15 18:23:50 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Boreham Wood; 6/5; 6/5; ; ; 23/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; ; 
Chester; 21/10; 21/10; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 85/40; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-boreham-wood; 2017-10-15 22:24:31 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
Boreham Wood; 6/5; 6/5; ; ; 23/20; ; ; ; ; ; 11/10; ; ; ; ; 11/10; ; ; ; ; ; ; 6/5; ; ; ; ; ; 
Chester; 21/10; 21/10; ; ; 21/10; ; ; ; ; ; 19/10; ; ; ; ; 2; ; ; ; ; ; ; 85/40; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; 12/5; ; ; ; ; ; 12/5; ; ; ; ; 12/5; ; ; ; ; ; ; 5/2; ; ; ; ; ; 
META; english/non-league/national-league/chester-v-boreham-wood; 2017-10-16 02:24:15 GMT+3; 2017-10-21 15:00; Nothing; Xlenovo
