META; english/non-league/national-league/torquay-v-leyton-orient; 2017-11-19 18:24:44 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Leyton Orient; 8/5; ; ; ; ; ; 8/5; ; 8/5; ; ; ; ; ; ; ; ; 6/4; ; ; 8/5; 8/5; 8/5; ; 17/11; ; ; ; 
Torquay; 8/5; ; ; ; ; ; 8/5; ; 8/5; ; ; ; ; ; ; ; ; 6/4; ; ; 8/5; 8/5; 8/5; ; 17/11; ; ; ; 
Draw; 12/5; ; ; ; ; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 9/4; 12/5; 12/5; ; 9/4; ; ; ; 
META; english/non-league/national-league/torquay-v-leyton-orient; 2017-11-19 22:25:09 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Leyton Orient; 8/5; ; ; ; ; ; 8/5; ; 8/5; ; ; ; ; ; ; 6/4; ; 6/4; ; ; 8/5; 8/5; 8/5; ; 17/11; ; ; ; 
Torquay; 8/5; ; ; ; ; ; 8/5; ; 8/5; ; ; ; ; ; ; 6/4; ; 6/4; ; ; 8/5; 8/5; 8/5; ; 17/11; ; ; ; 
Draw; 12/5; ; ; ; ; ; 9/4; ; 9/4; ; ; ; ; ; ; 23/10; ; 9/4; ; ; 9/4; 12/5; 12/5; ; 9/4; ; ; ; 
META; english/non-league/national-league/torquay-v-leyton-orient; 2017-11-20 02:25:01 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Leyton Orient; 8/5; ; ; ; ; ; 8/5; ; 8/5; ; ; ; ; ; ; 6/4; ; 6/4; ; ; 8/5; 8/5; 8/5; ; 17/11; ; ; ; 
Torquay; 8/5; ; ; ; ; ; 8/5; ; 8/5; ; ; ; ; ; ; 6/4; ; 6/4; ; ; 8/5; 8/5; 8/5; ; 17/11; ; ; ; 
Draw; 12/5; ; ; ; ; ; 9/4; ; 9/4; ; ; ; ; ; ; 23/10; ; 9/4; ; ; 9/4; 12/5; 12/5; ; 9/4; ; ; ; 
META; english/non-league/national-league/torquay-v-leyton-orient; 2017-11-20 10:25:02 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Torquay; 8/5; ; ; ; ; ; 8/5; ; 8/5; ; 6/4; 6/4; ; ; ; 6/4; ; 6/4; ; ; 8/5; 8/5; 8/5; 8/5; 17/11; ; ; ; 
Leyton Orient; 8/5; ; ; ; ; ; 8/5; ; 8/5; ; 8/5; 6/4; ; ; ; 6/4; ; 6/4; ; ; 8/5; 8/5; 13/8; 8/5; 17/11; ; ; ; 
Draw; 12/5; ; ; ; ; ; 9/4; ; 9/4; ; 23/10; 11/5; ; ; ; 23/10; ; 9/4; ; ; 9/4; 12/5; 12/5; 47/20; 9/4; ; ; ; 
META; english/non-league/national-league/torquay-v-leyton-orient; 2017-11-20 14:25:16 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Torquay; 8/5; ; ; ; ; ; 8/5; ; 8/5; ; 6/4; 6/4; ; ; ; 6/4; ; 6/4; ; ; 8/5; 8/5; 8/5; 8/5; 17/11; ; ; ; 
Leyton Orient; 8/5; ; ; ; ; ; 8/5; ; 8/5; ; 8/5; 6/4; ; ; ; 6/4; ; 6/4; ; ; 8/5; 8/5; 13/8; 8/5; 17/11; ; ; ; 
Draw; 12/5; ; ; ; ; ; 9/4; ; 9/4; ; 23/10; 11/5; ; ; ; 9/4; ; 9/4; ; ; 9/4; 12/5; 12/5; 47/20; 9/4; ; ; ; 
META; english/non-league/national-league/torquay-v-leyton-orient; 2017-11-20 18:25:34 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
