META; english/non-league/national-league/dagenham-redbridge-v-barrow; 2017-07-31 14:22:08 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; 1; 17/20; 5/6; 19/20; ; 10/11; ; ; ; ; 10/11; 9/10; ; 11/10; 10/11; ; ; 5/6; 1; ; ; ; 9/10; 1; ; ; ; 
Draw; 5/2; 5/2; 49/20; 12/5; 23/10; ; 5/2; ; ; ; ; 11/5; 49/20; ; 23/10; 5/2; ; ; 12/5; 63/25; ; ; ; 5/2; 12/5; ; ; ; 
Barrow; 3; 12/5; 3; 14/5; 14/5; ; 3; ; ; ; ; 11/4; 29/10; ; 12/5; 14/5; ; ; 37/13; 63/20; ; ; ; 3; 11/4; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-barrow; 2017-07-31 18:21:58 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; 1; 17/20; 5/6; 19/20; ; 10/11; ; ; ; ; 10/11; 9/10; ; 11/10; 10/11; 13/15; ; 13/15; 1; ; ; ; 9/10; 1; ; ; ; 
Draw; 5/2; 5/2; 49/20; 12/5; 23/10; ; 5/2; ; ; ; ; 11/5; 49/20; ; 23/10; 5/2; 12/5; ; 12/5; 63/25; ; ; ; 5/2; 12/5; ; ; ; 
Barrow; 3; 12/5; 29/10; 14/5; 11/4; ; 3; ; ; ; ; 11/4; 29/10; ; 12/5; 14/5; 5/2; ; 29/10; 63/20; ; ; ; 3; 11/4; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-barrow; 2017-07-31 22:22:03 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; 1; 17/20; 5/6; 20/21; ; 37/40; ; ; ; ; 10/11; 9/10; ; 11/10; 10/11; 13/15; ; 13/15; 1; ; ; ; 9/10; 1; ; ; ; 
Draw; 5/2; 5/2; 49/20; 12/5; 23/10; ; 5/2; ; ; ; ; 11/5; 49/20; ; 23/10; 5/2; 12/5; ; 12/5; 63/25; ; ; ; 5/2; 12/5; ; ; ; 
Barrow; 3; 12/5; 29/10; 14/5; 11/4; ; 29/10; ; ; ; ; 11/4; 29/10; ; 12/5; 14/5; 5/2; ; 37/13; 63/20; ; ; ; 3; 11/4; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-barrow; 2017-08-01 02:21:55 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; 1; 17/20; 5/6; 20/21; ; 37/40; ; ; ; ; 10/11; 9/10; ; 11/10; 10/11; 13/15; ; 13/15; 1; ; ; ; 9/10; 1; ; ; ; 
Draw; 5/2; 5/2; 49/20; 12/5; 23/10; ; 5/2; ; ; ; ; 11/5; 49/20; ; 23/10; 5/2; 12/5; ; 12/5; 63/25; ; ; ; 5/2; 12/5; ; ; ; 
Barrow; 3; 12/5; 29/10; 14/5; 11/4; ; 29/10; ; ; ; ; 11/4; 29/10; ; 12/5; 14/5; 5/2; ; 37/13; 63/20; ; ; ; 3; 11/4; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-barrow; 2017-08-01 10:21:59 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; 1; 17/20; 5/6; 19/20; ; 37/40; 10/11; 8/9; ; ; 10/11; 9/10; ; 11/10; 10/11; 13/15; 5/6; 13/15; 1; ; 8/9; ; 9/10; 1; ; ; ; 
Draw; 5/2; 5/2; 49/20; 12/5; 23/10; ; 5/2; 12/5; 12/5; ; ; 11/5; 49/20; ; 23/10; 5/2; 12/5; 12/5; 12/5; 63/25; ; 12/5; ; 5/2; 12/5; ; ; ; 
Barrow; 3; 12/5; 29/10; 14/5; 11/4; ; 29/10; 11/4; 11/4; ; ; 11/4; 29/10; ; 12/5; 14/5; 5/2; 11/4; 14/5; 63/20; ; 11/4; ; 3; 11/4; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-barrow; 2017-08-01 18:21:55 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; 1; 9/10; 5/6; 19/20; 17/20; 37/40; 10/11; 8/9; 10/11; ; 10/11; 9/10; ; 11/10; 10/11; 13/15; 5/6; 13/15; 1; ; 8/9; ; 9/10; 10/11; ; ; ; 
Draw; 5/2; 5/2; 12/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 9/4; ; 11/5; 49/20; ; 23/10; 5/2; 12/5; 12/5; 12/5; 63/25; ; 12/5; ; 5/2; 5/2; ; ; ; 
Barrow; 3; 12/5; 14/5; 14/5; 11/4; 13/5; 29/10; 11/4; 11/4; 12/5; ; 11/4; 29/10; ; 12/5; 14/5; 5/2; 11/4; 14/5; 63/20; ; 11/4; ; 3; 11/4; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-barrow; 2017-08-01 22:21:52 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; 1; 17/20; 5/6; 19/20; 17/20; 37/40; 10/11; 8/9; 10/11; ; 10/11; 9/10; ; 11/10; 10/11; 13/15; 5/6; 13/15; 1; ; 8/9; ; 9/10; 10/11; ; ; ; 
Draw; 5/2; 5/2; 49/20; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 9/4; ; 11/5; 49/20; ; 23/10; 5/2; 12/5; 12/5; 12/5; 63/25; ; 12/5; ; 5/2; 5/2; ; ; ; 
Barrow; 3; 12/5; 29/10; 14/5; 11/4; 13/5; 29/10; 11/4; 11/4; 12/5; ; 11/4; 29/10; ; 12/5; 14/5; 5/2; 11/4; 14/5; 63/20; ; 11/4; ; 3; 11/4; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-barrow; 2017-08-02 02:21:39 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; 1; 9/10; 5/6; 19/20; 17/20; 19/20; 10/11; 19/20; 10/11; ; 10/11; 9/10; ; 11/10; 10/11; 13/15; 20/21; 10/11; 1; ; 19/20; ; 9/10; 1; ; ; ; 
Draw; 5/2; 5/2; 12/5; 12/5; 23/10; 23/10; 5/2; 12/5; 9/4; 9/4; ; 11/5; 49/20; ; 23/10; 5/2; 12/5; 9/4; 40/17; 63/25; ; 9/4; ; 5/2; 12/5; ; ; ; 
Barrow; 3; 12/5; 14/5; 14/5; 14/5; 13/5; 14/5; 11/4; 11/4; 12/5; ; 11/4; 29/10; ; 12/5; 14/5; 5/2; 11/4; 14/5; 63/20; ; 11/4; ; 3; 11/4; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-barrow; 2017-08-02 10:21:48 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; 1; 9/10; 5/6; 19/20; 17/20; 37/40; 10/11; 19/20; 10/11; ; 10/11; 9/10; ; 11/10; 10/11; 13/15; 20/21; 10/11; 1; ; 19/20; ; 9/10; 1; ; ; ; 
Draw; 5/2; 5/2; 12/5; 12/5; 23/10; 23/10; 5/2; 12/5; 9/4; 9/4; ; 21/10; 49/20; ; 23/10; 5/2; 12/5; 9/4; 40/17; 63/25; ; 9/4; ; 5/2; 12/5; ; ; ; 
Barrow; 3; 12/5; 14/5; 14/5; 14/5; 13/5; 29/10; 11/4; 11/4; 12/5; ; 11/4; 29/10; ; 12/5; 14/5; 5/2; 11/4; 14/5; 63/20; ; 11/4; ; 3; 11/4; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-barrow; 2017-08-02 14:21:59 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; 1; 9/10; 5/6; 10/11; 17/20; 37/40; 10/11; 19/20; 10/11; ; 10/11; 9/10; ; 19/20; 10/11; 13/15; 20/21; 10/11; 1; ; 19/20; ; 9/10; 1; ; ; ; 
Draw; 5/2; 5/2; 12/5; 12/5; 12/5; 23/10; 5/2; 12/5; 9/4; 9/4; ; 21/10; 49/20; ; 12/5; 5/2; 12/5; 9/4; 40/17; 63/25; ; 9/4; ; 5/2; 12/5; ; ; ; 
Barrow; 3; 12/5; 14/5; 14/5; 14/5; 13/5; 29/10; 11/4; 11/4; 12/5; ; 11/4; 29/10; ; 14/5; 14/5; 5/2; 11/4; 37/13; 63/20; ; 11/4; ; 3; 11/4; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-barrow; 2017-08-02 18:22:01 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 1; 1; 1; 5/6; 19/20; 17/20; 1; 10/11; 19/20; 10/11; ; 10/11; 19/20; ; 19/20; 19/20; 13/15; 20/21; 1; 49/50; 42/41; 19/20; ; 1; 1; ; ; ; 
Draw; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 12/5; 9/4; 9/4; ; 11/5; 49/20; ; 12/5; 5/2; 12/5; 9/4; 40/17; 61/25; 23/10; 9/4; ; 5/2; 12/5; ; ; ; 
Barrow; 11/4; 12/5; 13/5; 14/5; 11/4; 13/5; 27/10; 11/4; 11/4; 12/5; ; 13/5; 53/20; ; 14/5; 27/10; 5/2; 11/4; 13/5; 67/20; 23/10; 11/4; ; 13/5; 11/4; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-barrow; 2017-08-02 22:21:46 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 1; 1; 1; 21/20; 1; 17/20; 1; 10/11; 19/20; 10/11; ; 1; 1; ; 1; 1; 1; 20/21; 1; 21/20; 42/41; 19/20; ; 1; 1; ; ; ; 
Draw; 12/5; 23/10; 9/4; 12/5; 23/10; 23/10; 12/5; 23/10; 9/4; 9/4; ; 11/5; 47/20; ; 12/5; 12/5; 9/4; 9/4; 40/17; 129/50; 23/10; 9/4; ; 12/5; 12/5; ; ; ; 
Barrow; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; 11/4; 11/4; 12/5; ; 12/5; 53/20; ; 13/5; 27/10; 23/10; 11/4; 45/17; 72/25; 23/10; 11/4; ; 13/5; 11/4; ; ; ; 
META; english/non-league/national-league/dagenham-redbridge-v-barrow; 2017-08-03 02:21:26 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 1; 1; 1; 21/20; 20/21; 17/20; 21/20; 10/11; 19/20; 10/11; ; 1; 1; ; 1; 1; 1; 20/21; 1; 53/50; 42/41; 19/20; ; 1; 1; ; ; ; 
Draw; 12/5; 23/10; 23/10; 12/5; 12/5; 23/10; 12/5; 23/10; 9/4; 9/4; ; 11/5; 47/20; ; 5/2; 12/5; 9/4; 9/4; 12/5; 13/5; 23/10; 9/4; ; 12/5; 12/5; ; ; ; 
