META; english/non-league/national-league/gateshead-v-solihull-moors; 2018-03-10 22:21:08 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Gateshead; 5/6; 19/20; 1; 21/20; 1/2; 11/10
Draw; 5/2; 23/10; 5/2; 12/5; 1; 9/4
Solihull Moors; 11/4; 5/2; 13/5; 5/2; 1/5; 9/4
META; english/non-league/national-league/gateshead-v-solihull-moors; 2018-03-11 02:21:52 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Gateshead; 11/10; 5/6; 19/20; 1; 19/20; 1/2; 11/10
Draw; 23/10; 5/2; 23/10; 5/2; 5/2; 6/5; 9/4
Solihull Moors; 23/10; 11/4; 5/2; 13/5; 27/10; 6/5; 9/4
META; english/non-league/national-league/gateshead-v-solihull-moors; 2018-03-11 10:21:56 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Gateshead; 11/10; 5/6; 19/20; 1; 19/20; 1/2; 11/10
Draw; 23/10; 5/2; 23/10; 5/2; 51/20; 6/5; 9/4
Solihull Moors; 23/10; 11/4; 5/2; 13/5; 27/10; 6/5; 9/4
META; english/non-league/national-league/gateshead-v-solihull-moors; 2018-03-11 14:23:19 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Gateshead; 4/5; 11/10; 10/11; 5/6; 49/50; 10/11; 17/20; 20/23; 10/11; 10/11; 10/11; 10/11; 17/20; 4/6; 20/21
Draw; 12/5; 23/10; 11/5; 5/2; 129/0; 11/5; 23/10; 9/4; 11/5; 12/5; 23/10; 12/5; 12/5; 15/8; 5/2
Solihull Moors; 16/5; 23/10; 29/10; 11/4; 63/20; 29/10; 31/10; 11/4; 29/10; 3; 11/4; 16/5; 16/5; 12/5; 3
META; english/non-league/national-league/gateshead-v-solihull-moors; 2018-03-11 18:22:45 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Gateshead; 4/5; 10/11; 10/11; 10/11; 97/00; 5/6; 9/10; 10/11; 17/20; 20/23; 9/10; 10/11; 17/20; 10/11; 4/5; 11/13; 9/10; 10/11; 9/10; 10/11; 8/11; 10/11
Draw; 12/5; 23/10; 9/4; 23/10; 129/0; 23/10; 23/10; 9/4; 23/10; 9/4; 9/4; 12/5; 9/4; 40/17; 12/5; 40/17; 23/10; 12/5; 12/5; 12/5; 9/4; 5/2
Solihull Moors; 16/5; 3; 14/5; 16/5; 3; 37/13; 3; 31/10; 11/4; 3; 14/5; 29/10; 16/5; 37/13; 37/13; 31/10; 3; 29/10; 13/5; 3; ; 
META; english/non-league/national-league/gateshead-v-solihull-moors; 2018-03-11 22:22:33 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Gateshead; 4/5; 10/11; 10/11; 10/11; 19/20; 9/10; 10/11; 10/11; 20/23; 9/10; 10/11; 17/20; 13/15; 4/5; 11/13; 9/10; 10/11; 9/10; 10/11; 5/6; 10/11
Draw; 12/5; 23/10; 9/4; 23/10; 64/25; 23/10; 9/4; 23/10; 9/4; 9/4; 12/5; 9/4; 12/5; 12/5; 40/17; 23/10; 12/5; 12/5; 12/5; 9/4; 5/2
Solihull Moors; 16/5; 3; 14/5; 33/10; 37/13; 3; 11/4; 3; 14/5; 3; 16/5; 37/13; 37/13; 31/10; 3; 14/5; 3; ; ; ; 
META; english/non-league/national-league/gateshead-v-solihull-moors; 2018-03-12 02:22:54 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Gateshead; 4/5; 10/11; 10/11; 10/11; 19/20; 9/10; 10/11; 17/20; 20/23; 9/10; 10/11; 17/20; 13/15; 4/5; 11/13; 9/10; 9/10; 10/11; 9/10; 10/11
Draw; 12/5; 23/10; 9/4; 23/10; 64/25; 23/10; 9/4; 23/10; 9/4; 9/4; 12/5; 9/4; 12/5; 12/5; 40/17; 23/10; 12/5; 12/5; 23/10; 5/2
Solihull Moors; 16/5; 3; 14/5; 33/10; 37/13; 3; 31/10; 11/4; 3; 14/5; 3; 16/5; 37/13; 37/13; 3; 3; ; ; ; 
META; english/non-league/national-league/gateshead-v-solihull-moors; 2018-03-12 10:22:48 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Gateshead; 4/5; 10/11; 10/11; 10/11; 99/00; 17/20; 9/10; 9/10; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 4/5; 15/16; 9/10; 10/11; 10/11; 10/11; 10/11; 20/21
Draw; 12/5; 23/10; 11/5; 23/10; 127/0; 23/10; 12/5; 23/10; 11/5; 23/10; 23/10; 11/5; 12/5; 9/4; 12/5; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 23/10; 5/2
Solihull Moors; 16/5; 3; 29/10; 14/5; 63/20; 3; 29/10; 37/13; 29/10; 3; 13/5; 29/10; 3; 14/5; 29/10; 16/5; 28/11; 37/13; 31/10; 3; 56/19; 3; 
META; english/non-league/national-league/gateshead-v-solihull-moors; 2018-03-12 14:23:25 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Gateshead; 17/20; 10/11; 19/20; 19/20; 99/00; 10/11; 9/10; 19/20; 10/11; 20/23; 19/20; 19/20; 10/11; 4/5; 15/16; 9/10; 37/40; 10/11; 19/20; 10/11; 5/6; 20/21; 
Draw; 23/10; 23/10; 11/5; 12/5; 127/0; 23/10; 23/10; 11/5; 23/10; 23/10; 11/5; 12/5; 9/4; 40/17; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 23/10; 21/10; 5/2
Solihull Moors; 3; 14/5; 3; 63/20; 29/10; 37/13; 14/5; 29/10; 13/5; 14/5; 14/5; 14/5; 16/5; 28/11; 37/13; 31/10; 3; 29/10; 14/5; 14/5; 3; ; 
META; english/non-league/national-league/gateshead-v-solihull-moors; 2018-03-12 18:23:28 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Gateshead; 17/20; 10/11; 10/11; 19/20; 99/00; 10/11; 9/10; 10/11; 10/11; 20/23; 10/11; 19/20; 10/11; 4/5; 19/20; 9/10; 37/40; 10/11; 19/20; 10/11; 10/11; 20/21; 
Draw; 23/10; 23/10; 9/4; 12/5; 127/0; 23/10; 23/10; 9/4; 23/10; 23/10; 11/5; 12/5; 9/4; 40/17; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 23/10; 23/10; 5/2
Solihull Moors; 3; 29/10; 3; 63/20; 29/10; 37/13; 29/10; 29/10; 13/5; 29/10; 14/5; 14/5; 16/5; 29/10; 37/13; 31/10; 3; 29/10; 14/5; 14/5; 3; ; 
META; english/non-league/national-league/gateshead-v-solihull-moors; 2018-03-12 22:23:27 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Gateshead; 17/20; 10/11; 10/11; 19/20; 99/00; 20/21; 9/10; 10/11; 10/11; 20/23; 10/11; 19/20; 10/11; 4/5; 19/20; 9/10; 37/40; 10/11; 19/20; 20/21; 20/21; 20/21; 
Draw; 23/10; 23/10; 9/4; 12/5; 127/0; 12/5; 23/10; 9/4; 23/10; 23/10; 11/5; 12/5; 9/4; 40/17; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 9/4; 23/10; 5/2
Solihull Moors; 3; 29/10; 3; 63/20; 29/10; 37/13; 29/10; 29/10; 13/5; 29/10; 14/5; 14/5; 29/10; 16/5; 29/10; 37/13; 31/10; 3; 29/10; 14/5; 14/5; 3; 
META; english/non-league/national-league/gateshead-v-solihull-moors; 2018-03-13 02:23:18 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Gateshead; 1; 10/11; 1; 19/20; 11/10; 1; 9/10; 1; 1; 1; 19/20; 1; 10/11; 19/20; 9/10; 1; 1; 20/21; 1; 21/20; ; ; 
Draw; 23/10; 23/10; 11/5; 12/5; 5/2; 23/10; 23/10; 11/5; 9/4; 21/10; 11/5; 12/5; 11/5; 40/17; 23/10; 12/5; 23/10; 12/5; 47/20; 40/17; 9/4; 21/10; 12/5
Solihull Moors; 11/4; 3; 13/5; 3; 139/0; 11/4; 37/13; 13/5; 13/5; 5/2; 27/10; 13/5; 13/5; 13/5; 11/4; 14/5; 37/13; 27/10; 11/4; 13/5; 13/5; 13/5; 14/5
META; english/non-league/national-league/gateshead-v-solihull-moors; 2018-03-13 10:23:32 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Gateshead; 5/6; 10/11; 20/23; 19/20; 93/00; 10/11; 9/10; 20/23; 10/11; 20/23; 9/10; 10/11; 17/20; 19/20; 10/11; 9/10; 9/10; 10/11; 17/20; 10/11; 20/21; 10/11; 9/10
Draw; 12/5; 23/10; 9/4; 12/5; 13/5; 12/5; 23/10; 9/4; 23/10; 21/10; 9/4; 12/5; 9/4; 40/17; 23/10; 40/17; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 5/2
