META; english/non-league/national-league/tranmere-v-solihull-moors; 2018-03-31 18:23:04 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Tranmere; 4/9; 1/2; 1/2; 3/7; 4/9
Draw; 31/10; 71/20; 14/5; 16/5; 10/3
Solihull Moors; 11/2; 31/5; 51/10; 6; 
META; english/non-league/national-league/tranmere-v-solihull-moors; 2018-03-31 22:24:02 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Tranmere; 4/9; 4/9; 4/9; 1/2; 47/100; 1/2; 4/9; 9/20; 4/9; 7/17; 3/7; 9/20; 4/9; 7/17; 2/5; 4/9
Draw; 31/10; 16/5; 16/5; 3; 18/5; 3; 16/5; 31/10; 3; 57/17; 16/5; 17/5; 16/5; 17/5; 14/5; 7/2
Solihull Moors; 11/2; 11/2; 11/2; 9/2; 34/5; 5; 11/2; 6; 11/2; 6; 51/10; 6; 25/4; 28/5; 33/5; 
META; english/non-league/national-league/tranmere-v-solihull-moors; 2018-04-01 02:23:41 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Tranmere; 4/7; 4/9; 4/7; 6/10; 8/13; 8/15; 4/7; 4/7; 11/20; 8/15; 4/7; 6/11; 3/5; 4/7; 10/17; 8/15; 4/7
Draw; 14/5; 16/5; 14/5; 14/5; 16/5; 3; 14/5; 14/5; 13/5; 14/5; 29/10; 3; 29/10; 56/19; 12/5; 3; 
Solihull Moors; 4; 11/2; 21/5; 4; 19/4; 21/5; 9/2; 4; 9/2; 22/5; 50/13; 22/5; 9/2; 49/11; 24/5; 24/5; 
META; english/non-league/national-league/tranmere-v-solihull-moors; 2018-04-01 10:23:49 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Tranmere; 4/7; 4/9; 6/10; 6/10; 8/13; 8/15; 6/11; 6/10; 4/7; 4/7; 8/15; 4/7; 6/11; 10/17; 6/11; 3/5; 4/7; 10/17; 8/15; 4/7
Draw; 14/5; 16/5; 14/5; 14/5; 13/4; 3; 37/13; 14/5; 29/10; 13/5; 14/5; 56/19; 3; 29/10; 37/13; 3; 29/10; 56/19; 13/5; 3
Solihull Moors; 4; 11/2; 21/5; 4; 49/10; 9/2; 22/5; 21/5; 21/5; 4; 9/2; 22/5; 17/4; 18/5; 22/5; 22/5; 9/2; 49/11; 24/5; 24/5
META; english/non-league/national-league/tranmere-v-solihull-moors; 2018-04-01 14:25:09 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Tranmere; 4/7; 3/5; 6/10; 4/7; 8/13; 5/9; 6/11; 6/10; 4/7; 4/7; 3/5; 4/7; 4/7; 6/11; 10/17; 6/11; 3/5; 4/7; 10/17; 8/15; 4/7
Draw; 14/5; 14/5; 14/5; 14/5; 13/4; 29/10; 37/13; 14/5; 29/10; 13/5; 14/5; 11/4; 56/19; 3; 29/10; 37/13; 3; 29/10; 56/19; 14/5; 3
Solihull Moors; 4; 21/5; 5; 49/10; 9/2; 22/5; 21/5; 21/5; 4; 9/2; 4; 22/5; 17/4; 18/5; 22/5; 22/5; 9/2; 49/11; 24/5; 24/5; 
META; english/non-league/national-league/tranmere-v-solihull-moors; 2018-04-01 18:25:03 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Tranmere; 4/7; 3/5; 4/7; 4/7; 31/50; 8/15; 4/7; 6/11; 4/7; 4/7; 11/20; 4/7; 3/5; 4/7; 4/7; 6/11; 10/17; 6/11; 4/7; 4/7; 10/17; 4/7; 4/7; 4/7
Draw; 14/5; 14/5; 14/5; 14/5; 63/20; 3; 29/10; 37/13; 14/5; 14/5; 13/5; 11/4; 14/5; 13/5; 29/10; 3; 29/10; 37/13; 3; 29/10; 56/19; 14/5; 11/4; 14/5
Solihull Moors; 4; 21/5; 5; 4; 19/4; 22/5; 21/5; 9/2; 4; 17/4; 9/2; 4; 49/11; 17/4; 18/5; 22/5; 19/4; 9/2; 9/2; 5; 26/5; 24/5; ; 
META; english/non-league/national-league/tranmere-v-solihull-moors; 2018-04-01 22:24:36 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Tranmere; 4/7; 3/5; 4/7; 4/7; 31/50; 8/15; 4/7; 6/11; 4/7; 4/7; 11/20; 4/7; 3/5; 4/7; 4/7; 6/11; 7/12; 6/11; 4/7; 4/7; 10/17; 4/7; 4/7; 4/7
Draw; 14/5; 14/5; 14/5; 14/5; 63/20; 29/10; 29/10; 37/13; 14/5; 14/5; 13/5; 11/4; 14/5; 13/5; 29/10; 3; 58/19; 37/13; 3; 29/10; 56/19; 14/5; 11/4; 14/5
Solihull Moors; 4; 17/4; 5; 9/2; 19/4; 22/5; 17/4; 9/2; 4; 17/4; 9/2; 4; 49/11; 17/4; 21/5; 22/5; 19/4; 9/2; 9/2; 5; 26/5; 24/5; ; 
META; english/non-league/national-league/tranmere-v-solihull-moors; 2018-04-02 02:24:18 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Tranmere; 4/7; 3/5; 4/7; 4/7; 31/50; 8/15; 5/9; 6/11; 4/7; 4/7; 11/20; 4/7; 3/5; 4/7; 4/7; 6/11; 7/12; 6/11; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7
Draw; 14/5; 14/5; 14/5; 14/5; 63/20; 29/10; 29/10; 37/13; 14/5; 14/5; 13/5; 11/4; 14/5; 13/5; 29/10; 3; 58/19; 37/13; 3; 29/10; 56/19; 14/5; 11/4; 3
Solihull Moors; 4; 17/4; 5; 9/2; 19/4; 22/5; 17/4; 9/2; 4; 17/4; 9/2; 4; 49/11; 17/4; 21/5; 22/5; 19/4; 9/2; 9/2; 5; 26/5; 24/5; ; 
META; english/non-league/national-league/tranmere-v-solihull-moors; 2018-04-02 10:24:34 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Tranmere; 8/15; 3/5; 8/15; 4/7; 29/50; 1/2; 8/15; 6/11; 8/15; 8/15; 8/15; 11/20; 4/7; 8/15; 6/11; 6/11; 6/11; 11/20; 11/20; 8/15; 8/15; 8/15; 
Draw; 3; 14/5; 29/10; 14/5; 13/4; 3; 37/13; 29/10; 3; 14/5; 14/5; 14/5; 3; 31/10; 37/13; 31/10; 3; 58/19; 3; 3; ; ; 
Solihull Moors; 9/2; 4; 9/2; 5; 27/5; 9/2; 5; 22/5; 9/2; 9/2; 4; 9/2; 19/4; 63/13; 17/4; 9/2; 22/5; 19/4; 19/4; 49/10; 11/2; 27/5; 28/5
META; english/non-league/national-league/tranmere-v-solihull-moors; 2018-04-02 14:25:54 GMT+3; 2018-04-02 15:00; Nothing; Xlenovo
Tranmere; 1/2; 8/15; 6/11; 1/2; 1/2; 6/11; 6/11; 8/15; 1/2; 8/15; 8/15
Draw; 29/10; 3; 37/13; 29/10; 58/19; 3; 37/13; 3; 31/10; 3; 10/3
Solihull Moors; 5; 19/4; 22/5; 5; 67/13; 17/4; 22/5; 5; 26/5; 11/2; 28/5
META; english/non-league/national-league/tranmere-v-solihull-moors; 2018-04-21 22:21:11 GMT+3; 2018-04-24 19:45; Nothing; Xlenovo
Tranmere; 4/5; 17/20; 4/5; 4/5; 4/5
Draw; 5/2; 5/2; 12/5; 12/5; 5/2
Solihull Moors; 3; 16/5; 10/3; 3; 7/2
META; english/non-league/national-league/tranmere-v-solihull-moors; 2018-04-22 02:22:03 GMT+3; 2018-04-24 19:45; Nothing; Xlenovo
Tranmere; 4/5; 17/20; 4/5; 4/5; 4/5; 4/5; 20/21
Draw; 5/2; 12/5; 12/5; 11/5; 23/10; 5/2; 19/10
Solihull Moors; 3; 10/3; 10/3; 16/5; 3; 7/2; 3
META; english/non-league/national-league/tranmere-v-solihull-moors; 2018-04-22 10:22:01 GMT+3; 2018-04-24 19:45; Nothing; Xlenovo
Tranmere; 4/5; 17/20; 17/20; 3/4; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 4/5; 5/6; 20/21
