META; english/non-league/national-league/ebbsfleet-united-v-dagenham-redbridge; 2017-12-24 14:24:29 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ebbsfleet United; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-dagenham-redbridge; 2017-12-24 18:24:26 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 13/8; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; ; ; ; ; ; 
Ebbsfleet United; 13/8; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; ; ; ; ; ; 
Draw; 23/10; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-dagenham-redbridge; 2017-12-24 22:24:28 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 13/8; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; 13/8; ; ; ; ; ; ; 
Ebbsfleet United; 13/8; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; 13/8; ; ; ; ; ; ; 
Draw; 23/10; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-dagenham-redbridge; 2017-12-25 02:24:30 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 13/8; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; 13/8; ; ; ; ; ; ; 
Ebbsfleet United; 13/8; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; 13/8; ; ; ; ; ; ; 
Draw; 23/10; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; 23/10; ; ; ; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-dagenham-redbridge; 2017-12-25 10:24:32 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 13/8; ; ; ; ; ; 8/5; ; ; ; 8/5; 6/4; ; ; ; 6/4; 17/11; ; 17/11; ; ; 13/8; ; 13/8; ; ; ; ; 
Ebbsfleet United; 13/8; ; ; ; ; ; 8/5; ; ; ; 13/8; 13/8; ; ; ; 6/4; 17/11; ; 17/11; ; ; 13/8; ; 13/8; ; ; ; ; 
Draw; 23/10; ; ; ; ; ; 11/5; ; ; ; 11/5; 2; ; ; ; 21/10; 21/10; ; 21/10; ; ; 23/10; ; 9/4; ; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-dagenham-redbridge; 2017-12-25 14:24:36 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 13/8; ; ; ; ; ; 8/5; ; ; ; 8/5; 6/4; ; ; ; 6/4; 17/11; 17/11; 17/11; ; ; 13/8; 13/8; 13/8; 17/11; ; ; ; 
Ebbsfleet United; 13/8; ; ; ; ; ; 8/5; ; ; ; 13/8; 13/8; ; ; ; 6/4; 17/11; 17/11; 17/11; ; ; 13/8; 13/8; 13/8; 17/11; ; ; ; 
Draw; 23/10; ; ; ; ; ; 11/5; ; ; ; 11/5; 2; ; ; ; 21/10; 21/10; 11/5; 21/10; ; ; 23/10; 23/10; 9/4; 11/5; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-dagenham-redbridge; 2017-12-25 18:24:29 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 13/8; ; ; ; ; ; 8/5; ; ; ; 8/5; 6/4; ; ; ; 6/4; 17/11; 17/11; 17/11; ; ; 13/8; 13/8; 13/8; 8/5; ; ; ; 
Ebbsfleet United; 13/8; ; ; ; ; ; 8/5; ; ; ; 13/8; 13/8; ; ; ; 6/4; 17/11; 17/11; 17/11; ; ; 13/8; 13/8; 13/8; 8/5; ; ; ; 
Draw; 23/10; ; ; ; ; ; 11/5; ; ; ; 11/5; 2; ; ; ; 21/10; 21/10; 9/4; 21/10; ; ; 23/10; 23/10; 9/4; 9/4; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-dagenham-redbridge; 2017-12-25 22:24:34 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 13/8; ; ; ; ; ; 8/5; ; ; ; 8/5; 6/4; ; ; ; 6/4; 17/11; 17/11; 17/11; ; ; 13/8; 13/8; 13/8; 8/5; ; ; ; 
Ebbsfleet United; 13/8; ; ; ; ; ; 8/5; ; ; ; 13/8; 13/8; ; ; ; 6/4; 17/11; 17/11; 17/11; ; ; 13/8; 13/8; 13/8; 8/5; ; ; ; 
Draw; 23/10; ; ; ; ; ; 11/5; ; ; ; 11/5; 2; ; ; ; 21/10; 21/10; 9/4; 21/10; ; ; 23/10; 23/10; 9/4; 9/4; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-dagenham-redbridge; 2017-12-26 02:24:35 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 13/8; ; ; ; ; ; 8/5; ; ; ; 8/5; 6/4; ; ; ; 6/4; 17/11; 17/11; 17/11; ; ; 13/8; 13/8; 13/8; 8/5; ; ; ; 
Ebbsfleet United; 13/8; ; ; ; ; ; 8/5; ; ; ; 13/8; 13/8; ; ; ; 6/4; 17/11; 17/11; 17/11; ; ; 13/8; 13/8; 13/8; 8/5; ; ; ; 
Draw; 23/10; ; ; ; ; ; 11/5; ; ; ; 11/5; 2; ; ; ; 21/10; 21/10; 9/4; 21/10; ; ; 23/10; 23/10; 9/4; 9/4; ; ; ; 
