META; english/non-league/national-league/chester-v-dagenham-redbridge; 2017-11-19 18:24:19 GMT+2; 2017-11-25 12:30; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; ; ; 9/10; ; 9/10; ; ; ; ; ; ; ; ; 13/15; ; ; 9/10; 9/10; 9/10; ; 13/15; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; 23/10; ; ; 23/10; 12/5; 12/5; ; 23/10; ; ; ; 
Chester; 3; ; ; ; ; ; 29/10; ; 37/13; ; ; ; ; ; ; ; ; 37/13; ; ; 37/13; 3; 16/5; ; 29/10; ; ; ; 
META; english/non-league/national-league/chester-v-dagenham-redbridge; 2017-11-19 22:24:44 GMT+2; 2017-11-25 12:30; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; ; ; 9/10; ; 9/10; ; ; ; ; ; ; 10/11; ; 13/15; ; ; 9/10; 9/10; 10/11; ; 13/15; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; 23/10; ; ; ; ; ; ; 23/10; ; 23/10; ; ; 23/10; 12/5; 12/5; ; 23/10; ; ; ; 
Chester; 3; ; ; ; ; ; 29/10; ; 37/13; ; ; ; ; ; ; 14/5; ; 37/13; ; ; 37/13; 3; 31/10; ; 29/10; ; ; ; 
META; english/non-league/national-league/chester-v-dagenham-redbridge; 2017-11-20 02:24:37 GMT+2; 2017-11-25 12:30; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; ; ; 9/10; ; 9/10; ; ; ; ; ; ; 10/11; ; 13/15; ; ; 9/10; 9/10; 10/11; ; 13/15; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; 23/10; ; ; ; ; ; ; 23/10; ; 23/10; ; ; 23/10; 12/5; 12/5; ; 23/10; ; ; ; 
Chester; 3; ; ; ; ; ; 29/10; ; 37/13; ; ; ; ; ; ; 14/5; ; 37/13; ; ; 37/13; 3; 31/10; ; 29/10; ; ; ; 
META; english/non-league/national-league/chester-v-dagenham-redbridge; 2017-11-20 10:24:37 GMT+2; 2017-11-25 12:30; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; ; ; 9/10; ; 9/10; ; 10/11; 5/6; ; ; ; 10/11; ; 13/15; ; ; 9/10; 9/10; 10/11; 9/10; 13/15; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; 23/10; ; 23/10; 23/10; ; ; ; 23/10; ; 23/10; ; ; 23/10; 12/5; 12/5; 12/5; 23/10; ; ; ; 
Chester; 3; ; ; ; ; ; 29/10; ; 37/13; ; 3; 11/4; ; ; ; 14/5; ; 37/13; ; ; 37/13; 3; 31/10; 3; 29/10; ; ; ; 
META; english/non-league/national-league/chester-v-dagenham-redbridge; 2017-11-20 14:24:51 GMT+2; 2017-11-25 12:30; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; ; ; 9/10; ; 9/10; ; 10/11; 5/6; ; ; ; 17/20; ; 13/15; ; ; 9/10; 9/10; 10/11; 9/10; 13/15; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; 23/10; ; 23/10; 23/10; ; ; ; 23/10; ; 23/10; ; ; 23/10; 12/5; 12/5; 12/5; 23/10; ; ; ; 
Chester; 3; ; ; ; ; ; 29/10; ; 37/13; ; 3; 11/4; ; ; ; 14/5; ; 37/13; ; ; 37/13; 3; 31/10; 3; 29/10; ; ; ; 
META; english/non-league/national-league/chester-v-dagenham-redbridge; 2017-11-20 18:25:08 GMT+2; 2017-11-25 12:30; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; ; ; 9/10; ; 9/10; ; 10/11; 5/6; ; ; ; 17/20; ; 10/11; ; ; 9/10; 9/10; 10/11; 9/10; 10/11; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; 23/10; ; 23/10; 23/10; ; ; ; 23/10; ; 23/10; ; ; 23/10; 12/5; 12/5; 12/5; 40/17; ; ; ; 
Chester; 3; ; ; ; ; ; 29/10; ; 37/13; ; 3; 11/4; ; ; ; 14/5; ; 29/10; ; ; 37/13; 3; 31/10; 3; 56/19; ; ; ; 
META; english/non-league/national-league/chester-v-dagenham-redbridge; 2017-11-20 22:25:06 GMT+2; 2017-11-25 12:30; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; ; ; 9/10; ; 9/10; ; 10/11; 5/6; ; ; ; 17/20; ; 10/11; ; ; 9/10; 9/10; 10/11; 9/10; 10/11; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; 23/10; ; 23/10; 23/10; ; ; ; 23/10; ; 23/10; ; ; 23/10; 12/5; 12/5; 12/5; 40/17; ; ; ; 
Chester; 3; ; ; ; ; ; 29/10; ; 37/13; ; 3; 11/4; ; ; ; 14/5; ; 29/10; ; ; 37/13; 3; 31/10; 3; 56/19; ; ; ; 
META; english/non-league/national-league/chester-v-dagenham-redbridge; 2017-11-21 02:24:49 GMT+2; 2017-11-25 12:30; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; ; ; 9/10; ; 9/10; ; 10/11; 5/6; ; ; ; 17/20; ; 10/11; ; ; 9/10; 9/10; 10/11; 9/10; 10/11; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; 23/10; ; 23/10; 23/10; ; ; ; 23/10; ; 23/10; ; ; 23/10; 12/5; 12/5; 12/5; 40/17; ; ; ; 
Chester; 3; ; ; ; ; ; 29/10; ; 37/13; ; 3; 11/4; ; ; ; 14/5; ; 29/10; ; ; 37/13; 3; 31/10; 3; 56/19; ; ; ; 
META; english/non-league/national-league/chester-v-dagenham-redbridge; 2017-11-21 10:25:01 GMT+2; 2017-11-25 12:30; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; ; ; 9/10; ; 9/10; ; 10/11; 5/6; ; ; ; 17/20; ; 10/11; ; ; 9/10; 9/10; 37/40; 9/10; 10/11; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; 23/10; ; 23/10; 23/10; ; ; ; 23/10; ; 23/10; ; ; 23/10; 12/5; 23/10; 12/5; 40/17; ; ; ; 
Chester; 3; ; ; ; ; ; 29/10; ; 37/13; ; 3; 11/4; ; ; ; 14/5; ; 29/10; ; ; 37/13; 3; 16/5; 3; 56/19; ; ; ; 
META; english/non-league/national-league/chester-v-dagenham-redbridge; 2017-11-21 14:25:06 GMT+2; 2017-11-25 12:30; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; ; ; 9/10; ; 9/10; ; 10/11; 20/23; ; ; ; 17/20; ; 10/11; ; ; 9/10; 9/10; 10/11; 9/10; 10/11; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; 23/10; ; 23/10; 9/4; ; ; ; 23/10; ; 23/10; ; ; 23/10; 12/5; 12/5; 12/5; 40/17; ; ; ; 
Chester; 3; ; ; ; ; ; 29/10; ; 37/13; ; 29/10; 11/4; ; ; ; 14/5; ; 29/10; ; ; 37/13; 3; 31/10; 3; 56/19; ; ; ; 
META; english/non-league/national-league/chester-v-dagenham-redbridge; 2017-11-21 18:25:03 GMT+2; 2017-11-25 12:30; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; ; ; 9/10; ; 9/10; ; 10/11; 20/23; ; ; ; 17/20; ; 10/11; ; ; 9/10; 9/10; 10/11; 9/10; 10/11; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; 23/10; ; 23/10; 9/4; ; ; ; 23/10; ; 23/10; ; ; 23/10; 12/5; 12/5; 12/5; 40/17; ; ; ; 
Chester; 3; ; ; ; ; ; 29/10; ; 37/13; ; 29/10; 11/4; ; ; ; 14/5; ; 29/10; ; ; 37/13; 3; 31/10; 3; 56/19; ; ; ; 
META; english/non-league/national-league/chester-v-dagenham-redbridge; 2017-11-21 22:24:52 GMT+2; 2017-11-25 12:30; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; ; ; ; 9/10; ; 9/10; ; 10/11; 20/23; ; ; ; 17/20; ; 10/11; ; ; 9/10; 9/10; 10/11; 9/10; 10/11; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; 23/10; ; 23/10; 9/4; ; ; ; 9/4; ; 23/10; ; ; 23/10; 12/5; 12/5; 12/5; 40/17; ; ; ; 
Chester; 3; ; ; ; ; ; 29/10; ; 37/13; ; 3; 11/4; ; ; ; 14/5; ; 29/10; ; ; 37/13; 3; 31/10; 3; 56/19; ; ; ; 
META; english/non-league/national-league/chester-v-dagenham-redbridge; 2017-11-22 02:22:45 GMT+2; 2017-11-25 12:30; Nothing; Xlenovo
Dagenham & Redbridge; 10/11; ; ; 4/5; ; ; 9/10; ; 9/10; ; 10/11; 20/23; ; ; ; 17/20; ; 10/11; ; ; 9/10; 9/10; 10/11; 9/10; 10/11; ; ; ; 
Draw; 12/5; ; ; 23/10; ; ; 23/10; ; 23/10; ; 23/10; 9/4; ; ; ; 23/10; ; 23/10; ; ; 23/10; 12/5; 12/5; 12/5; 40/17; ; ; ; 
