META; english/non-league/national-league/ebbsfleet-united-v-leyton-orient; 2017-11-05 02:23:35 GMT+2; 2017-11-11 17:30; Nothing; Xlenovo
Ebbsfleet United; ; 23/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Leyton Orient; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/ebbsfleet-united-v-leyton-orient; 2017-11-05 10:23:45 GMT+2; 2017-11-11 17:30; Nothing; Xlenovo
Ebbsfleet United; ; 23/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Leyton Orient; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/ebbsfleet-united-v-leyton-orient; 2017-11-05 14:23:17 GMT+2; 2017-11-11 17:30; Nothing; Xlenovo
Ebbsfleet United; 11/10; 23/20; ; ; ; ; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; 4/7; ; 
Draw; 9/4; 9/4; ; ; ; ; 11/5; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Leyton Orient; 5/2; 21/10; ; ; ; ; 23/10; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; 21/20; ; 
META; english/non-league/national-league/ebbsfleet-united-v-leyton-orient; 2017-11-05 18:23:42 GMT+2; 2017-11-11 17:30; Nothing; Xlenovo
Ebbsfleet United; 11/10; 23/20; ; ; ; ; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; 23/20; ; ; ; 4/7; ; 
