META; english/non-league/national-league/aldershot-v-wrexham; 2017-11-19 18:24:21 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Aldershot; 1; ; ; ; ; ; 1; ; 1; ; ; ; ; ; ; ; ; 19/20; ; ; 1; 1; 1; ; 19/20; ; ; ; 
Draw; 12/5; ; ; ; ; ; 9/4; ; 9/4; ; ; ; ; ; ; ; ; 9/4; ; ; 9/4; 12/5; 12/5; ; 9/4; ; ; ; 
Wrexham; 11/4; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; ; ; ; ; 13/5; ; ; 13/5; 11/4; 14/5; ; 13/5; ; ; ; 
META; english/non-league/national-league/aldershot-v-wrexham; 2017-11-19 22:24:47 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Aldershot; 1; ; ; ; ; ; 1; ; 1; ; ; ; ; ; ; 19/20; ; 19/20; ; ; 1; 1; 1; ; 19/20; ; ; ; 
Draw; 12/5; ; ; ; ; ; 9/4; ; 9/4; ; ; ; ; ; ; 23/10; ; 9/4; ; ; 9/4; 12/5; 12/5; ; 9/4; ; ; ; 
Wrexham; 11/4; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; 11/4; 11/4; ; 13/5; ; ; ; 
META; english/non-league/national-league/aldershot-v-wrexham; 2017-11-20 02:24:39 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Aldershot; 1; ; ; ; ; ; 1; ; 1; ; ; ; ; ; ; 19/20; ; 19/20; ; ; 1; 1; 1; ; 19/20; ; ; ; 
Draw; 12/5; ; ; ; ; ; 9/4; ; 9/4; ; ; ; ; ; ; 23/10; ; 9/4; ; ; 9/4; 12/5; 12/5; ; 9/4; ; ; ; 
Wrexham; 11/4; ; ; ; ; ; 13/5; ; 13/5; ; ; ; ; ; ; 13/5; ; 13/5; ; ; 13/5; 11/4; 11/4; ; 13/5; ; ; ; 
META; english/non-league/national-league/aldershot-v-wrexham; 2017-11-20 10:24:40 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Aldershot; 1; ; ; ; ; ; 1; ; 1; ; 20/21; 10/11; ; ; ; 19/20; ; 19/20; ; ; 1; 1; 1; 19/20; 19/20; ; ; ; 
Draw; 12/5; ; ; ; ; ; 9/4; ; 9/4; ; 23/10; 12/5; ; ; ; 23/10; ; 9/4; ; ; 9/4; 12/5; 12/5; 12/5; 9/4; ; ; ; 
Wrexham; 11/4; ; ; ; ; ; 13/5; ; 13/5; ; 11/4; 12/5; ; ; ; 13/5; ; 13/5; ; ; 13/5; 11/4; 14/5; 11/4; 13/5; ; ; ; 
META; english/non-league/national-league/aldershot-v-wrexham; 2017-11-20 14:24:53 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Aldershot; 1; ; ; ; ; ; 1; ; 1; ; 20/21; 10/11; ; ; ; 19/20; ; 19/20; ; ; 1; 1; 1; 19/20; 19/20; ; ; ; 
Draw; 12/5; ; ; ; ; ; 9/4; ; 9/4; ; 23/10; 12/5; ; ; ; 9/4; ; 9/4; ; ; 9/4; 12/5; 12/5; 12/5; 9/4; ; ; ; 
Wrexham; 11/4; ; ; ; ; ; 13/5; ; 13/5; ; 11/4; 12/5; ; ; ; 13/5; ; 13/5; ; ; 13/5; 11/4; 14/5; 11/4; 13/5; ; ; ; 
META; english/non-league/national-league/aldershot-v-wrexham; 2017-11-20 18:25:11 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Aldershot; 1; ; ; ; ; ; 1; ; 1; ; 20/21; 10/11; ; ; ; 19/20; ; 1; ; ; 1; 1; 1; 19/20; 1; ; ; ; 
Draw; 12/5; ; ; ; ; ; 9/4; ; 9/4; ; 23/10; 12/5; ; ; ; 23/10; ; 9/4; ; ; 9/4; 12/5; 12/5; 12/5; 23/10; ; ; ; 
Wrexham; 11/4; ; ; ; ; ; 13/5; ; 13/5; ; 11/4; 12/5; ; ; ; 5/2; ; 45/17; ; ; 13/5; 11/4; 14/5; 11/4; 45/17; ; ; ; 
META; english/non-league/national-league/aldershot-v-wrexham; 2017-11-20 22:25:08 GMT+2; 2017-11-25 15:00; Nothing; Xlenovo
Aldershot; 1; ; ; ; ; ; 1; ; 1; ; 20/21; 10/11; ; ; ; 19/20; ; 1; ; ; 1; 1; 1; 19/20; 1; ; ; ; 
