META; english/non-league/national-league/sutton-v-eastleigh; 2017-11-25 22:21:49 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Sutton; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/sutton-v-eastleigh; 2017-11-26 02:21:40 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Sutton; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/sutton-v-eastleigh; 2017-11-26 10:21:35 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Sutton; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/sutton-v-eastleigh; 2017-11-26 14:21:47 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Sutton; 8/11; 4/5; ; ; ; ; 8/11; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; 3/4; 3/4; ; ; ; ; 
Draw; 11/4; 13/5; ; ; ; ; 13/5; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; 11/4; 27/10; ; ; ; ; 
Eastleigh; 7/2; 3; ; ; ; ; 16/5; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; 7/2; 10/3; ; ; ; ; 
META; english/non-league/national-league/sutton-v-eastleigh; 2017-11-26 18:21:17 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Sutton; 8/11; 4/5; ; ; ; 7/10; 8/11; ; ; ; 8/11; ; ; ; ; ; ; ; ; ; ; 8/11; 3/4; 3/4; ; ; 2/5; ; 
Draw; 11/4; 13/5; ; ; ; 27/10; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; 11/4; 11/4; 27/10; ; ; 13/10; ; 
Eastleigh; 7/2; 3; ; ; ; 16/5; 16/5; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; 10/3; 17/5; 10/3; ; ; 6/4; ; 
META; english/non-league/national-league/sutton-v-eastleigh; 2017-11-26 22:21:28 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Sutton; 8/11; 4/5; ; ; ; 7/10; 8/11; ; ; ; 8/11; ; ; ; ; 8/11; ; ; ; ; ; 8/11; 3/4; 3/4; ; ; 1/50; ; 
Draw; 11/4; 13/5; ; ; ; 27/10; 13/5; ; ; ; 11/4; ; ; ; ; 13/5; ; ; ; ; ; 11/4; 11/4; 27/10; ; ; 1/50; ; 
Eastleigh; 7/2; 3; ; ; ; 16/5; 16/5; ; ; ; 10/3; ; ; ; ; 3; ; ; ; ; ; 10/3; 17/5; 10/3; ; ; 1/50; ; 
META; english/non-league/national-league/sutton-v-eastleigh; 2017-11-27 02:21:23 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Sutton; 8/11; 4/5; ; ; ; 7/10; 8/11; ; ; ; 8/11; ; ; ; ; 8/11; ; ; ; ; ; 8/11; 3/4; 3/4; ; ; 1/50; ; 
Draw; 11/4; 13/5; ; ; ; 27/10; 13/5; ; ; ; 11/4; ; ; ; ; 13/5; ; ; ; ; ; 11/4; 11/4; 27/10; ; ; 21/10; ; 
Eastleigh; 7/2; 3; ; ; ; 16/5; 16/5; ; ; ; 10/3; ; ; ; ; 3; ; ; ; ; ; 10/3; 17/5; 10/3; ; ; 1/50; ; 
META; english/non-league/national-league/sutton-v-eastleigh; 2017-11-27 10:21:38 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Sutton; 8/11; 4/5; ; ; 8/11; 7/10; 8/11; ; ; ; 8/11; 8/11; ; ; ; 7/10; 7/10; 9/13; ; ; ; 8/11; 3/4; 8/11; 9/13; ; 8/15; ; 
Draw; 11/4; 13/5; ; ; 5/2; 27/10; 13/5; ; ; ; 13/5; 5/2; ; ; ; 13/5; 5/2; 45/17; ; ; ; 11/4; 13/5; 27/10; 45/17; ; 21/10; ; 
Eastleigh; 7/2; 3; ; ; 16/5; 16/5; 10/3; ; ; ; 7/2; 16/5; ; ; ; 16/5; 16/5; 57/17; ; ; ; 7/2; 15/4; 7/2; 57/17; ; 12/5; ; 
META; english/non-league/national-league/sutton-v-eastleigh; 2017-11-27 14:21:44 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Sutton; 4/6; 4/5; 4/6; ; 8/11; 4/6; 4/6; ; ; 4/6; 4/6; 8/13; ; ; ; 4/6; 7/10; 8/13; 71/100; ; ; 4/6; 4/6; 4/6; 8/13; ; 1/12; ; 
Draw; 11/4; 13/5; 27/10; ; 5/2; 27/10; 13/5; ; ; 27/10; 11/4; 13/5; ; ; ; 13/5; 5/2; 13/5; 74/25; ; ; 14/5; 11/4; 57/20; 45/17; ; 21/10; ; 
Eastleigh; 4; 3; 19/5; ; 16/5; 7/2; 7/2; ; ; 19/5; 18/5; 7/2; ; ; ; 7/2; 16/5; 19/5; 43/10; ; ; 19/5; 21/5; 15/4; 50/13; ; 1/12; ; 
META; english/non-league/national-league/sutton-v-eastleigh; 2017-11-27 18:22:32 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Sutton; 4/6; 7/10; 7/10; 4/6; 8/11; 4/6; 13/20; ; 11/17; 7/10; 4/6; 4/6; ; ; ; 4/6; 7/10; 9/13; 37/50; 13/18; 11/17; 4/6; 4/6; 4/6; 9/13; ; 1/4; 8/13; 
Draw; 11/4; 14/5; 13/5; 11/4; 5/2; 27/10; 13/5; ; 27/10; 13/5; 11/4; 5/2; ; ; ; 13/5; 5/2; 45/17; 143/50; 11/4; 27/10; 14/5; 14/5; 57/20; 27/10; ; 21/10; 23/10; 
Eastleigh; 4; 19/5; 18/5; 7/2; 16/5; 7/2; 15/4; ; 15/4; 18/5; 18/5; 7/2; ; ; ; 7/2; 16/5; 39/11; 21/5; 7/2; 15/4; 19/5; 4; 15/4; 18/5; ; 2/11; 3; 
META; english/non-league/national-league/sutton-v-eastleigh; 2017-11-27 22:22:30 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Sutton; 4/6; 7/10; 4/6; 7/10; 8/11; 4/6; 13/20; ; 11/17; 4/6; 4/6; 4/6; ; ; ; 4/6; 7/10; 11/17; 73/100; 13/18; 11/17; 4/6; 4/6; 4/6; 4/6; ; 1/2; 8/13; 
Draw; 11/4; 14/5; 13/5; 11/4; 5/2; 27/10; 11/4; ; 27/10; 13/5; 11/4; 5/2; ; ; ; 13/5; 5/2; 27/10; 73/25; 11/4; 27/10; 14/5; 14/5; 57/20; 27/10; ; 11/5; 23/10; 
Eastleigh; 4; 19/5; 18/5; 7/2; 16/5; 7/2; 15/4; ; 15/4; 18/5; 18/5; 7/2; ; ; ; 7/2; 16/5; 19/5; 21/5; 7/2; 15/4; 19/5; 4; 15/4; 19/5; ; 14/5; 3; 
META; english/non-league/national-league/sutton-v-eastleigh; 2017-11-28 02:22:17 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Sutton; 4/6; 7/10; 4/6; 7/10; 8/11; 8/13; 13/20; ; 11/17; 4/6; 4/6; 4/6; ; ; ; 4/6; 7/10; 11/17; 73/100; 13/18; 11/17; 4/6; 4/6; 4/6; 4/6; ; 1/2; 8/13; 
Draw; 11/4; 14/5; 13/5; 11/4; 5/2; 27/10; 11/4; ; 27/10; 13/5; 11/4; 5/2; ; ; ; 13/5; 5/2; 27/10; 73/25; 11/4; 27/10; 14/5; 14/5; 57/20; 27/10; ; 21/10; 23/10; 
Eastleigh; 4; 19/5; 18/5; 7/2; 16/5; 15/4; 15/4; ; 15/4; 18/5; 19/5; 7/2; ; ; ; 7/2; 16/5; 19/5; 21/5; 7/2; 15/4; 19/5; 4; 15/4; 19/5; ; 14/5; 3; 
META; english/non-league/national-league/sutton-v-eastleigh; 2017-11-28 10:22:24 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Sutton; 4/6; 7/10; 4/6; 7/10; 8/11; 8/13; 13/20; ; 11/17; 4/6; 4/6; 4/6; ; ; 4/6; 4/6; 7/10; 11/17; 73/100; 13/18; 11/17; 4/6; 4/6; 4/6; 4/6; ; 8/15; 8/13; 
Draw; 11/4; 14/5; 13/5; 11/4; 5/2; 27/10; 11/4; ; 27/10; 13/5; 11/4; 5/2; ; ; 11/4; 13/5; 5/2; 27/10; 73/25; 11/4; 27/10; 14/5; 14/5; 57/20; 27/10; ; 2; 23/10; 
Eastleigh; 4; 19/5; 18/5; 7/2; 16/5; 15/4; 15/4; ; 15/4; 18/5; 19/5; 7/2; ; ; 4; 7/2; 16/5; 19/5; 21/5; 7/2; 15/4; 19/5; 4; 15/4; 19/5; ; 7/2; 3; 
META; english/non-league/national-league/sutton-v-eastleigh; 2017-11-28 14:22:18 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Sutton; 4/6; 7/10; 4/6; 7/10; ; 8/13; 13/20; ; 11/17; 4/6; 4/6; 4/6; ; ; 4/6; 4/6; 7/10; 11/17; 73/100; 13/18; 11/17; 4/6; 4/6; 4/6; 11/17; ; 8/15; 8/13; 
Draw; 11/4; 14/5; 13/5; 11/4; ; 27/10; 11/4; ; 27/10; 13/5; 11/4; 5/2; ; ; 11/4; 13/5; 5/2; 27/10; 73/25; 11/4; 27/10; 14/5; 14/5; 57/20; 27/10; ; 2; 23/10; 
Eastleigh; 4; 19/5; 18/5; 7/2; ; 15/4; 15/4; ; 15/4; 18/5; 19/5; 7/2; ; ; 4; 7/2; 16/5; 50/13; 21/5; 7/2; 15/4; 19/5; 4; 15/4; 50/13; ; 7/2; 3; 
META; english/non-league/national-league/sutton-v-eastleigh; 2017-11-28 18:22:16 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Sutton; 4/6; 7/10; 4/6; 7/10; 7/10; 8/13; 13/20; ; 11/17; 4/6; 4/6; 4/6; ; ; 4/6; 4/6; 7/10; 11/17; 73/100; 13/18; 11/17; 4/6; 4/6; 4/6; 4/6; ; 1/2; ; 
Draw; 11/4; 14/5; 13/5; 11/4; 5/2; 27/10; 13/5; ; 27/10; 13/5; 11/4; 5/2; ; ; 11/4; 13/5; 5/2; 27/10; 73/25; 11/4; 27/10; 14/5; 14/5; 57/20; 27/10; ; 2; ; 
Eastleigh; 4; 19/5; 18/5; 7/2; 16/5; 15/4; 15/4; ; 15/4; 18/5; 19/5; 7/2; ; ; 4; 7/2; 16/5; 19/5; 21/5; 7/2; 15/4; 19/5; 4; 15/4; 19/5; ; 7/2; 1/4; 
META; english/non-league/national-league/sutton-v-eastleigh; 2017-11-28 22:22:14 GMT+2; 2017-12-02 15:00; Nothing; Xlenovo
Sutton; 4/6; 7/10; 4/6; 7/10; 7/10; 8/13; 13/20; ; 11/17; 4/6; 4/6; 4/6; ; 4/6; 4/6; 4/6; 7/10; 11/17; 73/100; 13/18; 11/17; 4/6; 4/6; 4/6; 4/6; ; 1/2; 8/13; 
Draw; 11/4; 14/5; 13/5; 11/4; 5/2; 27/10; 13/5; ; 27/10; 13/5; 11/4; 5/2; ; 13/5; 11/4; 13/5; 5/2; 27/10; 73/25; 11/4; 27/10; 14/5; 14/5; 57/20; 27/10; ; 2; 23/10; 
Eastleigh; 4; 19/5; 18/5; 7/2; 16/5; 15/4; 15/4; ; 15/4; 18/5; 19/5; 7/2; ; 18/5; 4; 7/2; 16/5; 19/5; 21/5; 7/2; 15/4; 19/5; 4; 15/4; 19/5; ; 7/2; 10/3; 
