META; english/non-league/national-league/afc-fylde-v-boreham-wood; 2017-07-31 14:22:03 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 5/6; ; 3/4; 5/6; ; 4/5; ; ; ; ; 4/5; 4/5; ; 10/11; 4/5; ; ; 14/19; 23/25; ; ; ; ; 5/6; ; ; ; 
Draw; 13/5; 5/2; ; 5/2; 12/5; ; 13/5; ; ; ; ; 23/10; 51/20; ; 23/10; 13/5; ; ; 5/2; 67/25; ; ; ; 13/5; 5/2; ; ; ; 
Boreham Wood; 10/3; 29/10; ; 3; 16/5; ; 17/5; ; ; ; ; 14/5; 16/5; ; 31/10; 16/5; ; ; 16/5; 33/10; ; ; ; 10/3; 10/3; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-boreham-wood; 2017-07-31 18:21:53 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 5/6; ; 3/4; 5/6; ; 4/5; ; ; ; ; 4/5; 4/5; ; 10/11; 4/5; 3/4; ; 10/13; 23/25; ; ; ; ; 5/6; ; ; ; 
Draw; 13/5; 5/2; ; 5/2; 5/2; ; 13/5; ; ; ; ; 23/10; 51/20; ; 23/10; 13/5; 12/5; ; 28/11; 67/25; ; ; ; 13/5; 5/2; ; ; ; 
Boreham Wood; 10/3; 29/10; ; 3; 31/10; ; 17/5; ; ; ; ; 14/5; 16/5; ; 31/10; 16/5; 31/10; ; 16/5; 33/10; ; ; ; 10/3; 10/3; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-boreham-wood; 2017-07-31 22:21:58 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 5/6; ; 3/4; 4/5; ; 4/5; ; ; ; ; 4/5; 4/5; ; 10/11; 4/5; 3/4; ; 10/13; 23/25; ; ; ; ; 5/6; ; ; ; 
Draw; 13/5; 5/2; ; 5/2; 5/2; ; 13/5; ; ; ; ; 11/5; 51/20; ; 23/10; 13/5; 12/5; ; 28/11; 67/25; ; ; ; 13/5; 5/2; ; ; ; 
Boreham Wood; 10/3; 29/10; ; 3; 16/5; ; 17/5; ; ; ; ; 16/5; 16/5; ; 31/10; 16/5; 31/10; ; 16/5; 33/10; ; ; ; 10/3; 10/3; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-boreham-wood; 2017-08-01 02:21:50 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 5/6; ; 3/4; 4/5; ; 4/5; ; ; ; ; 4/5; 4/5; ; 10/11; 4/5; 3/4; ; 10/13; 23/25; ; ; ; ; 5/6; ; ; ; 
Draw; 13/5; 5/2; ; 5/2; 5/2; ; 13/5; ; ; ; ; 11/5; 51/20; ; 23/10; 13/5; 12/5; ; 28/11; 67/25; ; ; ; 13/5; 5/2; ; ; ; 
Boreham Wood; 10/3; 29/10; ; 3; 16/5; ; 17/5; ; ; ; ; 16/5; 16/5; ; 31/10; 16/5; 31/10; ; 16/5; 33/10; ; ; ; 10/3; 10/3; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-boreham-wood; 2017-08-01 10:21:54 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 5/6; ; 3/4; 5/6; ; 4/5; 8/11; 4/5; ; ; 4/5; 4/5; ; 10/11; 4/5; 3/4; 4/5; 4/5; 23/25; ; 4/5; ; ; 5/6; ; ; ; 
Draw; 13/5; 5/2; ; 5/2; 12/5; ; 13/5; 5/2; 12/5; ; ; 11/5; 51/20; ; 23/10; 13/5; 12/5; 12/5; 5/2; 67/25; ; 12/5; ; 13/5; 5/2; ; ; ; 
Boreham Wood; 10/3; 29/10; ; 3; 31/10; ; 10/3; 16/5; 31/10; ; ; 16/5; 16/5; ; 31/10; 16/5; 31/10; 3; 16/5; 33/10; ; 31/10; ; 10/3; 10/3; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-boreham-wood; 2017-08-01 18:21:50 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 5/6; ; 3/4; 5/6; 3/4; 5/6; 8/11; 4/5; 8/11; ; 4/5; 4/5; ; 10/11; 4/5; 3/4; 4/5; 4/5; 23/25; ; 4/5; ; ; 5/6; ; ; ; 
Draw; 13/5; 5/2; ; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 12/5; ; 11/5; 51/20; ; 23/10; 13/5; 12/5; 12/5; 5/2; 67/25; ; 12/5; ; 13/5; 5/2; ; ; ; 
Boreham Wood; 10/3; 29/10; ; 3; 31/10; 14/5; 10/3; 16/5; 31/10; 3; ; 16/5; 16/5; ; 31/10; 16/5; 31/10; 3; 41/13; 33/10; ; 31/10; ; 10/3; 10/3; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-boreham-wood; 2017-08-01 22:21:47 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 5/6; ; 3/4; 4/5; 3/4; 4/5; 8/11; 4/5; 8/11; ; 4/5; 4/5; ; 10/11; 4/5; 3/4; 4/5; 10/13; 23/25; ; 4/5; ; ; 4/5; ; ; ; 
Draw; 13/5; 5/2; ; 5/2; 5/2; 5/2; 13/5; 5/2; 12/5; 12/5; ; 11/5; 51/20; ; 23/10; 13/5; 12/5; 12/5; 5/2; 67/25; ; 12/5; ; 13/5; 5/2; ; ; ; 
Boreham Wood; 10/3; 29/10; ; 3; 16/5; 14/5; 17/5; 16/5; 31/10; 3; ; 16/5; 16/5; ; 31/10; 16/5; 31/10; 3; 41/13; 33/10; ; 31/10; ; 10/3; 10/3; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-boreham-wood; 2017-08-02 02:21:35 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 5/6; ; 3/4; 4/5; 3/4; 5/6; 8/11; 4/5; 8/11; ; 4/5; 4/5; ; 10/11; 4/5; 3/4; 4/5; 10/13; 23/25; ; 4/5; ; ; 5/6; ; ; ; 
Draw; 13/5; 5/2; ; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 12/5; ; 11/5; 51/20; ; 23/10; 13/5; 12/5; 12/5; 5/2; 67/25; ; 12/5; ; 13/5; 5/2; ; ; ; 
Boreham Wood; 10/3; 29/10; ; 3; 16/5; 14/5; 10/3; 16/5; 31/10; 3; ; 16/5; 16/5; ; 31/10; 16/5; 31/10; 3; 41/13; 33/10; ; 31/10; ; 10/3; 10/3; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-boreham-wood; 2017-08-02 10:21:43 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 5/6; ; 3/4; 4/5; 3/4; 4/5; 8/11; 4/5; 8/11; ; 4/5; 4/5; ; 10/11; 4/5; 3/4; 4/5; 10/13; 23/25; ; 4/5; ; ; 5/6; ; ; ; 
Draw; 13/5; 5/2; ; 5/2; 5/2; 5/2; 13/5; 5/2; 12/5; 12/5; ; 11/5; 51/20; ; 23/10; 13/5; 12/5; 12/5; 5/2; 67/25; ; 12/5; ; 13/5; 5/2; ; ; ; 
Boreham Wood; 10/3; 29/10; ; 3; 16/5; 14/5; 17/5; 16/5; 31/10; 3; ; 16/5; 16/5; ; 31/10; 16/5; 31/10; 3; 41/13; 33/10; ; 31/10; ; 10/3; 10/3; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-boreham-wood; 2017-08-02 14:21:54 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 5/6; ; 3/4; 4/5; 3/4; 4/5; 8/11; 4/5; 8/11; ; 4/5; 4/5; ; 5/6; 4/5; 3/4; 4/5; 10/13; 23/25; ; 4/5; ; ; 4/5; ; ; ; 
Draw; 13/5; 5/2; ; 5/2; 5/2; 5/2; 13/5; 5/2; 12/5; 12/5; ; 11/5; 51/20; ; 5/2; 13/5; 12/5; 12/5; 5/2; 67/25; ; 12/5; ; 13/5; 5/2; ; ; ; 
Boreham Wood; 10/3; 29/10; ; 3; 10/3; 14/5; 17/5; 16/5; 31/10; 3; ; 16/5; 16/5; ; 16/5; 16/5; 31/10; 3; 41/13; 33/10; ; 31/10; ; 10/3; 10/3; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-boreham-wood; 2017-08-02 18:21:56 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 5/6; 5/6; 3/4; 4/5; 3/4; 5/6; 8/11; 4/5; 8/11; ; 4/5; 5/6; ; 5/6; 4/5; 3/4; 4/5; 5/6; 9/10; 9/11; 4/5; ; ; 4/5; ; ; ; 
Draw; 13/5; 5/2; 49/20; 5/2; 5/2; 5/2; 13/5; 5/2; 12/5; 12/5; ; 9/4; 51/20; ; 5/2; 13/5; 12/5; 12/5; 27/11; 13/5; 5/2; 12/5; ; 13/5; 5/2; ; ; ; 
Boreham Wood; 10/3; 29/10; 31/10; 3; 16/5; 14/5; 16/5; 16/5; 31/10; 3; ; 3; 3; ; 16/5; 16/5; 31/10; 3; 31/10; 7/2; 11/4; 31/10; ; 3; 10/3; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-boreham-wood; 2017-08-02 22:21:42 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 4/5; 5/6; 17/20; 4/5; 3/4; 5/6; 4/5; 4/5; 8/11; ; 4/5; 5/6; ; 5/6; 4/5; 4/5; 4/5; 4/5; 87/100; 9/11; 4/5; ; ; 5/6; ; ; ; 
Draw; 13/5; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 12/5; ; 9/4; 51/20; ; 5/2; 5/2; 11/5; 12/5; 5/2; 68/25; 5/2; 12/5; ; 5/2; 5/2; ; ; ; 
Boreham Wood; 10/3; 16/5; 16/5; 10/3; 16/5; 14/5; 33/10; 16/5; 31/10; 3; ; 3; 16/5; ; 16/5; 10/3; 31/10; 3; 13/4; 7/2; 11/4; 31/10; ; 3; 10/3; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-boreham-wood; 2017-08-03 02:21:20 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 4/5; 5/6; 17/20; 4/5; 3/4; 5/6; 4/5; 4/5; 8/11; ; 4/5; 5/6; ; 5/6; 4/5; 4/5; 4/5; 4/5; 87/100; 9/11; 4/5; ; ; 5/6; ; ; ; 
Draw; 13/5; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 12/5; ; 9/4; 51/20; ; 5/2; 5/2; 11/5; 12/5; 5/2; 68/25; 5/2; 12/5; ; 5/2; 5/2; ; ; ; 
Boreham Wood; 10/3; 16/5; 16/5; 10/3; 16/5; 14/5; 33/10; 16/5; 31/10; 3; ; 3; 16/5; ; 16/5; 10/3; 31/10; 3; 13/4; 7/2; 11/4; 31/10; ; 3; 10/3; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-boreham-wood; 2017-08-03 10:21:23 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 5/6; 5/6; 17/20; 4/5; 3/4; 5/6; 4/5; 4/5; 8/11; ; 4/5; 5/6; ; 5/6; 4/5; 4/5; 4/5; 4/5; 89/100; 9/11; 4/5; ; ; 5/6; ; ; ; 
Draw; 13/5; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 12/5; ; 9/4; 51/20; ; 5/2; 5/2; 11/5; 12/5; 5/2; 67/25; 5/2; 12/5; ; 5/2; 5/2; ; ; ; 
Boreham Wood; 10/3; 16/5; 16/5; 10/3; 16/5; 14/5; 33/10; 16/5; 31/10; 3; ; 3; 16/5; ; 16/5; 10/3; 31/10; 3; 13/4; 69/20; 11/4; 31/10; ; 3; 10/3; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-boreham-wood; 2017-08-03 14:21:32 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 5/6; 5/6; 17/20; 4/5; 3/4; 5/6; 4/5; 4/5; 8/11; ; 4/5; 5/6; ; 5/6; 4/5; 4/5; 4/5; 4/5; 89/100; 9/11; 4/5; ; ; 5/6; ; ; ; 
Draw; 13/5; 12/5; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 12/5; ; 9/4; 51/20; ; 5/2; 5/2; 11/5; 12/5; 5/2; 67/25; 5/2; 12/5; ; 5/2; 5/2; ; ; ; 
Boreham Wood; 10/3; 16/5; 16/5; 10/3; 16/5; 14/5; 33/10; 16/5; 31/10; 3; ; 3; 16/5; ; 16/5; 10/3; 31/10; 3; 13/4; 69/20; 11/4; 31/10; ; 3; 10/3; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-boreham-wood; 2017-08-03 18:21:26 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 5/6; 17/20; 17/20; 5/6; 3/4; 20/23; 4/5; 4/5; 11/13; ; 5/6; 5/6; ; 5/6; 5/6; 4/5; 4/5; 5/6; 89/100; 13/15; 4/5; ; ; 5/6; ; 5/6; 5/6; 
Draw; 13/5; 12/5; 47/20; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 23/10; ; 23/10; 51/20; ; 5/2; 5/2; 11/5; 12/5; 5/2; 67/25; 13/5; 12/5; ; 5/2; 5/2; ; 11/5; 21/10; 
Boreham Wood; 10/3; 16/5; 31/10; 10/3; 31/10; 14/5; 16/5; 16/5; 31/10; 3; ; 14/5; 16/5; ; 16/5; 16/5; 31/10; 3; 16/5; 69/20; 37/13; 31/10; ; 3; 10/3; ; 3; 11/4; 
META; english/non-league/national-league/afc-fylde-v-boreham-wood; 2017-08-03 22:21:16 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
AFC Fylde; 4/5; 5/6; 17/20; 17/20; 5/6; 3/4; 20/23; 4/5; 4/5; 11/13; ; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 4/5; 5/6; 89/100; 13/15; 4/5; ; ; 5/6; ; 8/11; 5/6; 
