META; english/non-league/national-league/halifax-v-aldershot; 2017-07-31 14:22:13 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Halifax; 13/8; 8/5; 8/5; 6/4; 6/4; ; 13/8; ; ; ; ; 29/20; 8/5; ; 11/8; 8/5; ; ; 17/11; 171/100; ; ; ; 13/8; 13/8; ; ; ; 
Aldershot; 13/8; 8/5; 8/5; 6/4; 17/10; ; 17/10; ; ; ; ; 8/5; 8/5; ; 15/8; 13/8; ; ; 17/11; 44/25; ; ; ; 13/8; 13/8; ; ; ; 
Draw; 23/10; 9/4; 11/5; 11/5; 11/5; ; 9/4; ; ; ; ; 21/10; 9/4; ; 23/10; 23/10; ; ; 11/5; 12/5; ; ; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/halifax-v-aldershot; 2017-07-31 18:22:03 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Halifax; 13/8; 8/5; 8/5; 6/4; 6/4; ; 13/8; ; ; ; ; 29/20; 8/5; ; 11/8; 8/5; 6/4; ; 17/11; 171/100; ; ; ; 13/8; 13/8; ; ; ; 
Aldershot; 13/8; 8/5; 8/5; 6/4; 17/10; ; 13/8; ; ; ; ; 8/5; 8/5; ; 15/8; 13/8; 6/4; ; 17/11; 44/25; ; ; ; 13/8; 13/8; ; ; ; 
Draw; 23/10; 9/4; 11/5; 11/5; 11/5; ; 23/10; ; ; ; ; 21/10; 9/4; ; 23/10; 23/10; 11/5; ; 9/4; 12/5; ; ; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/halifax-v-aldershot; 2017-07-31 22:22:08 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Halifax; 13/8; 8/5; 8/5; 6/4; 6/4; ; 13/8; ; ; ; ; 29/20; 8/5; ; 11/8; 8/5; 6/4; ; 17/11; 171/100; ; ; ; 13/8; 13/8; ; ; ; 
Aldershot; 13/8; 8/5; 8/5; 6/4; 17/10; ; 13/8; ; ; ; ; 8/5; 8/5; ; 15/8; 13/8; 6/4; ; 17/11; 44/25; ; ; ; 13/8; 13/8; ; ; ; 
Draw; 23/10; 9/4; 11/5; 11/5; 11/5; ; 23/10; ; ; ; ; 21/10; 9/4; ; 23/10; 23/10; 11/5; ; 9/4; 12/5; ; ; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/halifax-v-aldershot; 2017-08-01 02:22:00 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Halifax; 13/8; 8/5; 8/5; 6/4; 6/4; ; 13/8; ; ; ; ; 29/20; 8/5; ; 11/8; 8/5; 6/4; ; 17/11; 171/100; ; ; ; 13/8; 13/8; ; ; ; 
Aldershot; 13/8; 8/5; 8/5; 6/4; 17/10; ; 13/8; ; ; ; ; 8/5; 8/5; ; 15/8; 13/8; 6/4; ; 17/11; 44/25; ; ; ; 13/8; 13/8; ; ; ; 
Draw; 23/10; 9/4; 11/5; 11/5; 11/5; ; 23/10; ; ; ; ; 21/10; 9/4; ; 23/10; 23/10; 11/5; ; 9/4; 12/5; ; ; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/halifax-v-aldershot; 2017-08-01 10:22:04 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Halifax; 13/8; 8/5; 8/5; 6/4; 6/4; ; 13/8; 6/4; 8/5; ; ; 6/4; 8/5; ; 11/8; 8/5; 6/4; 8/5; 17/11; 171/100; ; 8/5; ; 13/8; 13/8; ; ; ; 
Aldershot; 13/8; 8/5; 8/5; 6/4; 17/10; ; 13/8; 17/10; 8/5; ; ; 8/5; 8/5; ; 15/8; 13/8; 6/4; 8/5; 17/11; 44/25; ; 8/5; ; 13/8; 13/8; ; ; ; 
Draw; 23/10; 9/4; 11/5; 11/5; 11/5; ; 23/10; 11/5; 9/4; ; ; 21/10; 9/4; ; 23/10; 23/10; 11/5; 9/4; 11/5; 12/5; ; 9/4; ; 23/10; 9/4; ; ; ; 
META; english/non-league/national-league/halifax-v-aldershot; 2017-08-01 18:22:00 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Halifax; 13/8; 8/5; 8/5; 6/4; 8/5; 7/5; 13/8; 6/4; 8/5; 6/4; ; 6/4; 8/5; ; 11/8; 8/5; 6/4; 8/5; 17/11; 171/100; ; 8/5; ; 13/8; 13/8; ; ; ; 
