META; english/non-league/national-league/chester-v-dover; 2018-03-03 22:22:16 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Dover; 11/8; 7/5; 29/20; 39/25; 7/5; 29/20; 6/4; 7/5; 16/11; 29/20; 6/4; 16/11; 5/4
Chester; 9/5; 9/5; 9/5; 48/25; 13/8; 9/5; 7/4; 7/4; 9/5; 15/8; 7/4; 9/5; 7/5
Draw; 5/2; 12/5; 21/10; 121/0; 21/10; 21/10; 11/5; 21/10; 9/4; 23/10; 23/10; 9/4; 15/8
META; english/non-league/national-league/chester-v-dover; 2018-03-04 02:22:28 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Dover; 11/8; 7/5; 29/20; 11/8; 39/25; 13/10; 29/20; 29/20; 11/8; 11/8; 16/11; 29/20; 6/4; 16/11; 23/20
Chester; 9/5; 9/5; 9/5; 7/4; 48/25; 7/4; 9/5; 9/5; 7/4; 7/4; 9/5; 15/8; 7/4; 9/5; 13/8
Draw; 5/2; 12/5; 21/10; 11/5; 121/0; 21/10; 21/10; 11/5; 21/10; 21/10; 9/4; 23/10; 23/10; 9/4; 9/5
META; english/non-league/national-league/chester-v-dover; 2018-03-04 10:22:33 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Dover; 11/8; 7/5; 29/20; 6/4; 31/20; 13/10; 11/8; 29/20; 7/5; 11/8; 7/5; 11/8; 16/11; 7/5; 11/8; 29/20; 6/4; 16/11; 23/20
Chester; 9/5; 9/5; 9/5; 9/5; 193/00; 7/4; 17/10; 9/5; 15/8; 7/4; 15/8; 7/4; 9/5; 9/5; 17/10; 15/8; 9/5; 9/5; 17/10
Draw; 5/2; 12/5; 21/10; 23/10; 121/0; 21/10; 40/17; 21/10; 11/5; 21/10; 9/4; 21/10; 9/4; 11/5; 40/17; 23/10; 23/10; 23/10; 9/5
META; english/non-league/national-league/chester-v-dover; 2018-03-04 14:23:11 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Dover; 11/8; 7/5; 7/5; 6/4; 77/50; 13/10; 11/8; 7/5; 7/5; 11/8; 7/5; 11/8; 16/11; 7/5; 11/8; 29/20; 6/4; 16/11; 23/20
Chester; 9/5; 9/5; 9/5; 9/5; 39/20; 7/4; 17/10; 9/5; 9/5; 7/4; 15/8; 7/4; 9/5; 17/10; 15/8; 9/5; 9/5; 6/4; 
Draw; 5/2; 12/5; 21/10; 23/10; 121/0; 21/10; 40/17; 21/10; 9/4; 21/10; 9/4; 11/5; 23/10; 11/5; 40/17; 23/10; 23/10; 23/10; 21/10
META; english/non-league/national-league/chester-v-dover; 2018-03-04 18:23:35 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Dover; 11/8; 7/5; 7/5; 6/4; 153/00; 13/10; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 9/7; 11/8; 29/20; 6/4; 7/5; 6/5
Chester; 9/5; 9/5; 9/5; 9/5; 49/25; 7/4; 17/10; 9/5; 9/5; 9/5; 37/20; 15/8; 7/4; 9/5; 9/5; 30/17; 17/10; 15/8; 9/5; 24/13; 13/8
Draw; 5/2; 12/5; 21/10; 23/10; 121/0; 21/10; 40/17; 21/10; 9/4; 2; 43/20; 9/4; 21/10; 9/4; 11/5; 23/10; 40/17; 23/10; 23/10; 23/10; 21/10
META; english/non-league/national-league/chester-v-dover; 2018-03-04 22:23:18 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Dover; 11/8; 7/5; 7/5; 6/4; 153/00; 13/10; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 9/7; 11/8; 29/20; 6/4; 7/5; 11/8
Chester; 9/5; 9/5; 9/5; 9/5; 49/25; 7/4; 17/10; 9/5; 15/8; 9/5; 37/20; 15/8; 7/4; 9/5; 9/5; 30/17; 17/10; 15/8; 9/5; 24/13; 9/5
Draw; 5/2; 12/5; 21/10; 23/10; 121/0; 21/10; 40/17; 21/10; 11/5; 2; 43/20; 9/4; 21/10; 9/4; 11/5; 23/10; 40/17; 23/10; 23/10; 23/10; 21/10
META; english/non-league/national-league/chester-v-dover; 2018-03-05 02:23:23 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Dover; 11/8; 7/5; 7/5; 6/4; 153/00; 13/10; 11/8; 7/5; 29/20; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 9/7; 11/8; 29/20; 6/4; 7/5; 11/8
Chester; 9/5; 9/5; 15/8; 9/5; 49/25; 7/4; 17/10; 15/8; 9/5; 9/5; 37/20; 15/8; 7/4; 24/13; 9/5; 30/17; 17/10; 15/8; 9/5; 24/13; 9/5
Draw; 5/2; 12/5; 21/10; 23/10; 121/0; 21/10; 40/17; 21/10; 11/5; 2; 43/20; 9/4; 21/10; 9/4; 11/5; 23/10; 40/17; 23/10; 23/10; 23/10; 21/10
META; english/non-league/national-league/chester-v-dover; 2018-03-05 10:23:22 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
Dover; 11/8; 7/5; 7/5; 6/4; 153/00; 13/10; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 7/5; 9/7; 11/8; 29/20; 6/4; 7/5; 11/8
Chester; 9/5; 9/5; 15/8; 9/5; 49/25; 7/4; 17/10; 15/8; 9/5; 9/5; 37/20; 15/8; 7/4; 24/13; 9/5; 30/17; 17/10; 19/10; 9/5; 24/13; 9/5
Draw; 5/2; 12/5; 21/10; 23/10; 121/0; 21/10; 40/17; 21/10; 9/4; 2; 43/20; 9/4; 21/10; 9/4; 11/5; 23/10; 40/17; 23/10; 23/10; 23/10; 21/10
META; english/non-league/national-league/chester-v-dover; 2018-03-05 14:23:44 GMT+2; 2018-03-06 19:45; Nothing; Xlenovo
