META; english/non-league/national-league/ebbsfleet-united-v-solihull-moors; 2018-02-04 02:20:25 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Ebbsfleet United; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Solihull Moors; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-solihull-moors; 2018-02-04 10:20:23 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Ebbsfleet United; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Solihull Moors; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-solihull-moors; 2018-02-04 14:20:56 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/6; 5/6; ; ; ; ; ; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/6; ; ; ; ; ; ; 
Draw; 11/4; 5/2; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; 
Solihull Moors; 3; 3; ; ; ; ; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-solihull-moors; 2018-02-04 18:21:05 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/6; 5/6; ; ; 47/50; ; ; ; ; ; 4/5; ; ; ; ; ; ; ; ; ; 5/6; 4/5; 5/6; ; ; ; ; 
Draw; 11/4; 5/2; ; ; 143/50; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; 11/4; 27/10; 27/10; ; ; ; ; 
Solihull Moors; 3; 3; ; ; 149/50; ; ; ; ; ; 31/10; ; ; ; ; ; ; ; ; ; 3; 16/5; 59/20; ; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-solihull-moors; 2018-02-04 22:20:54 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/6; 5/6; ; ; 47/50; ; ; ; ; ; 4/5; ; ; ; ; ; 10/13; ; ; ; 5/6; 4/5; 5/6; 10/13; ; ; ; 
Draw; 11/4; 5/2; ; ; 143/50; ; ; ; ; ; 13/5; ; ; ; ; ; 13/5; ; ; ; 11/4; 11/4; 27/10; 45/17; ; ; ; 
Solihull Moors; 3; 3; ; ; 149/50; ; ; ; ; ; 31/10; ; ; ; ; ; 29/10; ; ; ; 3; 16/5; 59/20; 56/19; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-solihull-moors; 2018-02-05 02:20:50 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
Ebbsfleet United; 5/6; 5/6; ; ; 47/50; ; ; ; ; ; 4/5; ; ; ; ; 4/5; 10/13; ; ; ; 5/6; 4/5; 5/6; 10/13; ; ; ; 
Draw; 11/4; 5/2; ; ; 143/50; ; ; ; ; ; 13/5; ; ; ; ; 5/2; 13/5; ; ; ; 11/4; 11/4; 27/10; 45/17; ; ; ; 
Solihull Moors; 3; 3; ; ; 149/50; ; ; ; ; ; 31/10; ; ; ; ; 14/5; 29/10; ; ; ; 3; 16/5; 59/20; 56/19; ; ; ; 
META; english/non-league/national-league/ebbsfleet-united-v-solihull-moors; 2018-02-05 10:27:38 GMT+2; 2018-02-10 15:00; Nothing; Xlenovo
