META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-08 14:24:57 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Draw; 9/4; 11/5; 9/4; 11/5; 19/10; 2; 11/5; 21/10; 9/4; 11/5; 11/5; 1/33; 19/10
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-09 22:24:43 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Dover; 13/8; 8/5; 8/5; 8/5; 8/5; 8/5; 17/11; 8/5; 8/5; 13/8; 17/11; 1/8; 13/8
Maidenhead Utd; 13/8; 8/5; 8/5; 8/5; 13/8; 8/5; 17/11; 8/5; 8/5; 13/8; 17/11; 1/8; 13/8
Draw; 9/4; 11/5; 9/4; 11/5; 19/10; 2; 11/5; 21/10; 9/4; 9/4; 11/5; 1/100; 19/10
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-10 02:24:24 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Dover; 13/8; 6/4; 8/5; 8/5; 8/5; 8/5; 8/5; 17/11; 8/5; 8/5; 13/8; 17/11; 1/8; 13/8
Maidenhead Utd; 13/8; 6/4; 8/5; 8/5; 8/5; 8/5; 6/4; 17/11; 8/5; 8/5; 13/8; 17/11; 1/8; 13/8
Draw; 9/4; 11/5; 11/5; 9/4; 11/5; 2; 21/10; 11/5; 21/10; 9/4; 9/4; 11/5; 1/100; 19/10
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-10 10:24:31 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Dover; 13/8; 6/4; 8/5; 8/5; 8/5; 8/5; 6/4; 17/11; 8/5; 8/5; 13/8; 17/11; 1/100; 13/8
Maidenhead Utd; 13/8; 6/4; 8/5; 8/5; 8/5; 8/5; 8/5; 17/11; 8/5; 8/5; 13/8; 17/11; 1/100; 13/8
Draw; 9/4; 11/5; 11/5; 9/4; 11/5; 2; 21/10; 11/5; 21/10; 9/4; 9/4; 11/5; 1/100; 19/10
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-10 14:25:02 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Dover; 13/8; 6/4; 8/5; 8/5; 8/5; 8/5; 6/4; 17/11; 8/5; 8/5; 13/8; 17/11; 1/16; 13/8
Maidenhead Utd; 13/8; 6/4; 8/5; 8/5; 8/5; 8/5; 8/5; 17/11; 8/5; 8/5; 13/8; 17/11; 1/16; 13/8
Draw; 9/4; 11/5; 11/5; 9/4; 11/5; 2; 21/10; 11/5; 21/10; 9/4; 9/4; 11/5; 1/8; 19/10
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-10 18:24:54 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Dover; 13/8; 6/4; 8/5; 8/5; 8/5; 8/5; 6/4; 17/11; 8/5; 8/5; 13/8; 8/5; 1/16; 13/8
Maidenhead Utd; 13/8; 6/4; 8/5; 8/5; 8/5; 8/5; 8/5; 17/11; 8/5; 8/5; 13/8; 8/5; 1/16; 13/8
Draw; 9/4; 11/5; 11/5; 9/4; 11/5; 2; 21/10; 11/5; 21/10; 9/4; 9/4; 9/4; 1/8; 19/10
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-10 22:24:46 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Dover; 13/8; 6/4; 8/5; 8/5; 8/5; 8/5; 6/4; 17/11; 8/5; 8/5; 13/8; 8/5; 6/5; 13/8
Maidenhead Utd; 13/8; 6/4; 8/5; 8/5; 8/5; 8/5; 8/5; 17/11; 8/5; 8/5; 13/8; 8/5; 6/5; 13/8
Draw; 9/4; 11/5; 11/5; 9/4; 11/5; 2; 21/10; 11/5; 21/10; 9/4; 9/4; 9/4; 13/8; 19/10
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-11 02:22:51 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Dover; 6/4; 8/5; 8/5; 8/5; 8/5; 6/4; 17/11; 8/5; 8/5; 13/8; 8/5; 6/5; 13/8
Maidenhead Utd; 6/4; 8/5; 8/5; 8/5; 8/5; 8/5; 17/11; 8/5; 8/5; 13/8; 8/5; 6/5; 13/8
Draw; 11/5; 11/5; 9/4; 11/5; 2; 21/10; 11/5; 21/10; 9/4; 9/4; 9/4; 13/8; 19/10
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-11 10:22:59 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Dover; 6/4; 8/5; 8/5; 8/5; 8/5; 6/4; 17/11; 8/5; 8/5; 13/8; 8/5; 6/5; 13/8
Maidenhead Utd; 6/4; 8/5; 8/5; 8/5; 8/5; 8/5; 17/11; 8/5; 8/5; 13/8; 8/5; 6/5; 13/8
Draw; 11/5; 11/5; 9/4; 11/5; 2; 21/10; 11/5; 21/10; 9/4; 9/4; 9/4; 13/8; 19/10
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-11 14:23:15 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Dover; 173/100; 6/4; 8/5; 8/5; 8/5; 8/5; 31/20; 6/4; 17/11; 8/5; 8/5; 13/8; 8/5; 6/5; 13/8
Maidenhead Utd; 87/50; 6/4; 8/5; 8/5; 8/5; 8/5; 31/20; 8/5; 17/11; 8/5; 8/5; 13/8; 8/5; 6/5; 17/10
Draw; 12/5; 11/5; 11/5; 9/4; 11/5; 2; 11/5; 21/10; 11/5; 21/10; 9/4; 9/4; 9/4; 13/8; 23/10
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-11 18:23:13 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Dover; 6/4; 31/20; 83/50; 7/5; 6/4; 8/5; 31/20; 6/4; 29/20; 6/4; 7/5; 17/11; 8/5; 26/19; 8/5; 31/20; 17/11; 1/16; 7/5; 17/10
Maidenhead Utd; 9/5; 33/20; 179/100; 13/8; 17/10; 8/5; 33/20; 17/10; 31/20; 17/10; 8/5; 17/10; 8/5; 29/18; 8/5; 7/4; 17/10; 6/5; 6/4; 13/8
Draw; 21/10; 61/25; 11/5; 11/5; 9/4; 21/10; 9/4; 11/5; 43/20; 11/5; 9/4; 21/10; 12/5; 9/4; 23/10; 9/4; 13/8; 19/10; 23/10; 
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-11 22:22:59 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Dover; 6/4; 31/20; 8/5; 33/20; 7/5; 6/4; 8/5; 31/20; 6/4; 29/20; 6/4; 6/4; 6/4; 8/5; 26/19; 8/5; 31/20; 17/11; 1/16; 7/5; 13/8
Maidenhead Utd; 9/5; 33/20; 13/8; 89/50; 13/8; 17/10; 8/5; 33/20; 17/10; 31/20; 33/20; 8/5; 17/10; 8/5; 29/18; 8/5; 7/4; 17/10; 6/5; 6/4; 7/4
Draw; 21/10; 21/10; 123/50; 11/5; 11/5; 9/4; 21/10; 9/4; 11/5; 43/20; 21/10; 9/4; 21/10; 12/5; 9/4; 23/10; 9/4; 13/8; 19/10; 12/5; 
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-12 02:22:45 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Dover; 6/4; 31/20; 8/5; 33/20; 7/5; 6/4; 8/5; 31/20; 6/4; 29/20; 6/4; 6/4; 17/11; 8/5; 26/19; 8/5; 31/20; 17/11; 1/16; 13/8
Maidenhead Utd; 9/5; 33/20; 13/8; 89/50; 13/8; 17/10; 8/5; 33/20; 17/10; 31/20; 33/20; 8/5; 17/10; 8/5; 29/18; 8/5; 7/4; 17/10; 6/5; 7/4
Draw; 21/10; 21/10; 123/50; 11/5; 11/5; 9/4; 21/10; 9/4; 11/5; 43/20; 21/10; 9/4; 21/10; 12/5; 9/4; 23/10; 9/4; 13/8; 12/5; 
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-12 10:22:42 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Dover; 6/4; 31/20; 8/5; 33/20; 7/5; 6/4; 8/5; 31/20; 6/4; 29/20; 6/4; 6/4; 6/4; 8/5; 26/19; 8/5; 31/20; 17/11; 1/16; 7/5; 13/8
Maidenhead Utd; 9/5; 33/20; 13/8; 89/50; 13/8; 17/10; 8/5; 33/20; 17/10; 31/20; 33/20; 8/5; 17/10; 8/5; 29/18; 8/5; 7/4; 17/10; 1/16; 6/4; 7/4
Draw; 21/10; 21/10; 123/50; 11/5; 11/5; 9/4; 21/10; 9/4; 11/5; 43/20; 21/10; 9/4; 21/10; 12/5; 9/4; 9/4; 1/7; 19/10; 12/5; ; 
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-12 14:23:04 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/8; 6/4; 29/20; 13/8; 157/100; 7/5; 6/4; 8/5; 29/20; 6/4; 29/20; 29/20; 7/5; 16/11; 8/5; 4/3; 8/5; 6/4; 16/11; 8/11; 11/8; 6/4
Dover; 2; 9/5; 7/4; 8/5; 47/25; 17/10; 7/4; 8/5; 7/4; 7/4; 7/4; 9/5; 17/10; 7/4; 8/5; 48/29; 8/5; 9/5; 9/5; 8/11; 13/8; 9/5
Draw; 23/10; 21/10; 21/10; 123/50; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 43/20; 21/10; 9/4; 21/10; 12/5; 9/4; 23/10; 9/4; 5/4; 19/10; 12/5; 
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-12 18:23:03 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/8; 6/4; 29/20; 13/8; 157/100; 7/5; 6/4; 8/5; 29/20; 6/4; 29/20; 29/20; 6/4; 7/5; 16/11; 16/11; 24/17; 8/5; 6/4; 16/11; 5/4; 11/8; 6/4
Dover; 2; 9/5; 7/4; 8/5; 47/25; 17/10; 7/4; 8/5; 7/4; 7/4; 7/4; 7/4; 7/4; 17/10; 7/4; 17/10; 16/9; 8/5; 9/5; 9/5; 6/4; 13/8; 9/5
Draw; 23/10; 21/10; 21/10; 123/50; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 43/20; 9/4; 21/10; 9/4; 11/5; 12/5; 9/4; 23/10; 9/4; 11/8; 19/10; 12/5; 
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-12 22:22:54 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/8; 6/4; 29/20; 13/8; 157/100; 7/5; 6/4; 8/5; 29/20; 6/4; 29/20; 29/20; 6/4; 7/5; 16/11; 16/11; 24/17; 8/5; 6/4; 16/11; 6/4; 13/10; 11/8; 6/4
Dover; 2; 9/5; 7/4; 8/5; 47/25; 17/10; 7/4; 8/5; 7/4; 7/4; 7/4; 7/4; 7/4; 17/10; 7/4; 17/10; 16/9; 8/5; 9/5; 9/5; 7/4; 17/10; 13/8; 9/5
Draw; 23/10; 21/10; 21/10; 123/50; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 43/20; 9/4; 21/10; 9/4; 11/5; 12/5; 9/4; 23/10; 9/4; 9/4; 2; 19/10; 12/5; 
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-13 02:22:23 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/8; 6/4; 29/20; 13/8; 157/100; 7/5; 6/4; 8/5; 29/20; 6/4; 29/20; 29/20; 6/4; 7/5; 16/11; 16/11; 24/17; 8/5; 6/4; 16/11; 6/4; 13/10; 6/4
Dover; 2; 9/5; 7/4; 8/5; 47/25; 17/10; 7/4; 8/5; 7/4; 7/4; 7/4; 7/4; 15/8; 17/10; 7/4; 17/10; 16/9; 8/5; 9/5; 9/5; 7/4; 6/4; 9/5
Draw; 23/10; 21/10; 21/10; 123/50; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 43/20; 12/5; 21/10; 9/4; 11/5; 12/5; 9/4; 23/10; 9/4; 9/4; 2; 12/5; 
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-13 10:22:23 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/8; 6/4; 29/20; 6/4; 79/50; 7/5; 6/4; 8/5; 29/20; 6/4; 29/20; 29/20; 6/4; 7/5; 16/11; 16/11; 24/17; 8/5; 6/4; 16/11; 6/4; 27/20; 6/4
Dover; 2; 9/5; 7/4; 7/4; 189/100; 17/10; 7/4; 8/5; 7/4; 7/4; 7/4; 7/4; 15/8; 7/4; 9/5; 17/10; 16/9; 8/5; 9/5; 9/5; 7/4; 8/5; 9/5
Draw; 23/10; 21/10; 23/10; 121/50; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 43/20; 12/5; 21/10; 11/5; 11/5; 12/5; 9/4; 23/10; 9/4; 9/4; 19/10; 12/5; 
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-13 14:23:02 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/8; 6/4; 29/20; 6/4; 79/50; 7/5; 6/4; 8/5; 29/20; 6/4; 29/20; 29/20; 6/4; 7/5; 16/11; 16/11; 24/17; 8/5; 6/4; 16/11; 6/4; 5/4; 11/8; 6/4
Dover; 2; 9/5; 7/4; 7/4; 189/100; 17/10; 7/4; 8/5; 7/4; 7/4; 7/4; 7/4; 15/8; 7/4; 9/5; 17/10; 16/9; 8/5; 9/5; 24/13; 7/4; 8/5; 13/8; 9/5
Draw; 23/10; 21/10; 23/10; 121/50; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 43/20; 12/5; 21/10; 11/5; 11/5; 12/5; 9/4; 23/10; 11/5; 9/4; 19/10; 19/10; 12/5; 
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-13 18:23:08 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/8; 6/4; 29/20; 6/4; 79/50; 7/5; 6/4; 8/5; 29/20; 6/4; 29/20; 29/20; 6/4; 7/5; 16/11; 16/11; 24/17; 8/5; 6/4; 16/11; 6/4; 27/20; 11/8; 6/4
Dover; 2; 9/5; 7/4; 7/4; 189/100; 17/10; 9/5; 8/5; 7/4; 7/4; 7/4; 7/4; 15/8; 7/4; 9/5; 17/10; 16/9; 8/5; 9/5; 24/13; 7/4; 13/8; 13/8; 9/5
Draw; 23/10; 21/10; 23/10; 121/50; 21/10; 9/4; 9/4; 21/10; 11/5; 2; 43/20; 12/5; 21/10; 11/5; 11/5; 12/5; 9/4; 23/10; 11/5; 9/4; 19/10; 19/10; 12/5; 
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-13 22:22:56 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/8; 6/4; 7/5; 6/4; 38/25; 7/5; 6/4; 8/5; 7/5; 29/20; 11/8; 27/20; 6/4; 11/8; 16/11; 16/11; 24/17; 8/5; 29/20; 16/11; 7/5; 13/10; 11/8; 6/4
Dover; 2; 9/5; 9/5; 7/4; 39/20; 17/10; 9/5; 8/5; 9/5; 9/5; 7/4; 15/8; 15/8; 7/4; 9/5; 17/10; 16/9; 8/5; 15/8; 24/13; 9/5; 7/4; 13/8; 19/10
Draw; 23/10; 21/10; 23/10; 49/20; 21/10; 9/4; 9/4; 21/10; 11/5; 21/10; 43/20; 12/5; 21/10; 9/4; 11/5; 12/5; 9/4; 23/10; 9/4; 9/4; 19/10; 19/10; 12/5; 
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-14 02:22:30 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Maidenhead Utd; 11/8; 7/5; 7/5; 6/4; 38/25; 7/5; 6/4; 8/5; 7/5; 6/4; 11/8; 27/20; 6/4; 11/8; 16/11; 16/11; 24/17; 8/5; 29/20; 16/11; 7/5; 6/4; 
Dover; 2; 19/10; 9/5; 7/4; 39/20; 17/10; 9/5; 8/5; 9/5; 7/4; 7/4; 15/8; 15/8; 7/4; 9/5; 17/10; 16/9; 8/5; 15/8; 24/13; 9/5; 7/4; 19/10
Draw; 12/5; 21/10; 23/10; 49/20; 21/10; 9/4; 9/4; 21/10; 11/5; 21/10; 43/20; 12/5; 21/10; 9/4; 11/5; 12/5; 9/4; 23/10; 9/4; 9/4; 12/5; ; 
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-14 10:22:44 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Maidenhead Utd; 5/4; 11/8; 13/10; 6/4; 71/50; 13/10; 6/4; 16/13; 13/10; 7/5; 5/4; 27/20; 11/8; 13/10; 13/10; 23/17; 4/3; 16/13; 11/8; 13/10; 13/10; 11/8; 6/5; 11/8
Dover; 11/5; 2; 19/10; 7/4; 52/25; 19/10; 9/5; 37/19; 19/10; 19/10; 15/8; 19/10; 2; 15/8; 2; 9/5; 17/9; 37/19; 2; 15/8; 19/10; 9/5; 2; 
Draw; 23/10; 11/5; 23/10; 62/25; 11/5; 9/4; 23/10; 11/5; 11/5; 21/10; 43/20; 5/2; 21/10; 9/4; 9/4; 12/5; 23/10; 23/10; 23/10; 9/4; 21/10; 19/10; 12/5; 
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-14 14:23:33 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Maidenhead Utd; 5/4; 11/8; 13/10; 13/10; 71/50; 13/10; 13/10; 23/18; 13/10; 7/5; 5/4; 27/20; 11/8; 13/10; 13/10; 23/17; 4/3; 23/18; 11/8; 13/10; 11/8; 11/8; 5/4; 11/8
Dover; 11/5; 2; 19/10; 21/10; 21/10; 19/10; 2; 37/19; 19/10; 19/10; 15/8; 19/10; 2; 19/10; 2; 9/5; 17/9; 37/19; 2; 2; 19/10; 9/5; 2; 
Draw; 23/10; 11/5; 23/10; 123/50; 11/5; 9/4; 9/4; 11/5; 11/5; 21/10; 43/20; 5/2; 21/10; 9/4; 9/4; 12/5; 9/4; 23/10; 9/4; 9/4; 21/10; 11/5; 12/5; 
META; english/non-league/national-league/maidenhead-utd-v-dover; 2018-04-14 18:22:47 GMT+3; 2018-04-14 15:00; In Play; Xlenovo
Dover; 4/9; 4/11; 2/5; 2/5; 11/5; 23/10; 11/5; 9/4; 4/11; 4/11; 39/19; 2/5; 39/19; 1/3
Draw; 11/4; 3; 14/5; 29/10; 41/25; 11/8; 6/5; 5/4; 3; 14/5; 16/11; 14/5; 16/11; 9/5
Maidenhead Utd; 8; 10; 7; 91/50; 24/13; 8; 9/4; 15/2; 10; 13/2; 17/2; 24/13; 3; 
