META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-13 22:21:41 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-14 02:21:48 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-14 10:21:50 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-14 14:22:09 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 10/11; ; ; ; 10/11; 20/21; ; ; ; 20/21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 12/5; ; ; ; 12/5; 12/5; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; 13/5; 3; ; ; ; 13/5; 13/5; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-14 18:22:21 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 10/11; ; 5/6; ; 10/11; 20/21; ; 1; ; 20/21; ; ; ; ; ; ; 19/20; ; ; 1; ; ; ; 1; ; ; ; 
Draw; 5/2; 12/5; ; 12/5; ; 12/5; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; ; 40/17; ; ; 23/10; ; ; ; 40/17; ; ; ; 
Eastleigh; 13/5; 3; ; 14/5; ; 13/5; 13/5; ; 5/2; ; 13/5; ; ; ; ; ; ; 27/11; ; ; 5/2; ; ; ; 27/11; ; ; ; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-14 22:22:15 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 10/11; ; 5/6; ; 10/11; 20/21; ; 1; ; 20/21; ; ; ; ; ; ; 19/20; ; ; 1; ; ; ; 1; ; ; ; 
Draw; 5/2; 12/5; ; 12/5; ; 12/5; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; ; 40/17; ; ; 23/10; ; ; ; 40/17; ; ; ; 
Eastleigh; 13/5; 3; ; 14/5; ; 13/5; 13/5; ; 5/2; ; 13/5; ; ; ; ; ; ; 27/11; ; ; 5/2; ; ; ; 27/11; ; ; ; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-15 02:22:08 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 10/11; ; 5/6; ; 10/11; 20/21; ; 1; ; 20/21; 10/11; ; ; ; 10/11; ; 19/20; ; ; 1; ; 20/21; ; 19/20; ; ; ; 
Draw; 5/2; 12/5; ; 12/5; ; 12/5; 12/5; ; 23/10; ; 12/5; 12/5; ; ; ; 12/5; ; 40/17; ; ; 23/10; ; 5/2; ; 40/17; ; ; ; 
Eastleigh; 13/5; 3; ; 14/5; ; 13/5; 13/5; ; 5/2; ; 13/5; 12/5; ; ; ; 13/5; ; 5/2; ; ; 5/2; ; 11/4; ; 5/2; ; ; ; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-15 10:22:16 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 10/11; ; 5/6; ; 10/11; 20/21; ; 1; ; 20/21; 10/11; ; ; ; 10/11; 9/10; 19/20; 9/10; ; 1; ; 20/21; ; 19/20; ; ; ; 
Draw; 5/2; 12/5; ; 12/5; ; 12/5; 12/5; ; 23/10; ; 12/5; 12/5; ; ; ; 12/5; 5/2; 40/17; 5/2; ; 23/10; ; 5/2; ; 40/17; ; ; ; 
Eastleigh; 13/5; 3; ; 14/5; ; 13/5; 13/5; ; 5/2; ; 13/5; 12/5; ; ; ; 13/5; 13/5; 5/2; 13/5; ; 5/2; ; 14/5; ; 5/2; ; ; ; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-15 14:21:56 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 10/11; ; 5/6; 27/25; 10/11; 20/21; ; 1; ; 20/21; 20/21; ; ; ; 10/11; 9/10; 19/20; 9/10; 1; 1; 1; 1; 19/20; 19/20; ; ; ; 
Draw; 5/2; 12/5; ; 12/5; 13/5; 12/5; 12/5; ; 23/10; ; 12/5; 23/10; ; ; ; 23/10; 5/2; 40/17; 5/2; 5/2; 23/10; 5/2; 5/2; 5/2; 40/17; ; ; ; 
Eastleigh; 13/5; 3; ; 14/5; 137/50; 13/5; 13/5; ; 5/2; ; 13/5; 12/5; ; ; ; 13/5; 13/5; 27/11; 13/5; 28/13; 5/2; 13/5; 13/5; 53/20; 5/2; ; ; ; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-15 18:25:22 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 19/20; ; 1; 57/50; 1; 1; ; 1; ; 21/20; 21/20; ; ; 21/20; 1; 9/10; 1; 9/10; 21/20; 1; 11/10; 21/20; 21/20; 21/20; ; ; ; 
Eastleigh; 13/5; 13/5; ; 23/10; 62/25; 23/10; 23/10; ; 5/2; ; 12/5; 23/10; ; ; 23/10; 23/10; 13/5; 23/10; 13/5; 39/19; 5/2; 23/10; 5/2; 23/10; 23/10; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; 27/10; 12/5; 12/5; ; 23/10; ; 12/5; 21/10; ; ; 13/5; 12/5; 5/2; 27/11; 5/2; 5/2; 23/10; 5/2; 5/2; 51/20; 27/11; ; ; ; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-15 22:23:22 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 19/20; ; 1; 57/50; 1; 1; ; 1; ; 21/20; 21/20; ; ; 21/20; 1; 9/10; 1; 9/10; 21/20; 1; 11/10; 21/20; 21/20; 21/20; ; 10/11; ; 
Eastleigh; 13/5; 13/5; ; 23/10; 62/25; 23/10; 23/10; ; 5/2; ; 12/5; 23/10; ; ; 23/10; 23/10; 13/5; 23/10; 13/5; 39/19; 5/2; 23/10; 5/2; 23/10; 23/10; ; 2; ; 
Draw; 5/2; 5/2; ; 5/2; 27/10; 12/5; 12/5; ; 23/10; ; 12/5; 21/10; ; ; 13/5; 12/5; 5/2; 27/11; 5/2; 5/2; 23/10; 5/2; 5/2; 51/20; 27/11; ; 21/10; ; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-16 02:22:42 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 19/20; ; 1; 57/50; 1; 1; ; 1; ; 21/20; 21/20; ; ; 21/20; 1; 1; 1; 1; 21/20; 1; 11/10; ; 21/20; 21/20; ; 10/11; ; 
Eastleigh; 13/5; 13/5; ; 23/10; 62/25; 23/10; 23/10; ; 5/2; ; 12/5; 23/10; ; ; 23/10; 23/10; 12/5; 23/10; 12/5; 39/19; 5/2; 23/10; ; 23/10; 23/10; ; 2; ; 
Draw; 5/2; 5/2; ; 5/2; 27/10; 12/5; 12/5; ; 23/10; ; 12/5; 21/10; ; ; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 23/10; 5/2; ; 51/20; 27/11; ; 21/10; ; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-16 10:23:31 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 19/20; ; 1; 29/25; 1; 21/20; ; 1; ; 21/20; 21/20; ; ; 21/20; 1; 1; 1; 1; 21/20; 1; 11/10; 21/20; 21/20; 21/20; ; 10/11; ; 
Eastleigh; 13/5; 13/5; ; 23/10; 49/20; 23/10; 23/10; ; 5/2; ; 12/5; 9/4; ; ; 23/10; 23/10; 12/5; 23/10; 12/5; 39/19; 5/2; 23/10; 5/2; 23/10; 23/10; ; 2; ; 
Draw; 5/2; 5/2; ; 5/2; 133/50; 12/5; 12/5; ; 23/10; ; 12/5; 11/5; ; ; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 23/10; 5/2; 5/2; 51/20; 27/11; ; 11/5; ; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-16 14:26:44 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 1; 21/20; 1; 29/25; 1; 21/20; ; 1; 21/20; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 1; 1; 21/20; 1; 11/10; 21/20; 21/20; 21/20; ; 1; 20/21; 
Eastleigh; 13/5; 13/5; 9/4; 23/10; 49/20; 23/10; 23/10; ; 5/2; 9/4; 12/5; 9/4; ; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 39/19; 5/2; 23/10; 5/2; 23/10; 23/10; ; 21/10; 2; 
Draw; 5/2; 5/2; 12/5; 5/2; 133/50; 12/5; 12/5; ; 23/10; 12/5; 12/5; 11/5; ; 12/5; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 23/10; 5/2; 5/2; 51/20; 27/11; ; 11/5; 21/10; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-16 18:25:51 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 21/20; 21/20; 1; 29/25; 1; 21/20; ; 1; 21/20; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 1; 1; 21/20; 1; 11/10; 21/20; 21/20; 21/20; ; 1; ; 
Eastleigh; 13/5; 5/2; 9/4; 23/10; 49/20; 23/10; 23/10; ; 5/2; 9/4; 23/10; 9/4; ; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 39/19; 5/2; 23/10; 5/2; 23/10; 23/10; ; 21/10; 19/10; 
Draw; 5/2; 5/2; 12/5; 5/2; 133/50; 12/5; 12/5; ; 23/10; 12/5; 12/5; 11/5; ; 12/5; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 23/10; 5/2; 5/2; 51/20; 27/11; ; 11/5; 19/10; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-16 22:24:26 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 21/20; 21/20; 1; 29/25; 1; 21/20; ; 1; 21/20; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 1; 1; 21/20; 1; 11/10; 21/20; 21/20; 21/20; ; 1; 20/21; 
Eastleigh; 13/5; 5/2; 9/4; 23/10; 49/20; 23/10; 23/10; ; 5/2; 9/4; 12/5; 9/4; ; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 39/19; 5/2; 23/10; 5/2; 23/10; 23/10; ; 21/10; 2; 
Draw; 5/2; 5/2; 12/5; 5/2; 133/50; 12/5; 12/5; ; 23/10; 12/5; 12/5; 11/5; ; 12/5; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 23/10; 5/2; 5/2; 51/20; 27/11; ; 11/5; 21/10; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-17 02:23:15 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 21/20; 21/20; 1; 29/25; 1; 21/20; ; 1; 21/20; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 1; 1; 21/20; 1; 11/10; 21/20; 21/20; 21/20; ; 1; 20/21; 
Eastleigh; 13/5; 5/2; 9/4; 23/10; 49/20; 23/10; 23/10; ; 5/2; 9/4; 12/5; 9/4; ; 23/10; 23/10; 23/10; 12/5; 23/10; 12/5; 39/19; 5/2; 23/10; 5/2; 23/10; 23/10; ; 21/10; 2; 
Draw; 5/2; 5/2; 12/5; 5/2; 133/50; 12/5; 12/5; ; 23/10; 12/5; 12/5; 11/5; ; 12/5; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 23/10; 5/2; 5/2; 51/20; 27/11; ; 12/5; 21/10; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-17 10:23:05 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 21/20; 21/20; 1; 29/25; 1; 21/20; ; 1; 21/20; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 1; 1; 21/20; 1; 11/10; ; 21/20; 21/20; ; 1; 20/21; 
Eastleigh; 13/5; 5/2; 9/4; 23/10; 49/20; 23/10; 23/10; ; 5/2; 9/4; 23/10; 9/4; ; 23/10; 23/10; 9/4; 12/5; 23/10; 12/5; 39/19; 5/2; 23/10; ; 23/10; 23/10; ; 2; 2; 
Draw; 5/2; 5/2; 12/5; 5/2; 133/50; 12/5; 12/5; ; 23/10; 12/5; 12/5; 11/5; ; 12/5; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 23/10; 5/2; ; 51/20; 27/11; ; 21/10; 21/10; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-17 14:26:24 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 21/20; 11/10; 1; 29/25; 1; 21/20; ; 1; 11/10; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 1; 1; 13/12; 1; 11/10; 21/20; 21/20; 21/20; ; 1; 20/21; 
Eastleigh; 13/5; 5/2; 11/5; 23/10; 49/20; 23/10; 23/10; ; 5/2; 11/5; 23/10; 9/4; ; 23/10; 23/10; 9/4; 12/5; 23/10; 12/5; 2; 5/2; 23/10; 5/2; 23/10; 23/10; ; 2; 2; 
Draw; 5/2; 5/2; 12/5; 5/2; 133/50; 12/5; 12/5; ; 23/10; 12/5; 12/5; 11/5; ; 47/20; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 23/10; 5/2; 5/2; 51/20; 27/11; ; 21/10; 21/10; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-17 18:22:03 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 21/20; 11/10; 1; 29/25; 1; 21/20; ; 1; 11/10; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 21/20; 1; 13/12; 1; 11/10; 21/20; 21/20; 21/20; ; 1; 20/21; 
Eastleigh; 13/5; 5/2; 11/5; 23/10; 49/20; 23/10; 23/10; ; 5/2; 11/5; 23/10; 9/4; ; 23/10; 23/10; 9/4; 12/5; 40/17; 12/5; 2; 5/2; 23/10; 5/2; 23/10; 40/17; ; 2; 2; 
Draw; 5/2; 5/2; 12/5; 5/2; 133/50; 12/5; 5/2; ; 23/10; 12/5; 5/2; 11/5; ; 47/20; 13/5; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 5/2; 51/20; 5/2; ; 21/10; 21/10; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-17 22:21:49 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 21/20; 11/10; 1; 23/20; 1; 21/20; ; 1; 11/10; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 21/20; 1; 13/12; 1; 11/10; 21/20; 21/20; 21/20; ; 10/11; 20/21; 
Eastleigh; 13/5; 5/2; 11/5; 23/10; 123/50; 23/10; 23/10; ; 5/2; 11/5; 12/5; 9/4; ; 23/10; 23/10; 23/10; 12/5; 40/17; 12/5; 2; 5/2; 23/10; 5/2; 23/10; 40/17; ; 2; 2; 
Draw; 5/2; 5/2; 12/5; 5/2; 67/25; 12/5; 5/2; ; 23/10; 12/5; 12/5; 11/5; ; 47/20; 13/5; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 5/2; 51/20; 5/2; ; 21/10; 21/10; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-18 02:21:43 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 21/20; 11/10; 1; 23/20; 1; 21/20; ; 1; 11/10; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 21/20; 1; 13/12; 1; 11/10; 21/20; 21/20; 21/20; ; 10/11; 20/21; 
Eastleigh; 13/5; 5/2; 11/5; 23/10; 123/50; 23/10; 23/10; ; 5/2; 11/5; 12/5; 9/4; ; 23/10; 23/10; 23/10; 12/5; 40/17; 12/5; 2; 5/2; 23/10; 5/2; 23/10; 40/17; ; 2; 2; 
Draw; 5/2; 5/2; 12/5; 5/2; 67/25; 12/5; 5/2; ; 23/10; 12/5; 12/5; 11/5; ; 47/20; 13/5; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 5/2; 51/20; 5/2; ; 21/10; 21/10; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-18 10:21:44 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 21/20; 11/10; 1; 23/20; 1; 21/20; ; 1; 11/10; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 21/20; 1; 13/12; 1; 11/10; 21/20; 21/20; 21/20; ; 10/11; ; 
Eastleigh; 13/5; 5/2; 11/5; 23/10; 123/50; 23/10; 23/10; ; 5/2; 11/5; 12/5; 9/4; ; 23/10; 23/10; 23/10; 12/5; 40/17; 12/5; 2; 5/2; 23/10; 5/2; 23/10; 40/17; ; 2; ; 
Draw; 5/2; 5/2; 12/5; 5/2; 67/25; 12/5; 5/2; ; 23/10; 12/5; 12/5; 11/5; ; 47/20; 13/5; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 5/2; 51/20; 5/2; ; 21/10; ; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-18 14:21:43 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 21/20; 11/10; 1; 23/20; 1; 21/20; ; 1; 11/10; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 21/20; 1; 13/12; 1; 11/10; 21/20; 21/20; 21/20; ; 10/11; 20/21; 
Eastleigh; 13/5; 5/2; 11/5; 23/10; 123/50; 23/10; 23/10; ; 5/2; 11/5; 12/5; 9/4; ; 23/10; 23/10; 23/10; 12/5; 40/17; 12/5; 2; 5/2; 23/10; 5/2; 23/10; 40/17; ; 2; 2; 
Draw; 5/2; 5/2; 12/5; 5/2; 67/25; 12/5; 5/2; ; 23/10; 12/5; 12/5; 11/5; ; 47/20; 13/5; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 5/2; 51/20; 5/2; ; 12/5; 21/10; 
META; english/non-league/national-league/maidstone-v-eastleigh; 2018-01-18 18:21:47 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Maidstone; 1; 21/20; 21/20; 1; 23/20; 1; 21/20; ; 1; 21/20; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 21/20; 1; 10/9; 1; 11/10; 21/20; 21/20; 21/20; ; 1; 1; 
Eastleigh; 13/5; 5/2; 9/4; 23/10; 123/50; 23/10; 23/10; ; 5/2; 9/4; 12/5; 9/4; ; 23/10; 23/10; 23/10; 12/5; 40/17; 12/5; 11/5; 5/2; 23/10; 5/2; 23/10; 40/17; ; 21/10; 21/10; 
