META; english/non-league/national-league/maidenhead-utd-v-dagenham-redbridge; 2017-10-22 18:24:37 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 6/4; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Maidenhead Utd; 17/10; ; ; ; ; ; 13/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-dagenham-redbridge; 2017-10-22 22:25:01 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 6/4; ; ; ; ; ; 6/4; ; ; ; 29/20; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; 
Maidenhead Utd; 17/10; ; ; ; ; ; 13/8; ; ; ; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; 33/20; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-dagenham-redbridge; 2017-10-23 02:23:59 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 6/4; ; ; ; ; ; 6/4; 7/5; ; ; 6/4; 7/5; ; ; ; 7/5; ; ; ; ; ; ; 6/4; 6/4; ; ; ; ; 
Maidenhead Utd; 17/10; ; ; ; ; ; 13/8; 8/5; ; ; 17/10; 13/8; ; ; ; 17/10; ; ; ; ; ; ; 7/4; 33/20; ; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; 23/10; ; ; 9/4; 11/5; ; ; ; 9/4; ; ; ; ; ; ; 12/5; 12/5; ; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-dagenham-redbridge; 2017-10-23 10:24:01 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 6/4; ; ; ; 7/5; ; 6/4; 7/5; 31/21; ; 29/20; 29/20; ; ; ; 7/5; 7/5; 16/11; ; ; 31/21; ; 6/4; 6/4; 16/11; ; ; ; 
Maidenhead Utd; 17/10; ; ; ; 8/5; ; 13/8; 8/5; 28/17; ; 17/10; 13/8; ; ; ; 17/10; 8/5; 8/5; ; ; 28/17; ; 7/4; 33/20; 28/17; ; ; ; 
Draw; 12/5; ; ; ; 11/5; ; 23/10; 23/10; 9/4; ; 23/10; 21/10; ; ; ; 9/4; 11/5; 9/4; ; ; 9/4; ; 12/5; 12/5; 23/10; ; ; ; 
META; english/non-league/national-league/maidenhead-utd-v-dagenham-redbridge; 2017-10-23 14:24:20 GMT+3; 2017-10-28 15:00; Nothing; Xlenovo
Dagenham & Redbridge; 6/4; ; 16/11; ; 7/5; ; 6/4; 7/5; 31/21; 29/20; 29/20; 29/20; ; ; ; 7/5; 7/5; 16/11; ; ; 31/21; ; 6/4; 6/4; 16/11; ; ; ; 
Maidenhead Utd; 17/10; ; 28/17; ; 8/5; ; 13/8; 8/5; 28/17; 33/20; 17/10; 13/8; ; ; ; 8/5; 8/5; 8/5; ; ; 28/17; ; 7/4; 33/20; 28/17; ; ; ; 
Draw; 12/5; ; 23/10; ; 11/5; ; 23/10; 23/10; 9/4; 23/10; 23/10; 21/10; ; ; ; 23/10; 11/5; 9/4; ; ; 9/4; ; 12/5; 12/5; 23/10; ; ; ; 
