META; english/non-league/national-league/afc-fylde-v-dover; 2018-02-18 14:22:55 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
AFC Fylde; 10/11; ; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dover; 11/4; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-dover; 2018-02-18 18:22:35 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
AFC Fylde; 10/11; ; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; ; ; ; ; 20/23; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; 
Dover; 11/4; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-dover; 2018-02-18 22:22:14 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
AFC Fylde; 10/11; ; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; ; ; ; ; 20/23; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; ; 
Dover; 11/4; ; ; ; ; ; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-dover; 2018-02-19 02:22:12 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
AFC Fylde; 10/11; ; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; 17/20; ; ; ; ; ; 20/23; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; 5/2; ; ; ; ; ; 13/5; ; ; ; ; ; 
Dover; 11/4; ; ; ; ; ; ; ; ; ; 29/10; ; ; ; ; 13/5; ; ; ; ; ; 3; ; ; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-dover; 2018-02-19 10:22:11 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
AFC Fylde; 10/11; ; ; ; ; ; ; ; ; ; 17/20; 5/6; ; ; ; 17/20; ; 11/13; ; ; ; 20/23; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; ; ; ; ; 5/2; 23/10; ; ; ; 12/5; ; 5/2; ; ; ; 13/5; ; ; ; ; ; 
Dover; 11/4; ; ; ; ; ; ; ; ; ; 3; 11/4; ; ; ; 11/4; ; 14/5; ; ; ; 3; ; ; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-dover; 2018-02-19 14:22:45 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
AFC Fylde; 10/11; ; ; ; ; ; 20/23; ; ; ; 5/6; 5/6; ; ; ; 17/20; ; 11/13; ; ; ; 20/23; 10/11; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; 5/2; ; ; ; 5/2; 23/10; ; ; ; 12/5; ; 5/2; ; ; ; 13/5; 13/5; ; ; ; ; 
Dover; 11/4; ; ; ; ; ; 11/4; ; ; ; 3; 11/4; ; ; ; 14/5; ; 14/5; ; ; ; 3; 11/4; ; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-dover; 2018-02-19 18:22:46 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
AFC Fylde; 10/11; ; ; ; ; ; 20/23; ; ; ; 17/20; 20/23; ; 17/20; ; 17/20; ; 11/13; ; ; ; 20/23; 10/11; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; 5/2; ; ; ; 5/2; 23/10; ; 47/20; ; 12/5; ; 5/2; ; ; ; 13/5; 13/5; ; ; ; ; 
Dover; 11/4; ; ; ; ; ; 11/4; ; ; ; 3; 13/5; ; 29/10; ; 13/5; ; 14/5; ; ; ; 3; 11/4; ; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-dover; 2018-02-19 22:22:48 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
AFC Fylde; 10/11; 19/20; ; ; ; ; 20/23; ; ; ; 17/20; 20/23; ; 9/10; ; 17/20; ; 11/13; ; ; ; 20/23; 10/11; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; 5/2; ; ; ; 5/2; 23/10; ; 47/20; ; 12/5; ; 5/2; ; ; ; 13/5; 13/5; ; ; ; ; 
Dover; 11/4; 11/4; ; ; ; ; 11/4; ; ; ; 3; 13/5; ; 14/5; ; 13/5; ; 14/5; ; ; ; 3; 11/4; ; ; ; ; 
META; english/non-league/national-league/afc-fylde-v-dover; 2018-02-20 02:22:29 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
AFC Fylde; 10/11; 19/20; ; ; ; ; 20/23; ; ; ; 17/20; 20/23; ; 9/10; ; 17/20; ; 11/13; ; ; ; 20/23; 10/11; ; ; 4/6; ; 
Draw; 13/5; 5/2; ; ; ; ; 5/2; ; ; ; 5/2; 23/10; ; 47/20; ; 12/5; ; 5/2; ; ; ; 13/5; 13/5; ; ; 19/10; ; 
Dover; 11/4; 11/4; ; ; ; ; 11/4; ; ; ; 3; 13/5; ; 14/5; ; 13/5; ; 14/5; ; ; ; 3; 11/4; ; ; 2; ; 
META; english/non-league/national-league/afc-fylde-v-dover; 2018-02-20 10:22:41 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
AFC Fylde; 10/11; 19/20; ; ; ; ; 20/23; ; ; ; 17/20; 20/23; ; 9/10; ; 17/20; 5/6; 11/13; ; ; ; 20/23; 10/11; 13/15; ; 5/6; ; 
Draw; 13/5; 5/2; ; ; ; ; 5/2; ; ; ; 5/2; 23/10; ; 47/20; ; 12/5; 5/2; 5/2; ; ; ; 13/5; 13/5; 5/2; ; 12/5; ; 
Dover; 11/4; 11/4; ; ; ; ; 11/4; ; ; ; 3; 13/5; ; 29/10; ; 13/5; 27/10; 14/5; ; ; ; 3; 11/4; 11/4; ; 21/10; ; 
META; english/non-league/national-league/afc-fylde-v-dover; 2018-02-20 14:22:58 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
AFC Fylde; 10/11; 19/20; ; ; ; 4/5; 9/10; ; 9/10; ; 10/11; 20/23; ; 9/10; ; 17/20; 13/15; 11/13; ; 9/10; ; 10/11; 10/11; 13/15; ; 5/6; ; 
Draw; 13/5; 5/2; ; ; ; 12/5; 5/2; ; 5/2; ; 12/5; 23/10; ; 47/20; ; 12/5; 27/11; 5/2; ; 5/2; ; 13/5; 13/5; 5/2; ; 9/5; ; 
Dover; 11/4; 11/4; ; ; ; 29/10; 11/4; ; 45/17; ; 29/10; 13/5; ; 29/10; ; 13/5; 45/17; 14/5; ; 45/17; ; 29/10; 11/4; 45/17; ; 19/10; ; 
META; english/non-league/national-league/afc-fylde-v-dover; 2018-02-20 18:22:56 GMT+2; 2018-02-24 15:00; Nothing; Xlenovo
AFC Fylde; 19/20; 19/20; ; 17/20; ; 9/10; 10/11; ; 9/10; 19/20; 10/11; 20/21; ; 19/20; ; 10/11; 10/11; 11/13; ; 9/10; ; 1; 19/20; 10/11; ; 5/6; ; 
Draw; 13/5; 5/2; ; 5/2; ; 12/5; 5/2; ; 5/2; 23/10; 12/5; 23/10; ; 23/10; ; 12/5; 27/11; 5/2; ; 5/2; ; 5/2; 51/20; 5/2; ; 19/10; ; 
