META; english/non-league/national-league/hartlepool-v-afc-fylde; 2017-08-20 02:21:55 GMT+3; 2017-08-26 15:00; Nothing; Xlenovo
Hartlepool; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AFC Fylde; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/hartlepool-v-afc-fylde; 2017-08-20 10:22:00 GMT+3; 2017-08-26 15:00; Nothing; Xlenovo
Hartlepool; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
AFC Fylde; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/hartlepool-v-afc-fylde; 2017-08-20 14:22:08 GMT+3; 2017-08-26 15:00; Nothing; Xlenovo
Hartlepool; 11/10; 1; ; ; 21/20; 19/20; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; 11/10; ; ; ; 
AFC Fylde; 12/5; 12/5; ; ; 12/5; 21/10; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; 12/5; ; ; ; 
Draw; 12/5; 23/10; ; ; 12/5; 5/2; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 40/17; ; ; 12/5; ; ; ; 
META; english/non-league/national-league/hartlepool-v-afc-fylde; 2017-08-20 18:22:47 GMT+3; 2017-08-26 15:00; Nothing; Xlenovo
Hartlepool; 11/10; 1; ; ; 21/20; 19/20; 11/10; ; 11/10; ; ; 11/10; 11/10; ; ; ; ; ; 21/20; ; ; 11/10; ; ; 11/10; ; ; ; 
Draw; 12/5; 23/10; ; ; 12/5; 5/2; 23/10; ; 40/17; ; ; 21/10; 12/5; ; ; ; ; ; 23/10; ; ; 40/17; ; ; 12/5; ; ; ; 
AFC Fylde; 12/5; 12/5; ; ; 23/10; 21/10; 13/5; ; 9/4; ; ; 11/5; 12/5; ; ; ; ; ; 9/4; ; ; 9/4; ; ; 12/5; ; ; ; 
META; english/non-league/national-league/hartlepool-v-afc-fylde; 2017-08-20 22:22:08 GMT+3; 2017-08-26 15:00; Nothing; Xlenovo
Hartlepool; 11/10; 1; ; ; 21/20; 19/20; 11/10; ; 11/10; ; ; 11/10; 11/10; ; ; ; ; ; 21/20; ; ; 11/10; ; ; 11/10; ; ; ; 
AFC Fylde; 12/5; 12/5; ; ; 23/10; 21/10; 5/2; ; 9/4; ; ; 11/5; 12/5; ; ; ; ; ; 9/4; ; ; 9/4; ; ; 12/5; ; ; ; 
Draw; 12/5; 23/10; ; ; 12/5; 5/2; 12/5; ; 40/17; ; ; 21/10; 12/5; ; ; ; ; ; 23/10; ; ; 40/17; ; ; 12/5; ; ; ; 
META; english/non-league/national-league/hartlepool-v-afc-fylde; 2017-08-21 02:21:45 GMT+3; 2017-08-26 15:00; Nothing; Xlenovo
Hartlepool; 11/10; 1; ; ; 21/20; 19/20; 11/10; ; 11/10; ; ; 11/10; 11/10; ; ; 21/20; ; ; 21/20; ; ; 11/10; ; ; 11/10; ; 1/50; ; 
AFC Fylde; 12/5; 12/5; ; ; 23/10; 21/10; 5/2; ; 9/4; ; ; 11/5; 12/5; ; ; 23/10; ; ; 9/4; ; ; 9/4; ; ; 12/5; ; 1/50; ; 
Draw; 12/5; 23/10; ; ; 12/5; 5/2; 12/5; ; 40/17; ; ; 21/10; 12/5; ; ; 23/10; ; ; 23/10; ; ; 40/17; ; ; 12/5; ; 21/10; ; 
META; english/non-league/national-league/hartlepool-v-afc-fylde; 2017-08-21 10:21:41 GMT+3; 2017-08-26 15:00; Nothing; Xlenovo
Hartlepool; 11/10; 1; ; ; 21/20; 19/20; 11/10; ; 11/10; ; ; 11/10; 11/10; ; ; 21/20; ; ; 21/20; ; ; 11/10; ; ; 1; ; 1/100; ; 
AFC Fylde; 12/5; 12/5; ; ; 9/4; 21/10; 12/5; ; 9/4; ; ; 11/5; 12/5; ; ; 23/10; ; ; 9/4; ; ; 9/4; ; ; 12/5; ; 1/100; ; 
Draw; 12/5; 23/10; ; ; 5/2; 5/2; 5/2; ; 40/17; ; ; 21/10; 12/5; ; ; 23/10; ; ; 23/10; ; ; 40/17; ; ; 5/2; ; 21/10; ; 
META; english/non-league/national-league/hartlepool-v-afc-fylde; 2017-08-21 14:22:08 GMT+3; 2017-08-26 15:00; Nothing; Xlenovo
Hartlepool; 11/10; 1; ; ; 21/20; 19/20; 11/10; ; 11/10; ; ; ; 11/10; ; ; 21/20; ; ; 21/20; 121/100; ; 11/10; ; ; 11/10; ; 1/100; ; 
AFC Fylde; 12/5; 12/5; ; ; 9/4; 21/10; 12/5; ; 9/4; ; ; ; 12/5; ; ; 23/10; ; ; 9/4; 62/25; ; 9/4; ; ; 12/5; ; 1/100; ; 
Draw; 12/5; 23/10; ; ; 5/2; 5/2; 5/2; ; 40/17; ; ; ; 12/5; ; ; 23/10; ; ; 23/10; 5/2; ; 40/17; ; ; 12/5; ; 21/10; ; 
