META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-07-28 04:15:15 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; ; 8/13; 8/13; 8/13; 8/13; ; 3/5; ; ; 8/13; ; ; 8/13; 3/5; ; ; ; 8/13; 3/5; 4/7; ; 4/6; ; ; ; ; 
Draw; ; 13/5; 11/4; 11/4; 11/4; ; 11/4; ; ; 11/4; ; ; 11/4; 11/4; ; ; ; 11/4; 11/4; 11/4; ; 3; ; ; ; ; 
Astra Giurgiu; ; 9/2; 9/2; 9/2; 9/2; ; 9/2; ; ; 23/5; ; ; 4; 9/2; ; ; ; 23/5; 9/2; 23/5; ; 47/10; ; ; ; ; 
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-07-29 04:15:20 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; ; 8/13; 8/13; 8/13; 8/13; ; 3/5; ; ; 8/13; ; ; 8/13; 3/5; ; ; ; 8/13; 3/5; 4/7; 11/18; 11/17; ; ; ; ; 
Draw; ; 13/5; 11/4; 11/4; 11/4; ; 11/4; ; ; 11/4; ; ; 11/4; 11/4; ; ; ; 11/4; 11/4; 11/4; 27/10; 31/10; ; ; ; ; 
Astra Giurgiu; ; 9/2; 9/2; 9/2; 9/2; ; 9/2; ; ; 23/5; ; ; 4; 9/2; ; ; ; 23/5; 9/2; 23/5; 9/2; 47/10; ; ; ; ; 
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-07-29 08:15:14 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; ; 8/13; 8/13; 8/13; 8/13; ; 3/5; ; ; 8/13; ; ; 8/13; 3/5; ; ; ; 8/13; 3/5; 4/7; 11/18; 11/17; ; ; ; ; 
Draw; ; 13/5; 11/4; 11/4; 11/4; ; 11/4; ; ; 11/4; ; ; 11/4; 11/4; ; ; ; 11/4; 11/4; 11/4; 27/10; 31/10; ; ; ; ; 
Astra Giurgiu; ; 9/2; 9/2; 9/2; 9/2; ; 9/2; ; ; 23/5; ; ; 4; 9/2; ; ; ; 23/5; 9/2; 23/5; 9/2; 47/10; ; ; ; ; 
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-07-29 12:15:16 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; ; 6/10; 8/13; 8/13; 8/13; ; 3/5; ; ; 8/13; ; ; 8/13; 8/13; ; ; ; 8/13; 3/5; 4/7; 11/18; 11/17; ; ; ; ; 
Draw; ; 13/5; 11/4; 11/4; 11/4; ; 11/4; ; ; 11/4; ; ; 11/4; 11/4; ; ; ; 11/4; 11/4; 11/4; 11/4; 31/10; ; ; ; ; 
Astra Giurgiu; ; 9/2; 9/2; 9/2; 9/2; ; 9/2; ; ; 23/5; ; ; 4; 17/4; ; ; ; 23/5; 9/2; 23/5; 49/11; 47/10; ; ; ; ; 
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-07-29 16:15:15 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; ; 1/2; 8/15; 4/9; 8/15; ; 9/20; 4/9; 1/2; 6/13; 10/21; 4/9; 8/13; 12/25; ; ; ; 6/13; 3/5; 4/9; 1/2; 3/5; 5/11; ; ; ; 
Draw; ; 14/5; 3; 16/5; 3; ; 31/10; 16/5; 3; 16/5; 3; 29/10; 11/4; 3; ; ; ; 16/5; 11/4; 3; 58/19; 10/3; 33/10; ; ; ; 
Astra Giurgiu; ; 11/2; 5; 13/2; 5; ; 13/2; 5; 6; 6; 6; 6; 4; 11/2; ; ; ; 6; 9/2; 6; 67/13; 49/10; 57/10; ; ; ; 
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-07-29 20:15:18 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; ; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; 6/13; 10/21; 1/2; 8/13; 12/25; ; 9/20; ; 6/13; 10/21; 4/9; 7/17; 10/21; 7/15; ; ; ; 
Draw; ; 3; 3; 16/5; 3; 3; 3; 16/5; 3; 16/5; 3; 3; 11/4; 3; ; 3; ; 16/5; 3; 3; 41/13; 10/3; 16/5; ; ; ; 
Astra Giurgiu; ; 13/2; 6; 13/2; 6; 6; 13/2; 5; 6; 6; 13/2; 13/2; 4; 6; ; 13/2; ; 6; 23/4; 6; 7; 73/10; 28/5; ; ; ; 
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-07-30 00:15:18 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; ; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; 6/13; 10/21; 1/2; 1/2; 12/25; ; 9/20; ; 6/13; 10/21; 4/9; 7/17; 1/2; 7/15; ; ; ; 
Draw; ; 3; 3; 16/5; 3; 3; 3; 16/5; 3; 3; 3; 3; 11/4; 3; ; 3; ; 3; 3; 3; 41/13; 10/3; 16/5; ; ; ; 
Astra Giurgiu; ; 13/2; 6; 13/2; 6; 6; 13/2; 5; 6; 63/10; 13/2; 13/2; 11/2; 6; ; 13/2; ; 63/10; 23/4; 31/5; 7; 33/5; 28/5; ; 28/5; ; 
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-07-30 04:15:16 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; ; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; 6/13; 10/21; 1/2; 1/2; 12/25; ; 9/20; ; 6/13; 10/21; 4/9; 7/17; 1/2; 7/15; ; 2/5; ; 
Draw; ; 3; 3; 16/5; 3; 3; 3; 16/5; 3; 3; 3; 3; 11/4; 3; ; 3; ; 3; 3; 3; 31/10; 10/3; 16/5; ; 14/5; ; 
Astra Giurgiu; ; 13/2; 6; 13/2; 6; 6; 13/2; 5; 6; 63/10; 13/2; 13/2; 11/2; 6; ; 13/2; ; 63/10; 23/4; 31/5; 7; 33/5; 28/5; ; 28/5; ; 
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-07-30 08:15:17 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; 6/13; 4/9; 1/2; 1/2; 12/25; ; 9/20; ; 6/13; 10/21; 4/9; 7/18; 1/2; 7/15; ; ; ; 
Draw; 16/5; 3; 3; 16/5; 3; 3; 3; 16/5; 3; 3; 3; 3; 11/4; 3; ; 3; ; 3; 3; 3; 16/5; 10/3; 16/5; ; ; ; 
Astra Giurgiu; 6; 13/2; 6; 13/2; 6; 6; 13/2; 5; 6; 63/10; 7; 6; 11/2; 6; ; 13/2; ; 63/10; 23/4; 31/5; 29/4; 33/5; 28/5; ; ; ; 
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-07-30 12:15:18 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 2/5; 2/5; 4/9; 2/5; 4/9; 2/5; 2/5; 4/9; 4/9; 6/13; 2/5; 4/9; 1/2; 21/50; ; 2/5; ; 6/13; 2/5; 4/9; 4/11; 3/7; 7/15; ; 4/11; ; 
Draw; 16/5; 3; 16/5; 10/3; 16/5; 16/5; 16/5; 16/5; 3; 3; 16/5; 16/5; 11/4; 3; ; 16/5; ; 3; 16/5; 3; 33/10; 4; 16/5; ; 3; ; 
Astra Giurgiu; 8; 7; 13/2; 7; 13/2; 7; 15/2; 5; 7; 63/10; 15/2; 7; 11/2; 7; ; 15/2; ; 63/10; 29/4; 31/5; 8; 69/10; 28/5; ; 28/5; ; 
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-07-30 16:15:25 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 2/5; 2/5; 4/9; 1/2; 21/50; ; 2/5; ; 2/5; 2/5; 2/5; ; 3/7; 3/7; ; ; ; 
Draw; 16/5; 16/5; 16/5; 10/3; 16/5; 16/5; 33/10; 16/5; 3; 13/4; 10/3; 16/5; 11/4; 3; ; 16/5; ; 13/4; 16/5; 3; ; 4; 17/5; ; ; ; 
Astra Giurgiu; 8; 7; 7; 15/2; 7; 7; 15/2; 5; 7; 7; 15/2; 7; 11/2; 7; ; 15/2; ; 7; 29/4; 7; ; 69/10; 59/10; ; ; ; 
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-07-30 20:15:18 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; ; 2/5; ; 2/5; 2/5; 2/5; 10/29; 3/7; 3/7; ; ; ; 
Draw; 16/5; 3; 10/3; 16/5; 10/3; 33/10; 33/10; 16/5; 3; 13/4; 10/3; 10/3; 10/3; 16/5; ; 16/5; ; 13/4; 16/5; 3; 39/11; 4; 17/5; ; ; ; 
Astra Giurgiu; 8; 15/2; 7; 8; 7; 7; 15/2; 5; 7; 7; 15/2; 15/2; 6; 7; ; 15/2; ; 7; 29/4; 7; 31/4; 69/10; 59/10; ; 6; ; 
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-07-31 00:15:23 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 2/5; 2/5; 4/9; 2/5; 2/5; ; 2/5; ; 2/5; 2/5; 2/5; 10/29; 3/7; 3/7; ; 4/11; ; 
Draw; 16/5; 16/5; 10/3; 16/5; 10/3; 33/10; 33/10; 16/5; 3; 13/4; 10/3; 10/3; 10/3; 16/5; ; 16/5; ; 13/4; 16/5; 3; 39/11; 4; 17/5; ; 10/3; ; 
Astra Giurgiu; 8; 7; 7; 8; 7; 7; 15/2; 5; 7; 7; 15/2; 7; 6; 7; ; 15/2; ; 7; 29/4; 7; 31/4; 69/10; 59/10; ; 28/5; ; 
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-07-31 04:15:24 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 4/9; 2/5; 2/5; ; 2/5; ; 2/5; 2/5; 2/5; 10/29; 3/7; 3/7; ; ; ; 
Draw; 16/5; 16/5; 10/3; 16/5; 10/3; 33/10; 33/10; 10/3; 3; 13/4; 10/3; 10/3; 10/3; 16/5; ; 16/5; ; 13/4; 16/5; 3; 39/11; 4; 17/5; ; ; ; 
Astra Giurgiu; 8; 7; 7; 8; 7; 7; 15/2; 7; 7; 7; 15/2; 7; 6; 7; ; 15/2; ; 7; 29/4; 7; 31/4; 69/10; 59/10; ; 34/5; ; 
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-07-31 08:15:21 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; ; 2/5; ; 2/5; 2/5; 2/5; 10/29; ; 3/7; ; ; ; 
Draw; 16/5; 16/5; 10/3; 16/5; 10/3; 33/10; 33/10; 10/3; 3; 13/4; 10/3; 10/3; 10/3; 16/5; ; 16/5; ; 13/4; 16/5; 3; 39/11; ; 17/5; ; ; ; 
Astra Giurgiu; 8; 7; 7; 8; 7; 7; 15/2; 7; 7; 7; 15/2; 15/2; 6; 7; ; 15/2; ; 7; 29/4; 7; 31/4; ; 59/10; ; 34/5; ; 
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-07-31 12:15:22 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; ; 2/5; ; 2/5; 2/5; 2/5; 10/29; ; 3/7; ; ; 4/11; 
Draw; 16/5; 3; 10/3; 16/5; 10/3; 33/10; 33/10; 10/3; 3; 13/4; 10/3; 10/3; 10/3; 16/5; ; 16/5; ; 13/4; 16/5; 3; 39/11; ; 17/5; ; ; 3; 
Astra Giurgiu; 8; 15/2; 7; 8; 7; 7; 15/2; 7; 7; 7; 15/2; 15/2; 6; 7; ; 15/2; ; 7; 29/4; 7; 31/4; ; 59/10; ; ; 26/5; 
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-07-31 16:15:19 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; ; 2/5; ; 2/5; 2/5; 2/5; 4/11; ; 3/7; ; 4/11; 4/11; 2/5
Draw; 16/5; 3; 10/3; 16/5; 10/3; 33/10; 33/10; 10/3; 3; 13/4; 10/3; 10/3; 10/3; 16/5; ; 16/5; ; 13/4; 16/5; 3; 38/11; ; 17/5; ; 10/3; 3; 7/2
Astra Giurgiu; 8; 15/2; 7; 8; 7; 7; 15/2; 7; 7; 7; 15/2; 15/2; 6; 7; ; 15/2; ; 7; 29/4; 7; 31/4; ; 59/10; ; 31/5; 26/5; 42/5
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-07-31 20:15:22 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 4/11; 4/11; 2/5; 2/5; 2/5; 4/11; 4/11; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; ; 2/5; 2/5; 2/5; 6/17; ; 2/5; ; ; 1/3; 2/5
Draw; 10/3; 16/5; 10/3; 3; 10/3; 33/10; 17/5; 10/3; 3; 13/4; 10/3; 10/3; 10/3; 16/5; 17/5; 16/5; ; 13/4; 16/5; 3; 38/11; ; 38/11; ; ; 3; 7/2
Astra Giurgiu; 9; 15/2; 7; 17/2; 7; 7; 8; 7; 7; 7; 15/2; 15/2; 6; 7; 7; 15/2; ; 7; 29/4; 7; 31/4; ; 32/5; ; 32/5; 28/5; 42/5
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-08-01 00:15:21 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 4/11; 4/11; 2/5; 2/5; 2/5; 4/11; 4/11; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; ; 2/5; 2/5; 2/5; 4/11; 3/7; 2/5; ; 2/5; 1/3; 2/5
Draw; 10/3; 16/5; 10/3; 3; 10/3; 33/10; 17/5; 10/3; 3; 13/4; 10/3; 10/3; 10/3; 16/5; 17/5; 16/5; ; 13/4; 16/5; 3; 7/2; 4; 38/11; ; 10/3; 3; 7/2
Astra Giurgiu; 9; 15/2; 15/2; 17/2; 15/2; 7; 8; 7; 7; 7; 8; 15/2; 6; 7; 7; 15/2; ; 7; 29/4; 7; 33/4; 69/10; 32/5; ; 38/5; 32/5; 42/5
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-08-01 04:15:19 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 4/11; 4/11; 2/5; 2/5; 2/5; 4/11; 4/11; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 2/5; 4/11; ; 2/5; 2/5; 2/5; 10/29; 3/7; 3/8; ; 2/5; 1/3; 4/11
Draw; 10/3; 16/5; 10/3; 10/3; 10/3; 33/10; 17/5; 10/3; 10/3; 13/4; 10/3; 10/3; 10/3; 16/5; 17/5; 7/2; ; 13/4; 13/4; 3; 18/5; 4; 7/2; ; 7/2; 3; 7/2
Astra Giurgiu; 9; 15/2; 15/2; 7; 15/2; 7; 8; 7; 15/2; 7; 8; 15/2; 6; 8; 15/2; 8; ; 7; 7; 7; 17/2; 69/10; 7; ; 17/2; 33/5; 43/5
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-08-01 06:23:59 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 4/11; 4/11; 2/5; 2/5; 2/5; 4/11; 4/11; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 2/5; 4/11; ; 2/5; 2/5; 2/5; 10/29; ; 3/8; ; ; 1/3; 4/11
Draw; 10/3; 16/5; 10/3; 10/3; 10/3; 33/10; 17/5; 10/3; 10/3; 13/4; 10/3; 10/3; 10/3; 16/5; 17/5; 7/2; ; 13/4; 13/4; 3; 18/5; ; 7/2; ; ; 3; 7/2
Astra Giurgiu; 9; 15/2; 15/2; 7; 15/2; 7; 8; 7; 15/2; 7; 8; 15/2; 6; 8; 15/2; 8; ; 7; 7; 7; 17/2; ; 7; ; ; 33/5; 43/5
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-08-01 07:45:20 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 1/3; 1/3; 2/5; 4/13; 2/5; 2/5; 2/5; 4/11; 4/11; 4/11; ; 4/13; 4/11; 3/10; 6/19; ; 3/8; ; 4/11; 3/10; 4/11
Draw; 10/3; 16/5; 7/2; 10/3; 7/2; 10/3; 18/5; 10/3; 10/3; 19/5; 10/3; 10/3; 10/3; 10/3; 7/2; 7/2; ; 19/5; 7/2; 7/2; 15/4; ; 7/2; ; 7/2; 10/3; 7/2
Astra Giurgiu; 9; 8; 15/2; 17/2; 15/2; 8; 17/2; 15/2; 8; 35/4; 8; 8; 6; 8; 8; 8; ; 35/4; 31/4; 43/5; 37/4; ; 7; ; 17/2; 33/5; 48/5
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-08-01 08:15:19 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 1/3; 1/3; 2/5; 4/13; 2/5; 2/5; 2/5; 4/11; 4/11; 4/11; ; 4/13; 4/11; 3/10; 6/19; ; 3/8; ; 4/11; 3/10; 4/11
Draw; 10/3; 16/5; 7/2; 10/3; 7/2; 10/3; 18/5; 10/3; 10/3; 19/5; 10/3; 10/3; 10/3; 10/3; 7/2; 7/2; ; 19/5; 7/2; 7/2; 15/4; ; 7/2; ; 7/2; 10/3; 7/2
Astra Giurgiu; 9; 8; 15/2; 17/2; 15/2; 8; 17/2; 15/2; 8; 35/4; 8; 8; 6; 8; 8; 8; ; 35/4; 31/4; 43/5; 37/4; ; 7; ; 17/2; 29/5; 48/5
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-08-01 09:45:21 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 1/3; 1/3; 2/5; 4/13; 2/5; 2/5; 2/5; 4/11; 4/11; 4/11; ; 4/13; 4/11; 3/10; 4/13; 3/7; 3/8; ; 4/11; 3/10; 4/11
Draw; 10/3; 16/5; 7/2; 10/3; 7/2; 10/3; 18/5; 10/3; 10/3; 19/5; 10/3; 10/3; 10/3; 10/3; 7/2; 7/2; ; 19/5; 7/2; 7/2; 19/5; 4; 7/2; ; 7/2; 10/3; 7/2
Astra Giurgiu; 9; 8; 15/2; 17/2; 15/2; 8; 17/2; 15/2; 8; 35/4; 8; 8; 6; 8; 8; 8; ; 35/4; 31/4; 43/5; 19/2; 69/10; 7; ; 17/2; 33/5; 48/5
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-08-01 11:45:21 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 1/3; 1/3; 2/5; 4/13; 2/5; 2/5; 7/20; 4/11; 4/11; 4/11; ; 4/13; 4/11; 3/10; 6/19; 3/7; 3/8; ; 4/11; 1/3; 4/11
Draw; 10/3; 16/5; 7/2; 10/3; 7/2; 10/3; 18/5; 10/3; 10/3; 19/5; 10/3; 10/3; 16/5; 10/3; 7/2; 7/2; ; 19/5; 7/2; 7/2; 15/4; 4; 7/2; ; 7/2; 7/2; 7/2
Astra Giurgiu; 9; 17/2; 8; 17/2; 8; 8; 17/2; 15/2; 8; 35/4; 8; 8; 8; 8; 8; 8; ; 35/4; 31/4; 43/5; 19/2; 69/10; 7; ; 17/2; 43/5; 48/5
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-08-01 12:15:21 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 1/3; 1/3; 2/5; 4/13; 2/5; 2/5; 7/20; 4/11; 4/11; 4/11; ; 4/13; 4/11; 3/10; 6/19; 2/5; 3/8; ; ; 1/3; 4/11
Draw; 10/3; 10/3; 7/2; 10/3; 7/2; 10/3; 18/5; 10/3; 10/3; 19/5; 10/3; 10/3; 16/5; 10/3; 7/2; 7/2; ; 19/5; 7/2; 7/2; 15/4; 21/5; 7/2; ; ; 7/2; 7/2
Astra Giurgiu; 9; 8; 8; 17/2; 8; 8; 17/2; 15/2; 8; 35/4; 8; 8; 8; 8; 8; 8; ; 35/4; 31/4; 43/5; 19/2; 37/5; 7; ; ; 43/5; 48/5
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-08-01 12:37:53 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 1/3; 1/3; 2/5; 4/13; 2/5; 2/5; 7/20; 4/11; 4/11; 4/11; ; 4/13; 4/11; 3/10; 6/19; 2/5; 3/8; ; 4/11; 1/3; 4/11
Draw; 10/3; 10/3; 7/2; 10/3; 7/2; 10/3; 18/5; 10/3; 10/3; 19/5; 10/3; 10/3; 16/5; 10/3; 7/2; 7/2; ; 19/5; 7/2; 7/2; 15/4; 21/5; 7/2; ; 7/2; 7/2; 7/2
Astra Giurgiu; 9; 8; 8; 17/2; 8; 8; 17/2; 15/2; 8; 35/4; 8; 8; 8; 8; 8; 8; ; 35/4; 31/4; 43/5; 19/2; 37/5; 7; ; 17/2; 43/5; 48/5
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-08-01 13:45:21 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 4/11; 1/3; 4/11; 4/11; 4/11; 4/11; 4/11; 1/3; 2/5; 4/13; 2/5; 2/5; 7/20; 4/11; 4/11; 4/11; ; 4/13; 4/11; 3/10; 4/13; 2/5; 4/11; ; ; 3/10; 4/11
Draw; 10/3; 10/3; 7/2; 10/3; 7/2; 10/3; 15/4; 10/3; 10/3; 19/5; 10/3; 10/3; 16/5; 10/3; 7/2; 7/2; ; 19/5; 7/2; 7/2; 19/5; 21/5; 18/5; ; ; 10/3; 7/2
Astra Giurgiu; 9; 17/2; 8; 17/2; 8; 8; 19/2; 15/2; 8; 35/4; 8; 8; 8; 8; 8; 8; ; 35/4; 31/4; 43/5; 10; 37/5; 37/5; ; ; 15/2; 49/5
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-08-01 15:45:42 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 4/11; 1/3; 4/11; 4/11; 4/11; 7/20; 4/11; 1/3; 2/5; 4/13; 2/5; 2/5; 7/20; 4/11; 4/11; 4/11; ; 4/13; 4/11; 3/10; 4/13; 2/5; 4/11; ; 4/11; 3/10; 2/5
Draw; 10/3; 10/3; 7/2; 10/3; 7/2; 10/3; 15/4; 10/3; 10/3; 19/5; 10/3; 10/3; 16/5; 10/3; 7/2; 7/2; ; 19/5; 7/2; 7/2; 15/4; 21/5; 19/5; ; 7/2; 10/3; 7/2
Astra Giurgiu; 9; 17/2; 8; 17/2; 8; 8; 19/2; 15/2; 8; 35/4; 8; 8; 8; 8; 8; 8; ; 35/4; 31/4; 43/5; 10; 37/5; 8; ; 19/2; 36/5; 49/5
META; champions-league/fc-copenhagen-v-astra-giurgiu; 2016-08-01 16:15:22 GMT+3; 2016-08-03 18:45; e70300-dr003
FC Copenhagen; 4/11; 1/3; 4/11; 4/11; 4/11; 7/20; 4/11; 1/3; 2/5; 4/13; 2/5; 2/5; 7/20; 4/11; 4/11; 4/11; ; 4/13; 4/11; 3/10; 4/13; 2/5; 4/11; ; ; 3/10; 2/5
Draw; 10/3; 10/3; 7/2; 10/3; 7/2; 10/3; 15/4; 10/3; 10/3; 19/5; 10/3; 10/3; 16/5; 10/3; 7/2; 7/2; ; 19/5; 7/2; 7/2; 15/4; 21/5; 19/5; ; ; 10/3; 7/2
