META; champions-league/sparta-prague-v-steaua-bucharest; 2016-07-15 16:15:26 GMT+3; 2016-07-26 19:45; e70300-dr003
Sparta Prague; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/10; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 34/13; ; ; ; ; 
Steaua Bucharest; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 26/5; ; ; ; ; 
META; champions-league/sparta-prague-v-steaua-bucharest; 2016-07-15 20:15:31 GMT+3; 2016-07-26 19:45; e70300-dr003
Sparta Prague; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/10; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 34/13; ; ; ; ; 
Steaua Bucharest; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 26/5; ; ; ; ; 
META; champions-league/sparta-prague-v-steaua-bucharest; 2016-07-16 00:15:37 GMT+3; 2016-07-26 19:45; e70300-dr003
Sparta Prague; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/10; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 34/13; ; ; ; ; 
Steaua Bucharest; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 26/5; ; ; ; ; 
META; champions-league/sparta-prague-v-steaua-bucharest; 2016-07-16 04:15:37 GMT+3; 2016-07-26 19:45; e70300-dr003
Sparta Prague; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/18; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 29/11; ; ; ; ; 
Steaua Bucharest; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 49/10; ; ; ; ; 
META; champions-league/sparta-prague-v-steaua-bucharest; 2016-07-16 08:15:41 GMT+3; 2016-07-26 19:45; e70300-dr003
Sparta Prague; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/18; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 29/11; ; ; ; ; 
Steaua Bucharest; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 49/10; ; ; ; ; 
META; champions-league/sparta-prague-v-steaua-bucharest; 2016-07-16 12:15:57 GMT+3; 2016-07-26 19:45; e70300-dr003
Sparta Prague; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/18; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 29/11; ; ; ; ; 
Steaua Bucharest; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 49/10; ; ; ; ; 
META; champions-league/sparta-prague-v-steaua-bucharest; 2016-07-16 16:15:46 GMT+3; 2016-07-26 19:45; e70300-dr003
Sparta Prague; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/18; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 29/11; ; ; ; ; 
Steaua Bucharest; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 49/10; ; ; ; ; 
