META; champions-league/partizani-v-ferencvaros; 2016-07-10 16:15:51 GMT+3; 2016-07-13 19:00; e70300-dr003
Ferencvaros; 4/5; 5/6; ; ; ; 4/5; ; 5/6; ; 11/13; ; 5/6; ; 5/6; ; ; ; 11/13; 11/13; 5/6; ; ; ; ; 8/15; ; 
Draw; 12/5; 12/5; ; ; ; 12/5; ; 5/2; ; 12/5; ; 23/10; ; 12/5; ; ; ; 12/5; 13/5; 12/5; ; ; ; ; 13/8; ; 
Partizani; 11/4; 3; ; ; ; 11/4; ; 3; ; 3; ; 3; ; 57/20; ; ; ; 3; 3; 3; ; ; ; ; 7/5; ; 
META; champions-league/partizani-v-ferencvaros; 2016-07-10 20:15:36 GMT+3; 2016-07-13 19:00; e70300-dr003
Ferencvaros; 4/5; 5/6; 4/5; 5/6; 4/5; 4/5; 5/6; 4/5; ; 11/13; ; 5/6; ; 5/6; ; ; 11/13; 11/13; 11/13; 5/6; ; ; ; ; 4/7; ; 
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; ; 12/5; ; 12/5; ; 12/5; ; ; 5/2; 12/5; 13/5; 12/5; ; ; ; ; 9/5; ; 
Partizani; 11/4; 16/5; 3; 16/5; 3; 11/4; 16/5; 3; ; 3; ; 10/3; ; 57/20; ; ; 10/3; 3; 3; 3; ; ; ; ; 6/4; ; 
META; champions-league/partizani-v-ferencvaros; 2016-07-11 00:15:40 GMT+3; 2016-07-13 19:00; e70300-dr003
Ferencvaros; 4/5; 5/6; 4/5; 5/6; 4/5; 4/5; 5/6; 4/5; ; ; ; 5/6; ; 5/6; ; 5/6; 11/13; 11/13; 11/13; 5/6; ; ; ; ; ; ; 
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; ; ; ; 12/5; ; 12/5; ; 13/5; 5/2; 12/5; 13/5; 12/5; ; ; ; ; 2; ; 
Partizani; 11/4; 16/5; 3; 16/5; 3; 11/4; 16/5; 3; ; ; ; 10/3; ; 57/20; ; 3; 10/3; 3; 3; 3; ; ; ; ; 9/4; ; 
META; champions-league/partizani-v-ferencvaros; 2016-07-11 04:15:33 GMT+3; 2016-07-13 19:00; e70300-dr003
Ferencvaros; 4/5; 5/6; 4/5; 5/6; 4/5; 4/5; 5/6; 4/5; ; 11/13; ; 5/6; ; 5/6; ; 5/6; 11/13; 11/13; 11/13; 5/6; ; ; ; ; 4/7; ; 
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; ; 12/5; ; 12/5; ; 12/5; ; 13/5; 5/2; 12/5; 13/5; 12/5; ; ; ; ; 19/10; ; 
Partizani; 11/4; 16/5; 3; 16/5; 3; 11/4; 16/5; 3; ; 3; ; 10/3; ; 57/20; ; 3; 10/3; 3; 3; 3; ; ; ; ; 21/10; ; 
META; champions-league/partizani-v-ferencvaros; 2016-07-11 05:45:34 GMT+3; 2016-07-13 19:00; e70300-dr003
Ferencvaros; 4/5; 5/6; 4/5; 5/6; 4/5; 4/5; 5/6; 4/5; ; 11/13; ; 5/6; ; 5/6; ; 5/6; 11/13; 11/13; 11/13; 5/6; ; ; ; ; 4/7; ; 
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; ; 12/5; ; 12/5; ; 12/5; ; 13/5; 5/2; 12/5; 13/5; 12/5; ; ; ; ; 2; ; 
Partizani; 11/4; 16/5; 3; 16/5; 3; 11/4; 16/5; 3; ; 3; ; 10/3; ; 57/20; ; 3; 10/3; 3; 3; 3; ; ; ; ; 9/4; ; 
META; champions-league/partizani-v-ferencvaros; 2016-07-11 06:17:18 GMT+3; 2016-07-13 19:00; e70300-dr003
Ferencvaros; 4/5; 5/6; 4/5; 5/6; 4/5; 4/5; 5/6; 4/5; ; 11/13; ; 5/6; ; 5/6; ; 5/6; 11/13; 11/13; 11/13; 5/6; ; ; ; ; 4/7; ; 
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; ; 12/5; ; 12/5; ; 12/5; ; 13/5; 5/2; 12/5; 13/5; 12/5; ; ; ; ; 19/10; ; 
Partizani; 11/4; 16/5; 3; 16/5; 3; 11/4; 16/5; 3; ; 3; ; 10/3; ; 57/20; ; 3; 10/3; 3; 3; 3; ; ; ; ; 9/4; ; 
META; champions-league/partizani-v-ferencvaros; 2016-07-11 07:45:34 GMT+3; 2016-07-13 19:00; e70300-dr003
Ferencvaros; 4/5; 5/6; 4/5; 5/6; 4/5; 4/5; 5/6; 4/5; ; 11/13; ; 5/6; ; 5/6; ; 5/6; 11/13; 11/13; 11/13; 5/6; ; ; ; ; ; ; 
