META; champions-league/alashkert-v-dinamo-tbilisi; 2016-07-16 04:15:01 GMT+3; 2016-07-19 16:00; e70300-dr003
Dinamo Tbilisi; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Alashkert; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; champions-league/alashkert-v-dinamo-tbilisi; 2016-07-16 08:15:01 GMT+3; 2016-07-19 16:00; e70300-dr003
Dinamo Tbilisi; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Alashkert; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; champions-league/alashkert-v-dinamo-tbilisi; 2016-07-16 12:15:06 GMT+3; 2016-07-19 16:00; e70300-dr003
Dinamo Tbilisi; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Alashkert; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; champions-league/alashkert-v-dinamo-tbilisi; 2016-07-16 16:15:01 GMT+3; 2016-07-19 16:00; e70300-dr003
Dinamo Tbilisi; ; 5/4; 5/4; ; 5/4; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Alashkert; ; 21/10; 11/5; ; 11/5; ; ; ; 85/40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/5; 11/5; ; 11/5; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; champions-league/alashkert-v-dinamo-tbilisi; 2016-07-16 20:15:01 GMT+3; 2016-07-19 16:00; e70300-dr003
Dinamo Tbilisi; ; 5/4; 13/10; ; 13/10; ; ; ; 13/10; ; ; 5/4; 6/5; ; ; ; 13/10; ; ; ; ; ; ; ; 10/9; ; 
Alashkert; ; 21/10; 21/10; ; 21/10; ; ; ; 85/40; ; ; 7/4; 15/8; ; ; ; 2; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; 11/5; 9/4; ; 9/4; ; ; ; 9/4; ; ; 11/5; 21/10; ; ; ; 12/5; ; ; ; ; ; ; ; 2; ; 
META; champions-league/alashkert-v-dinamo-tbilisi; 2016-07-17 00:15:01 GMT+3; 2016-07-19 16:00; e70300-dr003
Dinamo Tbilisi; ; 5/4; 13/10; ; 13/10; ; ; ; 13/10; ; ; 5/4; 6/5; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; 
Alashkert; ; 21/10; 2; ; 2; ; ; ; 2; ; ; 7/4; 15/8; ; ; ; 2; ; ; ; ; ; ; ; ; ; 
Draw; ; 11/5; 23/10; ; 23/10; ; ; ; 23/10; ; ; 11/5; 21/10; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 
META; champions-league/alashkert-v-dinamo-tbilisi; 2016-07-17 04:15:01 GMT+3; 2016-07-19 16:00; e70300-dr003
Dinamo Tbilisi; ; 5/4; 13/10; ; 13/10; ; ; ; 13/10; ; ; 5/4; 6/5; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; 
Alashkert; ; 21/10; 2; ; 2; ; ; ; 2; ; ; 7/4; 15/8; ; ; ; 2; ; ; ; ; ; ; ; 6/4; ; 
Draw; ; 11/5; 23/10; ; 23/10; ; ; ; 23/10; ; ; 11/5; 21/10; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; 
META; champions-league/alashkert-v-dinamo-tbilisi; 2016-07-17 08:15:01 GMT+3; 2016-07-19 16:00; e70300-dr003
Dinamo Tbilisi; ; 5/4; 13/10; ; 13/10; 5/4; 5/4; ; 13/10; ; ; 5/4; 6/5; ; ; ; 13/10; ; ; ; 5/4; ; ; ; 10/9; ; 
Alashkert; ; 21/10; 21/10; ; 21/10; 2; 85/40; ; 2; ; ; 7/4; 15/8; ; ; ; 2; ; ; ; 37/19; ; ; ; 6/4; ; 
Draw; ; 11/5; 9/4; ; 9/4; 21/10; 9/4; ; 23/10; ; ; 11/5; 21/10; ; ; ; 12/5; ; ; ; 28/13; ; ; ; 2; ; 
META; champions-league/alashkert-v-dinamo-tbilisi; 2016-07-17 12:15:01 GMT+3; 2016-07-19 16:00; e70300-dr003
