META; champions-league/fc-astana-v-zalgiris-vilnius; 2016-07-14 20:15:04 GMT+3; 2016-07-20 15:00; e70300-dr003
FC Astana; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/12; ; ; 2/13; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; ; 2; ; 
Zalgiris Vilnius; ; 17/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 21/10; ; 
META; champions-league/fc-astana-v-zalgiris-vilnius; 2016-07-15 00:15:03 GMT+3; 2016-07-20 15:00; e70300-dr003
FC Astana; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/12; ; ; 2/13; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; ; 2; ; 
Zalgiris Vilnius; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 21/10; ; 
META; champions-league/fc-astana-v-zalgiris-vilnius; 2016-07-15 04:15:03 GMT+3; 2016-07-20 15:00; e70300-dr003
FC Astana; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/12; ; ; 2/13; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; ; 2; ; 
Zalgiris Vilnius; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 5/2; ; 
META; champions-league/fc-astana-v-zalgiris-vilnius; 2016-07-15 08:15:03 GMT+3; 2016-07-20 15:00; e70300-dr003
FC Astana; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/12; ; ; ; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; ; ; ; 
Zalgiris Vilnius; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; 
META; champions-league/fc-astana-v-zalgiris-vilnius; 2016-07-15 12:15:15 GMT+3; 2016-07-20 15:00; e70300-dr003
FC Astana; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/12; ; ; ; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; ; ; ; 
Zalgiris Vilnius; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; 
META; champions-league/fc-astana-v-zalgiris-vilnius; 2016-07-15 16:15:10 GMT+3; 2016-07-20 15:00; e70300-dr003
FC Astana; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/17; ; ; ; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 33/10; ; ; ; ; 
Zalgiris Vilnius; ; 17/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; 
META; champions-league/fc-astana-v-zalgiris-vilnius; 2016-07-15 20:15:17 GMT+3; 2016-07-20 15:00; e70300-dr003
FC Astana; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/17; ; ; ; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 33/10; ; ; ; ; 
Zalgiris Vilnius; ; 17/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; 
META; champions-league/fc-astana-v-zalgiris-vilnius; 2016-07-16 00:15:15 GMT+3; 2016-07-20 15:00; e70300-dr003
FC Astana; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/17; ; ; ; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 33/10; ; ; ; ; 
Zalgiris Vilnius; ; 17/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; 
META; champions-league/fc-astana-v-zalgiris-vilnius; 2016-07-16 04:15:18 GMT+3; 2016-07-20 15:00; e70300-dr003
FC Astana; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/17; ; ; ; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 33/10; ; ; ; ; 
Zalgiris Vilnius; ; 17/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; 
META; champions-league/fc-astana-v-zalgiris-vilnius; 2016-07-16 08:15:21 GMT+3; 2016-07-20 15:00; e70300-dr003
FC Astana; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/17; ; ; ; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 33/10; ; ; ; ; 
Zalgiris Vilnius; ; 17/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; 
META; champions-league/fc-astana-v-zalgiris-vilnius; 2016-07-16 12:15:31 GMT+3; 2016-07-20 15:00; e70300-dr003
FC Astana; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/17; ; ; ; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 33/10; ; ; ; ; 
Zalgiris Vilnius; ; 17/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; 
META; champions-league/fc-astana-v-zalgiris-vilnius; 2016-07-16 16:15:24 GMT+3; 2016-07-20 15:00; e70300-dr003
FC Astana; ; 2/5; 2/5; ; 2/5; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; 7/17; ; ; ; ; 
Draw; ; 14/5; 3; ; 3; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; 33/10; ; ; ; ; 
Zalgiris Vilnius; ; 17/2; 17/2; ; 17/2; ; ; ; 17/2; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; 
META; champions-league/fc-astana-v-zalgiris-vilnius; 2016-07-16 20:15:22 GMT+3; 2016-07-20 15:00; e70300-dr003
FC Astana; ; 2/5; 2/5; ; 2/5; ; ; ; 2/5; ; ; ; 4/11; ; ; ; 2/5; ; ; ; ; 7/17; ; ; 3/10; ; 
Draw; ; 3; 16/5; ; 16/5; ; ; ; 3; ; ; ; 3; ; ; ; 10/3; ; ; ; ; 33/10; ; ; 13/5; ; 
Zalgiris Vilnius; ; 8; 15/2; ; 15/2; ; ; ; 15/2; ; ; ; 6; ; ; ; 15/2; ; ; ; ; 9; ; ; 13/5; ; 
META; champions-league/fc-astana-v-zalgiris-vilnius; 2016-07-17 00:15:21 GMT+3; 2016-07-20 15:00; e70300-dr003
FC Astana; ; 4/11; 2/5; ; 2/5; ; ; ; 2/5; ; ; 2/5; 4/11; ; ; ; 2/5; ; ; ; ; 7/17; ; ; ; ; 
Draw; ; 16/5; 10/3; ; 10/3; ; ; ; 10/3; ; ; 10/3; 3; ; ; ; 7/2; ; ; ; ; 33/10; ; ; ; ; 
Zalgiris Vilnius; ; 15/2; 7; ; 7; ; ; ; 13/2; ; ; 9/2; 6; ; ; ; 13/2; ; ; ; ; 9; ; ; 7/2; ; 
META; champions-league/fc-astana-v-zalgiris-vilnius; 2016-07-17 04:15:21 GMT+3; 2016-07-20 15:00; e70300-dr003
FC Astana; ; 4/11; 2/5; ; 2/5; ; ; ; 2/5; ; ; 2/5; 4/11; ; ; ; 2/5; ; ; ; ; 7/17; ; ; ; ; 
Draw; ; 16/5; 10/3; ; 10/3; ; ; ; 10/3; ; ; 10/3; 3; ; ; ; 7/2; ; ; ; ; 33/10; ; ; ; ; 
Zalgiris Vilnius; ; 15/2; 7; ; 7; ; ; ; 13/2; ; ; 9/2; 6; ; ; ; 13/2; ; ; ; ; 9; ; ; ; ; 
META; champions-league/fc-astana-v-zalgiris-vilnius; 2016-07-17 08:15:20 GMT+3; 2016-07-20 15:00; e70300-dr003
FC Astana; ; 4/11; 2/5; ; 2/5; 4/11; 4/11; ; 2/5; ; ; 2/5; 4/11; ; ; ; 2/5; ; ; ; 3/8; 7/17; ; ; 3/10; ; 
Draw; ; 16/5; 10/3; ; 10/3; 16/5; 33/10; ; 10/3; ; ; 10/3; 3; ; ; ; 10/3; ; ; ; 31/10; 33/10; ; ; 3; ; 
Zalgiris Vilnius; ; 8; 7; ; 7; 13/2; 17/2; ; 13/2; ; ; 9/2; 6; ; ; ; 8; ; ; ; 27/4; 9; ; ; 4; ; 
META; champions-league/fc-astana-v-zalgiris-vilnius; 2016-07-17 12:15:28 GMT+3; 2016-07-20 15:00; e70300-dr003
