META; champions-league/legia-warsaw-v-trencin; 2016-07-28 04:15:28 GMT+3; 2016-08-03 19:45; e70300-dr003
Legia Warsaw; ; 5/6; 5/6; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/20; ; ; 1/2; ; 
Draw; ; 12/5; 12/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 52/21; ; ; 2; ; 
Trencin; ; 16/5; 16/5; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 38/11; ; ; 6/4; ; 
META; champions-league/legia-warsaw-v-trencin; 2016-07-28 08:15:32 GMT+3; 2016-08-03 19:45; e70300-dr003
Legia Warsaw; ; 5/6; 5/6; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/20; ; ; 1/2; ; 
Draw; ; 12/5; 12/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 52/21; ; ; 2; ; 
Trencin; ; 16/5; 16/5; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 38/11; ; ; 6/4; ; 
META; champions-league/legia-warsaw-v-trencin; 2016-07-28 12:15:30 GMT+3; 2016-08-03 19:45; e70300-dr003
Legia Warsaw; ; 5/6; 5/6; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/20; ; ; 1/2; ; 
Draw; ; 12/5; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 52/21; ; ; 2; ; 
Trencin; ; 16/5; 16/5; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 38/11; ; ; 6/4; ; 
META; champions-league/legia-warsaw-v-trencin; 2016-07-28 16:15:35 GMT+3; 2016-08-03 19:45; e70300-dr003
Legia Warsaw; ; 5/6; 5/6; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/13; ; ; 19/20; ; ; ; ; 
Draw; ; 12/5; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; 52/21; ; ; ; ; 
Trencin; ; 16/5; 16/5; ; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; ; 38/11; ; ; ; ; 
META; champions-league/legia-warsaw-v-trencin; 2016-07-28 20:15:34 GMT+3; 2016-08-03 19:45; e70300-dr003
Legia Warsaw; ; 5/6; 5/6; 5/6; 5/6; ; ; ; ; 4/5; ; ; 4/5; ; ; ; 5/6; 4/5; 11/13; 4/5; 4/5; 19/20; ; ; 8/15; ; 
Draw; ; 12/5; 5/2; 12/5; 5/2; ; ; ; ; 12/5; ; ; 12/5; ; ; ; 5/2; 12/5; 12/5; 12/5; 40/17; 52/21; ; ; 2; ; 
