META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-21 20:15:36 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; ; 1/4; 2/7; 2/7; 2/7; ; ; ; 3/10; 3/10; ; ; ; 2/7; ; ; ; 3/10; ; 3/10; 3/13; ; ; ; ; ; 
Draw; ; 9/2; 9/2; 9/2; 9/2; ; ; ; 5; 5; ; ; ; 19/4; ; ; ; 5; ; 5; 79/17; ; ; ; ; ; 
Hapoel Beer Sheva; ; 10; 17/2; 11; 17/2; ; ; ; 15/2; 38/5; ; ; ; 15/2; ; ; ; 38/5; ; 38/5; 7; ; ; ; ; ; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-22 00:15:33 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; ; 1/4; 2/7; 2/7; 2/7; ; ; ; 3/10; 3/10; ; ; ; 2/7; ; ; ; 3/10; ; 3/10; 3/13; ; ; ; ; ; 
Draw; ; 9/2; 9/2; 9/2; 9/2; ; ; ; 5; 5; ; ; ; 19/4; ; ; ; 5; ; 5; 79/17; ; ; ; ; ; 
Hapoel Beer Sheva; ; 10; 17/2; 11; 17/2; ; ; ; 15/2; 38/5; ; ; ; 15/2; ; ; ; 38/5; ; 38/5; 7; ; ; ; ; ; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-22 04:15:37 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; ; 1/4; 2/7; 2/7; 2/7; ; ; ; 3/10; 3/10; ; ; ; 2/7; ; ; ; 3/10; ; 3/10; 3/13; ; ; ; ; ; 
Draw; ; 9/2; 9/2; 9/2; 9/2; ; ; ; 5; 5; ; ; ; 19/4; ; ; ; 5; ; 5; 79/17; ; ; ; ; ; 
Hapoel Beer Sheva; ; 10; 17/2; 11; 17/2; ; ; ; 15/2; 38/5; ; ; ; 15/2; ; ; ; 38/5; ; 38/5; 7; ; ; ; ; ; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-22 08:15:38 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; ; 1/4; 2/7; 2/7; 2/7; ; ; ; 3/10; 3/10; ; ; ; 2/7; ; ; ; 3/10; ; 3/10; 3/13; ; ; ; ; ; 
Draw; ; 9/2; 9/2; 9/2; 9/2; ; ; ; 5; 5; ; ; ; 19/4; ; ; ; 5; ; 5; 79/17; ; ; ; ; ; 
Hapoel Beer Sheva; ; 10; 17/2; 11; 17/2; ; ; ; 15/2; 38/5; ; ; ; 15/2; ; ; ; 38/5; ; 38/5; 7; ; ; ; ; ; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-22 12:15:40 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; ; 1/4; 2/7; 2/7; 2/7; ; ; ; 3/10; 3/10; ; ; 1/4; 2/7; ; ; 2/7; 3/10; ; 3/10; 4/17; ; ; ; ; ; 
Draw; ; 9/2; 9/2; 9/2; 9/2; ; ; ; 5; 5; ; ; 4; 9/2; ; ; 5; 5; ; 5; 50/11; ; ; ; ; ; 
Hapoel Beer Sheva; ; 10; 17/2; 11; 8; ; ; ; 15/2; 38/5; ; ; 7; 15/2; ; ; 8; 38/5; ; 38/5; 7; ; ; ; ; ; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-22 16:15:35 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; ; 1/4; 2/7; 2/7; 2/7; ; ; ; 3/10; 3/10; ; ; 1/4; 2/7; ; ; 2/7; 3/10; 5/19; 3/10; 4/17; ; ; ; ; ; 
Draw; ; 9/2; 9/2; 9/2; 9/2; ; ; ; 19/4; 5; ; ; 4; 9/2; ; ; 9/2; 5; 19/4; 5; 50/11; ; ; ; ; ; 
Hapoel Beer Sheva; ; 10; 17/2; 11; 17/2; ; ; ; 15/2; 38/5; ; ; 7; 8; ; ; 17/2; 38/5; 17/2; 38/5; 7; ; ; ; ; ; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-22 20:15:47 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; ; 1/4; 2/7; 2/7; 2/7; ; ; ; 3/10; 3/10; ; ; 1/4; 2/7; ; ; 2/7; 3/10; 5/19; 3/10; 3/13; ; ; ; ; ; 
Draw; ; 9/2; 9/2; 9/2; 9/2; ; ; ; 19/4; 5; ; ; 4; 9/2; ; ; 9/2; 5; 19/4; 5; 50/11; ; ; ; ; ; 
Hapoel Beer Sheva; ; 10; 17/2; 11; 17/2; ; ; ; 8; 38/5; ; ; 7; 8; ; ; 17/2; 38/5; 17/2; 38/5; 29/4; ; ; ; ; ; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-23 00:15:33 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; ; 1/4; 2/7; 2/7; 2/7; ; ; ; 3/10; 3/10; ; ; 1/4; 2/7; ; ; 2/7; 3/10; 5/19; 3/10; 3/13; ; ; ; ; ; 
Draw; ; 9/2; 9/2; 9/2; 9/2; ; ; ; 19/4; 5; ; ; 4; 9/2; ; ; 9/2; 5; 19/4; 5; 50/11; ; ; ; ; ; 
Hapoel Beer Sheva; ; 10; 17/2; 11; 17/2; ; ; ; 8; 38/5; ; ; 7; 8; ; ; 17/2; 38/5; 17/2; 38/5; 29/4; ; ; ; ; ; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-23 04:15:38 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; ; 1/4; 2/7; 2/7; 2/7; ; ; ; 3/10; 3/10; ; ; 1/4; 2/7; ; ; 2/7; 3/10; 5/19; 3/10; 3/13; ; ; ; ; ; 
Draw; ; 9/2; 9/2; 9/2; 9/2; ; ; ; 19/4; 5; ; ; 4; 9/2; ; ; 9/2; 5; 19/4; 5; 50/11; ; ; ; ; ; 
Hapoel Beer Sheva; ; 10; 17/2; 11; 17/2; ; ; ; 8; 38/5; ; ; 7; 8; ; ; 17/2; 38/5; 17/2; 38/5; 29/4; ; ; ; ; ; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-23 08:15:33 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; ; 1/4; 2/7; 2/7; 2/7; ; ; ; 3/10; 3/10; ; ; 1/4; 2/7; ; ; 2/7; 3/10; 5/19; 3/10; 4/17; ; ; ; ; ; 
Draw; ; 9/2; 9/2; 9/2; 9/2; ; ; ; 19/4; 5; ; ; 4; 9/2; ; ; 9/2; 5; 19/4; 5; 50/11; ; ; ; ; ; 
Hapoel Beer Sheva; ; 10; 17/2; 11; 17/2; ; ; ; 8; 38/5; ; ; 7; 8; ; ; 17/2; 38/5; 17/2; 38/5; 7; ; ; ; ; ; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-23 12:15:36 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; ; 1/4; 2/7; 2/7; 2/7; ; ; ; 3/10; 3/10; ; ; 1/4; 2/7; ; ; 2/7; 3/10; 5/19; 3/10; 4/17; ; ; ; ; ; 
Draw; ; 9/2; 9/2; 9/2; 9/2; ; ; ; 19/4; 5; ; ; 4; 9/2; ; ; 9/2; 5; 19/4; 5; 50/11; ; ; ; ; ; 
Hapoel Beer Sheva; ; 10; 17/2; 11; 17/2; ; ; ; 8; 38/5; ; ; 7; 8; ; ; 17/2; 38/5; 17/2; 38/5; 7; ; ; ; ; ; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-23 16:15:37 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; 3/10; 1/4; 2/7; 2/7; 2/7; ; ; ; 3/10; 3/10; ; 2/7; 1/4; 2/7; ; ; 2/7; 3/10; 5/19; 3/10; 4/17; ; ; ; ; ; 
Draw; 17/4; 9/2; 9/2; 9/2; 9/2; ; ; ; 19/4; 5; ; 15/4; 4; 17/4; ; ; 9/2; 5; 19/4; 5; 49/11; ; ; ; ; ; 
Hapoel Beer Sheva; 17/2; 10; 17/2; 11; 17/2; ; ; ; 8; 38/5; ; 10; 7; 17/2; ; ; 9; 38/5; 17/2; 38/5; 29/4; ; ; ; ; ; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-23 20:15:46 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; 3/10; 1/4; 2/7; 2/7; 2/7; ; ; 1/4; 3/10; 3/10; ; 2/7; 1/4; 2/7; ; 30/100; 2/7; 3/10; 5/19; 3/10; ; ; ; ; ; ; 
Draw; 17/4; 9/2; 9/2; 9/2; 9/2; ; ; 4; 19/4; 5; ; 9/2; 4; 17/4; ; 4; 9/2; 5; 19/4; 5; ; ; ; ; ; ; 
Hapoel Beer Sheva; 17/2; 10; 17/2; 11; 17/2; ; ; 8; 8; 38/5; ; 17/2; 7; 17/2; ; 17/2; 17/2; 38/5; 17/2; 38/5; ; ; ; ; ; ; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-24 00:15:36 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; 3/10; 1/4; 2/7; 2/7; 2/7; ; ; 1/4; 3/10; 3/10; ; 2/7; 1/4; 2/7; ; 30/100; 2/7; 3/10; 5/19; 3/10; 4/17; ; ; ; ; ; 
Draw; 17/4; 4; 9/2; 9/2; 9/2; ; ; 4; 9/2; 5; ; 17/4; 4; 17/4; ; 4; 9/2; 5; 19/4; 5; 49/11; ; ; ; ; ; 
Hapoel Beer Sheva; 17/2; 10; 17/2; 11; 17/2; ; ; 8; 17/2; 38/5; ; 17/2; 7; 17/2; ; 17/2; 17/2; 38/5; 17/2; 38/5; 29/4; ; ; ; ; ; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-24 04:15:38 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; 3/10; 1/4; 2/7; 2/7; 2/7; ; ; 2/9; 3/10; 3/10; ; 2/7; 1/4; 2/7; ; 30/100; 2/7; 3/10; 5/19; 3/10; 3/13; ; ; ; ; ; 
Draw; 17/4; 9/2; 9/2; 9/2; 9/2; ; ; 9/2; 9/2; 5; ; 9/2; 4; 17/4; ; 4; 9/2; 5; 19/4; 5; 9/2; ; ; ; ; ; 
Hapoel Beer Sheva; 17/2; 10; 17/2; 11; 17/2; ; ; 17/2; 17/2; 38/5; ; 17/2; 7; 17/2; ; 17/2; 17/2; 38/5; 17/2; 38/5; 29/4; ; ; ; ; ; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-24 08:15:38 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; 3/10; 1/4; 2/7; 2/7; 2/7; ; ; 2/9; 3/10; 3/10; ; 2/7; 1/4; 2/7; ; 30/100; 2/7; 3/10; 5/19; 3/10; 3/13; ; ; ; ; ; 
Draw; 17/4; 9/2; 9/2; 9/2; 9/2; ; ; 9/2; 9/2; 5; ; 9/2; 4; 17/4; ; 4; 9/2; 5; 19/4; 5; 9/2; ; ; ; ; ; 
Hapoel Beer Sheva; 17/2; 10; 17/2; 11; 17/2; ; ; 17/2; 17/2; 38/5; ; 17/2; 7; 17/2; ; 17/2; 17/2; 38/5; 17/2; 38/5; 15/2; ; ; ; ; ; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-24 12:15:35 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; 3/10; 1/4; 2/7; 2/7; 2/7; ; ; 2/9; 3/10; 3/10; ; 2/7; 1/4; 2/7; ; 30/100; 2/7; 3/10; 5/19; 3/10; 3/13; ; ; ; ; ; 
Draw; 17/4; 9/2; 9/2; 9/2; 9/2; ; ; 9/2; 9/2; 5; ; 9/2; 4; 17/4; ; 4; 9/2; 5; 19/4; 5; 9/2; ; ; ; ; ; 
Hapoel Beer Sheva; 17/2; 10; 17/2; 11; 17/2; ; ; 17/2; 17/2; 38/5; ; 17/2; 7; 17/2; ; 17/2; 9; 38/5; 17/2; 38/5; 15/2; ; ; ; ; ; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-24 16:15:41 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; 1/4; 1/4; 2/7; 2/7; 2/7; 2/9; 1/4; 2/9; 3/10; 3/10; 2/7; 2/7; 1/4; 1/4; ; 2/7; 2/7; 3/10; 5/19; 3/10; 2/9; ; 3/11; ; ; ; 
Draw; 9/2; 4; 9/2; 4; 9/2; 19/5; 22/5; 9/2; 17/4; 5; 17/4; 17/4; 4; 17/4; ; 4; 9/2; 5; 19/4; 5; 50/11; ; 22/5; ; ; ; 
Hapoel Beer Sheva; 11; 11; 9; 10; 9; 9; 21/2; 9; 9; 38/5; 10; 10; 7; 10; ; 10; 10; 38/5; 17/2; 38/5; 8; ; 9; ; ; ; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-24 20:15:34 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; 3/10; 2/7; 3/10; 1/3; 3/10; 2/7; 3/10; 2/7; 1/3; 3/10; 7/20; 3/10; 1/4; 1/3; ; 30/100; 3/10; 3/10; 5/19; 3/10; 5/19; ; 6/19; ; 2/9; 2/7; 
Draw; 17/4; 4; 4; 4; 4; 7/2; 4; 4; 19/5; 5; 15/4; 4; 4; 15/4; ; 4; 9/2; 5; 19/4; 5; 21/5; ; 41/10; ; 3; 10/3; 
Hapoel Beer Sheva; 17/2; 9; 17/2; 8; 17/2; 7; 9; 17/2; 15/2; 38/5; 17/2; 17/2; 7; 15/2; ; 17/2; 9; 38/5; 17/2; 38/5; 7; ; 38/5; ; 7; 31/5; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-25 00:15:33 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; 3/10; 3/10; 1/3; 1/3; 1/3; 2/7; 3/10; 2/7; 1/3; 3/10; 4/11; 1/3; 1/4; 1/3; ; 30/100; 1/3; 3/10; 5/19; 3/10; 3/10; ; 6/19; ; ; 2/7; 
Draw; 17/4; 15/4; 4; 4; 4; 7/2; 4; 4; 19/5; 5; 15/4; 4; 4; 15/4; ; 4; 4; 5; 19/4; 5; 22/5; ; 41/10; ; ; 10/3; 
Hapoel Beer Sheva; 17/2; 9; 8; 8; 8; 7; 17/2; 17/2; 15/2; 38/5; 8; 8; 7; 17/2; ; 17/2; 17/2; 38/5; 17/2; 38/5; 8; ; 38/5; ; ; 31/5; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-25 04:15:32 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; 3/10; 3/10; 1/3; 1/3; 1/3; 2/7; 3/10; 2/7; 1/3; 3/10; 4/11; 1/3; 1/4; 1/3; ; 30/100; 1/3; 3/10; 5/19; 3/10; 3/10; ; 6/19; ; ; 2/7; 
Draw; 17/4; 15/4; 4; 4; 4; 7/2; 4; 4; 19/5; 5; 15/4; 4; 4; 15/4; ; 4; 4; 5; 19/4; 5; 49/11; ; 41/10; ; ; 10/3; 
Hapoel Beer Sheva; 17/2; 9; 8; 8; 8; 7; 17/2; 17/2; 15/2; 38/5; 8; 8; 7; 17/2; ; 17/2; 17/2; 38/5; 17/2; 38/5; 31/4; ; 38/5; ; ; 31/5; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-25 08:15:31 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; 3/10; 3/10; 1/3; 1/3; 1/3; 2/7; 3/10; 2/7; 1/3; 3/10; 4/11; 1/3; 1/4; 1/3; ; 30/100; 1/3; 3/10; 5/19; 3/10; 3/10; ; 6/19; ; ; 2/7; 
Draw; 17/4; 15/4; 4; 4; 4; 18/5; 4; 4; 19/5; 5; 15/4; 4; 4; 15/4; ; 4; 4; 5; 19/4; 5; 49/11; ; 41/10; ; ; 10/3; 
Hapoel Beer Sheva; 17/2; 9; 8; 8; 8; 7; 17/2; 17/2; 15/2; 38/5; 8; 8; 7; 17/2; ; 17/2; 17/2; 38/5; 17/2; 38/5; 31/4; ; 38/5; ; ; 31/5; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-25 12:15:36 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; 1/3; 3/10; 1/3; 4/11; 1/3; 2/7; 1/3; 3/10; 1/3; 3/10; 4/11; 4/11; 1/3; 7/20; ; 30/100; 1/3; 3/10; 5/19; 3/10; 6/19; ; 6/17; ; 3/10; 3/10; 
Draw; 4; 15/4; 19/5; 7/2; 19/5; 7/2; 19/5; 4; 19/5; 5; 15/4; 15/4; 7/2; 15/4; ; 4; 4; 5; 19/4; 5; 43/10; ; 4; ; ; 10/3; 
Hapoel Beer Sheva; 15/2; 17/2; 8; 17/2; 8; 13/2; 8; 15/2; 7; 38/5; 8; 15/2; 15/2; 8; ; 17/2; 8; 38/5; 17/2; 38/5; 15/2; ; 67/10; ; 37/5; 6; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-25 16:15:37 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; 1/3; 2/7; 3/10; 3/10; 3/10; 5/18; 3/10; 3/10; 1/3; 3/10; 7/20; 1/3; 1/3; 1/3; 1/3; 30/100; 1/3; 3/10; 5/19; 3/10; 3/11; ; 6/17; ; 3/10; 1/4; 
Draw; 4; 4; 4; 4; 4; 18/5; 4; 4; 4; 5; 15/4; 15/4; 7/2; 4; 4; 4; 4; 5; 19/4; 5; 23/5; ; 4; ; 7/2; 23/5; 
Hapoel Beer Sheva; 15/2; 9; 17/2; 9; 17/2; 7; 17/2; 15/2; 15/2; 38/5; 17/2; 8; 15/2; 8; 9; 17/2; 17/2; 38/5; 17/2; 38/5; 37/4; ; 36/5; ; 37/5; 8; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-25 20:15:34 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; 1/3; 2/7; 3/10; 3/10; 3/10; 5/18; 3/10; 3/10; 1/3; 3/10; 7/20; 3/10; 1/3; 1/3; 1/3; 30/100; 1/3; 3/10; 5/19; 3/10; 5/19; ; 6/17; ; ; 1/4; 
Draw; 4; 4; 4; 4; 4; 18/5; 4; 4; 4; 9/2; 15/4; 4; 7/2; 4; 4; 4; 4; 9/2; 19/4; 9/2; 23/5; ; 4; ; ; 7/2; 
Hapoel Beer Sheva; 15/2; 9; 17/2; 9; 17/2; 7; 17/2; 15/2; 15/2; 9; 17/2; 17/2; 15/2; 8; 9; 17/2; 17/2; 9; 17/2; 9; 39/4; ; 36/5; ; ; 32/5; 
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-25 23:46:01 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; 1/3; 2/7; 3/10; 1/3; 3/10; 5/18; 3/10; 3/10; 1/3; 3/10; 1/3; 3/10; 1/3; 1/3; 3/10; 30/100; 1/3; 3/10; 5/19; 3/10; 5/19; ; 1/3; ; 1/3; 1/4; 4/11
Draw; 4; 4; 4; 15/4; 4; 18/5; 4; 4; 4; 9/2; 4; 4; 7/2; 4; 19/5; 4; 4; 9/2; 19/4; 9/2; 23/5; ; 21/5; ; 22/5; 7/2; 23/5
Hapoel Beer Sheva; 15/2; 9; 17/2; 17/2; 17/2; 7; 9; 15/2; 15/2; 9; 17/2; 17/2; 15/2; 8; 9; 17/2; 17/2; 9; 17/2; 9; 39/4; ; 15/2; ; 17/2; 7; 48/5
META; champions-league/olympiakos-v-hapoel-beer-sheva; 2016-07-26 00:15:40 GMT+3; 2016-07-27 19:45; e70300-dr003
Olympiakos; 1/3; 2/7; 3/10; 1/3; 3/10; 5/18; 3/10; 3/10; 1/3; 3/10; 1/3; 3/10; 1/3; 1/3; 3/10; 30/100; 1/3; 3/10; 5/19; 3/10; 5/19; ; 1/3; ; 3/10; 1/4; 4/11
Draw; 4; 4; 4; 15/4; 4; 18/5; 4; 4; 4; 9/2; 4; 4; 7/2; 4; 19/5; 4; 4; 9/2; 19/4; 9/2; 23/5; ; 21/5; ; 21/5; 7/2; 23/5
Hapoel Beer Sheva; 15/2; 9; 17/2; 17/2; 17/2; 7; 9; 15/2; 15/2; 9; 17/2; 17/2; 15/2; 8; 9; 17/2; 17/2; 9; 17/2; 9; 39/4; ; 15/2; ; 17/2; 39/5; 48/5
