FC Copenhagen; 13/2; 11/2; 11/2; 5; 6; 7; 11/2; 11/2; 11/2; 6; 11/2; 5; 5; 11/2; 11/2; 11/2; ; 6; 11/2; 6; ; 6; ; ; ; ; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-01 12:15:30 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 1/2; 11/20; 11/20; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 8/15; 1/2; 1/2; 8/15; 8/15; 11/20; ; 18/35; 11/21; 10/21; 1/2; 18/35; 6/11; 7/12; ; ; ; ; 
Draw; 11/4; 3; 29/10; 3; 3; 3; 3; 11/4; 3; 16/5; 3; 14/5; 14/5; 3; 14/5; 3; ; 3; 16/5; 16/5; 3; 3; 33/10; 37/13; ; ; ; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 5; 6; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 5; 5; 11/2; 11/2; 11/2; ; 57/10; 6; 11/2; 6; 57/10; 6; 22/5; ; ; ; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-01 16:15:31 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 1/2; 11/20; 11/20; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 8/15; 1/2; 1/2; 8/15; 8/15; 11/20; ; 1/2; 11/21; 10/21; 1/2; 1/2; 6/11; 7/12; ; ; ; ; 
Draw; 11/4; 3; 29/10; 3; 3; 3; 3; 11/4; 3; 16/5; 14/5; 14/5; 14/5; 3; 14/5; 3; ; 3; 16/5; 16/5; 3; 3; 33/10; 37/13; ; ; ; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 5; 6; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 5; 5; 11/2; 11/2; 11/2; ; 23/4; 6; 11/2; 6; 23/4; 6; 22/5; ; ; ; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-01 20:15:32 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 1/2; 11/20; 11/20; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 8/15; 1/2; 1/2; 8/15; 8/15; 11/20; ; 1/2; 11/21; 10/21; 1/2; 1/2; 6/11; 7/12; ; ; 1/2; ; 
Draw; 11/4; 3; 29/10; 3; 3; 3; 3; 11/4; 3; 16/5; 14/5; 14/5; 14/5; 3; 14/5; 3; ; 3; 16/5; 16/5; 3; 3; 33/10; 37/13; ; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 5; 6; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 5; 5; 11/2; 11/2; 11/2; ; 23/4; 6; 11/2; 6; 23/4; 6; 22/5; ; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-02 00:15:31 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 1/2; 11/20; 11/20; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 8/15; 1/2; 1/2; 8/15; 8/15; 11/20; ; 1/2; 11/21; 10/21; 1/2; 1/2; 6/11; ; ; ; 1/2; ; 
Draw; 11/4; 3; 29/10; 3; 3; 3; 3; 11/4; 3; 16/5; 14/5; 14/5; 14/5; 3; 14/5; 3; ; 3; 16/5; 16/5; 3; 3; 33/10; ; ; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 5; 6; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 5; 5; 11/2; 11/2; 11/2; ; 23/4; 6; 11/2; 6; 23/4; 6; ; ; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-02 04:15:31 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 1/2; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 6/11; 6/11; ; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 3; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; 3; 3; 33/10; 37/13; ; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 6; 47/10; ; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-02 08:15:31 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 6/11; 6/11; ; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 33/10; 37/13; ; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 6; 47/10; ; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-02 12:15:31 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 6/11; 6/11; ; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; 3; 3; 33/10; 37/13; ; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 6; 47/10; ; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-02 16:15:39 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 6/11; 6/11; ; ; ; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; 3; 3; 33/10; 37/13; ; ; ; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 6; 47/10; ; ; ; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-02 20:15:35 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; ; ; ; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; 3; 3; 10/3; 37/13; ; ; ; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; ; ; ; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-03 00:15:31 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; ; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; 3; 3; 10/3; 37/13; ; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; ; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-03 04:15:36 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; ; ; ; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; ; ; ; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; ; ; ; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-03 08:15:32 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; ; ; ; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; ; ; ; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; ; ; ; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-03 12:15:33 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 18/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; ; ; ; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; 3; 3; 10/3; 37/13; ; ; ; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 96/17; 6; 11/2; 6; 6; 33/5; 47/10; ; ; ; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-03 16:15:48 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; ; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; 3; 3; 10/3; 37/13; ; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; ; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-03 20:15:35 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; ; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; ; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; ; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; 3; 3; 10/3; 37/13; ; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; ; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; ; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-04 00:15:34 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; ; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; 3; 3; 10/3; 37/13; ; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; ; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-04 04:15:31 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; ; ; ; ; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; 3; 3; 10/3; ; ; ; ; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; ; ; ; ; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-04 08:15:32 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; ; ; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; 3; 3; 10/3; ; ; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; ; ; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-04 12:15:35 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; ; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; 3; 3; 10/3; 37/13; ; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; ; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-04 16:15:37 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; ; ; ; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; 3; 3; 10/3; 37/13; ; ; ; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; ; ; ; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-04 20:15:36 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; ; ; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; 3; 3; 10/3; ; ; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; ; ; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-05 00:15:34 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; ; ; ; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; 3; 3; 10/3; 37/13; ; ; ; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; ; ; ; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-05 04:15:32 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; ; 11/21; 6/11; ; ; ; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; 3; ; 10/3; 37/13; ; ; ; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; ; 33/5; 47/10; ; ; ; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-05 08:15:31 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; ; 17/35; 11/21; 6/11; ; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; ; 3; 10/3; 37/13; ; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; ; 6; 33/5; 47/10; ; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-05 12:15:33 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; ; ; ; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; 3; 3; 10/3; 37/13; ; ; ; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; ; ; ; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-05 16:15:36 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 11/20; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 17/35; 11/21; 10/21; 1/2; 17/35; 11/21; 6/11; ; ; ; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 3; 16/5; 16/5; 3; 3; 10/3; 37/13; ; ; ; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; ; ; ; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-05 20:15:33 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; 10/21; 1/2; 10/21; 11/21; 6/11; 1/2; ; ; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; 14/5; ; ; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; ; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-06 00:15:32 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; 10/21; 1/2; 10/21; 11/21; 6/11; 1/2; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; 14/5; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-06 04:15:32 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; 10/21; 1/2; 10/21; 11/21; 6/11; 1/2; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; 14/5; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-06 08:15:33 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; 10/21; 1/2; 10/21; 11/21; 6/11; 1/2; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; 14/5; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-06 12:15:38 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; ; 1/2; 10/21; 11/21; 6/11; 1/2; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; ; 3; 58/19; 10/3; 37/13; 14/5; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; ; 6; 6; 33/5; 47/10; 6; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-06 16:15:33 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; 10/21; 1/2; 10/21; 11/21; 6/11; 1/2; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; 14/5; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-06 20:15:37 GMT+3; 2016-09-14 19:45; e70300-dr003
Porto; 1/2; 8/15; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; ; 10/21; 11/21; 10/21; 1/2; 10/21; 11/21; 6/11; 1/2; ; 1/2; ; 
Draw; 11/4; 3; 3; 14/5; 3; 16/5; 3; 11/4; 3; 16/5; 3; 29/10; 14/5; 3; 29/10; 3; ; 58/19; 16/5; 16/5; 3; 58/19; 10/3; 37/13; 14/5; ; 3; ; 
FC Copenhagen; 13/2; 11/2; 11/2; 6; 6; 6; 11/2; 11/2; 11/2; 6; 6; 11/2; 5; 6; 6; 23/4; ; 6; 6; 11/2; 6; 6; 33/5; 47/10; 6; ; 29/5; ; 
META; champions-league/porto-v-fc-copenhagen; 2016-09-07 00:15:33 GMT+3; 2016-09-14 19:45; e70300-dr003
