META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-16 08:15:19 GMT+3; 2016-07-19 19:45; e70300-dr003
Mladost Podgorica; 11/2; 5; 5; 5; 5; 17/4; 19/4; 5; 19/4; 5; 19/4; 5; ; 9/2; 24/5; 5; 5; 5; 21/4; 5; 24/5; ; 49/10; ; ; 24/5; 5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 07:45:24 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 1/2; 1/2; 11/20; 1/2; 4/9; 8/15; 4/9; 8/15; 11/21; 11/20; 1/2; ; 1/2; 8/15; 1/2; 1/2; 11/21; 1/2; 1/2; 17/35; 17/35; 8/15; ; ; 1/2; 8/15
Draw; 3; 3; 16/5; 16/5; 16/5; 14/5; 16/5; 16/5; 3; 16/5; 16/5; 16/5; ; 3; 29/10; 16/5; 10/3; 16/5; 31/10; 3; 31/10; 39/11; 17/5; ; ; 3; 10/3
Mladost Podgorica; 6; 5; 5; 9/2; 5; 17/4; 19/4; 9/2; 19/4; 5; 19/4; 5; ; 9/2; 24/5; 5; 5; 5; 21/4; 5; 63/13; 28/5; 5; ; ; 9/2; 5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 08:15:27 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 1/2; 1/2; 11/20; 1/2; 4/9; 8/15; 4/9; 8/15; 11/21; 11/20; 1/2; ; 1/2; 8/15; 1/2; 1/2; 11/21; 1/2; 1/2; 17/35; 17/35; 8/15; ; ; 1/2; 8/15
Draw; 3; 3; 16/5; 16/5; 16/5; 14/5; 16/5; 16/5; 3; 16/5; 16/5; 16/5; ; 3; 29/10; 16/5; 10/3; 16/5; 31/10; 3; 31/10; 39/11; 17/5; ; ; 3; 10/3
Mladost Podgorica; 6; 5; 5; 9/2; 5; 17/4; 19/4; 9/2; 19/4; 5; 19/4; 5; ; 9/2; 24/5; 5; 5; 5; 21/4; 5; 63/13; 28/5; 5; ; ; 9/2; 5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 09:45:24 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 1/2; 8/15; 11/20; 8/15; 12/25; 8/15; 4/9; 8/15; 11/21; 11/20; 1/2; ; 1/2; 8/15; 8/15; 1/2; 11/21; 1/2; 1/2; 17/35; 17/35; 6/11; ; ; 1/2; 8/15
Draw; 3; 3; 3; 16/5; 3; 14/5; 16/5; 16/5; 3; 16/5; 16/5; 16/5; ; 3; 29/10; 3; 10/3; 16/5; 31/10; 3; 31/10; 39/11; 17/5; ; ; 3; 3
Mladost Podgorica; 6; 5; 5; 9/2; 5; 17/4; 19/4; 9/2; 19/4; 5; 19/4; 5; ; 9/2; 24/5; 5; 5; 5; 21/4; 5; 63/13; 28/5; 49/10; ; ; 5; 5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 11:45:21 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 1/2; 1/2; 11/20; 1/2; 12/25; 1/2; 4/9; 8/15; 11/21; 1/2; 1/2; ; 12/25; 1/2; 8/15; 1/2; 11/21; 1/2; 1/2; 10/21; 17/35; 6/11; ; ; 8/15; 8/15
Draw; 16/5; 3; 16/5; 16/5; 16/5; 14/5; 33/10; 16/5; 3; 16/5; 16/5; 16/5; ; 3; 3; 3; 10/3; 16/5; 31/10; 3; 41/13; 39/11; 57/17; ; ; 3; 10/3
Mladost Podgorica; 21/4; 5; 5; 9/2; 5; 17/4; 5; 9/2; 19/4; 5; 5; 5; ; 19/4; 5; 5; 5; 5; 21/4; 5; 63/13; 28/5; 94/19; ; 26/5; 27/5; 28/5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 12:15:25 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 1/2; 1/2; 1/2; 1/2; 4/9; 1/2; 4/9; 1/2; 11/21; 1/2; 1/2; ; 9/20; 1/2; 1/2; 1/2; 11/21; 1/2; 1/2; 7/15; 17/35; 6/11; ; 1/2; 1/2; 8/15
Draw; 16/5; 16/5; 16/5; 16/5; 16/5; 3; 33/10; 16/5; 10/3; 16/5; 10/3; 16/5; ; 3; 3; 13/4; 10/3; 16/5; 31/10; 3; 16/5; 39/11; 57/17; ; 10/3; 3; 10/3
Mladost Podgorica; 21/4; 5; 5; 11/2; 5; 460/100; 21/4; 9/2; 5; 5; 5; 11/2; ; 5; 5; 5; 5; 5; 21/4; 5; 96/19; 28/5; 94/19; ; ; 27/5; 28/5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 12:38:07 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 1/2; 1/2; 1/2; 1/2; 17/40; 1/2; 4/9; 1/2; 11/21; 1/2; 1/2; ; 9/20; 1/2; 1/2; 1/2; 11/21; 1/2; 1/2; 7/15; 17/35; 6/11; ; ; 1/2; 8/15
Draw; 16/5; 16/5; 16/5; 10/3; 16/5; 3; 16/5; 16/5; 10/3; 16/5; 10/3; 16/5; ; 16/5; 3; 13/4; 10/3; 16/5; 31/10; 3; 16/5; 39/11; 57/17; ; 7/2; 10/3; 7/2
Mladost Podgorica; 21/4; 5; 5; 5; 5; 460/100; 5; 9/2; 5; 5; 5; 11/2; ; 5; 5; 5; 5; 5; 21/4; 5; 96/19; 28/5; 94/19; ; ; 27/5; 29/5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 13:45:25 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 1/2; 1/2; 1/2; 1/2; 17/40; 1/2; 4/9; 1/2; 11/21; 1/2; 1/2; ; 9/20; 1/2; 1/2; 1/2; 11/21; 1/2; 1/2; 4/9; 17/35; 6/11; ; ; 1/2; 8/15
Draw; 16/5; 16/5; 16/5; 3; 16/5; 3; 33/10; 16/5; 10/3; 16/5; 16/5; 16/5; ; 3; 3; 13/4; 10/3; 16/5; 31/10; 3; 33/10; 39/11; 57/17; ; ; 10/3; 
Mladost Podgorica; 21/4; 5; 5; 11/2; 5; 460/100; 21/4; 9/2; 5; 5; 5; 11/2; ; 5; 5; 5; 5; 5; 21/4; 5; 21/4; 28/5; 94/19; ; ; 28/5; 28/5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 15:45:27 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 1/2; 1/2; 1/2; 1/2; 17/40; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; ; 9/20; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 4/9; 17/35; 11/21; ; 8/15; 1/2; 8/15
Draw; 16/5; 16/5; 16/5; 3; 16/5; 3; 33/10; 10/3; 10/3; 13/4; 10/3; 16/5; ; 3; 3; 13/4; 10/3; 13/4; 31/10; 3; 17/5; 39/11; 7/2; ; 3; 10/3; 10/3
Mladost Podgorica; 21/4; 5; 5; 11/2; 5; 460/100; 21/4; 5; 5; 11/2; 5; 11/2; ; 5; 5; 5; 5; 11/2; 21/4; 11/2; 96/19; 28/5; 49/10; ; 26/5; 27/5; 27/5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 16:15:21 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 1/2; 1/2; 4/9; 1/2; 17/40; 9/20; 4/9; 1/2; 1/2; 1/2; 1/2; ; 12/25; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 4/9; 17/35; 1/2; ; 8/15; 8/15; 8/15
Draw; 16/5; 16/5; 10/3; 7/2; 10/3; 3; 10/3; 10/3; 10/3; 13/4; 16/5; 16/5; ; 16/5; 3; 13/4; 10/3; 13/4; 31/10; 3; 17/5; 39/11; 39/11; ; 3; 3; 10/3
Mladost Podgorica; 21/4; 5; 5; 5; 5; 460/100; 21/4; 5; 5; 11/2; 5; 11/2; ; 5; 5; 5; 5; 11/2; 21/4; 11/2; 96/19; 28/5; 51/10; ; 26/5; 26/5; 27/5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 17:45:20 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 1/2; 1/2; 1/2; 1/2; 17/40; 9/20; 4/9; 1/2; 5/11; 1/2; 1/2; ; 9/20; 1/2; 1/2; 1/2; 5/11; 1/2; 4/9; 3/7; 7/15; 1/2; ; 1/2; 1/2; 1/2
Draw; 16/5; 16/5; 16/5; 16/5; 16/5; 3; 17/5; 10/3; 10/3; 62/17; 10/3; 16/5; ; 10/3; 3; 13/4; 10/3; 62/17; 31/10; 7/2; 38/11; 15/4; 7/2; ; ; 7/2; 7/2
Mladost Podgorica; 21/4; 5; 5; 11/2; 5; 460/100; 11/2; 5; 5; 27/5; 5; 11/2; ; 21/4; 5; 5; 5; 27/5; 21/4; 27/5; 51/10; 28/5; 51/10; ; 11/2; 27/5; 28/5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 18:25:00 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 1/2; 4/9; 1/2; 1/2; 1/2; 17/40; 9/20; 4/9; 1/2; 5/11; 10/21; 1/2; ; 9/20; 1/2; 1/2; 1/2; 5/11; 1/2; 4/9; 3/7; 7/15; 1/2; ; 4/9; 4/9; 1/2
Draw; 16/5; 16/5; 10/3; 10/3; 10/3; 3; 17/5; 10/3; 10/3; 62/17; 10/3; 16/5; ; 10/3; 3; 13/4; 10/3; 62/17; 31/10; 7/2; 17/5; 15/4; 7/2; ; 7/2; 7/2; 7/2
Mladost Podgorica; 21/4; 11/2; 5; 5; 5; 470/100; 11/2; 5; 21/4; 27/5; 11/2; 11/2; ; 21/4; 5; 5; 11/2; 27/5; 21/4; 27/5; 26/5; 28/5; 51/10; ; 29/5; 29/5; 6
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 19:45:26 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 2/5; 2/5; 4/9; 5/11; 2/5; 4/9; ; 2/5; 1/2; 2/5; 2/5; 5/11; 5/11; 4/9; 4/11; 7/17; 5/12; ; ; 4/9; 4/9
Draw; 7/2; 10/3; 7/2; 15/4; 7/2; 16/5; 15/4; 7/2; 7/2; 62/17; 7/2; 7/2; ; 7/2; 3; 18/5; 7/2; 62/17; 10/3; 7/2; 50/13; 41/10; 39/10; ; ; 7/2; 4
Mladost Podgorica; 7; 6; 6; 6; 6; 5; 6; 11/2; 11/2; 27/5; 6; 7; ; 6; 5; 6; 13/2; 27/5; 23/4; 27/5; 57/10; 63/10; 6; ; ; 32/5; 13/2
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 20:15:28 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 5/11; 4/9; 4/9; ; 2/5; 1/2; 2/5; 4/9; 5/11; 5/11; 4/9; 4/11; 7/17; 5/12; ; ; 4/9; 4/9
Draw; 7/2; 7/2; 18/5; 7/2; 7/2; 10/3; 15/4; 7/2; 19/5; 62/17; 7/2; 7/2; ; 7/2; 3; 15/4; 7/2; 62/17; 10/3; 7/2; 39/10; 41/10; 39/10; ; ; 7/2; 7/2
Mladost Podgorica; 7; 11/2; 6; 13/2; 6; 5; 6; 11/2; 11/2; 27/5; 6; 13/2; ; 6; 5; 23/4; 6; 27/5; 23/4; 27/5; 28/5; 63/10; 17/3; ; ; 31/5; 32/5
META; champions-league/mladost-podgorica-v-ludogorets-razgrad; 2016-07-19 21:45:22 GMT+3; 2016-07-19 19:45; e70300-dr003
Ludogorets Razgrad; 4/9; ; ; ; ; 7/20; 4/11; 4/11; ; ; 2/5; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; 1/2
Draw; 10/3; ; ; ; ; 7/2; 4; 7/2; ; ; 15/4; ; ; ; ; ; ; ; 17/5; ; ; ; ; ; ; ; 7/2
Mladost Podgorica; 11/2; ; ; ; ; 5; 13/2; 6; ; ; 6; ; ; ; ; ; ; ; 25/4; ; ; ; ; ; ; ; 28/5
