META; champions-league/din-zagreb-v-fk-vardar; 2016-07-16 00:15:26 GMT+3; 2016-07-20 19:45; e70300-dr003
Din Zagreb; ; 1/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; ; ; ; 
Draw; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; 
FK Vardar; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; 
META; champions-league/din-zagreb-v-fk-vardar; 2016-07-16 04:15:29 GMT+3; 2016-07-20 19:45; e70300-dr003
Din Zagreb; ; 1/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; ; ; ; 
Draw; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; 
FK Vardar; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; 
META; champions-league/din-zagreb-v-fk-vardar; 2016-07-16 08:15:32 GMT+3; 2016-07-20 19:45; e70300-dr003
Din Zagreb; ; 1/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; ; ; ; 
Draw; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; 
FK Vardar; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; 
META; champions-league/din-zagreb-v-fk-vardar; 2016-07-16 12:15:45 GMT+3; 2016-07-20 19:45; e70300-dr003
Din Zagreb; ; 1/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; ; ; ; 
Draw; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; 
FK Vardar; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; 
META; champions-league/din-zagreb-v-fk-vardar; 2016-07-16 16:15:36 GMT+3; 2016-07-20 19:45; e70300-dr003
Din Zagreb; ; 1/4; 2/7; ; 2/7; ; ; ; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; ; ; ; 
Draw; ; 4; 4; ; 4; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; 
FK Vardar; ; 10; 9; ; 9; ; ; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; 
META; champions-league/din-zagreb-v-fk-vardar; 2016-07-16 20:15:36 GMT+3; 2016-07-20 19:45; e70300-dr003
Din Zagreb; ; 1/4; 2/7; ; 2/7; ; ; ; 3/10; ; ; ; 1/4; ; ; ; 2/7; ; ; ; ; 3/10; ; ; 1/9; ; 
Draw; ; 9/2; 9/2; ; 9/2; ; ; ; 9/2; ; ; ; 4; ; ; ; 9/2; ; ; ; ; 9/2; ; ; 19/10; ; 
FK Vardar; ; 9; 17/2; ; 17/2; ; ; ; 17/2; ; ; ; 7; ; ; ; 9; ; ; ; ; 10; ; ; 19/10; ; 
META; champions-league/din-zagreb-v-fk-vardar; 2016-07-17 00:15:33 GMT+3; 2016-07-20 19:45; e70300-dr003
Din Zagreb; ; 2/7; 2/7; ; 2/7; ; ; ; 3/10; ; ; 1/4; 1/4; ; ; ; 3/10; ; ; ; ; 3/10; ; ; ; ; 
Draw; ; 4; 9/2; ; 9/2; ; ; ; 9/2; ; ; 4; 4; ; ; ; 9/2; ; ; ; ; 9/2; ; ; ; ; 
FK Vardar; ; 9; 17/2; ; 17/2; ; ; ; 17/2; ; ; 7; 7; ; ; ; 17/2; ; ; ; ; 10; ; ; ; ; 
META; champions-league/din-zagreb-v-fk-vardar; 2016-07-17 04:15:32 GMT+3; 2016-07-20 19:45; e70300-dr003
Din Zagreb; ; 2/7; 2/7; ; 2/7; ; ; ; 3/10; ; ; 1/4; 1/4; ; ; ; 3/10; ; ; ; ; 3/10; ; ; ; ; 
Draw; ; 4; 9/2; ; 9/2; ; ; ; 9/2; ; ; 4; 4; ; ; ; 9/2; ; ; ; ; 9/2; ; ; ; ; 
FK Vardar; ; 9; 17/2; ; 17/2; ; ; ; 17/2; ; ; 7; 7; ; ; ; 17/2; ; ; ; ; 10; ; ; ; ; 
META; champions-league/din-zagreb-v-fk-vardar; 2016-07-17 08:15:31 GMT+3; 2016-07-20 19:45; e70300-dr003
