META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-20 20:15:13 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; ; 8/15; ; ; ; 1/2; 1/2; ; ; ; ; 1/2; ; 11/20; 8/15; ; 6/11; 10/21; ; ; 6/11; 17/35; ; ; ; ; ; 
Celtic; 13/2; 5; 11/2; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 11/2; 11/2; 5; 6; ; 5; 6; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 11/2; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-26 08:15:29 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 1/2; 40/85; 4/9; 8/15; 1/2; 4/9; 1/2; 1/2; 10/21; 4/9; 1/2; 9/20; ; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 17/35; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 10/3; 10/3; 18/5; 7/2; 3; 7/2; 10/3; 13/4; 17/5; 7/2; ; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 15/4; 33/10; 7/2; ; ; 7/2; ; 
Celtic; 13/2; 5; 11/2; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 11/2; 11/2; 5; 6; ; 5; 6; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 11/2; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-26 12:15:30 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 1/2; 4/9; 1/2; 1/2; 10/21; 4/9; 1/2; 9/20; ; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 17/35; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 10/3; 10/3; 18/5; 7/2; 3; 7/2; 10/3; 13/4; 17/5; 7/2; ; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 15/4; 33/10; 7/2; ; ; 7/2; ; 
Celtic; 13/2; 5; 11/2; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 11/2; 11/2; 5; 6; ; 5; 6; ; 28/5; 5; 28/5; ; 31/5; 23/5; 28/5; ; ; 11/2; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-26 16:15:38 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 1/2; 4/9; 1/2; 1/2; 10/21; 4/9; 1/2; 9/20; ; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 10/21; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 10/3; 10/3; 18/5; 7/2; 3; 7/2; 10/3; 13/4; 17/5; 7/2; ; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 19/5; 33/10; 7/2; ; ; 7/2; ; 
Celtic; 13/2; 5; 11/2; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 11/2; 11/2; 5; 6; ; 5; 6; ; 28/5; 5; 28/5; ; 63/10; 23/5; 28/5; ; ; 11/2; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-26 20:15:36 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 1/2; 4/9; 1/2; 1/2; 10/21; 4/9; 1/2; 9/20; ; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 10/21; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 10/3; 10/3; 18/5; 7/2; 3; 7/2; 10/3; 13/4; 17/5; 7/2; ; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 19/5; 33/10; 7/2; ; ; 7/2; ; 
Celtic; 13/2; 5; 11/2; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 11/2; 11/2; 5; 6; ; 5; 6; ; 28/5; 5; 28/5; ; 63/10; 23/5; 28/5; ; ; 26/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-27 00:15:29 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 1/2; 4/9; 1/2; 1/2; 10/21; 4/9; 1/2; 9/20; ; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 10/21; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 10/3; 10/3; 7/2; 7/2; 3; 7/2; 10/3; 13/4; 17/5; 7/2; ; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 19/5; 33/10; 7/2; ; ; 10/3; ; 
Celtic; 13/2; 5; 11/2; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 11/2; 11/2; 5; 6; ; 5; 6; ; 28/5; 5; 28/5; ; 63/10; 23/5; 28/5; ; ; 28/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-27 04:15:29 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 1/2; 4/9; 1/2; 1/2; 10/21; 4/9; 1/2; 9/20; ; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 10/21; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 10/3; 10/3; 7/2; 7/2; 3; 7/2; 10/3; 13/4; 17/5; 7/2; ; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 19/5; 33/10; 7/2; ; ; 10/3; ; 
Celtic; 13/2; 5; 11/2; 11/2; 6; 11/2; 11/2; 9/2; 11/2; 11/2; 11/2; 5; 6; ; 5; 6; ; 28/5; 5; 28/5; ; 63/10; 23/5; 28/5; ; ; 28/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-27 08:15:29 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 1/2; 4/9; 1/2; 1/2; 10/21; 4/9; 1/2; 9/20; ; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 10/21; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 10/3; 10/3; 7/2; 7/2; 3; 7/2; 10/3; 13/4; 17/5; 7/2; ; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 19/5; 33/10; 7/2; ; ; 10/3; ; 
Celtic; 13/2; 5; 11/2; 5; 6; 11/2; 11/2; 9/2; 11/2; 11/2; 11/2; 5; 6; ; 5; 6; ; 28/5; 5; 28/5; ; 63/10; 23/5; 28/5; ; ; 28/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-27 12:15:32 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 1/2; 4/9; 1/2; 1/2; 10/21; 4/9; 1/2; 9/20; ; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 10/21; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 10/3; 10/3; 7/2; 7/2; 3; 7/2; 10/3; 13/4; 17/5; 7/2; ; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 19/5; 33/10; 7/2; ; ; 10/3; ; 
Celtic; 13/2; 5; 11/2; 5; 6; 11/2; 11/2; 9/2; 11/2; 11/2; 11/2; 5; 6; ; 5; 6; ; 28/5; 5; 28/5; ; 63/10; 23/5; 28/5; ; ; 28/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-27 16:15:32 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 1/2; 4/9; 9/20; 1/2; 10/21; 4/9; 1/2; 9/20; 4/9; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 7/15; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 10/3; 10/3; 18/5; 7/2; 7/2; 7/2; 10/3; 13/4; 17/5; 7/2; 16/5; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 50/13; 33/10; 7/2; ; ; 7/2; ; 
Celtic; 13/2; 5; 11/2; 5; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 11/2; 5; 6; 13/2; 5; 6; ; 28/5; 5; 28/5; ; 13/2; 23/5; 28/5; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-27 20:15:31 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 40/85; 4/9; 4/9; 1/2; 4/9; 9/20; 1/2; 4/9; 1/2; 1/2; 9/20; 4/9; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 7/15; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 7/2; 10/3; 18/5; 7/2; 7/2; 7/2; 10/3; 7/2; 17/5; 7/2; 16/5; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 50/13; 33/10; 7/2; ; ; 10/3; ; 
Celtic; 13/2; 6; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 5; 6; 13/2; 5; 6; ; 28/5; 5; 28/5; ; 13/2; 23/5; 28/5; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-28 00:15:32 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 1/2; 4/9; 4/9; 1/2; 4/9; 9/20; 1/2; 10/21; 1/2; 1/2; 9/20; 4/9; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 7/15; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 7/2; 10/3; 18/5; 7/2; 7/2; 7/2; 10/3; 7/2; 17/5; 7/2; 16/5; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 50/13; 33/10; 7/2; ; ; 10/3; ; 
Celtic; 13/2; 6; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 5; 6; 6; 5; 6; ; 28/5; 5; 28/5; ; 13/2; 23/5; 28/5; ; ; 28/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-28 04:15:32 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 1/2; 4/9; 4/9; 1/2; 4/9; 9/20; 1/2; 10/21; 1/2; 1/2; 9/20; 4/9; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 7/15; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 7/2; 10/3; 18/5; 7/2; 7/2; 7/2; 10/3; 7/2; 17/5; 7/2; 16/5; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 50/13; 33/10; 7/2; ; ; 10/3; ; 
Celtic; 13/2; 6; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 5; 6; 6; 5; 6; ; 28/5; 5; 28/5; ; 13/2; 23/5; 28/5; ; ; 28/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-28 08:15:32 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 4/9; 1/2; 4/9; 4/9; 1/2; 9/20; 9/20; 1/2; 10/21; 1/2; 1/2; ; 4/9; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 7/15; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 7/2; 10/3; 18/5; 7/2; 7/2; 7/2; 10/3; 7/2; 17/5; ; 16/5; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 50/13; 33/10; 7/2; ; ; 10/3; ; 
Celtic; 13/2; 6; 11/2; 11/2; 6; 11/2; 21/4; 11/2; 11/2; 11/2; 6; 5; ; 6; 5; 6; ; 28/5; 5; 28/5; ; 13/2; 23/5; 28/5; ; ; 28/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-28 12:15:38 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 1/2; 1/2; 4/9; 4/9; 1/2; 9/20; 9/20; 1/2; 10/21; 1/2; 1/2; 9/20; 4/9; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 7/15; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 10/3; 17/5; 7/2; 10/3; 18/5; 7/2; 7/2; 7/2; 10/3; 7/2; 17/5; 7/2; 16/5; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 50/13; 33/10; 7/2; ; ; 10/3; ; 
Celtic; 13/2; 5; 11/2; 11/2; 6; 11/2; 21/4; 11/2; 11/2; 11/2; 6; 5; 6; 6; 5; 6; ; 28/5; 5; 28/5; ; 13/2; 23/5; 28/5; ; ; 28/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-28 16:15:32 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 1/2; 1/2; 4/9; 4/9; 1/2; 9/20; 9/20; 1/2; 10/21; 1/2; 1/2; 9/20; 4/9; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 7/15; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 10/3; 17/5; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 17/5; 7/2; 16/5; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 50/13; 33/10; 7/2; ; ; 10/3; ; 
Celtic; 13/2; 5; 11/2; 11/2; 6; 11/2; 21/4; 11/2; 11/2; 11/2; 6; 5; 6; 6; 5; 6; ; 28/5; 5; 28/5; ; 13/2; 23/5; 28/5; ; ; 28/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-28 20:15:33 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 1/2; 1/2; 4/9; 4/9; 1/2; 9/20; 9/20; 1/2; 10/21; 1/2; 1/2; 9/20; 4/9; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 7/15; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 10/3; 17/5; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 17/5; 7/2; 16/5; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 50/13; 33/10; 7/2; ; ; 10/3; ; 
Celtic; 13/2; 5; 11/2; 11/2; 6; 11/2; 21/4; 11/2; 11/2; 11/2; 13/2; 5; 6; 6; 5; 6; ; 28/5; 5; 28/5; ; 13/2; 23/5; 28/5; ; ; 28/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-29 00:15:32 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 1/2; 1/2; 4/9; 4/9; 1/2; 9/20; 9/20; 1/2; 10/21; 1/2; 1/2; 9/20; 4/9; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 7/15; ; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 17/5; 7/2; 16/5; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 50/13; ; 7/2; ; ; 7/2; ; 
Celtic; 13/2; 5; 11/2; 11/2; 6; 11/2; 21/4; 11/2; 11/2; 11/2; 13/2; 5; 6; 6; 5; 6; ; 28/5; 5; 28/5; ; 13/2; ; 28/5; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-29 04:15:32 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 1/2; 1/2; 4/9; 4/9; 1/2; 9/20; 9/20; 1/2; 10/21; 1/2; 1/2; 9/20; 4/9; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 10/21; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 17/5; 7/2; 16/5; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 15/4; 33/10; 7/2; ; ; 7/2; ; 
Celtic; 13/2; 5; 11/2; 11/2; 6; 11/2; 21/4; 11/2; 11/2; 11/2; 13/2; 5; 11/2; 6; 5; 6; ; 28/5; 5; 28/5; ; 32/5; 23/5; 28/5; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-29 08:15:32 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 1/2; 1/2; 4/9; 4/9; 1/2; 9/20; 9/20; 1/2; 10/21; 1/2; 1/2; 9/20; 4/9; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 10/21; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 17/5; 7/2; 16/5; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 15/4; 33/10; 7/2; ; ; 7/2; ; 
Celtic; 13/2; 5; 11/2; 11/2; 6; 11/2; 21/4; 11/2; 11/2; 11/2; 13/2; 5; 11/2; 6; 5; 6; ; 28/5; 5; 28/5; ; 32/5; 23/5; 28/5; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-29 12:15:33 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 1/2; 1/2; 4/9; 4/9; 1/2; 9/20; 9/20; 1/2; 10/21; 1/2; 1/2; 9/20; 4/9; 8/15; 1/2; ; 10/21; 10/21; 4/9; ; 10/21; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 17/5; 7/2; 16/5; 10/3; 7/2; ; 7/2; 10/3; 7/2; ; 15/4; 33/10; 7/2; ; ; 10/3; ; 
Celtic; 13/2; 5; 11/2; 11/2; 6; 11/2; 21/4; 11/2; 11/2; 11/2; 13/2; 5; 11/2; 6; 5; 6; ; 28/5; 5; 28/5; ; 32/5; 23/5; 28/5; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-29 16:15:33 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 4/9; 1/2; 1/2; 4/9; 4/9; 1/2; 9/20; 9/20; 1/2; 10/21; 1/2; 1/2; 9/20; 4/9; 8/15; 1/2; ; 10/21; 5/11; 4/9; ; 10/21; 17/35; 10/21; ; ; 4/9; ; 
Draw; 16/5; 7/2; 17/5; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 17/5; 7/2; 16/5; 10/3; 7/2; ; 7/2; 15/4; 7/2; ; 15/4; 33/10; 7/2; ; ; 7/2; ; 
Celtic; 13/2; 5; 11/2; 11/2; 6; 11/2; 21/4; 11/2; 11/2; 11/2; 13/2; 5; 11/2; 6; 5; 6; ; 28/5; 11/2; 28/5; ; 32/5; 23/5; 28/5; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-29 20:15:33 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; 1/2; 8/15; 1/2; 4/9; 11/20; 1/2; 9/20; 8/15; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 8/15; ; 10/21; 5/11; 4/9; ; 10/21; 17/35; 10/21; ; ; 1/2; ; 
Draw; 3; 7/2; 10/3; 16/5; 18/5; 10/3; 10/3; 7/2; 10/3; 16/5; 7/2; 17/5; 10/3; 3; 10/3; 7/2; ; 7/2; 18/5; 7/2; ; 15/4; 33/10; 7/2; ; ; 3; ; 
Celtic; 6; 5; 5; 5; 6; 5; 19/4; 11/2; 21/4; 5; 13/2; 5; 21/4; 11/2; 5; 11/2; ; 28/5; 6; 28/5; ; 32/5; 23/5; 28/5; ; ; 26/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-30 00:15:33 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; 8/15; 11/20; 1/2; 4/9; 8/15; 1/2; 9/20; 8/15; 8/15; 2/5; 1/2; 1/2; 8/15; 8/15; 8/15; ; 10/21; 5/11; 4/9; ; 18/35; 1/2; 10/21; ; ; 1/2; ; 
Draw; 3; 10/3; 16/5; 16/5; 18/5; 10/3; 10/3; 7/2; 10/3; 16/5; 3; 17/5; 10/3; 3; 10/3; 7/2; ; 7/2; 18/5; 7/2; ; 62/17; 33/10; 7/2; ; ; 3; ; 
Celtic; 6; 19/4; 19/4; 5; 6; 11/2; 19/4; 11/2; 21/4; 5; 11/2; 5; 21/4; 5; 5; 11/2; ; 28/5; 6; 28/5; ; 6; 11/2; 28/5; ; ; 28/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-30 04:15:38 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; 8/15; 11/20; 1/2; 4/9; 8/15; 1/2; 9/20; 8/15; 8/15; 2/5; 1/2; 1/2; 8/15; 8/15; 8/15; ; 10/21; 5/11; 4/9; ; 18/35; 1/2; 10/21; ; ; 1/2; ; 
Draw; 3; 10/3; 16/5; 16/5; 18/5; 10/3; 10/3; 7/2; 10/3; 16/5; 3; 17/5; 10/3; 3; 10/3; 7/2; ; 7/2; 18/5; 7/2; ; 62/17; 33/10; 7/2; ; ; 3; ; 
Celtic; 6; 19/4; 5; 5; 6; 11/2; 19/4; 11/2; 21/4; 5; 11/2; 5; 21/4; 5; 5; 11/2; ; 28/5; 6; 28/5; ; 6; 11/2; 28/5; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-30 08:15:38 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; 8/15; 11/20; 1/2; 4/9; 8/15; 1/2; 9/20; 8/15; 8/15; 2/5; 1/2; 1/2; 8/15; 8/15; 8/15; ; 10/21; 5/11; 4/9; ; 18/35; 1/2; 10/21; ; ; 1/2; ; 
Draw; 3; 10/3; 16/5; 16/5; 18/5; 10/3; 10/3; 7/2; 10/3; 16/5; 3; 17/5; 10/3; 3; 10/3; 7/2; ; 7/2; 18/5; 7/2; ; 62/17; 33/10; 7/2; ; ; 3; ; 
Celtic; 6; 19/4; 5; 5; 6; 11/2; 19/4; 11/2; 5; 5; 11/2; 5; 21/4; 5; 5; 11/2; ; 28/5; 6; 28/5; ; 6; 11/2; 28/5; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-30 12:15:36 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; 8/15; 11/20; 1/2; 4/9; 8/15; 1/2; 9/20; 8/15; 8/15; 2/5; 1/2; 1/2; 8/15; 8/15; 8/15; ; 10/21; 5/11; 4/9; ; 18/35; 1/2; 10/21; ; ; 1/2; ; 
Draw; 3; 10/3; 16/5; 16/5; 18/5; 10/3; 10/3; 7/2; 10/3; 16/5; 3; 17/5; 10/3; 3; 10/3; 7/2; ; 7/2; 18/5; 7/2; ; 62/17; 33/10; 7/2; ; ; 3; ; 
Celtic; 6; 19/4; 5; 5; 6; 11/2; 19/4; 11/2; 5; 5; 11/2; 5; 21/4; 5; 5; 11/2; ; 28/5; 6; 28/5; ; 6; 11/2; 28/5; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-30 16:15:37 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; 8/15; 8/15; 1/2; 4/9; 8/15; 1/2; 4/9; 8/15; 8/15; 2/5; 1/2; 1/2; 8/15; 8/15; 1/2; ; 10/21; 5/11; 4/9; ; 18/35; 1/2; 10/21; ; ; 1/2; ; 
Draw; 3; 10/3; 16/5; 16/5; 18/5; 10/3; 10/3; 7/2; 10/3; 16/5; 7/2; 17/5; 10/3; 29/10; 10/3; 7/2; ; 7/2; 18/5; 7/2; ; 62/17; 33/10; 7/2; ; ; 3; ; 
Celtic; 6; 19/4; 5; 5; 6; 11/2; 19/4; 6; 5; 5; 6; 5; 21/4; 11/2; 5; 6; ; 28/5; 6; 28/5; ; 6; 11/2; 28/5; ; ; 6; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-30 20:15:37 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; 8/15; 8/15; 1/2; 4/9; 8/15; 1/2; 9/20; 8/15; 8/15; 2/5; 1/2; 1/2; 8/15; 8/15; 1/2; ; 10/21; 5/11; 4/9; ; 18/35; 1/2; 10/21; ; ; 1/2; ; 
Draw; 3; 10/3; 16/5; 16/5; 18/5; 10/3; 10/3; 7/2; 10/3; 16/5; 15/4; 17/5; 10/3; 29/10; 10/3; 7/2; ; 7/2; 18/5; 7/2; ; 62/17; 33/10; 7/2; ; ; 10/3; ; 
Celtic; 6; 19/4; 5; 5; 6; 11/2; 19/4; 11/2; 5; 5; 6; 5; 21/4; 11/2; 5; 11/2; ; 28/5; 6; 28/5; ; 6; 11/2; 28/5; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 00:15:38 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 1/2; 8/15; 8/15; 1/2; 4/9; 8/15; 1/2; 9/20; 8/15; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 1/2; ; 10/21; 1/2; 4/9; ; 18/35; 1/2; 10/21; ; ; 1/2; ; 
Draw; 3; 10/3; 10/3; 16/5; 18/5; 10/3; 10/3; 7/2; 10/3; 16/5; 7/2; 17/5; 10/3; 3; 10/3; 7/2; ; 38/11; 17/5; 10/3; ; 62/17; 33/10; 38/11; ; ; 10/3; ; 
Celtic; 6; 19/4; 5; 5; 6; 11/2; 19/4; 11/2; 5; 11/2; 6; 5; 21/4; 11/2; 5; 11/2; ; 28/5; 11/2; 28/5; ; 6; 11/2; 28/5; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 04:15:35 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 8/15; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; 9/20; 8/15; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 1/2; ; 10/21; 1/2; 4/9; ; 18/35; 1/2; 10/21; ; ; 1/2; ; 
Draw; 10/3; 10/3; 10/3; 16/5; 7/2; 10/3; 10/3; 7/2; 10/3; 16/5; 7/2; 17/5; 10/3; 3; 10/3; 7/2; ; 38/11; 17/5; 10/3; ; 62/17; 33/10; 38/11; ; ; 10/3; ; 
Celtic; 6; 19/4; 5; 5; 11/2; 11/2; 19/4; 11/2; 5; 11/2; 6; 5; 21/4; 11/2; 5; 11/2; ; 28/5; 11/2; 28/5; ; 6; 11/2; 28/5; ; ; 29/5; ; 
META; champions-league/borussia-monchengladbach-v-celtic; 2016-10-31 05:45:50 GMT+3; 2016-11-01 19:45; e70300-dr003
Borussia Monchengladbach; 8/15; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; 9/20; 8/15; 1/2; 1/2; 1/2; 1/2; 1/2; 8/15; 1/2; ; 10/21; 1/2; 4/9; ; 18/35; 1/2; 10/21; ; ; 1/2; ; 
Draw; 10/3; 10/3; 10/3; 16/5; 7/2; 10/3; 10/3; 7/2; 10/3; 16/5; 7/2; 17/5; 10/3; 3; 10/3; 7/2; ; 38/11; 17/5; 10/3; ; 62/17; 33/10; 38/11; ; ; 10/3; ; 
