META; champions-league/sp-tre-penne-v-tns; 2016-07-02 20:15:08 GMT+3; 2016-07-05 19:30; e70300-dr003
TNS; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/7; ; ; ; ; 
Draw; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; 
SP Tre Penne; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6; ; ; ; ; 
META; champions-league/sp-tre-penne-v-tns; 2016-07-03 00:15:11 GMT+3; 2016-07-05 19:30; e70300-dr003
TNS; ; 4/9; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; 3/7; ; ; 1/4; ; 
Draw; ; 10/3; ; ; ; ; ; ; ; 18/5; ; ; ; ; ; ; ; ; 18/5; ; 7/2; ; 4; ; ; 19/10; ; 
SP Tre Penne; ; 11/2; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; 11/2; ; 11/2; ; 6; ; ; 2/13; ; 
META; champions-league/sp-tre-penne-v-tns; 2016-07-03 04:15:07 GMT+3; 2016-07-05 19:30; e70300-dr003
TNS; ; 4/9; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; 3/7; ; ; ; ; 
Draw; ; 10/3; ; ; ; ; ; ; ; 18/5; ; ; ; ; ; ; ; ; 18/5; ; 7/2; ; 4; ; ; ; ; 
SP Tre Penne; ; 11/2; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; 11/2; ; 11/2; ; 6; ; ; ; ; 
META; champions-league/sp-tre-penne-v-tns; 2016-07-03 08:15:08 GMT+3; 2016-07-05 19:30; e70300-dr003
TNS; ; 4/9; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; 2/5; ; 2/5; ; 3/7; ; ; 1/4; ; 
Draw; ; 10/3; ; ; ; ; ; ; ; 18/5; ; ; ; ; ; ; ; ; 18/5; ; 7/2; ; 4; ; ; 21/10; ; 
SP Tre Penne; ; 11/2; ; ; ; ; ; ; ; 11/2; ; ; ; ; ; ; ; ; 11/2; ; 11/2; ; 6; ; ; 1/6; ; 
META; champions-league/sp-tre-penne-v-tns; 2016-07-03 12:15:14 GMT+3; 2016-07-05 19:30; e70300-dr003
TNS; ; 2/5; 4/11; 4/9; 4/11; ; 2/5; ; ; 2/5; ; ; 4/11; ; ; ; 2/5; 6/17; 2/5; 5/12; 2/5; 6/17; 3/7; ; ; 1/4; ; 
Draw; ; 7/2; 7/2; 7/2; 7/2; ; 18/5; ; ; 18/5; ; ; 7/2; ; ; ; 4; 39/11; 18/5; 18/5; 7/2; 39/11; 4; ; ; 12/5; ; 
SP Tre Penne; ; 6; 11/2; 11/2; 11/2; ; 7; ; ; 11/2; ; ; 5; ; ; ; 6; 67/13; 11/2; 23/4; 11/2; 67/13; 6; ; ; 1/6; ; 
META; champions-league/sp-tre-penne-v-tns; 2016-07-03 20:15:08 GMT+3; 2016-07-05 19:30; e70300-dr003
TNS; 4/9; 2/5; 4/11; 2/5; 4/11; ; 4/9; 1/3; ; 2/5; ; ; 4/11; ; 2/5; 9/20; 2/5; 4/11; 2/5; 5/12; 2/5; 4/11; 3/8; ; ; ; ; 
Draw; 10/3; 7/2; 18/5; 15/4; 18/5; ; 4; 4; ; 18/5; ; ; 7/2; ; 15/4; 7/2; 4; 39/11; 18/5; 18/5; 7/2; 39/11; 43/10; ; ; 7/2; ; 
SP Tre Penne; 17/4; 11/2; 11/2; 6; 11/2; ; 13/2; 11/2; ; 11/2; ; ; 5; ; 13/2; 21/4; 6; 5; 11/2; 23/4; 11/2; 5; 34/5; ; ; ; ; 
META; champions-league/sp-tre-penne-v-tns; 2016-07-04 00:15:12 GMT+3; 2016-07-05 19:30; e70300-dr003
TNS; 1/2; 4/9; 4/9; 1/2; 4/9; ; 1/2; 1/3; 1/2; 2/5; 1/2; ; 4/11; ; 1/2; 1/2; 4/9; 7/18; 2/5; 5/12; 2/5; 7/18; 3/7; ; ; 4/9; ; 
Draw; 3; 7/2; 16/5; 10/3; 16/5; ; 18/5; 4; 10/3; 18/5; 10/3; ; 7/2; ; 16/5; 3; 7/2; 13/4; 18/5; 18/5; 7/2; 13/4; 75/19; ; ; 14/5; ; 
SP Tre Penne; 6; 5; 5; 5; 5; ; 11/2; 11/2; 5; 11/2; 5; ; 5; ; 11/2; 11/2; 11/2; 94/19; 11/2; 23/4; 11/2; 94/19; 61/10; ; ; 24/5; ; 
META; champions-league/sp-tre-penne-v-tns; 2016-07-04 00:23:40 GMT+3; 2016-07-05 19:30; e70300-dr003
TNS; 1/2; 4/9; 4/9; 1/2; 4/9; ; 1/2; 1/3; 1/2; 2/5; 1/2; ; 4/11; ; 1/2; 1/2; 4/9; 7/18; 2/5; 5/12; 2/5; 7/18; 3/7; ; ; ; ; 
Draw; 3; 7/2; 16/5; 10/3; 16/5; ; 18/5; 4; 10/3; 18/5; 10/3; ; 7/2; ; 16/5; 3; 7/2; 13/4; 18/5; 18/5; 7/2; 13/4; 75/19; ; ; ; ; 
SP Tre Penne; 6; 5; 5; 5; 5; ; 11/2; 11/2; 5; 11/2; 5; ; 5; ; 11/2; 11/2; 11/2; 94/19; 11/2; 23/4; 11/2; 94/19; 61/10; ; ; ; ; 
META; champions-league/sp-tre-penne-v-tns; 2016-07-04 01:45:09 GMT+3; 2016-07-05 19:30; e70300-dr003
TNS; 1/2; 4/9; 4/9; 1/2; 4/9; ; 1/2; 1/3; 1/2; 2/5; 1/2; ; 4/11; ; 1/2; 1/2; 4/9; 7/18; 2/5; 5/12; 2/5; 7/18; 3/7; ; ; ; ; 
Draw; 3; 7/2; 10/3; 10/3; 10/3; ; 18/5; 4; 10/3; 18/5; 10/3; ; 7/2; ; 16/5; 3; 7/2; 13/4; 18/5; 18/5; 7/2; 13/4; 75/19; ; ; ; ; 
SP Tre Penne; 6; 5; 5; 5; 5; ; 11/2; 11/2; 5; 11/2; 5; ; 5; ; 11/2; 11/2; 11/2; 94/19; 11/2; 23/4; 11/2; 94/19; 61/10; ; ; ; ; 
META; champions-league/sp-tre-penne-v-tns; 2016-07-04 03:45:09 GMT+3; 2016-07-05 19:30; e70300-dr003
TNS; 1/2; 4/9; 4/9; 1/2; 4/9; ; 1/2; 1/3; 1/2; 2/5; 1/2; ; 4/11; ; 1/2; 1/2; 4/9; 7/18; 2/5; 5/12; 2/5; 7/18; 3/7; ; ; ; ; 
Draw; 3; 10/3; 16/5; 10/3; 16/5; ; 18/5; 4; 10/3; 18/5; 10/3; ; 7/2; ; 16/5; 3; 7/2; 13/4; 18/5; 18/5; 7/2; 13/4; 75/19; ; ; ; ; 
SP Tre Penne; 6; 11/2; 5; 5; 5; ; 11/2; 11/2; 5; 11/2; 5; ; 5; ; 11/2; 11/2; 11/2; 49/10; 11/2; 23/4; 11/2; 49/10; 61/10; ; ; ; ; 
META; champions-league/sp-tre-penne-v-tns; 2016-07-04 04:15:07 GMT+3; 2016-07-05 19:30; e70300-dr003
TNS; 1/2; 4/9; 4/9; 1/2; 4/9; ; 1/2; 1/3; 1/2; 2/5; 1/2; ; 4/11; ; 1/2; 1/2; 4/9; 7/18; 2/5; 5/12; 2/5; 7/18; 3/7; ; ; 4/9; ; 
Draw; 3; 10/3; 16/5; 10/3; 16/5; ; 18/5; 4; 10/3; 18/5; 10/3; ; 7/2; ; 16/5; 3; 7/2; 13/4; 18/5; 18/5; 7/2; 13/4; 75/19; ; ; 14/5; ; 
SP Tre Penne; 6; 11/2; 5; 5; 5; ; 11/2; 11/2; 5; 11/2; 5; ; 5; ; 11/2; 11/2; 11/2; 49/10; 11/2; 23/4; 11/2; 49/10; 61/10; ; ; 24/5; ; 
META; champions-league/sp-tre-penne-v-tns; 2016-07-04 05:45:07 GMT+3; 2016-07-05 19:30; e70300-dr003
TNS; 1/2; 4/9; 4/9; 1/2; 4/9; ; 1/2; 1/3; 1/2; 2/5; 1/2; ; 4/11; ; 1/2; 1/2; 4/9; 7/18; 2/5; 5/12; 2/5; 7/18; 3/7; ; ; 4/9; ; 
Draw; 3; 7/2; 16/5; 10/3; 16/5; ; 18/5; 4; 10/3; 18/5; 10/3; ; 7/2; ; 16/5; 3; 7/2; 13/4; 18/5; 18/5; 7/2; 13/4; 75/19; ; ; 14/5; ; 
SP Tre Penne; 6; 5; 5; 5; 5; ; 11/2; 11/2; 5; 11/2; 5; ; 5; ; 11/2; 11/2; 11/2; 49/10; 11/2; 23/4; 11/2; 49/10; 61/10; ; ; 24/5; ; 
META; champions-league/sp-tre-penne-v-tns; 2016-07-04 06:16:58 GMT+3; 2016-07-05 19:30; e70300-dr003
TNS; 1/2; 4/9; 4/9; 1/2; 4/9; ; 1/2; 1/3; 1/2; 2/5; 1/2; ; 4/11; ; 1/2; 1/2; 4/9; 7/18; 2/5; 5/12; 2/5; 7/18; 3/7; ; ; 4/9; ; 
Draw; 3; 7/2; 16/5; 10/3; 16/5; ; 18/5; 4; 10/3; 18/5; 10/3; ; 7/2; ; 16/5; 3; 7/2; 13/4; 18/5; 18/5; 7/2; 13/4; 75/19; ; ; 14/5; ; 
SP Tre Penne; 6; 5; 5; 5; 5; ; 11/2; 11/2; 5; 11/2; 5; ; 5; ; 11/2; 11/2; 11/2; 49/10; 11/2; 23/4; 11/2; 49/10; 61/10; ; ; 24/5; ; 
META; champions-league/sp-tre-penne-v-tns; 2016-07-04 07:45:08 GMT+3; 2016-07-05 19:30; e70300-dr003
TNS; 1/2; 4/9; 4/9; 1/2; 4/9; ; 1/2; 1/3; 1/2; 2/5; 1/2; ; 4/11; ; 1/2; 1/2; 4/9; 7/18; 2/5; 5/12; 2/5; 3/8; 3/7; ; ; ; ; 
Draw; 3; 10/3; 16/5; 10/3; 16/5; ; 18/5; 4; 10/3; 18/5; 10/3; ; 7/2; ; 16/5; 3; 7/2; 13/4; 18/5; 18/5; 7/2; 13/4; 75/19; ; ; ; ; 
SP Tre Penne; 6; 11/2; 5; 5; 5; ; 11/2; 11/2; 5; 11/2; 5; ; 5; ; 11/2; 11/2; 11/2; 49/10; 11/2; 23/4; 11/2; 5; 61/10; ; ; ; ; 
META; champions-league/sp-tre-penne-v-tns; 2016-07-04 08:15:07 GMT+3; 2016-07-05 19:30; e70300-dr003
TNS; 4/9; 4/9; 4/9; 1/2; 4/9; ; 1/2; 1/3; 1/2; 2/5; 1/2; ; 4/11; ; 1/2; 1/2; 4/9; 3/8; 2/5; 5/12; 2/5; 3/8; 3/7; ; ; 4/9; ; 
Draw; 16/5; 10/3; 16/5; 10/3; 16/5; ; 18/5; 4; 10/3; 18/5; 10/3; ; 7/2; ; 10/3; 3; 7/2; 13/4; 18/5; 18/5; 7/2; 13/4; 75/19; ; ; 3; ; 
SP Tre Penne; 13/2; 11/2; 5; 5; 5; ; 11/2; 11/2; 5; 11/2; 5; ; 5; ; 11/2; 11/2; 11/2; 5; 11/2; 23/4; 11/2; 5; 61/10; ; ; 24/5; ; 
META; champions-league/sp-tre-penne-v-tns; 2016-07-04 09:45:07 GMT+3; 2016-07-05 19:30; e70300-dr003
TNS; 4/9; 4/9; 4/9; 4/9; 4/9; ; 9/20; 1/3; 1/2; 2/5; 10/21; ; 4/11; ; 4/9; 1/2; 4/9; 4/11; 2/5; 5/12; 2/5; 4/11; 3/7; ; ; 4/9; ; 
