META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-20 20:15:35 GMT+3; 2016-07-26 19:45; e70300-dr003
Crvena Zvezda; 4; 7/2; 7/2; 15/4; 7/2; ; 15/4; 7/2; 7/2; 15/4; 7/2; 7/2; 16/5; 10/3; ; 15/4; 4; 15/4; 18/5; 7/2; 38/11; 37/10; 7/2; ; 7/2; 13/5; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 12:34:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 3/4; 4/5; 4/5; 5/6; 4/5; ; 3/4; 8/11; 5/6; 11/13; 4/5; 4/5; 17/20; 5/6; ; 4/5; 4/5; 11/13; 4/5; 5/6; 5/6; 13/15; 4/5; ; 5/6; 8/11; 
Draw; 12/5; 23/10; 12/5; 23/10; 12/5; ; 12/5; 12/5; 12/5; 40/17; 12/5; 12/5; 11/5; 47/20; ; 9/4; 12/5; 40/17; 12/5; 23/10; 27/11; 13/5; 12/5; ; 21/10; 9/4; 
Crvena Zvezda; 4; 7/2; 7/2; 15/4; 7/2; ; 15/4; 7/2; 7/2; 15/4; 7/2; 7/2; 16/5; 10/3; ; 15/4; 4; 15/4; 18/5; 7/2; 38/11; 37/10; 7/2; ; 7/2; 13/5; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 13:45:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 3/4; 4/5; 4/5; 5/6; 4/5; ; 3/4; 8/11; 5/6; 4/5; 4/5; 4/5; 17/20; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 5/6; 5/6; 4/5; ; 5/6; 4/5; 
Draw; 12/5; 23/10; 12/5; 23/10; 12/5; ; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 11/5; 47/20; 27/10; 9/4; 5/2; 5/2; 12/5; 5/2; 27/11; 51/19; 12/5; ; 9/4; 9/4; 
Crvena Zvezda; 4; 7/2; 7/2; 15/4; 7/2; ; 15/4; 7/2; 7/2; 15/4; 7/2; 7/2; 16/5; 10/3; 16/5; 15/4; 7/2; 15/4; 18/5; 7/2; 7/2; 19/5; 7/2; ; 7/2; 13/5; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 15:45:11 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 3/4; 3/4; 4/5; 5/6; 4/5; ; 3/4; 8/11; 4/5; 4/5; 3/4; 4/5; 17/20; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 14/19; 5/6; 9/11; ; ; 4/5; 
Draw; 12/5; 23/10; 12/5; 9/4; 12/5; ; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 11/5; 5/2; 27/10; 9/4; 12/5; 5/2; 12/5; 5/2; 27/11; 51/19; 5/2; ; ; 12/5; 
Crvena Zvezda; 4; 15/4; 18/5; 15/4; 18/5; ; 15/4; 7/2; 7/2; 15/4; 15/4; 15/4; 16/5; 7/2; 16/5; 15/4; 4; 15/4; 18/5; 7/2; 75/19; 19/5; 17/5; ; ; 7/2; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 16:15:06 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 3/4; 3/4; 4/5; 5/6; 4/5; ; 3/4; 8/11; 4/5; 4/5; 3/4; 3/4; 17/20; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 10/13; 5/6; 9/11; ; 5/6; 4/5; 
Draw; 12/5; 23/10; 12/5; 9/4; 12/5; ; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 11/5; 5/2; 27/10; 9/4; 5/2; 5/2; 12/5; 5/2; 27/11; 51/19; 5/2; ; 12/5; 12/5; 
Crvena Zvezda; 4; 15/4; 18/5; 15/4; 18/5; ; 15/4; 7/2; 7/2; 15/4; 15/4; 15/4; 16/5; 7/2; 16/5; 15/4; 7/2; 15/4; 18/5; 7/2; 19/5; 19/5; 17/5; ; 7/2; 7/2; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 17:45:07 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 3/4; 3/4; 4/5; 4/5; 4/5; ; 4/5; 8/11; 4/5; 4/5; 3/4; 4/5; 17/20; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 10/13; 11/13; 4/5; ; ; 4/5; 
Draw; 12/5; 23/10; 12/5; 12/5; 12/5; ; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 11/5; 5/2; 27/10; 9/4; 12/5; 5/2; 12/5; 5/2; 27/11; 51/19; 28/11; ; ; 23/10; 
Crvena Zvezda; 4; 15/4; 18/5; 15/4; 18/5; ; 7/2; 7/2; 7/2; 15/4; 15/4; 7/2; 16/5; 7/2; 16/5; 15/4; 4; 15/4; 18/5; 7/2; 15/4; 37/10; 7/2; ; ; 7/2; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 18:24:40 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 3/4; 3/4; 4/5; 4/5; 4/5; ; 4/5; 8/11; 4/5; 4/5; 3/4; 4/5; 17/20; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 10/13; 11/13; 4/5; ; ; 4/5; 
Draw; 12/5; 23/10; 12/5; 12/5; 12/5; ; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 11/5; 5/2; 27/10; 9/4; 12/5; 5/2; 12/5; 5/2; 27/11; 51/19; 28/11; ; ; 23/10; 
Crvena Zvezda; 4; 15/4; 18/5; 15/4; 18/5; ; 7/2; 7/2; 7/2; 15/4; 15/4; 7/2; 16/5; 7/2; 16/5; 15/4; 4; 15/4; 18/5; 7/2; 15/4; 37/10; 7/2; ; ; 7/2; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 19:45:08 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 3/4; 3/4; 4/5; 4/5; 4/5; ; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 17/20; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 13/15; 4/5; ; 5/6; 4/5; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; ; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 11/5; 5/2; 27/10; 9/4; 5/2; 5/2; 12/5; 5/2; 12/5; 27/10; 28/11; ; 23/10; 23/10; 
Crvena Zvezda; 4; 7/2; 7/2; 15/4; 7/2; ; 7/2; 7/2; 7/2; 15/4; 7/2; 7/2; 16/5; 7/2; 16/5; 15/4; 7/2; 15/4; 18/5; 7/2; 18/5; 39/11; 7/2; ; 7/2; 10/3; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 20:15:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 3/4; 3/4; 4/5; 4/5; 4/5; ; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 17/20; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 13/15; 4/5; ; ; 4/5; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; ; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 11/5; 5/2; 27/10; 9/4; 5/2; 5/2; 12/5; 5/2; 12/5; 27/10; 28/11; ; ; 23/10; 
Crvena Zvezda; 4; 7/2; 7/2; 15/4; 7/2; ; 7/2; 7/2; 7/2; 15/4; 7/2; 7/2; 16/5; 7/2; 16/5; 15/4; 7/2; 15/4; 18/5; 7/2; 18/5; 39/11; 7/2; ; ; 10/3; 
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 21:45:08 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/5; 5/6; 5/6; 10/11; 5/6; ; 17/20; 8/11; 5/6; 11/13; 17/20; 17/20; 17/20; 17/20; 5/6; 4/5; 11/13; 11/13; 4/5; 5/6; 13/15; 13/15; 5/6; ; 5/6; 5/6; 5/6
Draw; 23/10; 9/4; 12/5; 9/4; 12/5; ; 23/10; 12/5; 12/5; 5/2; 23/10; 23/10; 11/5; 49/20; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 27/10; 27/11; ; 23/10; 11/5; 12/5
Crvena Zvezda; 15/4; 10/3; 10/3; 7/2; 10/3; ; 10/3; 7/2; 10/3; 38/11; 10/3; 7/2; 16/5; 7/2; 19/5; 15/4; 7/2; 38/11; 18/5; 10/3; 57/17; 39/11; 38/11; ; 7/2; 7/2; 7/2
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-25 23:45:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/5; 5/6; 5/6; 20/23; 5/6; ; 5/6; 4/5; 5/6; 11/13; 17/20; 5/6; 17/20; 17/20; 5/6; 17/20; 11/13; 11/13; 4/5; 5/6; 5/6; 13/15; 5/6; ; 5/6; 5/6; 10/11
Draw; 23/10; 23/10; 12/5; 12/5; 12/5; ; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 11/5; 49/20; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 27/10; 26/11; ; 12/5; 9/4; 5/2
Crvena Zvezda; 15/4; 10/3; 10/3; 10/3; 10/3; ; 17/5; 10/3; 10/3; 38/11; 10/3; 10/3; 16/5; 7/2; 19/5; 7/2; 7/2; 38/11; 18/5; 10/3; 38/11; 39/11; 58/19; ; 7/2; 3; 7/2
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 00:15:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/5; 5/6; 5/6; 20/23; 5/6; ; 5/6; 4/5; 5/6; 11/13; 17/20; 5/6; 17/20; 17/20; 5/6; 17/20; 11/13; 11/13; 4/5; 5/6; 5/6; 13/15; 5/6; ; 5/6; 5/6; 10/11
Draw; 23/10; 23/10; 12/5; 12/5; 12/5; ; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 11/5; 49/20; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 27/10; 26/11; ; 12/5; 9/4; 5/2
Crvena Zvezda; 15/4; 10/3; 10/3; 10/3; 10/3; ; 17/5; 10/3; 10/3; 38/11; 10/3; 10/3; 16/5; 7/2; 19/5; 7/2; 7/2; 38/11; 18/5; 10/3; 17/5; 39/11; 58/19; ; 7/2; 3; 7/2
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 00:38:22 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/5; 5/6; 5/6; 10/11; 5/6; ; 17/20; 4/5; 5/6; 11/13; 17/20; 5/6; 17/20; 17/20; 5/6; 17/20; 11/13; 11/13; 4/5; 5/6; 5/6; 13/15; 8/9; ; 5/6; 5/6; 10/11
Draw; 23/10; 23/10; 12/5; 23/10; 12/5; ; 23/10; 23/10; 12/5; 5/2; 12/5; 12/5; 11/5; 49/20; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 27/10; 12/5; ; 12/5; 9/4; 5/2
Crvena Zvezda; 15/4; 10/3; 10/3; 10/3; 10/3; ; 10/3; 10/3; 10/3; 38/11; 10/3; 10/3; 16/5; 7/2; 19/5; 7/2; 7/2; 38/11; 18/5; 10/3; 17/5; 39/11; 41/13; ; 7/2; 3; 7/2
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 01:45:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/5; 5/6; 5/6; 10/11; 5/6; ; 17/20; 4/5; 5/6; 11/13; 17/20; 17/20; 17/20; 17/20; 5/6; 17/20; 11/13; 11/13; 4/5; 5/6; 5/6; 13/15; 8/9; ; ; 5/6; 10/11
Draw; 23/10; 23/10; 12/5; 23/10; 12/5; ; 23/10; 23/10; 12/5; 5/2; 23/10; 23/10; 11/5; 49/20; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 27/10; 12/5; ; ; 9/4; 5/2
Crvena Zvezda; 15/4; 10/3; 10/3; 10/3; 10/3; ; 10/3; 10/3; 10/3; 38/11; 7/2; 7/2; 16/5; 7/2; 19/5; 7/2; 7/2; 38/11; 18/5; 10/3; 17/5; 39/11; 41/13; ; ; 7/2; 7/2
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 03:45:11 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/5; 5/6; 5/6; 10/11; 5/6; ; 17/20; 4/5; 5/6; 11/13; 17/20; 17/20; 17/20; 17/20; 5/6; 17/20; 11/13; 11/13; 4/5; 5/6; 13/15; 13/15; 8/9; ; 5/6; 5/6; 10/11
Draw; 23/10; 9/4; 12/5; 23/10; 12/5; ; 23/10; 23/10; 12/5; 5/2; 12/5; 23/10; 11/5; 49/20; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 27/10; 12/5; ; 12/5; 9/4; 5/2
Crvena Zvezda; 15/4; 10/3; 10/3; 10/3; 10/3; ; 10/3; 10/3; 10/3; 38/11; 10/3; 7/2; 16/5; 7/2; 19/5; 7/2; 7/2; 38/11; 18/5; 10/3; 33/10; 39/11; 41/13; ; 7/2; 7/2; 7/2
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 04:15:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/5; 5/6; 5/6; 10/11; 5/6; ; 17/20; 4/5; 5/6; 11/13; 17/20; 17/20; 17/20; 17/20; 5/6; 17/20; 11/13; 11/13; 4/5; 5/6; 13/15; 13/15; 8/9; ; 5/6; 5/6; 10/11
Draw; 23/10; 9/4; 12/5; 23/10; 12/5; ; 23/10; 23/10; 12/5; 5/2; 12/5; 23/10; 11/5; 49/20; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 27/10; 12/5; ; 12/5; 9/4; 5/2
Crvena Zvezda; 15/4; 10/3; 10/3; 10/3; 10/3; ; 10/3; 10/3; 10/3; 38/11; 10/3; 7/2; 16/5; 7/2; 19/5; 7/2; 7/2; 38/11; 18/5; 10/3; 33/10; 39/11; 41/13; ; 7/2; 7/2; 7/2
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 05:45:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/5; 5/6; 5/6; 10/11; 5/6; ; 20/23; 4/5; 5/6; 11/13; 17/20; 5/6; 17/20; 17/20; 5/6; 17/20; 11/13; 11/13; 4/5; 5/6; 13/15; 13/15; 8/9; ; 5/6; 4/5; 10/11
Draw; 23/10; 23/10; 12/5; 23/10; 12/5; ; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 11/5; 49/20; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 27/10; 12/5; ; 12/5; 9/4; 5/2
Crvena Zvezda; 15/4; 10/3; 10/3; 10/3; 10/3; ; 16/5; 10/3; 10/3; 38/11; 10/3; 10/3; 16/5; 7/2; 19/5; 7/2; 7/2; 38/11; 18/5; 10/3; 57/17; 39/11; 41/13; ; 7/2; 7/2; 7/2
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 06:24:23 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/5; 5/6; 5/6; 10/11; 5/6; ; 20/23; 4/5; 5/6; 11/13; 17/20; 5/6; 17/20; 17/20; 5/6; 17/20; 11/13; 11/13; 4/5; 5/6; 13/15; 13/15; 8/9; ; 5/6; 5/6; 10/11
Draw; 23/10; 23/10; 12/5; 12/5; 12/5; ; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 11/5; 49/20; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 27/10; 12/5; ; 12/5; 9/4; 5/2
Crvena Zvezda; 15/4; 10/3; 10/3; 16/5; 10/3; ; 16/5; 10/3; 10/3; 38/11; 10/3; 10/3; 16/5; 7/2; 19/5; 7/2; 7/2; 38/11; 18/5; 10/3; 57/17; 39/11; 41/13; ; 10/3; 3; 7/2
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 07:45:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/5; 5/6; 5/6; 20/23; 5/6; ; 20/23; 4/5; 5/6; 11/13; 17/20; 17/20; 17/20; 17/20; 5/6; 17/20; 11/13; 11/13; 4/5; 5/6; 5/6; 13/15; 8/9; ; 5/6; 5/6; 10/11
Draw; 23/10; 23/10; 12/5; 12/5; 12/5; ; 23/10; 23/10; 12/5; 5/2; 12/5; 23/10; 11/5; 49/20; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 27/10; 12/5; ; 12/5; 9/4; 5/2
Crvena Zvezda; 15/4; 10/3; 10/3; 10/3; 10/3; ; 16/5; 10/3; 10/3; 38/11; 10/3; 7/2; 16/5; 7/2; 19/5; 7/2; 7/2; 38/11; 18/5; 10/3; 57/17; 39/11; 16/5; ; 7/2; 10/3; 7/2
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 08:15:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/5; 5/6; 5/6; 10/11; 5/6; ; 20/23; 4/5; 5/6; 11/13; 17/20; 17/20; 17/20; 17/20; 17/20; 17/20; 11/13; 11/13; 4/5; 5/6; 13/15; 13/15; 8/9; ; 5/6; 5/6; 10/11
Draw; 23/10; 23/10; 12/5; 12/5; 12/5; ; 23/10; 23/10; 12/5; 5/2; 12/5; 23/10; 11/5; 49/20; 9/4; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 27/10; 12/5; ; 12/5; 9/4; 5/2
Crvena Zvezda; 15/4; 10/3; 10/3; 16/5; 10/3; ; 16/5; 10/3; 10/3; 38/11; 10/3; 7/2; 16/5; 7/2; 15/4; 7/2; 7/2; 38/11; 18/5; 10/3; 57/17; 39/11; 41/13; ; 10/3; 3; 7/2
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 09:45:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/5; 5/6; 5/6; 20/23; 5/6; ; 4/5; 4/5; 5/6; 11/13; ; 5/6; 17/20; 17/20; 4/5; 17/20; 11/13; 11/13; 4/5; 5/6; 13/15; 13/15; 16/19; ; 5/6; 5/6; 10/11
Draw; 23/10; 23/10; 12/5; 12/5; 12/5; ; 12/5; 23/10; 12/5; 5/2; ; 12/5; 11/5; 49/20; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 27/10; 27/11; ; 12/5; 23/10; 5/2
Crvena Zvezda; 15/4; 10/3; 10/3; 10/3; 10/3; ; 7/2; 10/3; 10/3; 38/11; ; 10/3; 16/5; 7/2; 19/5; 7/2; 7/2; 38/11; 18/5; 10/3; 57/17; 39/11; 57/17; ; 7/2; 7/2; 10/3
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 11:45:06 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/5; 5/6; 5/6; 10/11; 5/6; ; 17/20; 4/5; 5/6; 11/13; 17/20; 5/6; 10/11; 17/20; 5/6; 17/20; 11/13; 11/13; 4/5; 5/6; 13/15; 13/15; 11/13; ; ; 5/6; 9/10
Draw; 23/10; 23/10; 12/5; 9/4; 12/5; ; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 9/4; 47/20; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 27/10; 27/11; ; ; 23/10; 5/2
Crvena Zvezda; 15/4; 10/3; 10/3; 10/3; 10/3; ; 33/10; 10/3; 10/3; 38/11; 10/3; 10/3; 17/5; 10/3; 19/5; 7/2; 7/2; 38/11; 18/5; 10/3; 13/4; 39/11; 33/10; ; ; 7/2; 10/3
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 12:15:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/5; 5/6; 5/6; 10/11; 5/6; ; 17/20; 4/5; 5/6; 11/13; 17/20; 17/20; 10/11; 17/20; 5/6; 17/20; 11/13; 11/13; 4/5; 5/6; 13/15; 11/12; 11/13; ; 9/10; 5/6; 9/10
Draw; 23/10; 23/10; 23/10; 9/4; 23/10; ; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 9/4; 47/20; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 31/12; 27/11; ; 12/5; 23/10; 12/5
Crvena Zvezda; 15/4; 10/3; 10/3; 10/3; 10/3; ; 33/10; 10/3; 10/3; 38/11; 10/3; 7/2; 17/5; 10/3; 19/5; 7/2; 7/2; 38/11; 18/5; 10/3; 13/4; 38/11; 33/10; ; 7/2; 7/2; 10/3
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 12:40:35 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 4/5; 5/6; 5/6; 10/11; 5/6; ; 17/20; 4/5; 5/6; 11/13; 17/20; 17/20; 10/11; 17/20; 5/6; 17/20; 11/13; 11/13; 4/5; 5/6; 13/15; 11/12; 9/10; ; 9/10; 5/6; 5/6
Draw; 23/10; 9/4; 23/10; 9/4; 23/10; ; 12/5; 23/10; 12/5; 5/2; 12/5; 23/10; 9/4; 47/20; 23/10; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 31/12; 40/17; ; 12/5; 23/10; 5/2
Crvena Zvezda; 15/4; 10/3; 10/3; 10/3; 10/3; ; 33/10; 10/3; 10/3; 38/11; 10/3; 7/2; 17/5; 10/3; 19/5; 7/2; 7/2; 38/11; 18/5; 10/3; 13/4; 38/11; 16/5; ; 7/2; 10/3; 10/3
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 13:45:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 10/11; 10/11; 9/10; 20/21; 9/10; ; 10/11; 4/5; 5/6; 11/12; 17/20; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 11/12; 4/5; 10/11; 10/11; 11/12; 28/29; ; 10/11; 10/11; 20/21
Draw; 9/4; 11/5; 23/10; 9/4; 23/10; ; 23/10; 23/10; 12/5; 12/5; 12/5; 23/10; 9/4; 23/10; 9/4; 12/5; 9/4; 12/5; 12/5; 12/5; 23/10; 31/12; 12/5; ; 23/10; 23/10; 12/5
Crvena Zvezda; 10/3; 16/5; 16/5; 16/5; 16/5; ; 31/10; 10/3; 10/3; 13/4; 10/3; 10/3; 17/5; 16/5; 10/3; 3; 10/3; 13/4; 18/5; 3; 31/10; 38/11; 14/5; ; 10/3; 3; 3
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 15:45:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 5/6; 5/6; 5/6; 20/23; 5/6; ; 17/20; 4/5; 9/10; 11/12; 17/20; 20/23; 10/11; 17/20; 17/20; 10/11; 11/13; 11/12; 11/13; 10/11; 13/15; 11/12; 9/10; ; 5/6; 5/6; 10/11
Draw; 9/4; 9/4; 23/10; 12/5; 23/10; ; 12/5; 23/10; 23/10; 12/5; 12/5; 23/10; 9/4; 47/20; 11/5; 12/5; 12/5; 12/5; 23/10; 12/5; 40/17; 31/12; 27/11; ; 23/10; 23/10; 12/5
Crvena Zvezda; 15/4; 10/3; 10/3; 16/5; 10/3; ; 33/10; 10/3; 10/3; 13/4; 10/3; 7/2; 17/5; 10/3; 15/4; 3; 7/2; 13/4; 10/3; 3; 33/10; 38/11; 31/10; ; 7/2; 10/3; 7/2
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 16:15:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 5/6; 5/6; 5/6; 20/23; 5/6; ; 17/20; 4/5; 9/10; 11/13; 17/20; 20/23; 10/11; 17/20; 17/20; 10/11; 11/13; 11/13; 11/13; 5/6; 13/15; 11/12; 11/12; ; ; 5/6; 10/11
Draw; 9/4; 23/10; 23/10; 12/5; 23/10; ; 12/5; 23/10; 23/10; 27/11; 12/5; 23/10; 9/4; 47/20; 11/5; 12/5; 12/5; 27/11; 23/10; 12/5; 12/5; 31/12; 27/11; ; ; 23/10; 12/5
Crvena Zvezda; 15/4; 10/3; 10/3; 16/5; 10/3; ; 16/5; 10/3; 10/3; 33/10; 10/3; 7/2; 17/5; 10/3; 15/4; 3; 7/2; 33/10; 10/3; 3; 57/17; 38/11; 3; ; ; 10/3; 7/2
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 17:45:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 5/6; 5/6; 5/6; 10/11; 5/6; ; 5/6; 4/5; 9/10; 11/13; 17/20; 17/20; 10/11; 17/20; 17/20; 10/11; 11/13; 11/13; 11/13; 5/6; 13/15; 11/12; 7/8; ; 5/6; 5/6; 10/11
Draw; 9/4; 23/10; 23/10; 12/5; 23/10; ; 12/5; 23/10; 23/10; 27/11; 12/5; 23/10; 9/4; 47/20; 9/4; 12/5; 12/5; 27/11; 23/10; 12/5; 12/5; 31/12; 27/11; ; 12/5; 23/10; 5/2
Crvena Zvezda; 15/4; 10/3; 10/3; 16/5; 10/3; ; 10/3; 10/3; 10/3; 33/10; 10/3; 7/2; 17/5; 10/3; 19/5; 3; 7/2; 33/10; 10/3; 3; 57/17; 38/11; 16/5; ; 7/2; 7/2; 7/2
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 18:25:24 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 1; 5/6; 5/6; 1; 5/6; ; 9/10; 4/5; 9/10; 11/13; 17/20; 20/23; 10/11; 17/20; 17/20; 19/20; 11/13; 11/13; 11/13; 5/6; 10/11; 13/15; 15/16; ; 20/21; 20/21; 1
Draw; 11/5; 23/10; 12/5; 23/10; 23/10; ; ; 23/10; 23/10; 27/11; 12/5; 23/10; 9/4; 12/5; 11/5; 9/4; 12/5; 27/11; 23/10; 12/5; 27/11; 13/5; 27/11; ; 23/10; 9/4; 12/5
Crvena Zvezda; 3; 16/5; 16/5; 14/5; 10/3; ; 3; 10/3; 10/3; 33/10; 10/3; 7/2; 17/5; 16/5; 15/4; 3; 7/2; 33/10; 10/3; 3; 3; 37/10; 29/10; ; 3; 14/5; 3
META; champions-league/ludogorets-razgrad-v-crvena-zvezda; 2016-07-26 19:45:05 GMT+3; 2016-07-26 19:00; e70300-dr003
Ludogorets Razgrad; 21/20; 21/20; 21/20; 11/10; 21/20; ; 11/10; 10/11; 11/10; 21/20; 17/20; 11/10; 21/20; 11/10; 11/10; 21/20; 1; 21/20; 21/20; 21/20; 11/10; ; 22/19; ; 10/9; 23/20; 6/5
Draw; 11/5; 11/5; 23/10; 9/4; 23/10; ; 9/4; 23/10; 23/10; 12/5; 12/5; 23/10; 12/5; 9/4; 11/5; 9/4; 12/5; 12/5; 9/4; 12/5; 9/4; ; 40/17; ; 11/5; 21/10; 23/10
Crvena Zvezda; 14/5; 13/5; 13/5; 13/5; 13/5; ; 5/2; 11/4; 5/2; 27/10; 10/3; 13/5; 13/5; 51/20; 27/10; 13/5; 14/5; 27/10; 27/10; 27/10; 5/2; ; 23/10; ; 11/4; 11/4; 14/5
