META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-24 12:15:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; ; ; 2/9; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; 1/5; 2/13; 1/5; ; ; ; ; ; ; ; ; 
Draw; ; ; 11/2; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; 11/2; 5; 11/2; ; ; ; ; ; ; ; ; 
Lincoln Red Imps FC; ; ; 11; ; ; ; 16; ; ; ; ; ; ; ; ; ; 12; 41/4; 11; ; ; ; ; ; ; ; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-24 16:15:00 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; ; 1/5; 2/9; ; 2/9; ; 1/5; ; 1/5; 1/5; ; ; 1/6; ; ; ; 1/5; 2/13; 1/5; 1/5; 1/5; 2/13; ; ; ; ; ; 
Draw; 15/4; 7/2; 4; 10/3; 4; 7/2; 17/4; ; 19/5; 4; 4; 15/4; 15/4; 7/2; 4; 15/4; 4; 4; 4; 4; 4; 4; 4; ; ; 4; 7/2; 
Lincoln Red Imps FC; 8; 11; 10; 9; 10; 10; 14; ; 9; 10; 12; 10; 11; 11; 15/2; 12; 11; 39/4; 10; 35/4; 10; 39/4; 10; ; ; 9; 32/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 00:25:00 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 3/10; 2/7; 3/10; 1/4; 3/10; 2/9; 2/7; ; 3/10; 5/18; 1/4; 2/7; 1/4; 1/4; 1/4; 2/7; 2/7; 2/9; 5/18; 3/10; 1/4; 2/9; 6/19; ; ; 1/3; 1/4; 
Draw; 4; 15/4; 4; 7/2; 4; 7/2; 22/5; ; 19/5; 4; 4; 15/4; 15/4; 7/2; 4; 15/4; 4; 77/19; 4; 4; 4; 77/19; 21/5; ; ; 4; 7/2; 
Lincoln Red Imps FC; 7; 11; 10; 9; 10; 10; 14; ; 9; 10; 12; 11; 11; 11; 17/2; 12; 11; 10; 10; 35/4; 10; 10; 10; ; ; 10; 32/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 01:45:02 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 3/10; 1/4; 2/7; 1/4; 2/7; 2/9; 2/7; ; 3/10; 5/18; 2/7; 1/4; 1/4; 1/4; 1/4; 2/7; 2/7; 2/9; 5/18; 3/10; 1/4; 2/9; 2/7; ; ; 3/10; 1/4; 
Draw; 4; 15/4; 4; 7/2; 4; 7/2; 22/5; ; 4; 4; 4; 4; 15/4; 7/2; 4; 15/4; 4; 77/19; 4; 4; 4; 77/19; 23/5; ; ; 4; 7/2; 
Lincoln Red Imps FC; 7; 12; 10; 10; 10; 10; 14; ; 11; 10; 12; 11; 11; 11; 17/2; 12; 11; 10; 10; 35/4; 10; 10; 21/2; ; ; 54/5; 32/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 03:45:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 3/10; 1/4; 3/10; 1/4; 3/10; 4/15; 3/10; ; 3/10; 5/18; 3/10; 1/4; 1/4; 1/4; 2/7; 2/7; 2/7; 4/17; 5/18; 3/10; 1/4; 4/17; 2/7; ; ; 3/10; 1/4; 
Draw; 4; 15/4; 4; 7/2; 4; 10/3; 4; ; 4; 4; 15/4; 4; 15/4; 7/2; 19/5; 15/4; 4; 15/4; 4; 4; 4; 15/4; 23/5; ; ; 4; 7/2; 
Lincoln Red Imps FC; 7; 12; 10; 10; 10; 9; 14; ; 10; 10; 11; 11; 11; 11; 15/2; 12; 11; 39/4; 10; 35/4; 10; 39/4; 21/2; ; ; 57/5; 31/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 04:15:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 3/10; 1/4; 3/10; 1/4; 3/10; 5/19; 3/10; ; 3/10; 5/18; 3/10; 1/4; 1/4; 2/7; 1/4; 2/7; 2/7; 4/17; 5/18; 3/10; 1/4; 4/17; 4/13; ; ; ; 3/10; 
Draw; 4; 15/4; 4; 7/2; 4; 10/3; 4; ; 4; 4; 15/4; 4; 15/4; 10/3; 15/4; 18/5; 4; 62/17; 4; 4; 4; 62/17; 21/5; ; ; ; 7/2; 
Lincoln Red Imps FC; 7; 12; 10; 10; 10; 19/2; 14; ; 10; 10; 11; 11; 11; 10; 17/2; 13; 11; 39/4; 10; 35/4; 10; 39/4; 21/2; ; ; ; 31/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 05:45:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 3/10; 2/7; 3/10; 2/7; 3/10; 4/15; 3/10; ; 3/10; 5/18; 1/3; 1/4; 1/4; 2/7; 1/4; 2/7; 3/10; 4/17; 5/18; 3/10; 1/4; 4/17; 4/13; ; ; 1/3; 3/10; 
Draw; 4; 7/2; 4; 16/5; 4; 33/10; 4; ; 19/5; 4; 15/4; 4; 15/4; 10/3; 19/5; 18/5; 4; 62/17; 4; 4; 4; 62/17; 21/5; ; ; 7/2; 10/3; 
Lincoln Red Imps FC; 7; 11; 10; 10; 10; 9; 14; ; 10; 10; 11; 11; 11; 10; 8; 13; 10; 39/4; 10; 35/4; 10; 39/4; 21/2; ; ; 54/5; 28/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 06:17:34 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 3/10; 2/7; 3/10; 2/7; 3/10; 4/15; 3/10; ; 3/10; 5/18; 3/10; 1/4; 1/4; 2/7; 2/7; 2/7; 3/10; 4/17; 5/18; 3/10; 1/4; 4/17; 4/13; ; ; ; 2/7; 
Draw; 4; 7/2; 4; 16/5; 4; 10/3; 4; ; 19/5; 4; 15/4; 4; 15/4; 10/3; 19/5; 18/5; 4; 62/17; 4; 4; 4; 62/17; 21/5; ; ; ; 10/3; 
Lincoln Red Imps FC; 7; 11; 10; 10; 10; 9; 14; ; 10; 10; 11; 11; 11; 10; 15/2; 13; 10; 39/4; 10; 35/4; 10; 39/4; 21/2; ; ; ; 28/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 07:45:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 3/10; 2/7; 3/10; 2/7; 3/10; 4/15; 3/10; ; 3/10; 5/18; 1/3; 1/4; 1/4; 2/7; 1/4; 2/7; 3/10; 5/19; 5/18; 3/10; 1/4; 5/19; 4/13; ; ; 1/3; 3/10; 
Draw; 4; 7/2; 19/5; 16/5; 19/5; 33/10; 4; ; 19/5; 4; 7/2; 4; 15/4; 10/3; 15/4; 18/5; 4; 39/11; 4; 4; 4; 39/11; 21/5; ; ; 7/2; 10/3; 
Lincoln Red Imps FC; 7; 11; 10; 10; 10; 9; 14; ; 10; 10; 10; 11; 11; 10; 17/2; 13; 11; 37/4; 10; 35/4; 10; 37/4; 21/2; ; ; 54/5; 28/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 08:15:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 3/10; 2/7; 3/10; 2/7; 3/10; 4/15; 3/10; ; 3/10; 5/18; 1/3; 2/7; 1/4; 2/7; 1/4; 2/7; 3/10; 5/19; 5/18; 3/10; 1/4; 5/19; 4/13; ; ; 1/3; 3/10; 
Draw; 4; 7/2; 4; 16/5; 4; 33/10; 4; ; 19/5; 4; 7/2; 15/4; 15/4; 10/3; 15/4; 18/5; 4; 18/5; 4; 4; 4; 18/5; 21/5; ; ; 7/2; 3; 
Lincoln Red Imps FC; 7; 11; 10; 10; 10; 9; 14; ; 10; 10; 10; 10; 11; 10; 17/2; 13; 10; 9; 10; 35/4; 10; 9; 21/2; ; ; 54/5; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 09:45:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 1/3; 1/3; 1/3; 3/10; 1/3; 2/7; 1/3; ; 1/3; 5/18; 4/11; 2/7; 2/7; 3/10; 3/10; 7/20; 1/3; 3/11; 5/18; 3/10; 1/4; 3/11; 6/19; 1/3; ; 4/11; 1/3; 
Draw; 15/4; 7/2; 19/5; 16/5; 19/5; 16/5; 4; ; 7/2; 4; 7/2; 15/4; 18/5; 10/3; 17/5; 10/3; 4; 39/11; 4; 4; 4; 39/11; 22/5; 13/4; ; 7/2; 3; 
Lincoln Red Imps FC; 13/2; 9; 9; 17/2; 9; 17/2; 21/2; ; 17/2; 10; 9; 10; 10; 9; 7; 9; 9; 33/4; 10; 35/4; 10; 33/4; 19/2; 13/2; ; 10; 46/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 11:45:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 1/3; 1/3; 1/3; 1/3; 1/3; 2/7; 4/11; ; 1/3; 5/18; 4/11; 1/3; 2/5; 1/3; 1/3; 7/20; 1/3; 2/7; 5/18; 1/3; 1/4; 2/7; 6/17; 1/3; ; 4/11; 4/11; 
Draw; 7/2; 7/2; 18/5; 16/5; 18/5; 16/5; 15/4; ; 7/2; 4; 10/3; 7/2; 3; 16/5; 16/5; 10/3; 4; 7/2; 4; 4; 4; 7/2; 37/10; 13/4; ; 7/2; 7/2; 
Lincoln Red Imps FC; 15/2; 9; 9; 15/2; 9; 8; 19/2; ; 8; 10; 9; 9; 7; 17/2; 7; 9; 9; 8; 10; 29/4; 10; 8; 21/2; 13/2; ; 10; 51/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 12:15:02 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 1/3; 1/3; 4/11; 1/3; 4/11; 2/7; 4/11; ; 1/3; 5/18; 4/11; 1/3; 2/5; 1/3; 1/3; 7/20; 4/11; 2/7; 5/18; 1/3; 1/4; 2/7; 7/19; 1/3; ; 4/11; 4/11; 
Draw; 7/2; 10/3; 18/5; 16/5; 18/5; 3; 15/4; ; 7/2; 4; 10/3; 7/2; 3; 16/5; 16/5; 10/3; 7/2; 38/11; 4; 4; 4; 38/11; 39/11; 13/4; ; 7/2; 7/2; 
Lincoln Red Imps FC; 15/2; 9; 17/2; 7; 17/2; 8; 19/2; ; 8; 10; 9; 17/2; 7; 17/2; 7; 9; 17/2; 31/4; 10; 29/4; 10; 31/4; 10; 13/2; ; 19/2; 48/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 12:26:39 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 1/3; 1/3; 4/11; 1/3; 4/11; 2/7; 4/11; ; 1/3; 5/18; 4/11; 1/3; 2/5; 1/3; 1/3; 7/20; 4/11; 2/7; 5/18; 1/3; 1/4; 2/7; 7/19; 1/3; ; 2/5; 2/5; 
Draw; 7/2; 10/3; 18/5; 16/5; 18/5; 3; 15/4; ; 7/2; 4; 7/2; 7/2; 3; 16/5; 16/5; 10/3; 7/2; 38/11; 4; 4; 4; 38/11; 39/11; 13/4; ; 7/2; 7/2; 
Lincoln Red Imps FC; 15/2; 9; 17/2; 7; 17/2; 8; 19/2; ; 8; 10; 17/2; 17/2; 7; 17/2; 7; 9; 17/2; 31/4; 10; 29/4; 10; 31/4; 10; 13/2; ; 9; 46/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 13:45:03 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 1/3; 4/11; 1/3; 1/3; 1/3; 1/3; 4/11; ; 2/5; 10/29; 4/11; 4/11; 2/5; 7/20; 1/3; 7/20; 4/11; 4/13; 10/29; 1/3; 1/3; 4/13; 7/19; 1/3; ; 2/5; 2/5; 
Draw; 7/2; 10/3; 16/5; 16/5; 16/5; 3; 15/4; ; 10/3; 15/4; 10/3; 10/3; 3; 16/5; 10/3; 10/3; 7/2; 57/17; 15/4; 4; 7/2; 57/17; 39/11; 13/4; ; 7/2; 7/2; 
Lincoln Red Imps FC; 15/2; 8; 15/2; 7; 15/2; 7; 9; ; 15/2; 8; 17/2; 8; 7; 15/2; 13/2; 9; 17/2; 29/4; 8; 15/2; 8; 29/4; 10; 13/2; ; 9; 46/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 15:45:02 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 1/3; 4/11; 1/3; 4/11; 1/3; 1/3; 2/5; ; 2/5; 10/29; 2/5; 4/11; 7/20; 4/11; 4/11; 4/11; 4/11; 6/19; 10/29; 6/17; 1/3; 6/19; 7/18; 1/3; ; 2/5; 2/5; 
Draw; 7/2; 10/3; 16/5; 3; 16/5; 3; 18/5; ; 10/3; 15/4; 10/3; 10/3; 16/5; 3; 16/5; 7/2; 7/2; 33/10; 15/4; 18/5; 7/2; 33/10; 39/11; 13/4; ; 7/2; 7/2; 
Lincoln Red Imps FC; 15/2; 8; 15/2; 13/2; 15/2; 13/2; 8; ; 15/2; 8; 8; 8; 8; 15/2; 6; 8; 17/2; 7; 8; 8; 8; 7; 44/5; 13/2; ; 17/2; 43/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 16:15:01 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 4/11; 4/11; 4/11; 4/11; 4/11; 1/3; 2/5; ; 2/5; 3/8; 2/5; 4/11; 7/20; 4/11; 4/11; 4/11; 4/11; 6/19; 3/8; 6/17; 4/11; 6/19; 3/7; 1/3; ; ; 2/5; 
Draw; 10/3; 16/5; 16/5; 3; 16/5; 3; 7/2; ; 10/3; 57/17; 16/5; 10/3; 16/5; 3; 16/5; 7/2; 7/2; 13/4; 57/17; 18/5; 10/3; 13/4; 39/11; 13/4; ; ; 7/2; 
Lincoln Red Imps FC; 7; 8; 7; 13/2; 7; 7; 17/2; ; 15/2; 8; 17/2; 8; 8; 15/2; 13/2; 8; 8; 29/4; 8; 8; 8; 29/4; 36/5; 13/2; ; ; 43/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 17:45:02 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 2/5; 4/11; 4/11; 2/5; 4/11; 7/20; 2/5; ; 2/5; 2/5; 4/9; 2/5; 7/20; 4/11; 4/11; 2/5; 2/5; 6/17; 2/5; 2/5; 2/5; 6/17; 7/15; 1/3; ; 2/5; 4/9; 
Draw; 16/5; 3; 16/5; 3; 16/5; 14/5; 7/2; ; 10/3; 57/17; 16/5; 16/5; 16/5; 3; 3; 16/5; 10/3; 41/13; 57/17; 18/5; 10/3; 41/13; 39/11; 13/4; ; 7/2; 10/3; 
Lincoln Red Imps FC; 6; 15/2; 13/2; 13/2; 13/2; 13/2; 17/2; ; 7; 69/10; 7; 7; 8; 7; 13/2; 15/2; 15/2; 13/2; 69/10; 6; 34/5; 13/2; 61/10; 13/2; ; 39/5; 41/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 18:18:36 GMT+3; 2016-06-28 17:00; e70300-dr003
Flora Tallinn; 4/11; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; ; 2/5; 2/5; 10/21; 2/5; 7/20; 2/5; 4/9; 2/5; 2/5; 3/8; 2/5; 4/11; 2/5; 3/8; 7/15; 1/3; ; 4/9; 4/9; 
Draw; 10/3; 3; 3; 14/5; 3; 14/5; 7/2; ; 10/3; 57/17; 3; 16/5; 16/5; 29/10; 29/10; 16/5; 10/3; 58/19; 57/17; 18/5; 10/3; 58/19; 39/11; 13/4; ; 3; 3; 
Lincoln Red Imps FC; 13/2; 7; 13/2; 13/2; 13/2; 11/2; 17/2; ; 7; 69/10; 13/2; 7; 8; 13/2; 5; 15/2; 15/2; 6; 69/10; 29/4; 34/5; 6; 61/10; 13/2; ; 37/5; 36/5; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 19:45:01 GMT+3; 2016-06-28 17:00; In Play; e70300-dr003
Flora Tallinn; 1/7; 1/6; 1/6; 1/8; 1/7; 13/100; 1/6; ; ; ; 2/13; 1/7; 1/6; 1/7; 1/7; ; ; 1/8; 1/6; 3/19; ; 1/8; 1/6; 1/3; ; 1/6; ; 
Draw; 5; 5; 11/2; 5; 11/2; 470/100; 11/2; ; ; ; 5; 11/2; 11/2; 9/2; 5; ; ; 47/10; 9/2; 19/4; ; 47/10; 26/5; 13/4; ; 6; ; 
Lincoln Red Imps FC; 20; 25; 22; 16; 25; 28; 25; ; ; ; 22; 25; 22; 22; 20; ; ; 71/4; 18; 22; ; 71/4; 22; 13/2; ; 31; ; 
META; champions-league/flora-tallinn-v-lincoln-red-imps-fc; 2016-06-28 20:15:01 GMT+3; 2016-06-28 17:00; In Play; e70300-dr003
Flora Tallinn; 1/7; 1/7; 1/8; 1/10; 1/8; 13/100; 1/7; ; 1/100; ; 1/8; 1/6; 1/6; 1/8; 1/1200; ; ; 1/10; 1/8; 3/19; ; 1/10; 1/100; ; ; ; ; 
Draw; 5; 6; 6; 11/2; 6; 460/100; 6; ; 12; ; 11/2; 9/2; 5; 9/2; 25; ; ; 67/13; 21/4; 9/2; ; 67/13; 16; ; ; ; ; 
Lincoln Red Imps FC; 25; 33; 33; 20; 33; 33; 30; ; 80; ; 40; 25; 25; 30; 70; ; ; 89/4; 32; 25; ; 89/4; 110; ; ; ; ; 
