META; champions-league/napoli-v-real-madrid; 2017-02-16 00:15:20 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; ; ; ; ; ; ; 13/10; ; ; 5/4; ; ; ; ; ; 11/8; 5/4; 15/13; ; 5/4; ; ; ; ; ; 10/9; ; 
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 7/5; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 6/5; 13/10; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 17/10; 7/4; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-26 08:15:09 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 6/5; 13/10; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 7/4; 7/4; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-26 12:15:10 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 5/4; 13/10; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 7/4; 9/5; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 27/10; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-26 16:15:12 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 5/4; 13/10; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 7/4; 7/4; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 27/10; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-26 20:15:10 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 5/4; 13/10; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 9/5; 9/5; 9/5; 9/5; 37/20; 7/4; 9/5; 7/4; ; 7/4; 7/4; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 27/10; 5/2; 27/10; 5/2; 5/2; 13/5; 5/2; 143/50; 27/10; 13/5; 5/2; ; 13/5; 27/10; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-27 00:15:10 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 13/10; 11/8; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 7/4; 7/4; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-27 04:15:09 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 13/10; 11/8; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 7/4; 7/4; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-27 08:15:09 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 13/10; 7/5; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 7/4; 7/4; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-27 12:15:10 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 13/10; 7/5; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 7/4; 7/4; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-27 16:15:12 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 13/10; 7/5; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 7/4; 7/4; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-27 20:15:10 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 13/10; 7/5; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 7/4; 7/4; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-28 00:15:11 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 11/8; 7/5; 7/5; 23/17; 23/17; 7/5; ; 147/100; 13/9; 7/5; 11/8; ; 5/4; 13/10; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 9/5; 9/5; ; 37/20; 7/4; 9/5; 7/4; ; 7/4; 7/4; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; ; 143/50; 27/10; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-28 04:15:11 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 11/8; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 5/4; 13/10; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 7/4; 7/4; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-28 08:15:10 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 11/8; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 5/4; 13/10; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 7/4; 9/5; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-28 12:15:11 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 11/8; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 5/4; 13/10; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 7/4; 9/5; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-28 16:15:11 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 7/5; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 11/8; 7/5; 7/5; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 5/4; 13/10; 7/5
Napoli; 9/5; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 7/4; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 37/20; 7/4; 9/5; 7/4; ; 7/4; 9/5; 9/5
Draw; 13/5; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-02-28 20:15:12 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 13/10; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 11/8; 7/5; 11/8; 23/17; 23/17; 7/5; 23/17; 147/100; 13/9; 7/5; 11/8; ; 5/4; 13/10; 7/5
Napoli; 15/8; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 9/5; 9/5; 7/4; 37/20; 7/4; 9/5; 9/5; ; 7/4; 7/4; 9/5
Draw; 11/4; 11/4; 27/10; 11/4; ; 27/10; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 13/5; 13/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-03-01 00:15:12 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 13/10; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 11/8; 7/5; 11/8; 23/17; 23/17; 7/5; 23/17; 147/100; ; 7/5; 11/8; ; 27/20; 27/20; 7/5
Napoli; 15/8; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 9/5; 9/5; 7/4; 37/20; ; 9/5; 9/5; ; 7/4; 7/4; 9/5
Draw; 11/4; 11/4; 27/10; 11/4; ; 27/10; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; ; 13/5; 5/2; ; 11/4; 11/4; 14/5
META; champions-league/napoli-v-real-madrid; 2017-03-01 04:15:12 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 13/10; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 11/8; 7/5; 11/8; 23/17; 23/17; 7/5; 23/17; 73/50; 13/9; 7/5; 11/8; ; 27/20; 27/20; 7/5
Napoli; 15/8; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 9/5; 9/5; 7/4; 93/50; 7/4; 9/5; 9/5; ; 7/4; 7/4; 9/5
Draw; 11/4; 11/4; 27/10; 11/4; ; 27/10; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 11/4; 11/4; 14/5
META; champions-league/napoli-v-real-madrid; 2017-03-01 08:15:12 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 13/10; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 11/8; 7/5; 11/8; 23/17; 23/17; 7/5; 23/17; 73/50; 13/9; 7/5; 11/8; ; 27/20; 27/20; 7/5
Napoli; 15/8; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 9/5; 9/5; 7/4; 93/50; 7/4; 9/5; 9/5; ; 7/4; 7/4; 9/5
Draw; 11/4; 11/4; 27/10; 11/4; ; 27/10; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 11/4; 11/4; 14/5
META; champions-league/napoli-v-real-madrid; 2017-03-01 12:15:12 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 13/10; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 11/8; 7/5; 11/8; 23/17; 23/17; 7/5; 23/17; 73/50; 13/9; 7/5; 11/8; ; 27/20; 27/20; 7/5
Napoli; 15/8; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 9/5; 9/5; 7/4; 93/50; 7/4; 9/5; 9/5; ; 7/4; 7/4; 9/5
Draw; 11/4; 11/4; 27/10; 11/4; ; 27/10; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 11/4; 14/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-03-01 16:15:12 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 13/10; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 11/8; 7/5; 11/8; 23/17; 23/17; 7/5; 23/17; 73/50; 7/5; 7/5; 11/8; ; 27/20; 11/8; 7/5
Napoli; 15/8; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 9/5; 9/5; 7/4; 93/50; 9/5; 9/5; 9/5; ; 7/4; 9/5; 9/5
Draw; 11/4; 11/4; 27/10; 11/4; ; 13/5; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 27/10; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 11/4; 11/4; 14/5
META; champions-league/napoli-v-real-madrid; 2017-03-01 20:15:12 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 13/10; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 11/8; 7/5; 11/8; 23/17; 23/17; 7/5; 23/17; 73/50; 7/5; 7/5; 11/8; ; 27/20; 11/8; 7/5
Napoli; 15/8; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 9/5; 9/5; 7/4; 93/50; 9/5; 9/5; 9/5; ; 7/4; 9/5; 9/5
Draw; 11/4; 11/4; 27/10; 11/4; ; 27/10; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 11/4; 11/4; 14/5
META; champions-league/napoli-v-real-madrid; 2017-03-02 00:15:12 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 13/10; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 11/8; 7/5; 11/8; 23/17; 23/17; 7/5; 23/17; 73/50; ; 7/5; 11/8; ; 11/8; 11/8; 7/5
Napoli; 15/8; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 9/5; 9/5; 7/4; 93/50; ; 9/5; 9/5; ; 7/4; 9/5; 9/5
Draw; 11/4; 11/4; 27/10; 11/4; ; 27/10; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; ; 13/5; 5/2; ; 11/4; 11/4; 14/5
META; champions-league/napoli-v-real-madrid; 2017-03-02 04:15:19 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 13/10; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 11/8; 7/5; 11/8; 23/17; 23/17; 7/5; 23/17; 73/50; 7/5; 7/5; 11/8; ; 11/8; 11/8; 7/5
Napoli; 15/8; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 9/5; 9/5; 7/4; 93/50; 9/5; 9/5; 9/5; ; 7/4; 7/4; 9/5
Draw; 11/4; 11/4; 27/10; 11/4; ; 27/10; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 11/4; 11/4; 14/5
META; champions-league/napoli-v-real-madrid; 2017-03-02 08:15:13 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 13/10; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 11/8; 7/5; 11/8; 23/17; 23/17; 7/5; 23/17; 73/50; 7/5; 7/5; 11/8; ; 11/8; 11/8; 7/5
Napoli; 15/8; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 9/5; 9/5; 7/4; 93/50; 9/5; 9/5; 9/5; ; 7/4; 7/4; 9/5
Draw; 11/4; 11/4; 27/10; 11/4; ; 27/10; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 11/4; 11/4; 14/5
META; champions-league/napoli-v-real-madrid; 2017-03-02 12:15:13 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 13/10; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 11/8; 7/5; 11/8; 23/17; 23/17; 7/5; 23/17; 73/50; 7/5; 7/5; 11/8; ; 11/8; 11/8; 7/5
Napoli; 15/8; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 9/5; 9/5; 7/4; 93/50; 9/5; 9/5; 9/5; ; 7/4; 7/4; 9/5
Draw; 11/4; 11/4; 27/10; 11/4; ; 27/10; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 14/5; 11/4; 14/5
META; champions-league/napoli-v-real-madrid; 2017-03-02 16:15:13 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 13/10; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 11/8; 7/5; 11/8; 23/17; 23/17; 7/5; 23/17; 73/50; 7/5; 7/5; 11/8; ; 11/8; 11/8; 7/5
Napoli; 15/8; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 15/8; 7/4; 9/5; 9/5; 7/4; 93/50; 9/5; 9/5; 9/5; ; 7/4; 7/4; 9/5
Draw; 11/4; 11/4; 27/10; 11/4; ; 27/10; 11/4; 5/2; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 11/4; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 14/5; 14/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-03-02 20:15:16 GMT+2; 2017-03-07 19:45; e70300-dr003
Real Madrid; 13/10; 11/8; 7/5; 13/10; ; 29/20; 11/8; 5/4; 7/5; 11/8; 27/20; 7/5; 11/8; 11/8; 7/5; 11/8; 23/17; 23/17; 7/5; 23/17; 73/50; 7/5; 7/5; 11/8; ; 11/8; 7/5; 7/5
Napoli; 15/8; 17/10; 7/4; 7/4; ; 37/20; 7/4; 15/8; 9/5; 17/10; 33/20; 9/5; 17/10; 9/5; 15/8; 9/5; 7/4; 9/5; 9/5; 7/4; 93/50; 9/5; 9/5; 9/5; ; 7/4; 7/4; 9/5
Draw; 11/4; 11/4; 27/10; 11/4; ; 27/10; 11/4; 27/10; 13/5; 13/5; 5/2; 5/2; 27/10; 11/4; 5/2; 14/5; 13/5; 5/2; 13/5; 13/5; 143/50; 27/10; 13/5; 5/2; ; 14/5; 14/5; 14/5
META; champions-league/napoli-v-real-madrid; 2017-03-03 00:15:13 GMT+2; 2017-03-07 19:45; e70300-dr003
