META; champions-league/salzburg-v-fk-liepaja; 2016-07-09 16:15:24 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; ; 1/12; 1/12; ; 1/12; ; ; ; ; 1/12; ; ; ; ; ; ; 1/10; ; 1/12; 1/10; 1/12; ; ; ; ; ; ; 
Draw; ; 8; 17/2; ; 17/2; ; ; ; ; 9; ; ; ; ; ; ; 17/2; ; 9; 8; 9; ; ; ; ; ; ; 
FK Liepaja; ; 22; 20; ; 20; ; ; ; ; 20; ; ; ; ; ; ; 22; ; 20; 20; 20; ; ; ; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-09 20:15:37 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; ; 1/12; 1/12; ; 1/12; ; ; ; ; 1/12; ; ; ; ; ; ; 1/10; ; 1/12; 1/10; 1/12; ; ; ; ; ; ; 
Draw; ; 8; 17/2; ; 17/2; ; ; ; ; 9; ; ; ; ; ; ; 17/2; ; 9; 8; 9; ; ; ; ; ; ; 
FK Liepaja; ; 22; 20; ; 20; ; ; ; ; 20; ; ; ; ; ; ; 22; ; 20; 20; 20; ; ; ; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-10 00:15:26 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; ; 1/12; 1/12; ; 1/12; ; ; ; ; 1/12; ; ; ; ; ; ; 1/10; ; 1/12; 1/10; 1/12; ; ; ; ; ; ; 
Draw; ; 8; 17/2; ; 17/2; ; ; ; ; 9; ; ; ; ; ; ; 17/2; ; 9; 8; 9; ; ; ; ; ; ; 
FK Liepaja; ; 22; 20; ; 20; ; ; ; ; 20; ; ; ; ; ; ; 22; ; 20; 20; 20; ; ; ; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-10 04:15:20 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; ; 1/12; 1/12; ; 1/12; ; ; ; ; 1/12; ; ; ; ; ; ; 1/10; ; 1/12; 1/10; 1/12; ; ; ; ; ; ; 
Draw; ; 8; 17/2; ; 17/2; ; ; ; ; 9; ; ; ; ; ; ; 17/2; ; 9; 8; 9; ; ; ; ; ; ; 
FK Liepaja; ; 22; 20; ; 20; ; ; ; ; 20; ; ; ; ; ; ; 22; ; 20; 20; 20; ; ; ; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-10 08:15:19 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; ; 1/12; 1/12; ; 1/12; ; ; ; ; 1/12; ; ; ; ; ; ; 1/10; ; 1/12; 1/10; 1/12; ; ; ; ; 1/14; ; 
Draw; ; 8; 17/2; ; 17/2; ; ; ; ; 9; ; ; ; ; ; ; 17/2; ; 9; 8; 9; ; ; ; ; 7/2; ; 
FK Liepaja; ; 22; 20; ; 20; ; ; ; ; 20; ; ; ; ; ; ; 22; ; 20; 20; 20; ; ; ; ; 7/2; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-10 12:15:21 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; ; 1/12; 1/12; ; 1/12; ; ; ; ; 1/12; ; ; ; ; ; ; 1/10; ; 1/12; 1/12; 1/12; ; ; ; ; 1/12; ; 
Draw; ; 8; 17/2; ; 17/2; ; ; ; ; 9; ; ; ; ; ; ; 17/2; ; 9; 9; 9; ; ; ; ; 22/5; ; 
FK Liepaja; ; 22; 20; ; 20; ; ; ; ; 20; ; ; ; ; ; ; 22; ; 20; 22; 20; ; ; ; ; 21/5; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-10 16:15:32 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/14; 1/16; ; 1/16; 1/16; ; ; ; 1/12; ; 1/16; ; 1/16; 1/20; ; 1/14; 1/12; 1/12; 1/12; ; ; ; ; 1/12; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 11:45:22 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/14; 1/14; 1/16; 1/14; ; ; ; 1/12; 1/12; ; 1/14; ; 1/12; 1/16; 1/16; 1/12; 1/12; 1/12; 1/12; ; ; 1/16; ; 1/10; ; 
Draw; 8; 17/2; 9; 7; 9; ; ; ; 17/2; 9; ; 17/2; ; 13/2; 9; 9; 9; 9; 9; 9; ; ; 39/5; ; 59/5; ; 
FK Liepaja; 20; 25; 25; 18; 25; ; ; ; 25; 20; ; 25; ; 22; 33; 33; 28; 20; 22; 20; ; ; 71/5; ; 37; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 13:03:02 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/16; 1/14; 1/16; 1/14; ; ; ; 1/12; 1/12; ; 1/12; ; 1/14; 1/16; 1/16; 1/12; 1/12; 1/12; 1/12; ; ; 1/16; ; ; ; 
Draw; 8; 17/2; 9; 7; 9; ; ; ; 17/2; 9; ; 17/2; ; 7; 9; 9; 9; 9; 9; 9; ; ; 39/5; ; ; ; 
FK Liepaja; 20; 28; 25; 20; 25; ; ; ; 25; 20; ; 28; ; 22; 33; 33; 28; 20; 22; 20; ; ; 71/5; ; ; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 13:45:20 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/16; 1/14; 1/16; 1/14; ; ; ; 1/14; 1/12; ; 1/12; ; 1/14; 1/16; 1/16; 1/12; 1/12; 1/12; 1/12; ; ; 1/19; ; 1/10; ; 
Draw; 8; 17/2; 9; 7; 9; ; ; ; 9; 9; ; 9; ; 7; 9; 9; 9; 9; 9; 9; ; ; 17/2; ; 59/5; ; 
FK Liepaja; 20; 28; 25; 20; 25; ; ; ; 28; 20; ; 28; ; 25; 33; 33; 28; 20; 22; 20; ; ; 14; ; 37; ; 
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 15:45:21 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/16; 1/16; 1/20; 1/14; 1/18; ; ; 1/16; 1/12; ; 1/14; ; 1/16; 1/20; 1/16; 1/14; 1/12; 1/14; 1/12; ; ; 1/33; ; ; ; 1/16
Draw; 8; 17/2; 9; 7; 9; 7; ; ; 9; 9; ; 9; ; 7; 10; 9; 9; 9; 19/2; 9; ; ; 87/10; ; ; ; 62/5
FK Liepaja; 20; 28; 28; 20; 25; 20; ; ; 33; 20; ; 33; ; 28; 40; 33; 33; 20; 25; 20; ; ; 19; ; ; ; 40
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 16:15:24 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/16; 1/16; 1/20; 1/16; 1/18; ; ; 1/16; 1/12; ; 1/14; ; 1/16; 1/20; 1/16; 1/14; 1/12; 1/14; 1/12; ; ; 1/33; ; ; ; 1/12
Draw; 8; 9; 9; 7; 9; 7; ; ; 9; 9; ; 9; ; 7; 10; 9; 9; 9; 19/2; 9; ; ; 87/10; ; ; ; 62/5
FK Liepaja; 20; 28; 28; 20; 28; 20; ; ; 33; 20; ; 33; ; 28; 40; 33; 33; 20; 25; 20; ; ; 19; ; ; ; 40
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 17:45:23 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/20; 1/16; 1/20; 1/16; 1/18; ; ; 1/18; 1/19; ; 1/16; ; 1/16; 1/20; 1/25; 1/14; 1/19; 1/16; 1/16; ; ; 1/33; ; 1/12; ; 1/12
Draw; 8; 9; 10; 15/2; 10; 7; ; ; 10; 11; ; 10; ; 8; 11; 10; 10; 11; 10; 11; ; ; 89/10; ; 66/5; ; 64/5
FK Liepaja; 20; 33; 25; 20; 25; 20; ; ; 33; 25; ; 28; ; 20; 40; 50; 28; 25; 30; 25; ; ; 19; ; 45; ; 40
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 18:28:24 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/20; 1/16; 1/20; 1/16; 1/18; ; ; 1/20; 1/19; ; 1/16; ; 1/20; 1/25; 1/25; 1/16; 1/19; 1/25; 1/20; ; ; 1/33; ; 1/12; ; 1/12
Draw; 8; 9; 10; 15/2; 10; 7; ; ; 10; 11; ; 10; ; 17/2; 11; 10; 10; 11; 11; 11; ; ; 89/10; ; 69/5; ; 64/5
FK Liepaja; 20; 33; 28; 20; 28; 20; ; ; 40; 25; ; 33; ; 22; 45; 50; 33; 25; 35; 25; ; ; 19; ; 47; ; 40
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 19:45:30 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/25; 1/20; 1/25; 1/20; 1/18; ; ; 1/20; 1/19; ; 1/16; ; 1/20; 1/20; 1/20; 1/19; 1/19; 1/25; 1/20; ; ; 1/41; ; 1/14; ; 1/16
Draw; 10; 10; 11; 15/2; 11; 7; ; ; 10; 11; ; 10; ; 17/2; 11; 19/2; 11; 11; 23/2; 11; ; ; 10; ; 71/5; ; 64/5
FK Liepaja; 25; 33; 33; 22; 33; 20; ; ; 40; 25; ; 40; ; 22; 40; 40; 40; 25; 30; 25; ; ; 19; ; 70; ; 50
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 20:15:24 GMT+3; 2016-07-12 19:30; e70300-dr003
Salzburg; 1/14; 1/20; 1/20; 1/20; 1/20; 1/18; ; ; 1/20; 1/19; ; 1/16; ; 1/20; 1/20; 1/20; 1/19; 1/19; 1/25; 1/20; ; ; 1/41; ; 1/14; ; 1/16
Draw; 10; 10; 11; 15/2; 11; 7; ; ; 10; 11; ; 10; ; 9; 11; 19/2; 11; 11; 23/2; 11; ; ; 10; ; 71/5; ; 64/5
FK Liepaja; 25; 28; 33; 18; 33; 20; ; ; 40; 25; ; 40; ; 20; 40; 40; 33; 25; 30; 25; ; ; 19; ; 70; ; 50
META; champions-league/salzburg-v-fk-liepaja; 2016-07-12 21:45:24 GMT+3; 2016-07-12 19:30; In Play; e70300-dr003
Salzburg; 1/16; 1/16; 1/14; ; ; 1/28; ; ; ; ; ; 1/18; ; 1/20; 1/20; ; ; 1/16; 1/10; ; ; ; ; ; ; ; 
Draw; 9; 10; 10; ; ; 13/2; ; ; ; ; ; 11; ; 17/2; 10; ; ; 23/2; 33/4; ; ; ; ; ; ; ; 
FK Liepaja; 18; 33; 28; ; ; 40; ; ; ; ; ; 50; ; 22; 45; ; ; 21; 16; ; ; ; ; ; ; ; 
