META; champions-league/celtic-v-lincoln-red-imps-fc; 2016-07-15 12:15:19 GMT+3; 2016-07-20 19:45; e70300-dr003
Celtic; ; 1/50; ; ; ; ; ; ; 1/50; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; ; ; 
Draw; ; 10; ; ; ; ; ; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; 12; ; ; ; ; 
Lincoln Red Imps FC; ; 33; ; ; ; ; ; ; 33; ; ; ; ; ; ; ; ; ; ; ; ; 25; ; ; ; ; 
META; champions-league/celtic-v-lincoln-red-imps-fc; 2016-07-15 16:15:15 GMT+3; 2016-07-20 19:45; e70300-dr003
Celtic; ; ; ; ; ; ; ; ; 1/50; ; ; ; ; ; ; ; ; ; ; ; ; 1/16; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; 29/2; ; ; ; ; 
Lincoln Red Imps FC; ; ; ; ; ; ; ; ; 33; ; ; ; ; ; ; ; ; ; ; ; ; 28; ; ; ; ; 
META; champions-league/celtic-v-lincoln-red-imps-fc; 2016-07-15 20:15:23 GMT+3; 2016-07-20 19:45; e70300-dr003
Celtic; ; 1/50; ; ; ; ; ; ; 1/50; ; ; ; ; ; ; ; ; ; ; ; ; 1/16; ; ; 1/16; ; 
Draw; ; 10; ; ; ; ; ; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; 29/2; ; ; 20; ; 
Lincoln Red Imps FC; ; 33; ; ; ; ; ; ; 33; ; ; ; ; ; ; ; ; ; ; ; ; 28; ; ; 29; ; 
META; champions-league/celtic-v-lincoln-red-imps-fc; 2016-07-16 00:15:24 GMT+3; 2016-07-20 19:45; e70300-dr003
Celtic; ; 1/28; ; ; ; ; ; ; 1/50; ; ; ; ; ; ; ; ; ; ; ; ; 1/16; ; ; ; ; 
Draw; ; 12; ; ; ; ; ; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; 29/2; ; ; ; ; 
Lincoln Red Imps FC; ; 28; ; ; ; ; ; ; 33; ; ; ; ; ; ; ; ; ; ; ; ; 28; ; ; ; ; 
META; champions-league/celtic-v-lincoln-red-imps-fc; 2016-07-16 04:15:26 GMT+3; 2016-07-20 19:45; e70300-dr003
