META; champions-league/bayer-leverkusen-v-atletico-madrid; 2016-12-12 16:15:03 GMT+2; 2017-02-14 19:45; e70300-dr003
Atletico Madrid; 1; 11/10; ; 11/10; ; 1; 21/20; 13/10; ; ; 6/5; 6/5; ; 6/5; 11/10; ; 21/20; 1; 11/10; 1; 21/20; 21/20; 21/20; 1; 21/20; ; 10/9; ; 
Draw; 23/10; 9/4; ; 21/10; ; 12/5; 9/4; 23/10; ; ; 23/10; 11/5; ; 9/4; 23/10; ; 9/4; 9/4; 11/5; 9/4; 9/4; 5/2; 11/5; 9/4; 11/5; ; 2; ; 
Bayer Leverkusen; 3; 13/5; ; 11/4; ; 14/5; 29/10; 15/8; ; ; 21/10; 21/10; ; 9/4; 13/5; ; 11/4; 31/10; 5/2; 3; 11/4; 63/20; 5/2; 31/10; 11/4; ; 2; ; 
META; champions-league/bayer-leverkusen-v-atletico-madrid; 2016-12-12 20:15:01 GMT+2; 2017-02-14 19:45; e70300-dr003
Atletico Madrid; 1; 11/10; 11/10; 21/20; 21/20; 1; 21/20; 13/10; 11/10; 21/20; 6/5; 6/5; 19/20; 21/20; 11/10; ; 1; 1; 11/10; 1; 1; 27/25; 21/20; 1; 21/20; ; 20/21; ; 
Draw; 23/10; 9/4; 43/20; 21/10; 23/10; 12/5; 11/5; 23/10; 23/10; 21/10; 23/10; 11/5; 23/10; 12/5; 23/10; ; 9/4; 9/4; 11/5; 9/4; 9/4; 12/5; 11/5; 9/4; 11/5; ; 11/5; ; 
Bayer Leverkusen; 3; 13/5; 29/10; 14/5; 3; 14/5; 3; 15/8; 11/4; 14/5; 21/10; 21/10; 3; 13/5; 13/5; ; 14/5; 31/10; 5/2; 3; 14/5; 63/20; 5/2; 31/10; 11/4; ; 12/5; ; 
META; champions-league/bayer-leverkusen-v-atletico-madrid; 2016-12-13 00:15:00 GMT+2; 2017-02-14 19:45; e70300-dr003
Atletico Madrid; 1; 11/10; 11/10; 21/20; 21/20; 1; 21/20; 13/10; 11/10; 21/20; 6/5; 6/5; 19/20; 21/20; 21/20; 11/10; 1; 1; 11/10; 1; 1; 27/25; ; 1; 21/20; ; 20/21; ; 
Draw; 23/10; 9/4; 43/20; 21/10; 23/10; 12/5; 11/5; 23/10; 23/10; 21/10; 23/10; 11/5; 23/10; 12/5; 12/5; 12/5; 9/4; 9/4; 11/5; 9/4; 9/4; 12/5; ; 9/4; 11/5; ; 11/5; ; 
Bayer Leverkusen; 3; 13/5; 29/10; 14/5; 3; 14/5; 3; 15/8; 11/4; 14/5; 21/10; 21/10; 3; 13/5; 11/4; 14/5; 14/5; 31/10; 5/2; 3; 14/5; 63/20; ; 31/10; 11/4; ; 12/5; ; 
META; champions-league/bayer-leverkusen-v-atletico-madrid; 2016-12-13 04:15:01 GMT+2; 2017-02-14 19:45; e70300-dr003
Atletico Madrid; 1; 11/10; 11/10; 21/20; 21/20; 1; 21/20; 13/10; 11/10; 21/20; 6/5; 6/5; 19/20; 21/20; 21/20; 11/10; 21/20; 1; 11/10; 1; 21/20; 27/25; 21/20; 1; 21/20; ; 20/21; ; 
