META; champions-league/crusaders-v-fc-copenhagen; 2016-07-08 20:15:17 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; ; 4/9; 2/5; ; 2/5; ; 2/5; ; 4/9; 5/11; ; ; 4/11; ; ; ; ; 7/19; 5/11; ; 4/9; 7/19; 10/21; ; ; ; ; 
Draw; ; 16/5; 16/5; ; 16/5; ; 7/2; ; 10/3; 13/4; ; ; 7/2; ; ; ; ; 16/5; 13/4; ; 3; 16/5; 16/5; ; ; ; ; 
Crusaders; ; 11/2; 11/2; ; 11/2; ; 13/2; ; 6; 11/2; ; ; 5; ; ; ; ; 5; 11/2; ; 11/2; 5; 34/5; ; ; ; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-09 00:15:19 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; ; 4/9; 2/5; ; 2/5; ; ; ; 4/9; 5/11; ; ; 4/11; ; ; ; ; 3/8; 5/11; ; 4/9; 3/8; 10/21; ; ; ; ; 
Draw; ; 16/5; 16/5; ; 16/5; ; ; ; 10/3; 13/4; ; ; 7/2; ; ; ; ; 13/4; 13/4; ; 3; 13/4; 16/5; ; ; 19/10; ; 
Crusaders; ; 11/2; 11/2; ; 11/2; ; ; ; 6; 11/2; ; ; 5; ; ; ; ; 67/13; 11/2; ; 11/2; 67/13; 34/5; ; ; ; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-09 04:15:20 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; ; 4/9; 4/9; ; 4/9; ; ; ; 4/9; 5/11; ; ; 4/11; ; ; ; ; 3/8; 5/11; ; 4/9; 3/8; 10/21; ; ; ; ; 
Draw; ; 16/5; 3; ; 3; ; ; ; 10/3; 13/4; ; ; 7/2; ; ; ; ; 13/4; 13/4; ; 3; 13/4; 16/5; ; ; ; ; 
Crusaders; ; 11/2; 11/2; ; 11/2; ; ; ; 6; 11/2; ; ; 5; ; ; ; ; 67/13; 11/2; ; 11/2; 67/13; 34/5; ; ; ; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-09 08:15:25 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; ; 4/9; 2/5; ; 2/5; ; ; ; 4/9; 5/11; ; ; 4/11; ; ; ; ; 3/8; 5/11; ; 4/9; 3/8; 10/21; ; ; 2/5; ; 
Draw; ; 16/5; 16/5; ; 16/5; ; ; ; 10/3; 13/4; ; ; 7/2; ; ; ; ; 33/10; 13/4; ; 3; 33/10; 16/5; ; ; 1/100; ; 
Crusaders; ; 11/2; 11/2; ; 11/2; ; ; ; 6; 11/2; ; ; 5; ; ; ; ; 51/10; 11/2; ; 11/2; 51/10; 34/5; ; ; 22/5; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-09 12:15:42 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; ; 2/5; 2/5; 4/9; 2/5; ; ; ; 4/9; 5/11; ; ; 4/11; ; ; ; ; 3/8; 5/11; ; 4/9; 3/8; 5/11; ; ; ; ; 
Draw; ; 10/3; 16/5; 15/4; 16/5; ; ; ; 10/3; 13/4; ; ; 7/2; ; ; ; ; 16/5; 13/4; ; 3; 16/5; 33/10; ; ; ; ; 
Crusaders; ; 6; 6; 5; 6; ; ; ; 6; 11/2; ; ; 5; ; ; ; ; 26/5; 11/2; ; 11/2; 26/5; 37/5; ; ; ; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-09 16:15:42 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; ; 2/5; 2/5; 4/9; 2/5; ; ; ; 4/9; 5/11; ; ; 4/11; ; ; ; ; 3/8; 5/11; ; 4/9; 3/8; 5/11; ; ; 1/3; ; 
Draw; ; 10/3; 10/3; 15/4; 10/3; ; ; ; 10/3; 13/4; ; ; 7/2; ; ; ; ; 33/10; 13/4; ; 3; 33/10; 33/10; ; ; 1/50; ; 
Crusaders; ; 6; 11/2; 5; 11/2; ; ; ; 6; 11/2; ; ; 5; ; ; ; ; 67/13; 11/2; ; 11/2; 67/13; 37/5; ; ; 22/5; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-09 20:15:55 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; ; 2/5; 4/11; 2/5; 4/11; ; ; ; 2/5; 5/11; ; ; 4/11; ; ; ; ; 3/8; 5/11; ; 4/9; 3/8; 5/12; ; ; ; ; 
Draw; ; 10/3; 10/3; 15/4; 10/3; ; ; ; 7/2; 13/4; ; ; 7/2; ; ; ; ; 33/10; 13/4; ; 3; 33/10; 38/11; ; ; 3; ; 
Crusaders; ; 13/2; 6; 6; 6; ; ; ; 6; 11/2; ; ; 5; ; ; ; ; 67/13; 11/2; ; 11/2; 67/13; 79/10; ; ; ; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-10 00:15:37 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; ; 2/5; 4/11; 2/5; 4/11; ; 2/5; ; 2/5; 5/11; ; ; 4/11; ; ; ; ; 2/5; 5/11; ; 4/9; 2/5; 5/12; ; ; ; ; 
Draw; ; 10/3; 10/3; 15/4; 10/3; ; 7/2; ; 7/2; 13/4; ; ; 7/2; ; ; ; ; 17/5; 13/4; ; 3; 17/5; 38/11; ; ; 1/50; ; 
Crusaders; ; 13/2; 6; 13/2; 6; ; 13/2; ; 6; 11/2; ; ; 5; ; ; ; ; 27/5; 11/2; ; 11/2; 27/5; 79/10; ; ; 22/5; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-10 04:15:34 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; ; 2/5; 4/11; 2/5; 4/11; ; 2/5; ; 2/5; 5/11; ; ; 4/11; ; ; ; ; 2/5; 5/11; ; 4/9; 2/5; 5/12; ; ; ; ; 
Draw; ; 10/3; 10/3; 15/4; 10/3; ; 7/2; ; 7/2; 13/4; ; ; 7/2; ; ; ; ; 17/5; 13/4; ; 3; 17/5; 38/11; ; ; ; ; 
Crusaders; ; 13/2; 6; 13/2; 6; ; 13/2; ; 6; 11/2; ; ; 5; ; ; ; ; 27/5; 11/2; ; 11/2; 27/5; 79/10; ; ; ; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-10 08:15:29 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; ; 2/5; 4/11; 2/5; 4/11; ; 2/5; ; 2/5; 5/11; ; ; 4/11; ; ; ; ; 2/5; 5/11; ; 4/9; 2/5; 5/12; ; ; 2/5; ; 
Draw; ; 10/3; 10/3; 15/4; 10/3; ; 7/2; ; 7/2; 13/4; ; ; 7/2; ; ; ; ; 17/5; 13/4; ; 3; 17/5; 38/11; ; ; 19/10; ; 
Crusaders; ; 13/2; 6; 13/2; 6; ; 13/2; ; 6; 11/2; ; ; 5; ; ; ; ; 27/5; 11/2; ; 11/2; 27/5; 79/10; ; ; 10/3; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-10 12:15:36 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; ; 2/5; 2/5; 2/5; 2/5; ; 2/5; ; 2/5; 5/11; ; ; 4/11; ; ; ; ; 2/5; 5/11; 5/12; 4/9; 2/5; 5/12; ; ; 2/5; ; 
Draw; ; 10/3; 10/3; 7/2; 10/3; ; 7/2; ; 7/2; 13/4; ; ; 7/2; ; ; ; ; 17/5; 13/4; 17/5; 3; 17/5; 38/11; ; ; 3; ; 
Crusaders; ; 13/2; 11/2; 6; 11/2; ; 13/2; ; 6; 11/2; ; ; 5; ; ; ; ; 27/5; 11/2; 6; 11/2; 27/5; 79/10; ; ; 23/5; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-10 16:15:48 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/9; 5/11; ; 2/5; 4/9; 2/5; 2/5; ; ; 5/11; 5/12; 4/9; 7/18; 5/12; ; ; 2/5; ; 
Draw; 16/5; 10/3; 10/3; 15/4; 10/3; 16/5; 7/2; 7/2; 7/2; 13/4; ; 10/3; 7/2; 16/5; 19/5; ; ; 13/4; 17/5; 3; 17/5; 38/11; ; ; 7/2; ; 
Crusaders; 5; 13/2; 11/2; 6; 11/2; 5; 13/2; 6; 6; 11/2; ; 11/2; 5; 6; 13/2; ; ; 11/2; 6; 11/2; 11/2; 79/10; ; ; 29/5; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-10 20:15:34 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/9; 5/11; ; 2/5; 4/9; 2/5; 2/5; ; ; 5/11; 5/12; 4/9; 2/5; 5/12; ; ; 4/11; ; 
Draw; 16/5; 7/2; 10/3; 15/4; 10/3; 16/5; 7/2; 7/2; 7/2; 13/4; ; 7/2; 7/2; 16/5; 19/5; ; ; 13/4; 17/5; 3; 17/5; 38/11; ; ; 7/2; ; 
Crusaders; 5; 6; 11/2; 6; 11/2; 5; 13/2; 6; 6; 11/2; ; 13/2; 5; 6; 13/2; ; ; 11/2; 6; 11/2; 27/5; 79/10; ; ; 29/5; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-11 00:15:38 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/9; ; ; 2/5; 4/9; 2/5; 2/5; 4/9; ; 5/11; 5/12; 4/9; 2/5; 5/12; ; ; ; ; 
Draw; 16/5; 7/2; 10/3; 15/4; 10/3; 16/5; 7/2; 7/2; 7/2; ; ; 7/2; 7/2; 16/5; 19/5; 7/2; ; 13/4; 17/5; 3; 17/5; 38/11; ; ; ; ; 
Crusaders; 5; 6; 11/2; 6; 11/2; 5; 13/2; 6; 6; ; ; 13/2; 5; 6; 13/2; 11/2; ; 11/2; 6; 11/2; 27/5; 79/10; ; ; ; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-11 04:15:31 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/9; 5/11; ; 2/5; 4/9; 2/5; 2/5; 4/9; ; 5/11; 5/12; 4/9; 2/5; 5/12; ; ; 4/11; ; 
Draw; 16/5; 7/2; 10/3; 15/4; 10/3; 16/5; 7/2; 7/2; 7/2; 13/4; ; 7/2; 7/2; 16/5; 19/5; 7/2; ; 13/4; 17/5; 3; 17/5; 38/11; ; ; 7/2; ; 
Crusaders; 5; 6; 11/2; 6; 11/2; 5; 13/2; 6; 6; 11/2; ; 13/2; 5; 6; 13/2; 11/2; ; 11/2; 6; 11/2; 27/5; 79/10; ; ; 29/5; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-11 05:45:32 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/9; 5/11; ; 2/5; 4/9; 2/5; 2/5; 4/9; ; 5/11; 5/12; 4/9; 2/5; 5/12; ; ; 4/11; ; 
Draw; 16/5; 7/2; 10/3; 15/4; 10/3; 16/5; 7/2; 7/2; 7/2; 13/4; ; 7/2; 7/2; 16/5; 19/5; 7/2; ; 13/4; 17/5; 3; 17/5; 38/11; ; ; 7/2; ; 
Crusaders; 5; 6; 11/2; 6; 11/2; 5; 13/2; 6; 6; 11/2; ; 13/2; 5; 6; 13/2; 11/2; ; 11/2; 6; 11/2; 27/5; 79/10; ; ; 29/5; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-11 06:17:16 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/9; 5/11; ; 2/5; 4/9; 2/5; 2/5; 4/9; ; 5/11; 5/12; 4/9; 2/5; 5/12; ; ; 4/11; ; 
Draw; 16/5; 7/2; 10/3; 15/4; 10/3; 16/5; 7/2; 7/2; 7/2; 13/4; ; 7/2; 7/2; 16/5; 19/5; 7/2; ; 13/4; 17/5; 3; 17/5; 38/11; ; ; 7/2; ; 
Crusaders; 5; 6; 11/2; 6; 11/2; 5; 13/2; 6; 6; 11/2; ; 13/2; 5; 6; 13/2; 11/2; ; 11/2; 6; 11/2; 27/5; 79/10; ; ; 29/5; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-11 07:45:32 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/9; 5/11; ; 2/5; 4/9; 2/5; 2/5; 4/9; ; 5/11; 5/12; 4/9; 2/5; 5/12; ; ; ; ; 
Draw; 16/5; 7/2; 10/3; 15/4; 10/3; 16/5; 7/2; 7/2; 7/2; 13/4; ; 7/2; 7/2; 16/5; 19/5; 7/2; ; 13/4; 17/5; 3; 17/5; 38/11; ; ; ; ; 
Crusaders; 5; 6; 11/2; 6; 11/2; 5; 13/2; 6; 6; 11/2; ; 13/2; 5; 6; 13/2; 11/2; ; 11/2; 6; 11/2; 27/5; 79/10; ; ; ; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-11 08:15:31 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/9; 5/11; ; 2/5; 4/9; 2/5; 2/5; 4/9; ; 5/11; 5/12; 4/9; 2/5; 5/12; ; ; 4/11; ; 
Draw; 16/5; 7/2; 10/3; 15/4; 10/3; 16/5; 7/2; 7/2; 7/2; 13/4; ; 7/2; 7/2; 16/5; 19/5; 7/2; ; 13/4; 17/5; 3; 17/5; 38/11; ; ; 7/2; ; 
Crusaders; 5; 6; 11/2; 6; 11/2; 5; 13/2; 6; 6; 11/2; ; 13/2; 5; 6; 13/2; 11/2; ; 11/2; 6; 11/2; 27/5; 79/10; ; ; 29/5; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-11 09:45:32 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/9; 5/11; ; 2/5; 4/9; 2/5; 2/5; 4/9; ; 5/11; 5/12; 4/9; 2/5; 5/12; ; ; ; ; 
Draw; 16/5; 7/2; 10/3; 15/4; 10/3; 16/5; 7/2; 7/2; 7/2; 13/4; ; 7/2; 7/2; 16/5; 19/5; 7/2; ; 13/4; 17/5; 3; 17/5; 38/11; ; ; ; ; 
Crusaders; 5; 6; 11/2; 6; 11/2; 5; 13/2; 6; 6; 11/2; ; 13/2; 5; 6; 13/2; 11/2; ; 11/2; 6; 11/2; 27/5; 79/10; ; ; ; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-11 11:45:31 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/9; 5/11; ; 2/5; 4/9; 2/5; 2/5; 4/9; ; 5/11; 5/12; 4/9; 2/5; 5/12; ; ; 2/5; ; 
Draw; 16/5; 7/2; 10/3; 15/4; 10/3; 16/5; 7/2; 7/2; 7/2; 13/4; ; 7/2; 7/2; 16/5; 19/5; 7/2; ; 13/4; 17/5; 3; 17/5; 38/11; ; ; 7/2; ; 
Crusaders; 5; 6; 11/2; 6; 11/2; 5; 13/2; 6; 6; 11/2; ; 13/2; 5; 6; 13/2; 11/2; ; 11/2; 6; 11/2; 27/5; 79/10; ; ; 29/5; ; 
META; champions-league/crusaders-v-fc-copenhagen; 2016-07-11 12:09:12 GMT+3; 2016-07-13 19:00; e70300-dr003
FC Copenhagen; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/9; 5/11; ; 2/5; 4/9; 2/5; 2/5; 4/9; ; 5/11; 5/12; 4/9; 2/5; 5/12; ; ; ; ; 
