META; champions-league/dinamo-tbilisi-v-din-zagreb; 2016-07-27 04:15:20 GMT+3; 2016-08-02 18:00; e70300-dr003
Din Zagreb; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/20; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 27/10; ; ; ; ; 
Dinamo Tbilisi; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 41/13; ; ; ; ; 
META; champions-league/dinamo-tbilisi-v-din-zagreb; 2016-07-27 08:15:21 GMT+3; 2016-08-02 18:00; e70300-dr003
Din Zagreb; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/20; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 27/10; ; ; ; ; 
Dinamo Tbilisi; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 41/13; ; ; ; ; 
META; champions-league/dinamo-tbilisi-v-din-zagreb; 2016-07-27 12:15:20 GMT+3; 2016-08-02 18:00; e70300-dr003
Din Zagreb; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/20; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 27/10; ; ; ; ; 
Dinamo Tbilisi; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 41/13; ; ; ; ; 
META; champions-league/dinamo-tbilisi-v-din-zagreb; 2016-07-27 16:15:20 GMT+3; 2016-08-02 18:00; e70300-dr003
Din Zagreb; ; 5/6; 9/10; ; 9/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/20; ; ; ; ; 
Draw; ; 12/5; 5/2; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 27/10; ; ; ; ; 
Dinamo Tbilisi; ; 3; 3; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 41/13; ; ; ; ; 
META; champions-league/dinamo-tbilisi-v-din-zagreb; 2016-07-27 20:15:17 GMT+3; 2016-08-02 18:00; e70300-dr003
Din Zagreb; ; 5/6; 9/10; ; 9/10; ; ; ; ; 11/13; ; ; ; ; ; ; ; 11/13; ; 5/6; ; 19/20; ; ; ; ; 
Draw; ; 12/5; 5/2; ; 5/2; ; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 5/2; ; 27/10; ; ; ; ; 
Dinamo Tbilisi; ; 3; 3; ; 3; ; ; ; ; 13/4; ; ; ; ; ; ; ; 13/4; ; 3; ; 41/13; ; ; ; ; 
META; champions-league/dinamo-tbilisi-v-din-zagreb; 2016-07-28 00:15:07 GMT+3; 2016-08-02 18:00; e70300-dr003
Din Zagreb; ; 5/6; 9/10; ; 9/10; ; ; ; ; 11/13; ; ; ; ; ; ; ; 11/13; ; 5/6; ; 19/20; ; ; ; ; 
Draw; ; 12/5; 5/2; ; 5/2; ; ; ; ; 5/2; ; ; ; ; ; ; ; 5/2; ; 5/2; ; 27/10; ; ; ; ; 
