META; champions-league/bayer-leverkusen-v-cska-moscow; 2016-08-26 16:15:23 GMT+3; 2016-09-14 19:45; e70300-dr003
Bayer Leverkusen; 8/13; 4/6; 13/20; 8/13; 8/13; 13/20; 8/13; 1/2; 8/13; 11/17; 8/13; ; 4/6; 8/13; ; ; 4/6; 11/17; 4/7; 8/13; 11/18; 6/11; 19/29; ; ; 4/7; ; 
Draw; 11/4; 29/10; 29/10; 16/5; 14/5; 14/5; 3; 3; 3; 16/5; 14/5; ; 11/4; 59/20; ; ; 3; 16/5; 37/13; 3; 29/10; 16/5; 56/19; ; ; 5/2; ; 
CSKA Moscow; 9/2; 4; 17/4; 15/4; 9/2; 19/4; 4; 5; 17/4; 22/5; 17/4; ; 10/3; 17/4; ; ; 9/2; 22/5; 79/17; 22/5; 22/5; 61/10; 38/11; ; ; 4; ; 
META; champions-league/bayer-leverkusen-v-cska-moscow; 2016-08-26 20:15:23 GMT+3; 2016-09-14 19:45; e70300-dr003
Bayer Leverkusen; 8/13; 4/6; 13/20; 8/13; 8/13; 13/20; 8/13; 1/2; 8/13; 11/17; 8/13; ; 4/6; 8/13; 8/13; ; 4/6; 11/17; 4/7; 8/13; 10/17; 5/9; 19/29; ; ; ; ; 
Draw; 11/4; 29/10; 29/10; 16/5; 14/5; 14/5; 3; 3; 3; 16/5; 14/5; ; 11/4; 59/20; 27/10; ; 3; 16/5; 37/13; 3; 56/19; 16/5; 56/19; ; ; ; ; 
CSKA Moscow; 9/2; 4; 17/4; 15/4; 9/2; 19/4; 4; 5; 17/4; 22/5; 17/4; ; 10/3; 17/4; 9/2; ; 9/2; 22/5; 79/17; 22/5; 49/11; 59/10; 38/11; ; ; ; ; 
META; champions-league/bayer-leverkusen-v-cska-moscow; 2016-08-27 00:15:25 GMT+3; 2016-09-14 19:45; e70300-dr003
Bayer Leverkusen; 8/13; 4/6; 13/20; 8/13; 8/13; 13/20; 8/13; 1/2; 8/13; 11/17; 8/13; ; 4/6; 8/13; 8/13; 4/6; 4/6; 11/17; 4/7; 8/13; 10/17; 5/9; 19/29; ; ; 4/7; ; 
Draw; 11/4; 29/10; 29/10; 16/5; 14/5; 14/5; 3; 3; 3; 16/5; 14/5; ; 11/4; 59/20; 27/10; 11/4; 3; 16/5; 37/13; 3; 56/19; 16/5; 56/19; ; ; 14/5; ; 
CSKA Moscow; 9/2; 4; 17/4; 15/4; 9/2; 19/4; 4; 5; 17/4; 22/5; 17/4; ; 10/3; 17/4; 9/2; 4; 9/2; 22/5; 79/17; 22/5; 49/11; 59/10; 38/11; ; ; 21/5; ; 
META; champions-league/bayer-leverkusen-v-cska-moscow; 2016-08-27 04:15:23 GMT+3; 2016-09-14 19:45; e70300-dr003
Bayer Leverkusen; 8/13; 4/6; 13/20; 8/13; 8/13; 13/20; 8/13; 1/2; 8/13; 11/17; 8/13; ; 4/6; 8/13; 8/13; 4/6; 4/6; 11/17; 4/7; 8/13; 10/17; 5/9; 19/29; ; ; ; ; 
Draw; 11/4; 29/10; 29/10; 16/5; 14/5; 14/5; 3; 3; 3; 16/5; 14/5; ; 11/4; 59/20; 27/10; 11/4; 3; 16/5; 37/13; 3; 56/19; 16/5; 56/19; ; ; ; ; 
CSKA Moscow; 9/2; 4; 17/4; 15/4; 9/2; 19/4; 4; 5; 17/4; 22/5; 17/4; ; 10/3; 17/4; 9/2; 4; 9/2; 22/5; 79/17; 22/5; 49/11; 59/10; 38/11; ; ; ; ; 
META; champions-league/bayer-leverkusen-v-cska-moscow; 2016-08-27 08:15:21 GMT+3; 2016-09-14 19:45; e70300-dr003
Bayer Leverkusen; 8/13; 4/6; 13/20; 8/13; 8/13; 13/20; ; 1/2; 8/13; 11/17; 8/13; ; 4/6; 8/13; 8/13; 4/6; 4/6; 11/17; 4/7; 8/13; 10/17; 5/9; 19/29; ; ; 4/7; ; 
