META; champions-league/fk-liepaja-v-salzburg; 2016-07-16 00:15:01 GMT+3; 2016-07-19 17:00; e70300-dr003
Draw; 17/4; 9/2; 9/2; 4; 9/2; 4; ; ; 9/2; 9/2; ; ; ; 4; 9/2; 17/4; 9/2; 9/2; 9/2; 9/2; ; ; 49/10; ; ; ; 24/5
FK Liepaja; 9; 9; 17/2; 10; 17/2; 8; ; ; 8; 19/2; ; ; ; 9; 17/2; 8; 9; 19/2; 8; 19/2; ; ; 9; ; ; ; 49/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 12:15:08 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 2/7; 1/4; 2/7; 3/10; 2/7; 2/9; ; ; 3/10; 5/18; ; ; ; 1/4; 1/4; 1/4; 2/7; 5/18; 5/18; 1/4; ; ; 2/7; ; ; ; 1/3
Draw; 17/4; 9/2; 9/2; 4; 9/2; 4; ; ; 9/2; 9/2; ; ; ; 4; 9/2; 19/4; 9/2; 9/2; 9/2; 9/2; ; ; 49/10; ; ; ; 24/5
FK Liepaja; 9; 9; 17/2; 9; 17/2; 15/2; ; ; 17/2; 19/2; ; ; ; 9; 17/2; 9; 9; 19/2; 8; 19/2; ; ; 9; ; ; ; 49/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 12:37:49 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 2/7; 1/4; 2/7; 1/4; 2/7; 2/9; ; ; 3/10; 5/18; ; ; ; 1/4; 1/4; 1/4; 2/7; 5/18; 5/18; 1/4; ; ; 6/19; ; ; ; 1/3
Draw; 17/4; 9/2; 9/2; 9/2; 9/2; 4; ; ; 9/2; 9/2; ; ; ; 4; 9/2; 19/4; 9/2; 9/2; 9/2; 9/2; ; ; 24/5; ; 24/5; ; 5
FK Liepaja; 9; 9; 17/2; 10; 17/2; 15/2; ; ; 17/2; 19/2; ; ; ; 9; 17/2; 9; 9; 19/2; 8; 19/2; ; ; 17/2; ; ; ; 49/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 13:45:03 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 2/9; 1/4; 2/9; 2/9; 2/9; 1/5; ; ; 1/4; 5/18; ; ; ; 1/5; 1/4; 1/4; 1/4; 5/18; 1/4; 1/4; ; ; 5/19; ; 1/4; ; 1/4
Draw; 19/4; 9/2; 5; 5; 5; 4; ; ; 19/4; 9/2; ; ; ; 9/2; 9/2; 9/2; 5; 9/2; 19/4; 9/2; ; ; 21/4; ; 11/2; ; 28/5
FK Liepaja; 12; 10; 10; 12; 10; 17/2; ; ; 9; 19/2; ; ; ; 11; 17/2; 10; 10; 19/2; 19/2; 19/2; ; ; 89/10; ; 59/5; ; 59/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 15:45:09 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 1/4; 1/4; 1/4; 2/7; 1/4; 2/9; ; ; 3/10; 5/18; ; ; ; 1/4; 1/4; 1/4; 1/4; 5/18; 1/4; 1/4; ; ; 2/7; ; 1/4; ; 3/10
Draw; 9/2; 9/2; 5; 9/2; 5; 4; ; ; 19/4; 9/2; ; ; ; 17/4; 9/2; 9/2; 5; 9/2; 19/4; 9/2; ; ; 24/5; ; 26/5; ; 27/5
FK Liepaja; 10; 10; 9; 10; 9; 8; ; ; 9; 19/2; ; ; ; 10; 17/2; 10; 10; 19/2; 19/2; 19/2; ; ; 44/5; ; 54/5; ; 54/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 16:15:03 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 1/4; 1/4; 2/7; 2/7; 2/7; 2/9; ; ; 3/10; 5/18; ; ; ; 1/4; 1/4; 1/4; 1/4; 5/18; 1/4; 1/4; ; ; 5/18; ; 2/7; ; 3/10
Draw; 9/2; 9/2; 9/2; 4; 9/2; 4; ; ; 19/4; 9/2; ; ; ; 17/4; 9/2; 9/2; 5; 9/2; 19/4; 9/2; ; ; 24/5; ; 5; ; 5
FK Liepaja; 10; 9; 9; 10; 9; 15/2; ; ; 9; 19/2; ; ; ; 10; 17/2; 10; 10; 19/2; 19/2; 19/2; ; ; 9; ; 10; ; 49/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 17:45:03 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 2/7; 1/4; 2/7; 1/4; 2/7; 2/9; ; ; 3/10; 5/18; ; ; ; 1/4; 1/4; 2/7; 1/4; 5/18; 1/4; 1/4; ; ; 3/11; ; ; ; 3/10
Draw; 17/4; 9/2; 9/2; 9/2; 9/2; 19/5; ; ; 9/2; 9/2; ; ; ; 17/4; 9/2; 17/4; 5; 9/2; 19/4; 9/2; ; ; 5; ; ; ; 5
FK Liepaja; 9; 9; 9; 10; 9; 8; ; ; 9; 19/2; ; ; ; 10; 17/2; 9; 9; 19/2; 19/2; 19/2; ; ; 9; ; ; ; 49/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 18:24:42 GMT+3; 2016-07-19 17:00; e70300-dr003
Salzburg; 2/7; 1/4; 2/7; ; 2/7; 2/9; ; ; 3/10; 5/18; ; ; ; 1/4; 1/4; 2/7; 2/7; 5/18; 1/4; 1/4; ; ; 2/7; ; 3/10; ; 1/3
Draw; 17/4; 9/2; 9/2; ; 9/2; 19/5; ; ; 9/2; 9/2; ; ; ; 17/4; 9/2; 17/4; 9/2; 9/2; 19/4; 9/2; ; ; 24/5; ; 23/5; ; 24/5
FK Liepaja; 9; 9; 9; ; 9; 8; ; ; 9; 19/2; ; ; ; 10; 17/2; 9; 9; 19/2; 19/2; 19/2; ; ; 87/10; ; 10; ; 49/5
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 19:45:09 GMT+3; 2016-07-19 17:00; In Play; e70300-dr003
Salzburg; 1/40; ; 1/25; ; 1/33; 1/200; ; ; ; 1/33; ; ; ; 1/66; 1/25; ; ; 1/33; 1/14; 1/33; ; ; ; ; 1/25; ; 
Draw; 16; ; 12; ; 14; 15/2; ; ; ; 13; ; ; ; 9; 11; ; ; 13; 31/4; 13; ; ; ; ; 24; ; 
FK Liepaja; 40; ; 66; ; 100; 125; ; ; ; 49; ; ; ; 66; 50; ; ; 49; 30; 49; ; ; ; ; 132; ; 
META; champions-league/fk-liepaja-v-salzburg; 2016-07-19 20:15:08 GMT+3; 2016-07-19 17:00; In Play; e70300-dr003
Salzburg; 1/25; 1/20; 1/16; ; 1/16; 1/40; ; ; 1/25; 1/33; ; 1/16; ; 1/33; 1/25; ; ; 1/33; 1/16; 1/33; ; ; ; ; ; ; 
Draw; 12; 11; 10; ; 10; 13/2; ; ; 12; 13; ; 9; ; 8; 14; ; ; 13; 31/4; 13; ; ; ; ; ; ; 
FK Liepaja; 33; 66; 50; ; 50; 50; ; ; 80; 69; ; 33; ; 60; 45; ; ; 69; 50; 69; ; ; ; ; ; ; 
