META; champions-league/real-madrid-v-napoli; 2016-12-12 16:15:17 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; ; 4/11; ; 4/11; 4/11; 1/3; ; ; 3/10; 2/7; ; 2/5; 4/11; ; 3/8; 2/5; 4/11; 2/5; 3/8; 11/25; 2/5; 2/5; 2/5; ; 4/11; ; 
Draw; 15/4; 19/5; 18/5; 7/2; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 15/4; 19/5; 15/4; 4; 50/13; 39/10; 15/4; 7/2; 50/13; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 11/2; 7; 13/2; 7; 7; 8; 6; 6; 8; 15/2; 7; 5; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 23/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-13 16:15:21 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 2/5; 4/9; 2/5; 4/11; 2/5; 1/3; 2/5; 4/9; 3/10; 2/7; 4/11; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 4; 19/5; 15/4; 4; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 11/2; 11/2; 13/2; 7; 13/2; 8; 6; 6; 8; 15/2; 7; 5; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 23/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-13 20:15:15 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 2/5; 4/9; 2/5; 4/11; 4/11; 1/3; 2/5; 4/9; 3/10; 2/7; 4/11; 4/9; 9/20; 4/11; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 21/5; 7/2; 4; 7/2; 4; 4; 4; 19/5; 15/4; 9/2; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 11/2; 11/2; 13/2; 7; 7; 8; 6; 6; 8; 15/2; 7; 5; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 23/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-14 00:15:15 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 2/5; 4/9; 2/5; 4/11; 2/5; 1/3; 2/5; 4/9; 3/10; 2/7; 4/11; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 4; 19/5; 15/4; 4; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 11/2; 11/2; 13/2; 7; 13/2; 8; 6; 6; 8; 15/2; 7; 5; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 23/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-14 04:15:15 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 2/5; 4/9; 2/5; 4/11; 2/5; 1/3; 2/5; 4/9; 3/10; 2/7; 4/11; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 4; 19/5; 15/4; 4; 50/13; 39/10; 15/4; 7/2; 50/13; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 11/2; 11/2; 13/2; 7; 13/2; 8; 6; 6; 8; 15/2; 7; 5; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 23/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-14 08:15:16 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 2/5; 4/9; 2/5; 4/11; 2/5; 1/3; 2/5; 4/9; 3/10; 2/7; 4/11; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 4; 19/5; 15/4; 4; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 11/2; 11/2; 13/2; 7; 13/2; 8; 6; 6; 8; 15/2; 7; 5; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 23/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-14 12:15:21 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 2/5; 4/9; 2/5; 4/11; 2/5; 1/3; 2/5; 4/9; 3/10; 2/7; 4/11; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 4; 19/5; 15/4; 4; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 11/2; 11/2; 13/2; 7; 13/2; 8; 6; 6; 8; 15/2; 7; 5; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 23/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-14 16:15:16 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 2/5; 4/9; 2/5; 4/11; 2/5; 1/3; 2/5; 4/9; 3/10; 2/7; ; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 4; 7/2; 4; 7/2; 4; 4; ; 19/5; 15/4; 4; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 11/2; 11/2; 13/2; 7; 13/2; 8; 6; 6; 8; 15/2; ; 5; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 23/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-14 20:15:15 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 2/5; 4/9; 2/5; 4/11; 2/5; 1/3; 2/5; 4/9; 3/10; 2/7; 4/11; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 4; 19/5; 15/4; 4; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 11/2; 11/2; 13/2; 7; 13/2; 8; 6; 6; 8; 15/2; 7; 5; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 23/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-15 00:15:17 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 2/5; 4/9; 2/5; 4/11; 2/5; 1/3; 2/5; 4/9; 3/10; 2/7; 4/11; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 4; 19/5; 15/4; 4; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 11/2; 11/2; 13/2; 7; 13/2; 8; 6; 6; 8; 15/2; 7; 5; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 9/2; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-15 04:15:15 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 2/5; 4/9; 2/5; 4/11; 4/11; 1/3; 2/5; 4/9; 3/10; 2/7; ; 4/9; 9/20; 4/11; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 21/5; 7/2; 4; 7/2; 4; 4; ; 19/5; 15/4; 9/2; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 11/2; 11/2; 13/2; 7; 7; 8; 6; 6; 8; 15/2; ; 5; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 9/2; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-15 08:15:19 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 4/11; 4/9; 2/5; 4/11; 2/5; 1/3; 2/5; 4/9; 3/10; 2/7; 4/11; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 4; 4; 15/4; 4; 50/13; 39/10; 15/4; 7/2; 50/13; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 6; 11/2; 13/2; 7; 13/2; 8; 6; 6; 8; 15/2; 7; 5; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 9/2; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-15 12:22:56 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 4/11; 4/9; 2/5; 4/11; 2/5; 1/3; 2/5; 4/9; 3/10; 2/7; 4/11; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 4; 4; 15/4; 4; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 6; 11/2; 13/2; 7; 13/2; 8; 6; 6; 8; 15/2; 7; 5; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 9/2; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-15 16:15:17 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 4/11; 4/9; 2/5; 4/11; 4/11; 1/3; 2/5; 4/9; 3/10; 2/7; 4/11; 4/9; 9/20; 4/11; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 21/5; 7/2; 4; 7/2; 4; 4; 4; 4; 15/4; 9/2; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 6; 11/2; 13/2; 7; 7; 8; 6; 6; 8; 15/2; 7; 11/2; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 24/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-15 20:15:15 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 4/11; 4/9; 2/5; 4/11; 2/5; 1/3; 2/5; 4/9; 3/10; 2/7; 4/11; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 4; 4; 15/4; 4; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 6; 11/2; 13/2; 7; 13/2; 8; 6; 6; 8; 15/2; 7; 11/2; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 24/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-16 00:15:14 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 4/11; 4/9; 2/5; 4/11; 4/11; 1/3; 2/5; 4/9; 3/10; 2/7; 21/50; 4/9; 9/20; 4/11; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 21/5; 7/2; 4; 7/2; 4; 4; 15/4; 4; 15/4; 9/2; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 6; 11/2; 13/2; 7; 7; 8; 6; 11/2; 8; 15/2; 6; 11/2; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 24/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-16 04:15:15 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 4/11; 4/9; 2/5; 4/11; 4/11; 1/3; 2/5; 2/5; 3/10; 2/7; 21/50; 4/9; 9/20; 4/11; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 21/5; 7/2; 4; 7/2; 4; 4; 15/4; 4; 15/4; 9/2; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 6; 11/2; 13/2; 7; 7; 8; 6; 6; 8; 15/2; 6; 11/2; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 24/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-16 08:15:16 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 4/11; 4/9; 2/5; 4/11; 2/5; 1/3; 2/5; 2/5; 3/10; 2/7; 21/50; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 15/4; 4; 15/4; 4; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 6; 11/2; 13/2; 7; 13/2; 8; 6; 6; 8; 15/2; 6; 11/2; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 24/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-16 12:15:16 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 4/11; 4/9; 2/5; 4/11; 4/11; 1/3; 2/5; 2/5; 3/10; 2/7; 21/50; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 15/4; 4; 15/4; 4; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 6; 11/2; 13/2; 7; 7; 8; 6; 6; 8; 15/2; 6; 11/2; 11/2; 8; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 24/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-16 16:15:16 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 4/11; 4/9; 2/5; 4/11; 2/5; 1/3; 2/5; 2/5; 3/10; 2/7; 21/50; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; ; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 15/4; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 15/4; 4; 15/4; 4; 39/10; 39/10; 15/4; 7/2; ; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 6; 11/2; 13/2; 7; 13/2; 8; 6; 6; 8; 15/2; 6; 11/2; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; ; 7; 5; 13/2; 11/2; ; 24/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-17 00:15:15 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 4/11; 4/9; 2/5; 4/11; 2/5; 1/3; 2/5; 2/5; 3/10; 2/7; 21/50; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 7/2; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 15/4; 4; 15/4; 4; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 6; 6; 13/2; 7; 13/2; 8; 6; 6; 8; 15/2; 6; 11/2; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 24/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-17 04:15:16 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 4/11; 4/9; 2/5; 4/11; 4/11; 1/3; 2/5; 2/5; 3/10; 2/7; 21/50; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 7/2; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 15/4; 4; 15/4; 4; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 6; 6; 13/2; 7; 7; 8; 6; 6; 8; 15/2; 6; 11/2; 11/2; 8; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 24/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-17 08:15:17 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 4/11; 4/9; 2/5; 4/11; 4/11; 1/3; 2/5; 2/5; 3/10; 2/7; 21/50; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; ; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 7/2; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 15/4; 4; 15/4; 4; 39/10; 39/10; 15/4; 7/2; ; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 6; 6; 13/2; 7; 15/2; 8; 6; 6; 8; 15/2; 6; 11/2; 11/2; 8; 25/4; 13/2; 27/4; 13/2; ; 7; 5; 13/2; 11/2; ; 24/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-17 12:15:16 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 4/11; 4/9; 2/5; 4/11; 2/5; 1/3; 2/5; 2/5; 3/10; 2/7; ; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 7/2; 4; 4; 4; 7/2; 4; 7/2; 4; 4; ; 4; 15/4; 4; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 6; 6; 13/2; 7; 13/2; 8; 6; 6; 8; 15/2; ; 11/2; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; 13/2; 11/2; ; 24/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-17 16:15:17 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 4/11; 4/9; 2/5; 4/11; 4/11; 1/3; 2/5; 2/5; 3/10; 2/7; 21/50; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; ; 3/8; 9/20; 2/5; 2/5; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 7/2; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 15/4; 4; 15/4; 4; 39/10; 39/10; 15/4; ; 39/10; 4; 7/2; 39/10; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 6; 6; 13/2; 7; 7; 8; 6; 6; 8; 15/2; 6; 11/2; 11/2; 8; 25/4; 13/2; 27/4; ; 25/4; 7; 5; 13/2; 11/2; ; 24/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-17 20:15:17 GMT+2; 2017-02-14 19:45; e70300-dr003
Real Madrid; 2/5; 2/5; 4/11; 4/9; 2/5; 4/11; 2/5; 1/3; 2/5; 2/5; 3/10; 2/7; 21/50; 4/9; 9/20; 2/5; 3/8; 2/5; 4/11; 2/5; 3/8; 9/20; 2/5; ; 2/5; ; 2/5; ; 
Draw; 15/4; 19/5; 18/5; 7/2; 4; 4; 4; 7/2; 4; 7/2; 4; 4; 15/4; 4; 15/4; 4; 39/10; 39/10; 15/4; 7/2; 39/10; 4; 7/2; ; 15/4; ; 7/2; ; 
Napoli; 13/2; 6; 6; 6; 13/2; 7; 13/2; 8; 6; 6; 8; 15/2; 6; 11/2; 11/2; 15/2; 25/4; 13/2; 27/4; 13/2; 25/4; 7; 5; ; 11/2; ; 24/5; ; 
META; champions-league/real-madrid-v-napoli; 2016-12-18 00:15:19 GMT+2; 2017-02-14 19:45; e70300-dr003
